COMMAND: python3 /audit-output/evidence/rule_inventory.py
WORKDIR: /tmp/audit-work/27-flip-case
--- OUTPUT ---
id	location	kind	attributes	role_decision	entry_sha256	entry_preview
886	reference-semantics/semantics/methods.k:166	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	6f6a4aa0687d9e9c143e72eb2b0b1f23855f06d49db9aa9ba2692155c087e32e	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
887	reference-semantics/semantics/methods.k:167	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	0d4624ea4695fb40e0050012a362db4ef30b5411a19cae1fdbd6d0a47629d36a	rule startsWith(.IntSeq, _:IntSeq) => true
888	reference-semantics/semantics/methods.k:168	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c22b5ffce270c2c5a950eb89cd6c83284507f173b95439017116cd2bba8a05a3	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
889	reference-semantics/semantics/methods.k:169	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	4e5497c6f435ecbdd36b9d4489a31b6d6ebcdc34f56c48531301b97a31b0ff0a	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
890	reference-semantics/semantics/methods.k:170	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
891	reference-semantics/semantics/operators.k:6	module	-	MODULE_STRUCTURE	45e2448ad0cc46cb22870ee06d94f85e37bb4b1d5cd0a61f153e870e11385a1e	module MPY-OPERATORS
892	reference-semantics/semantics/operators.k:7	imports	-	MODULE_STRUCTURE	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
893	reference-semantics/semantics/operators.k:8	imports	-	MODULE_STRUCTURE	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	imports MPY-ITER
894	reference-semantics/semantics/operators.k:10	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	ec04b29e2d1b46254cb3f8a70fed7bc53b6920095b428522d967063442fc073b	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
895	reference-semantics/semantics/operators.k:12	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a5de9880fff165fc5f79a79ac6642d54379e736a164cbbf0baacfb4b95f00567	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k> // Compare's right operand sits under the CmpOp wrapper — contexts instead of attributes
896	reference-semantics/semantics/operators.k:15	context	-	UNUSED_OR_STRUCTURAL_DECLARATION	e4932b24484a885d34b3f53705eeeb1fed84fc516b3ed52d0654f78929b823f1	context Compare(HOLE, _)
897	reference-semantics/semantics/operators.k:16	context	-	UNUSED_OR_STRUCTURAL_DECLARATION	ca9e40a2c27b7a232b7510b580b93e5ae8114c5866de16dfeea069acb5d453d0	context Compare(_:Val, CmpOp(_, HOLE))
898	reference-semantics/semantics/operators.k:17	rule	owise	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	262226c0a44f44c7a4f1da356324355babc5b5d4fb8f040deb3476d6fcd78288	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
899	reference-semantics/semantics/operators.k:19	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	30c0e5930768cffa209dcc402d10a63e4fa24f2b95f94374d61199560ab481d5	rule applyCmp("is", V:Val, noneV) => V ==K noneV
900	reference-semantics/semantics/operators.k:20	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	52df1f5bc1a935f35a813527c5669d40b53cefedc17c6a72eb1a109be4612496	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV) // ==== operand deref: heap objects combine/compare by STRUCTURE ============ // (Python: list == is structural; identity only via `is`.) priority(40) // preempts the generic dispatch so applyUn/applyBin/applyCmp never see a ref.
901	reference-semantics/semantics/operators.k:25	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a0cb682355d9e6fd2eee7968bf5f1a27bd3f685382f059ce986128e626a623f3	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
902	reference-semantics/semantics/operators.k:28	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	035ead8881650662bd304f3e7bea51df649dc10f4b265cd256ed39606cd912aa	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
903	reference-semantics/semantics/operators.k:30	requires	priority	MODULE_STRUCTURE	1c33e14f72f8eccad5282dc8693854cf1c4e1d4a76eb2c632d9c09061b7ead8d	requires notBool isRefV(L) [priority(40)] // the left operand of `in`/`not in` is an ELEMENT (compares by ==K) — never deref'd
904	reference-semantics/semantics/operators.k:34	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	36b53ae5d0b8a2a8c9b0b2cd35072c540f292e7adb68fd79fbd03fd000cf12af	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
905	reference-semantics/semantics/operators.k:36	requires	priority	MODULE_STRUCTURE	53720a0774e3f36b40ab46244f77a58b8ac104beb7dc67e4a93e4d6fdfdc4013	requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
906	reference-semantics/semantics/operators.k:38	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	78a2f489891f5a60bd9a134d41b58625a371674abf4ce6c9893d3bf7c1013512	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
907	reference-semantics/semantics/operators.k:40	requires	priority	MODULE_STRUCTURE	3a724796cc42de518840cd09e53b10e73320fd833a68046e3e002502f8539fb4	requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
908	reference-semantics/semantics/operators.k:44	rule	priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	ad34ddf8843f4722734b16e788db858155b62d9e4dee724054725a7880d8df4e	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
909	reference-semantics/semantics/operators.k:47	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
910	reference-semantics/semantics/range.k:5	module	-	MODULE_STRUCTURE	3245f59acaa6746804c8828bc1367c52002d920809be287b0ba05af1d0e0aabf	module MPY-RANGE
911	reference-semantics/semantics/range.k:6	imports	-	MODULE_STRUCTURE	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
912	reference-semantics/semantics/range.k:7	imports	-	MODULE_STRUCTURE	8ad41781e06e91093b117ccd78f6f10180a840cf3b4adaa62547edd340b26acc	imports MPY-ITER
913	reference-semantics/semantics/range.k:9	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	dec39b9740c8dd9d0236a292381d109809f8767a4531aef24a40002ccc2123ea	syntax Bool ::= inRange(Int, Int, Int) [function, total]
914	reference-semantics/semantics/range.k:10	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f93b1245c72320e5aa7cbc51256b44d4efb5755c048893f6ba2f6d35d191c295	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
915	reference-semantics/semantics/range.k:12	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	9f9f1aaeaee29256645f794ab24ac2a68d22b03a0716b38717979c26620d48f6	syntax Int ::= rangeLen(Int, Int, Int) [function]
916	reference-semantics/semantics/range.k:13	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	9a28be9d697f8c24ddaaaec73e6b67f4e42b2d87fae2a1f87be3c744f7e54a44	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
917	reference-semantics/semantics/range.k:14	requires	-	MODULE_STRUCTURE	0e6722b179b08aed470d6baad59d8282fe292e799d4043832f7b422ccb3bd012	requires ST >Int 0 andBool HI >Int LO
918	reference-semantics/semantics/range.k:15	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	46d0a0b18c54a2c2068aef85ea00d608512e4589fe587c7d2dc9ff4c3948a793	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
919	reference-semantics/semantics/range.k:16	requires	-	MODULE_STRUCTURE	2bd4ce1d3044a55f6998619641157ad93f212759efaddefb7b5609b871aa759a	requires ST <Int 0 andBool HI <Int LO
920	reference-semantics/semantics/range.k:17	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	8ec7cce1fbf9611230e6dfff92e276a472d680f6064505bfb7b12e026ec614b2	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
921	reference-semantics/semantics/range.k:18	requires	-	MODULE_STRUCTURE	e4eab8bec9fe66e5d8e0b0b587f1fea33f4563bc2e7365d45bd43c74d022e092	requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
922	reference-semantics/semantics/range.k:20	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c475dcac31cdc7474decc045a9e1f1515a3ac837d34106d555c8ed30e6d553bd	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
923	reference-semantics/semantics/range.k:22	requires	-	MODULE_STRUCTURE	cbba281126d3db843151e4f5a385a71975a3360bdd8e2b95eab639b751246388	requires inRange(I, HI, ST)
924	reference-semantics/semantics/range.k:23	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f44ab25b50796775401397f9c05d5ed7b328e566820cb5108fe4862f75a19fef	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
925	reference-semantics/semantics/range.k:24	requires	-	MODULE_STRUCTURE	da99da83f88ae2c50400edda2666eaed110f4eb78cf033efb85bb0019067811d	requires notBool inRange(I, HI, ST)
926	reference-semantics/semantics/range.k:25	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
927	reference-semantics/semantics/set.k:3	module	-	MODULE_STRUCTURE	a61579bc570f8ff47f9955153b49516c35a9ec599610a638f928f0e7cc5ea32b	module MPY-SET
928	reference-semantics/semantics/set.k:4	imports	-	MODULE_STRUCTURE	e5eeba2662383acd9811e3851239a18db41788430bde206385489e10ba7e09b5	imports MPY-CORE // a set value, carried as its distinct codes in first-seen order (order is irrelevant // to membership/cardinality — the two observations sets support here).
929	reference-semantics/semantics/set.k:8	syntax	-	UNUSED_OR_STRUCTURAL_DECLARATION	b89f52ac9a5ad5c1c192f98309e1ceeb2251ae6cafbb2682c6b58d5a8661f33b	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
930	reference-semantics/semantics/set.k:11	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	be0ae2291d5d6df7e27aeb082308a7eef47f89db683207f1bf0a156860e1c128	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
931	reference-semantics/semantics/set.k:12	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	be0e691e3c2c66e35bd4b30ee725e678df5ea6989dd4e17c9554a7ba351d60c2	rule codeIn(_:Int, .IntSeq) => false
932	reference-semantics/semantics/set.k:13	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	df6478ab6f79609b469de712f0bde4616651f84f1d29c0ededd16305579afa46	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
933	reference-semantics/semantics/set.k:16	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	1128bf4578c0d1120031ca20c5f54a1214111fe7a8fff22f74b18c7f131932d9	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
934	reference-semantics/semantics/set.k:18	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	d766b83ec2d86623c34078fd5baac96439ef9df58e2905582ef9572bf4141f92	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
935	reference-semantics/semantics/set.k:19	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	43f63938c9877ea6964a01be9a0975520ad7bcd1547963caf64819fb8899825e	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
936	reference-semantics/semantics/set.k:20	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b7f13feb92930faf0377242b0ef30ae635e4eb87340d7f3b6acd8a47362a7a64	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
937	reference-semantics/semantics/set.k:21	requires	-	MODULE_STRUCTURE	0529c4b873242f5b3a890ac78eb37f241d3e6bb47eae88a6352b03cf820d1278	requires codeIn(C, ACC)
938	reference-semantics/semantics/set.k:22	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	9919524ca9ef7a755b0e9e8b83d533f2deaea95b46881c83e564421dc5fd6d23	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
939	reference-semantics/semantics/set.k:23	requires	-	MODULE_STRUCTURE	71f64d8aa92a6715ca6bd7b0ba2edf376bc41a006427971d6e8fe37ba8e16b86	requires notBool codeIn(C, ACC)
940	reference-semantics/semantics/set.k:25	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	c59b599a912dfbe757f346db515843be1349471c0c709ed66b796ec08ec1cdd1	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
941	reference-semantics/semantics/set.k:26	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	054d50d68e3621614137c41879522bb71d7967af1598a7dd30ae30b0ae0e1581	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
942	reference-semantics/semantics/set.k:27	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c5516997bf898755082c78c10ac5c780bdd332b8a71365119173ca7bba17c72f	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
943	reference-semantics/semantics/set.k:31	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	b1d04ee84fabe3f58ed28b05901d2634c5c530b5391f4673cdf9b2dedafdacc7	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
944	reference-semantics/semantics/set.k:32	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	d53c3df008c30d16ebd9725d0b613f7ad07171dc2826338b4d3ea5fa2b6ec877	rule subsetCodes(.IntSeq, _:IntSeq) => true
945	reference-semantics/semantics/set.k:33	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	850be538170a9edb22a44a4ce2568f35b29fa79f58888e09984a4033d6aebbaf	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
946	reference-semantics/semantics/set.k:35	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	6156266fe9d9b07a383778418b8a8a6b768dca1807dfad3ee0498cff0ecc75f7	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
947	reference-semantics/semantics/set.k:36	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	74bedff665080b5e0c412ecb110cde61f04ebba6c5b62c46c1626a51fd9703fb	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
948	reference-semantics/semantics/set.k:39	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	7a5ed6b4e8d675889fbd0c888e0097b0f319b6b1c37872ccf6716c2f2afc0565	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
949	reference-semantics/semantics/set.k:40	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
950	reference-semantics/semantics/sort.k:10	module	-	MODULE_STRUCTURE	2324159bdf28df653f286067082feb187a9e02a44c740456dae31b27022b595d	module MPY-SORT
951	reference-semantics/semantics/sort.k:11	imports	-	MODULE_STRUCTURE	513b07985ad1b60ab1fc94f4a08021dd25a5b0aa218c3a975ce281a00395ddfa	imports MPY-BUILTINS
952	reference-semantics/semantics/sort.k:12	imports	concrete,no-evaluators	MODULE_STRUCTURE	afa5f4317540e548794244fb7d7f943cc5da28a580133599abbf3ecb0b378882	imports MPY-SUBSCRIPT // sortVS(VS): the ascending sort of the Val list VS. Opaque for symbolic VS (no-evaluators); // concrete insertion sort for krun. // Concrete sort matches Int-sorted elements directly (an int Val IS an Int); projectIntTotal // (lemmas-only) is not available in the semantics. Int and str lists.
953	reference-semantics/semantics/sort.k:18	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	c6d761b986e34bb35057126ad5885215fea615a238764749865f535e470fa43b	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
954	reference-semantics/semantics/sort.k:19	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	0a76cca66b26bec5620b0fa0900cfbae5de0d5c61ed2c375e74ec5aed8aacf19	syntax ValSeq ::= insVS(Int, ValSeq) [function]
955	reference-semantics/semantics/sort.k:20	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	47b723f10a2368e5fff704a6fa6e3d8217ce25b51cba6fcd2ed2ab5ca9d0dc3e	rule sortVS(.ValSeq) => .ValSeq [concrete]
956	reference-semantics/semantics/sort.k:21	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	afe20c3cfa1af6db4fd20a8050faf019552807fa0b01572e504e92491be14b63	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
957	reference-semantics/semantics/sort.k:22	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c51e9071fd27147763dcd3e70dd3dec2763d41c581efc7d97e52c558a5dba245	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
958	reference-semantics/semantics/sort.k:23	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	e38dbfdea30a930ec41dc76e1fc86def100bfbfcfd88853d63d1fd9597a78ee5	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
959	reference-semantics/semantics/sort.k:24	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	28954fe82fc627d19d9106b7b8aefbf58205302cb51d87e690c4eb81cd4f0773	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
960	reference-semantics/semantics/sort.k:26	syntax	function	UNUSED_OR_STRUCTURAL_DECLARATION	f778a322aece37266d282b5757dcb47aa66fbd6bcd3cb99133579990e1ea7411	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
961	reference-semantics/semantics/sort.k:27	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f56269f2805fdf6e8a4ee27fc629bc2b5ad70b59c74649375bb93f7ddd171898	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
962	reference-semantics/semantics/sort.k:28	rule	concrete	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	1f2df95775eb233969123f430eb5df8ccfc8e3c063894b7b20733a158307ff84	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
963	reference-semantics/semantics/sort.k:29	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	668569c27284a60a88e3ddc2c36d3e486d9eb3ef7dc50f1d72a0783d6740db34	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
964	reference-semantics/semantics/sort.k:30	requires	concrete	MODULE_STRUCTURE	45a17013a55b2d206a88ef9c7816367707d6a7fc9aaa23ff171a98b82bb4c9f9	requires strLt(A, B) orBool A ==K B [concrete]
965	reference-semantics/semantics/sort.k:31	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	3ba99b7d0460e94b4531dd951d483dde087a82a553c870aafd66babb37308616	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
966	reference-semantics/semantics/sort.k:32	requires	concrete,owise	MODULE_STRUCTURE	36198c67d23bb875eb727ffc7279240f2c01a0fde8ba047974484608ae633469	requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
967	reference-semantics/semantics/sort.k:36	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	2b476f2d74bbaefea2eeed9b8efda1aadd2b05ac9e747c8d6040ba96a0705061	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
968	reference-semantics/semantics/sort.k:40	rule	concrete,priority	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	e2c12477dcb6997dd699d82a211261b7274290ebf178fe093701ebc8c6247e2c	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
969	reference-semantics/semantics/sort.k:49	syntax	function,no-evaluators,total	UNUSED_OR_STRUCTURAL_DECLARATION	f2ac55ee34d899f8dea02d048fbe04c31e9380eb65b24fe7a665a4c459a47fce	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
970	reference-semantics/semantics/sort.k:51	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	4cc64fd11b54ce15d4a917ce90ac5be549067bdf71d5d92c93618994d00d88ea	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
971	reference-semantics/semantics/sort.k:53	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	ce0aa18a536023617b5fa012c4896693902eb851d32017e9e0add330616fdfbd	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
972	reference-semantics/semantics/sort.k:54	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	726a2866a59e53374aab2b1bed31946a74b1866463d1adc19b016a7017ae08fd	rule revVSAcc(.ValSeq, A:ValSeq) => A
973	reference-semantics/semantics/sort.k:55	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	5fd679052347f58f5e3637566616cd1304da061a3232edc871028bc59707c5f3	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
974	reference-semantics/semantics/sort.k:57	syntax	function,total	UNUSED_OR_STRUCTURAL_DECLARATION	7e8ff8d017c7edb7bd2d8f72a2de7fb5fcf8c1afde10e1aa97a2656fb519c6d3	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
975	reference-semantics/semantics/sort.k:58	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	a1e37b0851c34a5eb84ec7d35cfb0b013cf9a4c94a656167b6fbc8fbe0204cea	rule condRev(S:ValSeq, false) => S
976	reference-semantics/semantics/sort.k:59	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	c4ff333dfa8c4fd77661cfcc932e6d8ec1a214410180c5ae2090aec9d2f40a63	rule condRev(S:ValSeq, true) => revVS(S)
977	reference-semantics/semantics/sort.k:61	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	f3941ef082181a76260944a2df4e05e8e980e64aa398911bf716d6ff43a077a7	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
978	reference-semantics/semantics/sort.k:63	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	b949e0b45750cade476b7101537888f298c8a1c8b95aba14c01ebe0eb77d22e6	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
979	reference-semantics/semantics/sort.k:65	rule	concrete,total	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	fdde2db3477f3ca576ecb0ff7fcafe93079795d0c757503edf269e3bdb3c1d2d	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
980	reference-semantics/semantics/sort.k:72	endmodule	-	MODULE_STRUCTURE	4c5df27adc717388cee7175c70de02f160d4f9a8e25c48eb0fc23e1968ad13f4	endmodule
981	reference-semantics/semantics/str.k:3	module	-	MODULE_STRUCTURE	6e503b11331c16b57328e9bf82938cba732cd5f1a51afa54ca44810b505a770a	module MPY-STR
982	reference-semantics/semantics/str.k:4	imports	-	MODULE_STRUCTURE	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
983	reference-semantics/semantics/str.k:5	imports	-	MODULE_STRUCTURE	2f3edb691a018085c62944d1d5a16c651bfdd8d2e22007c629c3d76dfdcfe93a	imports MPY-ITER // ==== iteration (the iterator protocol's str case; yields 1-char strings) ==
984	reference-semantics/semantics/str.k:8	rule	-	UNUSED_FIXED_BASELINE_NO_TARGET_INFLUENCE	5aea34cb3320cb4ceeee6e29d81d9d9643e3031241d8196ab67c866cf2cdd689	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
