id	file	line	kind	attributes	audit_class	assessment	text
819	reference-semantics/semantics/operators.k	20	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
820	reference-semantics/semantics/operators.k	25	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
821	reference-semantics/semantics/operators.k	28	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
822	reference-semantics/semantics/operators.k	34	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
823	reference-semantics/semantics/operators.k	38	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
824	reference-semantics/semantics/operators.k	44	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
825	reference-semantics/semantics/operators.k	47	endmodule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	endmodule
826	reference-semantics/semantics/range.k	5	module		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	module MPY-RANGE
827	reference-semantics/semantics/range.k	6	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-CORE
828	reference-semantics/semantics/range.k	7	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-ITER
829	reference-semantics/semantics/range.k	9	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= inRange(Int, Int, Int) [function, total]
830	reference-semantics/semantics/range.k	10	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
831	reference-semantics/semantics/range.k	12	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Int ::= rangeLen(Int, Int, Int) [function]
832	reference-semantics/semantics/range.k	13	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
833	reference-semantics/semantics/range.k	15	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
834	reference-semantics/semantics/range.k	17	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
835	reference-semantics/semantics/range.k	20	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
836	reference-semantics/semantics/range.k	23	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
837	reference-semantics/semantics/range.k	25	endmodule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	endmodule
838	reference-semantics/semantics/set.k	3	module		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	module MPY-SET
839	reference-semantics/semantics/set.k	4	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-CORE
840	reference-semantics/semantics/set.k	8	syntax		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Val ::= setV(IntSeq)
841	reference-semantics/semantics/set.k	11	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
842	reference-semantics/semantics/set.k	12	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule codeIn(_:Int, .IntSeq)                => false
843	reference-semantics/semantics/set.k	13	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
844	reference-semantics/semantics/set.k	16	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
845	reference-semantics/semantics/set.k	18	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
846	reference-semantics/semantics/set.k	19	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
847	reference-semantics/semantics/set.k	20	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
848	reference-semantics/semantics/set.k	22	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
849	reference-semantics/semantics/set.k	25	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
850	reference-semantics/semantics/set.k	26	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
851	reference-semantics/semantics/set.k	27	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
852	reference-semantics/semantics/set.k	31	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
853	reference-semantics/semantics/set.k	32	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule subsetCodes(.IntSeq, _:IntSeq)                => true
854	reference-semantics/semantics/set.k	33	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
855	reference-semantics/semantics/set.k	35	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
856	reference-semantics/semantics/set.k	36	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
857	reference-semantics/semantics/set.k	39	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
858	reference-semantics/semantics/set.k	40	endmodule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	endmodule
859	reference-semantics/semantics/sort.k	10	module		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	module MPY-SORT
860	reference-semantics/semantics/sort.k	11	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-BUILTINS
861	reference-semantics/semantics/sort.k	12	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-SUBSCRIPT
862	reference-semantics/semantics/sort.k	18	syntax	function,total,symbol,no-evaluators	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
863	reference-semantics/semantics/sort.k	19	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= insVS(Int, ValSeq) [function]
864	reference-semantics/semantics/sort.k	20	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
865	reference-semantics/semantics/sort.k	21	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
866	reference-semantics/semantics/sort.k	22	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
867	reference-semantics/semantics/sort.k	23	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
868	reference-semantics/semantics/sort.k	24	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
869	reference-semantics/semantics/sort.k	26	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
870	reference-semantics/semantics/sort.k	27	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
871	reference-semantics/semantics/sort.k	28	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
872	reference-semantics/semantics/sort.k	29	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
873	reference-semantics/semantics/sort.k	31	rule	concrete	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
874	reference-semantics/semantics/sort.k	36	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
875	reference-semantics/semantics/sort.k	40	rule	priority	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
876	reference-semantics/semantics/sort.k	49	syntax	function,total,symbol,no-evaluators	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
877	reference-semantics/semantics/sort.k	51	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
878	reference-semantics/semantics/sort.k	53	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
879	reference-semantics/semantics/sort.k	54	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule revVSAcc(.ValSeq, A:ValSeq) => A
880	reference-semantics/semantics/sort.k	55	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
881	reference-semantics/semantics/sort.k	57	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
882	reference-semantics/semantics/sort.k	58	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule condRev(S:ValSeq, false) => S
883	reference-semantics/semantics/sort.k	59	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule condRev(S:ValSeq, true)  => revVS(S)
884	reference-semantics/semantics/sort.k	61	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
885	reference-semantics/semantics/sort.k	63	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
886	reference-semantics/semantics/sort.k	65	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
887	reference-semantics/semantics/sort.k	72	endmodule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	endmodule
888	reference-semantics/semantics/str.k	3	module		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	module MPY-STR
889	reference-semantics/semantics/str.k	4	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-CORE
890	reference-semantics/semantics/str.k	5	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-ITER
891	reference-semantics/semantics/str.k	8	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
892	reference-semantics/semantics/str.k	9	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
893	reference-semantics/semantics/str.k	13	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax IntSeq ::= strToCodes(String) [function]
894	reference-semantics/semantics/str.k	14	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
895	reference-semantics/semantics/str.k	15	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule strToCodes("""") => .IntSeq"
896	reference-semantics/semantics/str.k	16	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
897	reference-semantics/semantics/str.k	20	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
898	reference-semantics/semantics/str.k	21	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule seqConcat(.IntSeq, T:IntSeq)                => T
899	reference-semantics/semantics/str.k	22	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
900	reference-semantics/semantics/str.k	24	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
901	reference-semantics/semantics/str.k	25	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
902	reference-semantics/semantics/str.k	26	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
903	reference-semantics/semantics/str.k	29	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
904	reference-semantics/semantics/str.k	30	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
905	reference-semantics/semantics/str.k	32	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
906	reference-semantics/semantics/str.k	33	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strPrefix(.IntSeq, _:IntSeq)               => true
907	reference-semantics/semantics/str.k	34	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
908	reference-semantics/semantics/str.k	35	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
909	reference-semantics/semantics/str.k	37	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
910	reference-semantics/semantics/str.k	38	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
911	reference-semantics/semantics/str.k	39	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
912	reference-semantics/semantics/str.k	40	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
913	reference-semantics/semantics/str.k	48	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
914	reference-semantics/semantics/str.k	49	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(.IntSeq, .IntSeq)                => false
915	reference-semantics/semantics/str.k	50	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
916	reference-semantics/semantics/str.k	51	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
917	reference-semantics/semantics/str.k	52	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
918	reference-semantics/semantics/str.k	53	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
919	reference-semantics/semantics/str.k	54	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
920	reference-semantics/semantics/str.k	56	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
921	reference-semantics/semantics/str.k	57	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
922	reference-semantics/semantics/str.k	58	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
923	reference-semantics/semantics/str.k	59	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
924	reference-semantics/semantics/str.k	60	endmodule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	endmodule
925	reference-semantics/semantics/subscript.k	3	module		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	module MPY-SUBSCRIPT
926	reference-semantics/semantics/subscript.k	4	imports		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	imports MPY-CORE
927	reference-semantics/semantics/subscript.k	11	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
928	reference-semantics/semantics/subscript.k	12	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
929	reference-semantics/semantics/subscript.k	13	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
930	reference-semantics/semantics/subscript.k	16	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Int ::= intSeqAt(IntSeq, Int) [function]
931	reference-semantics/semantics/subscript.k	17	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
932	reference-semantics/semantics/subscript.k	18	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
933	reference-semantics/semantics/subscript.k	21	syntax	function,total	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Int ::= normIdx(Int, Int) [function, total]
934	reference-semantics/semantics/subscript.k	22	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
935	reference-semantics/semantics/subscript.k	23	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
936	reference-semantics/semantics/subscript.k	27	context		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	context Subscript(HOLE, _)
937	reference-semantics/semantics/subscript.k	28	context		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	context Subscript(_:Val, HOLE:Expr)
938	reference-semantics/semantics/subscript.k	31	rule	priority	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
939	reference-semantics/semantics/subscript.k	35	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
940	reference-semantics/semantics/subscript.k	37	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Val ::= applyIndex(Val, Int) [function]
941	reference-semantics/semantics/subscript.k	38	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
942	reference-semantics/semantics/subscript.k	39	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
943	reference-semantics/semantics/subscript.k	40	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
944	reference-semantics/semantics/subscript.k	44	syntax		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
945	reference-semantics/semantics/subscript.k	49	syntax		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	"syntax OptInt ::= ""noB"" | someB(Int)"
946	reference-semantics/semantics/subscript.k	50	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #evalB(NoBound)  => noB ... </k>
947	reference-semantics/semantics/subscript.k	51	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
948	reference-semantics/semantics/subscript.k	52	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> I:Int ~> #toSome => someB(I) ... </k>
949	reference-semantics/semantics/subscript.k	54	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
950	reference-semantics/semantics/subscript.k	55	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
951	reference-semantics/semantics/subscript.k	56	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
952	reference-semantics/semantics/subscript.k	58	rule	priority	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
953	reference-semantics/semantics/subscript.k	61	rule		fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
954	reference-semantics/semantics/subscript.k	63	syntax	function	fixed-supplied/unreached	fixed-supplied-unreached/no-false-witness-identified	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
