id	scope	file	line	module	kind	classification	attributes	assessment	text
reference-semantics/semantics/methods.k:143	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	143	MPY-METHODS	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule lowerC(C:Int) => C [owise]
reference-semantics/semantics/methods.k:145	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	145	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k:146	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	146	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k:147	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	147	MPY-METHODS	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule upperC(C:Int) => C [owise]
reference-semantics/semantics/methods.k:149	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	149	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k:150	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	150	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k:151	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	151	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k:152	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	152	MPY-METHODS	rule	equational-or-macro-rule+owise	owise	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule swapC(C:Int) => C [owise]
reference-semantics/semantics/methods.k:154	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	154	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k:155	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	155	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k:156	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	156	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k:158	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	158	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k:159	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	159	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k:160	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	160	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k:162	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	162	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k:163	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	163	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k:164	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	164	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k:166	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	166	MPY-METHODS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k:167	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	167	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule startsWith(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/methods.k:168	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	168	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k:169	launcher-trusted-supplied-semantics	reference-semantics/semantics/methods.k	169	MPY-METHODS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/operators.k:10	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	10	MPY-OPERATORS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k:12	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	12	MPY-OPERATORS	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k:15	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	15	MPY-OPERATORS	context	evaluation-context		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	context Compare(HOLE, _)
reference-semantics/semantics/operators.k:16	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	16	MPY-OPERATORS	context	evaluation-context		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k:17	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	17	MPY-OPERATORS	rule	operational-rule+owise	owise	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	19	MPY-OPERATORS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""is"", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/operators.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	20	MPY-OPERATORS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/operators.k:25	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	25	MPY-OPERATORS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k:28	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	28	MPY-OPERATORS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k:34	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	34	MPY-OPERATORS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k:38	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	38	MPY-OPERATORS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k:44	launcher-trusted-supplied-semantics	reference-semantics/semantics/operators.k	44	MPY-OPERATORS	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/range.k:9	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	9	MPY-RANGE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k:10	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	10	MPY-RANGE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k:12	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	12	MPY-RANGE	syntax	equational-symbol-declaration	function	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k:13	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	13	MPY-RANGE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k:15	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	15	MPY-RANGE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k:17	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	17	MPY-RANGE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	20	MPY-RANGE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k:23	launcher-trusted-supplied-semantics	reference-semantics/semantics/range.k	23	MPY-RANGE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/set.k:8	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	8	MPY-SET	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k:11	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	11	MPY-SET	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k:12	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	12	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule codeIn(_:Int, .IntSeq) => false
reference-semantics/semantics/set.k:13	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	13	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k:16	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	16	MPY-SET	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:18	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	18	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	19	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	20	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k:22	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	22	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k:25	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	25	MPY-SET	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k:26	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	26	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
reference-semantics/semantics/set.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	27	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k:31	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	31	MPY-SET	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:32	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	32	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule subsetCodes(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/set.k:33	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	33	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k:35	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	35	MPY-SET	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:36	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	36	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k:39	launcher-trusted-supplied-semantics	reference-semantics/semantics/set.k	39	MPY-SET	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
reference-semantics/semantics/sort.k:18	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	18	MPY-SORT	syntax	opaque/symbol-declaration	function,no-evaluators,symbol,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k:19	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	19	MPY-SORT	syntax	equational-symbol-declaration	function	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k:20	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	20	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule sortVS(.ValSeq) => .ValSeq [concrete]
reference-semantics/semantics/sort.k:21	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	21	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k:22	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	22	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k:23	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	23	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k:24	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	24	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
reference-semantics/semantics/sort.k:26	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	26	MPY-SORT	syntax	equational-symbol-declaration	function	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k:27	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	27	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k:28	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	28	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k:29	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	29	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k:31	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	31	MPY-SORT	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k:36	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	36	MPY-SORT	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
reference-semantics/semantics/sort.k:40	launcher-trusted-supplied-semantics	reference-semantics/semantics/sort.k	40	MPY-SORT	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
