Script started on 2026-07-26 16:23:43-05:00 [<not executed on terminal>]
source_file_count=26
entry_count=950
kind_counts={'rule': 707, 'context': 5, 'syntax': 234, 'configuration': 1, 'claim': 3}
attribute_entry_counts={'function': 148, 'functional': 0, 'total': 108, 'symbol': 25, 'no-evaluators': 22, 'priority': 29, 'simplification': 1, 'concrete': 32, 'owise': 26, 'macro': 7, 'macro-rec': 1}

ID	LOCATION	KIND	ATTRIBUTES	DECLARATION_OR_RULE
K0563	reference-semantics/semantics/float.k:270	rule	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
K0564	reference-semantics/semantics/functions.k:8	syntax	-	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0565	reference-semantics/semantics/functions.k:14	rule	-	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	reference-semantics/semantics/functions.k:18	syntax	-	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	reference-semantics/semantics/functions.k:19	rule	-	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	reference-semantics/semantics/functions.k:27	syntax	-	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	reference-semantics/semantics/functions.k:31	syntax	-	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	reference-semantics/semantics/functions.k:33	rule	-	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	reference-semantics/semantics/functions.k:36	rule	-	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0572	reference-semantics/semantics/functions.k:42	rule	-	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	reference-semantics/semantics/functions.k:47	rule	-	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	reference-semantics/semantics/functions.k:50	rule	-	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	reference-semantics/semantics/functions.k:53	rule	-	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0576	reference-semantics/semantics/functions.k:59	rule	-	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	reference-semantics/semantics/functions.k:63	rule	-	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	reference-semantics/semantics/functions.k:64	rule	-	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	reference-semantics/semantics/functions.k:68	rule	-	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0580	reference-semantics/semantics/functions.k:78	rule	-	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	reference-semantics/semantics/functions.k:80	rule	-	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	reference-semantics/semantics/functions.k:85	rule	-	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	reference-semantics/semantics/int.k:7	rule	-	rule applyUn("-", I:Int) => 0 -Int I
K0584	reference-semantics/semantics/int.k:9	rule	-	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
K0585	reference-semantics/semantics/int.k:11	rule	-	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0586	reference-semantics/semantics/int.k:12	rule	-	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0587	reference-semantics/semantics/int.k:13	rule	-	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
K0588	reference-semantics/semantics/int.k:14	rule	-	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
K0589	reference-semantics/semantics/int.k:15	rule	-	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
K0590	reference-semantics/semantics/int.k:16	rule	-	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0591	reference-semantics/semantics/int.k:17	rule	-	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	reference-semantics/semantics/int.k:19	syntax	function	syntax Int ::= pyMod(Int, Int) [function]
K0593	reference-semantics/semantics/int.k:20	rule	-	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	reference-semantics/semantics/int.k:22	rule	-	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
K0595	reference-semantics/semantics/int.k:23	rule	-	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
K0596	reference-semantics/semantics/int.k:24	rule	-	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
K0597	reference-semantics/semantics/int.k:25	rule	-	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
K0598	reference-semantics/semantics/int.k:26	rule	-	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
K0599	reference-semantics/semantics/int.k:27	rule	-	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
K0600	reference-semantics/semantics/iter.k:8	syntax	-	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0601	reference-semantics/semantics/list.k:9	rule	-	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
K0602	reference-semantics/semantics/list.k:10	rule	-	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0603	reference-semantics/semantics/list.k:13	syntax	-	syntax ApplyK ::= "toList"
K0604	reference-semantics/semantics/list.k:14	rule	-	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	reference-semantics/semantics/list.k:15	rule	-	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0606	reference-semantics/semantics/list.k:18	syntax	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0607	reference-semantics/semantics/list.k:19	rule	-	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
K0608	reference-semantics/semantics/list.k:20	rule	-	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K0609	reference-semantics/semantics/list.k:24	rule	priority	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
K0610	reference-semantics/semantics/list.k:27	rule	-	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
K0611	reference-semantics/semantics/list.k:28	rule	-	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
K0612	reference-semantics/semantics/list.k:33	syntax	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0613	reference-semantics/semantics/list.k:34	rule	-	rule hasRefVS(.ValSeq)                => false
K0614	reference-semantics/semantics/list.k:35	rule	-	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K0615	reference-semantics/semantics/list.k:37	syntax	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
K0616	reference-semantics/semantics/list.k:39	rule	-	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
K0617	reference-semantics/semantics/list.k:40	rule	-	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
K0618	reference-semantics/semantics/list.k:41	rule	-	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
K0619	reference-semantics/semantics/list.k:42	rule	-	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K0620	reference-semantics/semantics/list.k:45	rule	-	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
K0621	reference-semantics/semantics/list.k:47	rule	-	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
K0622	reference-semantics/semantics/list.k:49	rule	-	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K0623	reference-semantics/semantics/list.k:50	rule	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
K0624	reference-semantics/semantics/list.k:53	rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
K0625	reference-semantics/semantics/list.k:58	syntax	-	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
K0626	reference-semantics/semantics/list.k:59	rule	-	rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
K0627	reference-semantics/semantics/list.k:60	rule	-	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
K0628	reference-semantics/semantics/list.k:61	rule	-	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K0629	reference-semantics/semantics/list.k:62	rule	-	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
K0630	reference-semantics/semantics/list.k:63	rule	-	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
K0631	reference-semantics/semantics/list.k:65	rule	-	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
K0632	reference-semantics/semantics/list.k:67	rule	-	rule <k> B:Bool ~> #notB => notBool B ... </k>
K0633	reference-semantics/semantics/methods.k:10	syntax	function	syntax Val ::= applyMethod(Val, String, Vals) [function]
K0634	reference-semantics/semantics/methods.k:13	rule	-	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
K0635	reference-semantics/semantics/methods.k:14	rule	-	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
K0636	reference-semantics/semantics/methods.k:15	rule	-	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
K0637	reference-semantics/semantics/methods.k:16	rule	-	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
K0638	reference-semantics/semantics/methods.k:19	rule	-	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
K0639	reference-semantics/semantics/methods.k:20	rule	-	rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
K0640	reference-semantics/semantics/methods.k:21	rule	-	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
K0641	reference-semantics/semantics/methods.k:26	rule	-	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
K0642	reference-semantics/semantics/methods.k:27	syntax	function,total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
K0643	reference-semantics/semantics/methods.k:28	rule	-	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
K0644	reference-semantics/semantics/methods.k:29	rule	-	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
K0645	reference-semantics/semantics/methods.k:30	rule	-	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
K0646	reference-semantics/semantics/methods.k:34	rule	-	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
K0647	reference-semantics/semantics/methods.k:35	syntax	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
K0648	reference-semantics/semantics/methods.k:36	rule	-	rule cntSub(.IntSeq, _:IntSeq) => 0
K0649	reference-semantics/semantics/methods.k:37	rule	-	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
K0650	reference-semantics/semantics/methods.k:39	rule	-	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
K0651	reference-semantics/semantics/methods.k:41	syntax	function,total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
K0652	reference-semantics/semantics/methods.k:42	rule	-	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
K0653	reference-semantics/semantics/methods.k:43	rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
K0654	reference-semantics/semantics/methods.k:44	rule	-	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
K0655	reference-semantics/semantics/methods.k:47	rule	-	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
K0656	reference-semantics/semantics/methods.k:48	syntax	function,total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
K0657	reference-semantics/semantics/methods.k:49	rule	-	rule trimWS(.IntSeq) => .IntSeq
K0658	reference-semantics/semantics/methods.k:50	rule	-	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
K0659	reference-semantics/semantics/methods.k:51	rule	-	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
K0660	reference-semantics/semantics/methods.k:52	syntax	function,total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
K0661	reference-semantics/semantics/methods.k:53	rule	-	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
K0662	reference-semantics/semantics/methods.k:54	rule	-	rule revISAcc(.IntSeq, A:IntSeq) => A
K0663	reference-semantics/semantics/methods.k:55	rule	-	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
K0664	reference-semantics/semantics/methods.k:58	rule	-	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
K0665	reference-semantics/semantics/methods.k:61	rule	-	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
K0666	reference-semantics/semantics/methods.k:64	rule	-	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
K0667	reference-semantics/semantics/methods.k:65	syntax	function,total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
K0668	reference-semantics/semantics/methods.k:66	rule	-	rule cntOccVS(.ValSeq, _:Val)                => 0
K0669	reference-semantics/semantics/methods.k:67	rule	-	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
K0670	reference-semantics/semantics/methods.k:68	rule	-	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
K0671	reference-semantics/semantics/methods.k:72	rule	priority	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
K0672	reference-semantics/semantics/methods.k:75	syntax	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
K0673	reference-semantics/semantics/methods.k:76	rule	-	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
K0674	reference-semantics/semantics/methods.k:77	rule	-	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
K0675	reference-semantics/semantics/methods.k:79	rule	-	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
K0676	reference-semantics/semantics/methods.k:82	syntax	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
K0677	reference-semantics/semantics/methods.k:83	rule	-	rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
K0678	reference-semantics/semantics/methods.k:84	rule	-	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
K0679	reference-semantics/semantics/methods.k:85	syntax	function,total	syntax Bool ::= isWSC(Int) [function, total]
K0680	reference-semantics/semantics/methods.k:86	rule	-	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
K0681	reference-semantics/semantics/methods.k:89	rule	priority	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
K0682	reference-semantics/semantics/methods.k:94	rule	priority	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
K0683	reference-semantics/semantics/methods.k:97	syntax	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
K0684	reference-semantics/semantics/methods.k:98	rule	-	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
K0685	reference-semantics/semantics/methods.k:99	rule	-	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
K0686	reference-semantics/semantics/methods.k:101	rule	-	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
K0687	reference-semantics/semantics/methods.k:104	rule	-	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
K0688	reference-semantics/semantics/methods.k:106	syntax	function,total	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
K0689	reference-semantics/semantics/methods.k:107	rule	-	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
K0690	reference-semantics/semantics/methods.k:108	rule	-	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
K0691	reference-semantics/semantics/methods.k:109	rule	-	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
K0692	reference-semantics/semantics/methods.k:112	syntax	function,total	syntax Bool ::= isUpperC(Int) [function, total]
K0693	reference-semantics/semantics/methods.k:113	rule	-	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
K0694	reference-semantics/semantics/methods.k:115	syntax	function,total	syntax Bool ::= isLowerC(Int) [function, total]
K0695	reference-semantics/semantics/methods.k:116	rule	-	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
K0696	reference-semantics/semantics/methods.k:118	syntax	function,total	syntax Bool ::= isAlphaC(Int) [function, total]
K0697	reference-semantics/semantics/methods.k:119	rule	-	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
K0698	reference-semantics/semantics/methods.k:121	syntax	function,total	syntax Bool ::= isDigitC(Int) [function, total]
K0699	reference-semantics/semantics/methods.k:122	rule	-	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
K0700	reference-semantics/semantics/methods.k:124	syntax	function,total	syntax Bool ::= hasUpper(IntSeq) [function, total]
K0701	reference-semantics/semantics/methods.k:125	rule	-	rule hasUpper(.IntSeq) => false
K0702	reference-semantics/semantics/methods.k:126	rule	-	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
K0703	reference-semantics/semantics/methods.k:128	syntax	function,total	syntax Bool ::= hasLower(IntSeq) [function, total]
K0704	reference-semantics/semantics/methods.k:129	rule	-	rule hasLower(.IntSeq) => false
K0705	reference-semantics/semantics/methods.k:130	rule	-	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
K0706	reference-semantics/semantics/methods.k:132	syntax	function,total	syntax Bool ::= allAlpha(IntSeq) [function, total]
K0707	reference-semantics/semantics/methods.k:133	rule	-	rule allAlpha(.IntSeq) => true
K0708	reference-semantics/semantics/methods.k:134	rule	-	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
K0709	reference-semantics/semantics/methods.k:136	syntax	function,total	syntax Bool ::= allDigit(IntSeq) [function, total]
K0710	reference-semantics/semantics/methods.k:137	rule	-	rule allDigit(.IntSeq) => true
K0711	reference-semantics/semantics/methods.k:138	rule	-	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
K0712	reference-semantics/semantics/methods.k:140	syntax	function,total	syntax Int ::= lowerC(Int) [function, total]
K0713	reference-semantics/semantics/methods.k:142	rule	-	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
K0714	reference-semantics/semantics/methods.k:143	rule	owise	rule lowerC(C:Int) => C         [owise]
K0715	reference-semantics/semantics/methods.k:145	syntax	function,total	syntax Int ::= upperC(Int) [function, total]
K0716	reference-semantics/semantics/methods.k:146	rule	-	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
K0717	reference-semantics/semantics/methods.k:147	rule	owise	rule upperC(C:Int) => C         [owise]
K0718	reference-semantics/semantics/methods.k:149	syntax	function,total	syntax Int ::= swapC(Int) [function, total]
K0719	reference-semantics/semantics/methods.k:150	rule	-	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
K0720	reference-semantics/semantics/methods.k:151	rule	-	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
K0721	reference-semantics/semantics/methods.k:152	rule	owise	rule swapC(C:Int) => C         [owise]
K0722	reference-semantics/semantics/methods.k:154	syntax	function,total	syntax IntSeq ::= mapLower(IntSeq) [function, total]
K0723	reference-semantics/semantics/methods.k:155	rule	-	rule mapLower(.IntSeq) => .IntSeq
K0724	reference-semantics/semantics/methods.k:156	rule	-	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
K0725	reference-semantics/semantics/methods.k:158	syntax	function,total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
K0726	reference-semantics/semantics/methods.k:159	rule	-	rule mapUpper(.IntSeq) => .IntSeq
K0727	reference-semantics/semantics/methods.k:160	rule	-	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
K0728	reference-semantics/semantics/methods.k:162	syntax	function,total	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
K0729	reference-semantics/semantics/methods.k:163	rule	-	rule mapSwap(.IntSeq) => .IntSeq
K0730	reference-semantics/semantics/methods.k:164	rule	-	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
K0731	reference-semantics/semantics/methods.k:166	syntax	function,total	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
K0732	reference-semantics/semantics/methods.k:167	rule	-	rule startsWith(.IntSeq, _:IntSeq)               => true
K0733	reference-semantics/semantics/methods.k:168	rule	-	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0734	reference-semantics/semantics/methods.k:169	rule	-	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
K0735	reference-semantics/semantics/operators.k:10	rule	-	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
K0736	reference-semantics/semantics/operators.k:12	rule	-	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
K0737	reference-semantics/semantics/operators.k:15	context	-	context Compare(HOLE, _)
K0738	reference-semantics/semantics/operators.k:16	context	-	context Compare(_:Val, CmpOp(_, HOLE))
K0739	reference-semantics/semantics/operators.k:17	rule	owise	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
K0740	reference-semantics/semantics/operators.k:19	rule	-	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
K0741	reference-semantics/semantics/operators.k:20	rule	-	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
K0742	reference-semantics/semantics/operators.k:25	rule	priority	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0743	reference-semantics/semantics/operators.k:28	rule	-	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
K0744	reference-semantics/semantics/operators.k:34	rule	-	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
K0745	reference-semantics/semantics/operators.k:38	rule	-	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
K0746	reference-semantics/semantics/operators.k:44	rule	priority	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
