id	file	line	kind	attributes	target_scope	disposition	source
I0745	reference-semantics/semantics/operators.k	38	rule	priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
I0746	reference-semantics/semantics/operators.k	44	rule	priority	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0747	reference-semantics/semantics/range.k	9	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= inRange(Int, Int, Int) [function, total]
I0748	reference-semantics/semantics/range.k	10	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
I0749	reference-semantics/semantics/range.k	12	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Int ::= rangeLen(Int, Int, Int) [function]
I0750	reference-semantics/semantics/range.k	13	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
I0751	reference-semantics/semantics/range.k	15	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
I0752	reference-semantics/semantics/range.k	17	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
I0753	reference-semantics/semantics/range.k	20	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
I0754	reference-semantics/semantics/range.k	23	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
I0755	reference-semantics/semantics/set.k	8	syntax		TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
I0756	reference-semantics/semantics/set.k	11	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
I0757	reference-semantics/semantics/set.k	12	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule codeIn(_:Int, .IntSeq) => false
I0758	reference-semantics/semantics/set.k	13	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
I0759	reference-semantics/semantics/set.k	16	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
I0760	reference-semantics/semantics/set.k	18	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
I0761	reference-semantics/semantics/set.k	19	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
I0762	reference-semantics/semantics/set.k	20	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
I0763	reference-semantics/semantics/set.k	22	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
I0764	reference-semantics/semantics/set.k	25	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
I0765	reference-semantics/semantics/set.k	26	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
I0766	reference-semantics/semantics/set.k	27	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
I0767	reference-semantics/semantics/set.k	31	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
I0768	reference-semantics/semantics/set.k	32	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule subsetCodes(.IntSeq, _:IntSeq) => true
I0769	reference-semantics/semantics/set.k	33	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
I0770	reference-semantics/semantics/set.k	35	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
I0771	reference-semantics/semantics/set.k	36	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
I0772	reference-semantics/semantics/set.k	39	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
I0773	reference-semantics/semantics/sort.k	18	syntax	function,no-evaluators,total	TARGET_MATERIAL	ACCEPT_NAMED_TRUSTED_OPAQUE_SORT_PRIMITIVE	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
I0774	reference-semantics/semantics/sort.k	19	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= insVS(Int, ValSeq) [function]
I0775	reference-semantics/semantics/sort.k	20	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule sortVS(.ValSeq) => .ValSeq [concrete]
I0776	reference-semantics/semantics/sort.k	21	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
I0777	reference-semantics/semantics/sort.k	22	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
I0778	reference-semantics/semantics/sort.k	23	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
I0779	reference-semantics/semantics/sort.k	24	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
I0780	reference-semantics/semantics/sort.k	26	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
I0781	reference-semantics/semantics/sort.k	27	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
I0782	reference-semantics/semantics/sort.k	28	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
I0783	reference-semantics/semantics/sort.k	29	rule	concrete	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
I0784	reference-semantics/semantics/sort.k	31	rule	concrete,owise	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
I0785	reference-semantics/semantics/sort.k	36	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS"
I0786	reference-semantics/semantics/sort.k	40	rule	concrete,priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these."
I0787	reference-semantics/semantics/sort.k	49	syntax	function,no-evaluators,total	TARGET_UNUSED	ACCEPT_FIXED_OPAQUE_TARGET_UNUSED	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
I0788	reference-semantics/semantics/sort.k	51	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
I0789	reference-semantics/semantics/sort.k	53	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
I0790	reference-semantics/semantics/sort.k	54	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule revVSAcc(.ValSeq, A:ValSeq) => A
I0791	reference-semantics/semantics/sort.k	55	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
I0792	reference-semantics/semantics/sort.k	57	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
I0793	reference-semantics/semantics/sort.k	58	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule condRev(S:ValSeq, false) => S
I0794	reference-semantics/semantics/sort.k	59	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule condRev(S:ValSeq, true) => revVS(S)
I0795	reference-semantics/semantics/sort.k	61	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
I0796	reference-semantics/semantics/sort.k	63	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
I0797	reference-semantics/semantics/sort.k	65	rule	concrete,total	TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …)."
I0798	reference-semantics/semantics/str.k	8	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
I0799	reference-semantics/semantics/str.k	9	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
I0800	reference-semantics/semantics/str.k	13	syntax	function	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax IntSeq ::= strToCodes(String) [function]
I0801	reference-semantics/semantics/str.k	14	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
I0802	reference-semantics/semantics/str.k	15	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule strToCodes("""") => .IntSeq"
I0803	reference-semantics/semantics/str.k	16	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in ========================================="
I0804	reference-semantics/semantics/str.k	20	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
I0805	reference-semantics/semantics/str.k	21	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule seqConcat(.IntSeq, T:IntSeq) => T
I0806	reference-semantics/semantics/str.k	22	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
I0807	reference-semantics/semantics/str.k	24	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyBin(""+"", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
I0808	reference-semantics/semantics/str.k	25	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
I0809	reference-semantics/semantics/str.k	26	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X"
I0810	reference-semantics/semantics/str.k	29	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""in"", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
I0811	reference-semantics/semantics/str.k	30	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
I0812	reference-semantics/semantics/str.k	32	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
I0813	reference-semantics/semantics/str.k	33	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strPrefix(.IntSeq, _:IntSeq) => true
I0814	reference-semantics/semantics/str.k	34	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
I0815	reference-semantics/semantics/str.k	35	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
I0816	reference-semantics/semantics/str.k	37	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
I0817	reference-semantics/semantics/str.k	38	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
I0818	reference-semantics/semantics/str.k	39	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
I0819	reference-semantics/semantics/str.k	40	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
I0820	reference-semantics/semantics/str.k	48	syntax	function,total	TARGET_UNUSED	ACCEPT_FIXED_DECLARATION	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
I0821	reference-semantics/semantics/str.k	49	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(.IntSeq, .IntSeq) => false
I0822	reference-semantics/semantics/str.k	50	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
I0823	reference-semantics/semantics/str.k	51	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
I0824	reference-semantics/semantics/str.k	52	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
I0825	reference-semantics/semantics/str.k	53	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
I0826	reference-semantics/semantics/str.k	54	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
I0827	reference-semantics/semantics/str.k	56	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<"", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
I0828	reference-semantics/semantics/str.k	57	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">"", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
I0829	reference-semantics/semantics/str.k	58	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
I0830	reference-semantics/semantics/str.k	59	rule		TARGET_UNUSED	ACCEPT_FIXED_RULE_TARGET_UNUSED	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
I0831	reference-semantics/semantics/subscript.k	11	syntax	function,total	TARGET_MATERIAL	ACCEPT_FIXED_TOTAL_UNDERSPECIFIED_OOB_PRIMITIVE	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
I0832	reference-semantics/semantics/subscript.k	12	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
I0833	reference-semantics/semantics/subscript.k	13	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
I0834	reference-semantics/semantics/subscript.k	16	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Int ::= intSeqAt(IntSeq, Int) [function]
I0835	reference-semantics/semantics/subscript.k	17	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
I0836	reference-semantics/semantics/subscript.k	18	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
I0837	reference-semantics/semantics/subscript.k	21	syntax	function,total	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Int ::= normIdx(Int, Int) [function, total]
I0838	reference-semantics/semantics/subscript.k	22	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
I0839	reference-semantics/semantics/subscript.k	23	rule	strict	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule normIdx(I:Int, _:Int) => I requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
I0840	reference-semantics/semantics/subscript.k	27	context		TARGET_MATERIAL	ACCEPT_FIXED_EVALUATION_CONTEXT	context Subscript(HOLE, _)
I0841	reference-semantics/semantics/subscript.k	28	context		TARGET_MATERIAL	ACCEPT_FIXED_EVALUATION_CONTEXT	context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
I0842	reference-semantics/semantics/subscript.k	31	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
I0843	reference-semantics/semantics/subscript.k	35	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
I0844	reference-semantics/semantics/subscript.k	37	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Val ::= applyIndex(Val, Int) [function]
I0845	reference-semantics/semantics/subscript.k	38	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
I0846	reference-semantics/semantics/subscript.k	39	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
I0847	reference-semantics/semantics/subscript.k	40	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
I0848	reference-semantics/semantics/subscript.k	44	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
I0849	reference-semantics/semantics/subscript.k	49	syntax		TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	"syntax OptInt ::= ""noB"" | someB(Int)"
I0850	reference-semantics/semantics/subscript.k	50	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #evalB(NoBound) => noB ... </k>
I0851	reference-semantics/semantics/subscript.k	51	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
I0852	reference-semantics/semantics/subscript.k	52	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> I:Int ~> #toSome => someB(I) ... </k>
I0853	reference-semantics/semantics/subscript.k	54	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
I0854	reference-semantics/semantics/subscript.k	55	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
I0855	reference-semantics/semantics/subscript.k	56	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
I0856	reference-semantics/semantics/subscript.k	58	rule	priority	TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
I0857	reference-semantics/semantics/subscript.k	61	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
I0858	reference-semantics/semantics/subscript.k	63	syntax	function	TARGET_MATERIAL	ACCEPT_FIXED_DECLARATION	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
I0859	reference-semantics/semantics/subscript.k	64	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
I0860	reference-semantics/semantics/subscript.k	66	rule		TARGET_MATERIAL	ACCEPT_FIXED_RULE_TARGET_MATERIAL	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
