file	kind	start_line	end_line	disposition	reason	source
reference-semantics/semantics/sort.k	rule	59	60	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule condRev(S:ValSeq, true)  => revVS(S)
reference-semantics/semantics/sort.k	rule	61	62	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals))"
reference-semantics/semantics/sort.k	rule	63	64	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals))"
reference-semantics/semantics/sort.k	rule	65	71	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals))"
reference-semantics/semantics/sort.k	endmodule	72	72	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	endmodule
reference-semantics/semantics/str.k	module	3	3	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-STR
reference-semantics/semantics/str.k	imports	4	4	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-CORE
reference-semantics/semantics/str.k	imports	5	7	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-ITER
reference-semantics/semantics/str.k	rule	8	8	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	rule	9	12	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))
reference-semantics/semantics/str.k	syntax	13	13	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	rule	14	14	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	rule	15	15	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule strToCodes("""") => .IntSeq"
reference-semantics/semantics/str.k	rule	16	19	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
reference-semantics/semantics/str.k	syntax	20	20	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	rule	21	21	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	rule	22	23	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	rule	24	24	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
reference-semantics/semantics/str.k	rule	25	25	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
reference-semantics/semantics/str.k	rule	26	28	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
reference-semantics/semantics/str.k	rule	29	29	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
reference-semantics/semantics/str.k	rule	30	31	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
reference-semantics/semantics/str.k	syntax	32	32	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	rule	33	33	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	rule	34	34	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	rule	35	36	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	syntax	37	37	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	rule	38	38	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	rule	39	39	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	rule	40	47	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
reference-semantics/semantics/str.k	syntax	48	48	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	rule	49	49	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	rule	50	50	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	rule	51	51	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	rule	52	52	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	rule	53	53	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	rule	54	55	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	rule	56	56	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
reference-semantics/semantics/str.k	rule	57	57	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
reference-semantics/semantics/str.k	rule	58	58	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
reference-semantics/semantics/str.k	rule	59	59	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
reference-semantics/semantics/str.k	endmodule	60	60	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	endmodule
reference-semantics/semantics/subscript.k	module	3	3	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	module MPY-SUBSCRIPT
reference-semantics/semantics/subscript.k	imports	4	10	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	imports MPY-CORE
reference-semantics/semantics/subscript.k	syntax	11	11	CONDITIONAL_FIXED_IN_BOUNDS_BOUNDARY	Equations are sound in bounds; total OOB/opaque cases are underspecified.	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	rule	12	12	CONDITIONAL_FIXED_IN_BOUNDS_BOUNDARY	Equations are sound in bounds; total OOB/opaque cases are underspecified.	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
reference-semantics/semantics/subscript.k	rule	13	15	CONDITIONAL_FIXED_IN_BOUNDS_BOUNDARY	Equations are sound in bounds; total OOB/opaque cases are underspecified.	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	syntax	16	16	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	rule	17	17	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
reference-semantics/semantics/subscript.k	rule	18	20	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	syntax	21	21	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	rule	22	22	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/subscript.k	rule	23	26	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/subscript.k	context	27	27	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	context	28	30	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	rule	31	34	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>
reference-semantics/semantics/subscript.k	rule	35	36	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	syntax	37	37	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	rule	38	38	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	rule	39	39	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	rule	40	43	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule applyIndex(str(IS:IntSeq),   I:Int)
reference-semantics/semantics/subscript.k	syntax	44	48	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"syntax KItem ::= #evalB(Bound) | ""#toSome"""
reference-semantics/semantics/subscript.k	syntax	49	49	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	"syntax OptInt ::= ""noB"" | someB(Int)"
reference-semantics/semantics/subscript.k	rule	50	50	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k	rule	51	51	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	rule	52	53	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	rule	54	54	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	rule	55	55	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	rule	56	57	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	rule	58	60	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)
reference-semantics/semantics/subscript.k	rule	61	62	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	syntax	63	63	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	rule	64	65	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
reference-semantics/semantics/subscript.k	rule	66	67	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
reference-semantics/semantics/subscript.k	rule	68	71	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)
reference-semantics/semantics/subscript.k	syntax	72	72	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	rule	73	73	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStep(noB)          => 1
reference-semantics/semantics/subscript.k	rule	74	75	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	syntax	76	76	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	rule	77	78	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0
reference-semantics/semantics/subscript.k	rule	79	80	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1
reference-semantics/semantics/subscript.k	rule	81	82	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	syntax	83	83	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	rule	84	85	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN
reference-semantics/semantics/subscript.k	rule	86	87	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1
reference-semantics/semantics/subscript.k	rule	88	89	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	syntax	90	90	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	rule	91	92	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
reference-semantics/semantics/subscript.k	rule	93	95	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
reference-semantics/semantics/subscript.k	syntax	96	96	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	rule	97	98	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule clampLo(J:Int, _STEP:Int) => J
reference-semantics/semantics/subscript.k	rule	99	101	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi
reference-semantics/semantics/subscript.k	syntax	102	102	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax Int ::= clampHi(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	rule	103	104	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
reference-semantics/semantics/subscript.k	rule	105	108	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
reference-semantics/semantics/subscript.k	syntax	109	109	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	rule	110	112	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)
reference-semantics/semantics/subscript.k	rule	113	115	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
reference-semantics/semantics/subscript.k	syntax	116	116	INSPECTED_FIXED_NO_USED_PATH_FALSE_WITNESS	Supplied declaration is routine/relevant or inert; no intended-path false conclusion was found. Module-level details are in REVIEW.md.	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
