file	line	module	kind	attributes	statement
reference-semantics/semantics/float.k	162	MPY-FLOAT	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k	165	MPY-FLOAT	syntax	function	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	166	MPY-FLOAT	rule		rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	167	MPY-FLOAT	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	168	MPY-FLOAT	rule		rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	169	MPY-FLOAT	rule		rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	170	MPY-FLOAT	rule		rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	171	MPY-FLOAT	rule		rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
reference-semantics/semantics/float.k	173	MPY-FLOAT	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	174	MPY-FLOAT	rule		rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	175	MPY-FLOAT	rule		rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	176	MPY-FLOAT	rule		rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	177	MPY-FLOAT	rule		rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	178	MPY-FLOAT	rule		rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	179	MPY-FLOAT	syntax	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	180	MPY-FLOAT	rule		rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	181	MPY-FLOAT	rule		rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	182	MPY-FLOAT	rule		rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	183	MPY-FLOAT	rule		rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	184	MPY-FLOAT	rule		rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	185	MPY-FLOAT	rule		"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
reference-semantics/semantics/float.k	186	MPY-FLOAT	rule		"rule applyBuiltin(""float"", I:Int, .Vals)          => intToF(I)"
reference-semantics/semantics/float.k	187	MPY-FLOAT	rule		"rule applyBuiltin(""float"", F:Float, .Vals)        => F"
reference-semantics/semantics/float.k	190	MPY-FLOAT	syntax	function,total	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191	MPY-FLOAT	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192	MPY-FLOAT	rule		"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
reference-semantics/semantics/float.k	195	MPY-FLOAT	syntax	function,total	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196	MPY-FLOAT	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197	MPY-FLOAT	rule		"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
reference-semantics/semantics/float.k	198	MPY-FLOAT	rule		"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
reference-semantics/semantics/float.k	199	MPY-FLOAT	rule		"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
reference-semantics/semantics/float.k	200	MPY-FLOAT	rule		"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
reference-semantics/semantics/float.k	201	MPY-FLOAT	rule		"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
reference-semantics/semantics/float.k	202	MPY-FLOAT	rule		"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
reference-semantics/semantics/float.k	203	MPY-FLOAT	rule		"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
reference-semantics/semantics/float.k	204	MPY-FLOAT	rule		"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
reference-semantics/semantics/float.k	205	MPY-FLOAT	rule		"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
reference-semantics/semantics/float.k	206	MPY-FLOAT	rule		"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
reference-semantics/semantics/float.k	209	MPY-FLOAT	syntax	function,total	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	210	MPY-FLOAT	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	211	MPY-FLOAT	rule		"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
reference-semantics/semantics/float.k	213	MPY-FLOAT	rule		"rule applyBuiltin(""float"", I:Int, .Vals)   => intToF(I)"
reference-semantics/semantics/float.k	214	MPY-FLOAT	rule		"rule applyBuiltin(""float"", F:Float, .Vals) => F"
reference-semantics/semantics/float.k	217	MPY-FLOAT	syntax	function,total	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	218	MPY-FLOAT	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	223	MPY-FLOAT	syntax	function,total	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	224	MPY-FLOAT	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	227	MPY-FLOAT	rule		"rule applyBuiltin(""round"", F:Float, .Vals)        => roundF(F)"
reference-semantics/semantics/float.k	228	MPY-FLOAT	rule		"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
reference-semantics/semantics/float.k	230	MPY-FLOAT	syntax	function,total	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	231	MPY-FLOAT	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	232	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathSqrt"""
reference-semantics/semantics/float.k	233	MPY-FLOAT	rule	priority	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
reference-semantics/semantics/float.k	234	MPY-FLOAT	rule		rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	235	MPY-FLOAT	rule		rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	243	MPY-FLOAT	syntax		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	244	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	245	MPY-FLOAT	rule		rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	246	MPY-FLOAT	rule		rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	247	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	250	MPY-FLOAT	syntax		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	251	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	252	MPY-FLOAT	rule		rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	253	MPY-FLOAT	rule		rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	254	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	261	MPY-FLOAT	syntax		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	262	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	265	MPY-FLOAT	rule		rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	266	MPY-FLOAT	rule		rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	267	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	270	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/float.k	273	MPY-FLOAT	endmodule		endmodule
reference-semantics/semantics/functions.k	3	MPY-FUNCTIONS	module		module MPY-FUNCTIONS
reference-semantics/semantics/functions.k	4	MPY-FUNCTIONS	imports		imports MPY-CORE
reference-semantics/semantics/functions.k	8	MPY-FUNCTIONS	syntax		"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
reference-semantics/semantics/functions.k	14	MPY-FUNCTIONS	rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	18	MPY-FUNCTIONS	syntax		syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19	MPY-FUNCTIONS	rule		rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	27	MPY-FUNCTIONS	syntax		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	31	MPY-FUNCTIONS	syntax		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33	MPY-FUNCTIONS	rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36	MPY-FUNCTIONS	rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	42	MPY-FUNCTIONS	rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	47	MPY-FUNCTIONS	rule		rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	50	MPY-FUNCTIONS	rule		rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	53	MPY-FUNCTIONS	rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	59	MPY-FUNCTIONS	rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k	63	MPY-FUNCTIONS	rule		rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	64	MPY-FUNCTIONS	rule		rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
reference-semantics/semantics/functions.k	68	MPY-FUNCTIONS	rule	priority	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
reference-semantics/semantics/functions.k	78	MPY-FUNCTIONS	rule		rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	80	MPY-FUNCTIONS	rule		rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
reference-semantics/semantics/functions.k	85	MPY-FUNCTIONS	rule		rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/functions.k	91	MPY-FUNCTIONS	endmodule		endmodule
reference-semantics/semantics/int.k	4	MPY-INT	module		module MPY-INT
reference-semantics/semantics/int.k	5	MPY-INT	imports		imports MPY-CORE
reference-semantics/semantics/int.k	7	MPY-INT	rule		"rule applyUn(""-"", I:Int) => 0 -Int I"
reference-semantics/semantics/int.k	9	MPY-INT	rule		"rule applyBin(""+"",  I1:Int, I2:Int) => I1 +Int I2"
reference-semantics/semantics/int.k	11	MPY-INT	rule		"rule applyBin(""+"",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
reference-semantics/semantics/int.k	12	MPY-INT	rule		"rule applyBin(""+"",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
reference-semantics/semantics/int.k	13	MPY-INT	rule		"rule applyBin(""-"",  I1:Int, I2:Int) => I1 -Int I2"
reference-semantics/semantics/int.k	14	MPY-INT	rule		"rule applyBin(""*"",  I1:Int, I2:Int) => I1 *Int I2"
reference-semantics/semantics/int.k	15	MPY-INT	rule		"rule applyBin(""%"",  I1:Int, I2:Int) => pyMod(I1, I2)"
reference-semantics/semantics/int.k	16	MPY-INT	rule		"rule applyBin("""
reference-semantics/semantics/int.k	17	MPY-INT	rule		"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
reference-semantics/semantics/int.k	19	MPY-INT	syntax	function	syntax Int ::= pyMod(Int, Int) [function]
reference-semantics/semantics/int.k	20	MPY-INT	rule		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
reference-semantics/semantics/int.k	22	MPY-INT	rule		"rule applyCmp(""<"",  I1:Int, I2:Int)   => I1 <Int  I2"
reference-semantics/semantics/int.k	23	MPY-INT	rule		"rule applyCmp(""<="", I1:Int, I2:Int)   => I1 <=Int I2"
reference-semantics/semantics/int.k	24	MPY-INT	rule		"rule applyCmp("">"",  I1:Int, I2:Int)   => I1 >Int  I2"
reference-semantics/semantics/int.k	25	MPY-INT	rule		"rule applyCmp("">="", I1:Int, I2:Int)   => I1 >=Int I2"
reference-semantics/semantics/int.k	26	MPY-INT	rule		"rule applyCmp(""=="", I1:Int, I2:Int)   => I1 ==Int I2"
reference-semantics/semantics/int.k	27	MPY-INT	rule		"rule applyCmp(""!="", I1:Int, I2:Int)   => I1 =/=Int I2"
reference-semantics/semantics/int.k	28	MPY-INT	endmodule		endmodule
reference-semantics/semantics/iter.k	6	MPY-ITER	module		module MPY-ITER
reference-semantics/semantics/iter.k	7	MPY-ITER	imports		imports MPY-CORE
reference-semantics/semantics/iter.k	8	MPY-ITER	syntax		"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
reference-semantics/semantics/iter.k	9	MPY-ITER	endmodule		endmodule
reference-semantics/semantics/list.k	3	MPY-LIST	module		module MPY-LIST
reference-semantics/semantics/list.k	4	MPY-LIST	imports		imports MPY-CORE
reference-semantics/semantics/list.k	5	MPY-LIST	imports		imports MPY-ITER
reference-semantics/semantics/list.k	6	MPY-LIST	imports		imports MPY-OPERATORS
reference-semantics/semantics/list.k	9	MPY-LIST	rule		rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
reference-semantics/semantics/list.k	10	MPY-LIST	rule		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
reference-semantics/semantics/list.k	13	MPY-LIST	syntax		"syntax ApplyK ::= ""toList"""
reference-semantics/semantics/list.k	14	MPY-LIST	rule		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
reference-semantics/semantics/list.k	15	MPY-LIST	rule		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
reference-semantics/semantics/list.k	18	MPY-LIST	syntax	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/list.k	19	MPY-LIST	rule		rule valSeqConcat(.ValSeq, T:ValSeq)                => T
reference-semantics/semantics/list.k	20	MPY-LIST	rule		rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
reference-semantics/semantics/list.k	24	MPY-LIST	rule	priority	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
reference-semantics/semantics/list.k	27	MPY-LIST	rule		"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
reference-semantics/semantics/list.k	28	MPY-LIST	rule		"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
reference-semantics/semantics/list.k	33	MPY-LIST	syntax	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
reference-semantics/semantics/list.k	34	MPY-LIST	rule		rule hasRefVS(.ValSeq)                => false
reference-semantics/semantics/list.k	35	MPY-LIST	rule		rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
reference-semantics/semantics/list.k	37	MPY-LIST	syntax	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
reference-semantics/semantics/list.k	39	MPY-LIST	rule		rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
reference-semantics/semantics/list.k	40	MPY-LIST	rule		rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
reference-semantics/semantics/list.k	41	MPY-LIST	rule		rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
reference-semantics/semantics/list.k	42	MPY-LIST	rule		rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
reference-semantics/semantics/list.k	45	MPY-LIST	rule		rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
reference-semantics/semantics/list.k	47	MPY-LIST	rule		rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
reference-semantics/semantics/list.k	49	MPY-LIST	rule		rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
reference-semantics/semantics/list.k	50	MPY-LIST	rule	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
reference-semantics/semantics/list.k	53	MPY-LIST	rule	priority	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
reference-semantics/semantics/list.k	58	MPY-LIST	syntax		"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
reference-semantics/semantics/list.k	59	MPY-LIST	rule		"rule <k> Compare(LV:Val, CmpOp(""in"",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
reference-semantics/semantics/list.k	60	MPY-LIST	rule		"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
reference-semantics/semantics/list.k	61	MPY-LIST	rule		rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
reference-semantics/semantics/list.k	62	MPY-LIST	rule		rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
reference-semantics/semantics/list.k	63	MPY-LIST	rule		rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
reference-semantics/semantics/list.k	65	MPY-LIST	rule		rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
reference-semantics/semantics/list.k	67	MPY-LIST	rule		rule <k> B:Bool ~> #notB => notBool B ... </k>
reference-semantics/semantics/list.k	68	MPY-LIST	endmodule		endmodule
reference-semantics/semantics/methods.k	3	MPY-METHODS	module		module MPY-METHODS
reference-semantics/semantics/methods.k	4	MPY-METHODS	imports		imports MPY-CORE
reference-semantics/semantics/methods.k	5	MPY-METHODS	imports		imports K-EQUAL
reference-semantics/semantics/methods.k	6	MPY-METHODS	imports		imports MPY-STR
reference-semantics/semantics/methods.k	7	MPY-METHODS	imports		imports MPY-LIST
reference-semantics/semantics/methods.k	10	MPY-METHODS	syntax	function	syntax Val ::= applyMethod(Val, String, Vals) [function]
reference-semantics/semantics/methods.k	13	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
reference-semantics/semantics/methods.k	14	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
reference-semantics/semantics/methods.k	15	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
reference-semantics/semantics/methods.k	16	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
reference-semantics/semantics/methods.k	19	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""lower"",    .Vals) => str(mapLower(CS))"
reference-semantics/semantics/methods.k	20	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""upper"",    .Vals) => str(mapUpper(CS))"
reference-semantics/semantics/methods.k	21	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
reference-semantics/semantics/methods.k	26	MPY-METHODS	rule		"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
reference-semantics/semantics/methods.k	27	MPY-METHODS	syntax	function,total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
reference-semantics/semantics/methods.k	28	MPY-METHODS	rule		rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
reference-semantics/semantics/methods.k	29	MPY-METHODS	rule		rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
reference-semantics/semantics/methods.k	30	MPY-METHODS	rule		rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
reference-semantics/semantics/methods.k	34	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
reference-semantics/semantics/methods.k	35	MPY-METHODS	syntax	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	36	MPY-METHODS	rule		rule cntSub(.IntSeq, _:IntSeq) => 0
reference-semantics/semantics/methods.k	37	MPY-METHODS	rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
reference-semantics/semantics/methods.k	39	MPY-METHODS	rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
reference-semantics/semantics/methods.k	41	MPY-METHODS	syntax	function,total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
reference-semantics/semantics/methods.k	42	MPY-METHODS	rule		rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
reference-semantics/semantics/methods.k	43	MPY-METHODS	rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
