id	file	start_line	end_line	kind	classification	attributes	assessment	text
2554	unicode-case.k	2527	2527	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x82"") => ""\xf0\x90\xb3\x82"""
2555	unicode-case.k	2528	2528	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x83"") => ""\xf0\x90\xb3\x83"""
2556	unicode-case.k	2529	2529	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x84"") => ""\xf0\x90\xb3\x84"""
2557	unicode-case.k	2530	2530	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x85"") => ""\xf0\x90\xb3\x85"""
2558	unicode-case.k	2531	2531	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x86"") => ""\xf0\x90\xb3\x86"""
2559	unicode-case.k	2532	2532	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x87"") => ""\xf0\x90\xb3\x87"""
2560	unicode-case.k	2533	2533	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x88"") => ""\xf0\x90\xb3\x88"""
2561	unicode-case.k	2534	2534	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x89"") => ""\xf0\x90\xb3\x89"""
2562	unicode-case.k	2535	2535	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8a"") => ""\xf0\x90\xb3\x8a"""
2563	unicode-case.k	2536	2536	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8b"") => ""\xf0\x90\xb3\x8b"""
2564	unicode-case.k	2537	2537	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8c"") => ""\xf0\x90\xb3\x8c"""
2565	unicode-case.k	2538	2538	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8d"") => ""\xf0\x90\xb3\x8d"""
2566	unicode-case.k	2539	2539	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8e"") => ""\xf0\x90\xb3\x8e"""
2567	unicode-case.k	2540	2540	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x8f"") => ""\xf0\x90\xb3\x8f"""
2568	unicode-case.k	2541	2541	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x90"") => ""\xf0\x90\xb3\x90"""
2569	unicode-case.k	2542	2542	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x91"") => ""\xf0\x90\xb3\x91"""
2570	unicode-case.k	2543	2543	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x92"") => ""\xf0\x90\xb3\x92"""
2571	unicode-case.k	2544	2544	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x93"") => ""\xf0\x90\xb3\x93"""
2572	unicode-case.k	2545	2545	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x94"") => ""\xf0\x90\xb3\x94"""
2573	unicode-case.k	2546	2546	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x95"") => ""\xf0\x90\xb3\x95"""
2574	unicode-case.k	2547	2547	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x96"") => ""\xf0\x90\xb3\x96"""
2575	unicode-case.k	2548	2548	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x97"") => ""\xf0\x90\xb3\x97"""
2576	unicode-case.k	2549	2549	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x98"") => ""\xf0\x90\xb3\x98"""
2577	unicode-case.k	2550	2550	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x99"") => ""\xf0\x90\xb3\x99"""
2578	unicode-case.k	2551	2551	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9a"") => ""\xf0\x90\xb3\x9a"""
2579	unicode-case.k	2552	2552	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9b"") => ""\xf0\x90\xb3\x9b"""
2580	unicode-case.k	2553	2553	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9c"") => ""\xf0\x90\xb3\x9c"""
2581	unicode-case.k	2554	2554	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9d"") => ""\xf0\x90\xb3\x9d"""
2582	unicode-case.k	2555	2555	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9e"") => ""\xf0\x90\xb3\x9e"""
2583	unicode-case.k	2556	2556	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\x9f"") => ""\xf0\x90\xb3\x9f"""
2584	unicode-case.k	2557	2557	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa0"") => ""\xf0\x90\xb3\xa0"""
2585	unicode-case.k	2558	2558	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa1"") => ""\xf0\x90\xb3\xa1"""
2586	unicode-case.k	2559	2559	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa2"") => ""\xf0\x90\xb3\xa2"""
2587	unicode-case.k	2560	2560	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa3"") => ""\xf0\x90\xb3\xa3"""
2588	unicode-case.k	2561	2561	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa4"") => ""\xf0\x90\xb3\xa4"""
2589	unicode-case.k	2562	2562	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa5"") => ""\xf0\x90\xb3\xa5"""
2590	unicode-case.k	2563	2563	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa6"") => ""\xf0\x90\xb3\xa6"""
2591	unicode-case.k	2564	2564	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa7"") => ""\xf0\x90\xb3\xa7"""
2592	unicode-case.k	2565	2565	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa8"") => ""\xf0\x90\xb3\xa8"""
2593	unicode-case.k	2566	2566	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xa9"") => ""\xf0\x90\xb3\xa9"""
2594	unicode-case.k	2567	2567	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xaa"") => ""\xf0\x90\xb3\xaa"""
2595	unicode-case.k	2568	2568	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xab"") => ""\xf0\x90\xb3\xab"""
2596	unicode-case.k	2569	2569	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xac"") => ""\xf0\x90\xb3\xac"""
2597	unicode-case.k	2570	2570	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xad"") => ""\xf0\x90\xb3\xad"""
2598	unicode-case.k	2571	2571	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xae"") => ""\xf0\x90\xb3\xae"""
2599	unicode-case.k	2572	2572	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xaf"") => ""\xf0\x90\xb3\xaf"""
2600	unicode-case.k	2573	2573	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xb0"") => ""\xf0\x90\xb3\xb0"""
2601	unicode-case.k	2574	2574	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xb1"") => ""\xf0\x90\xb3\xb1"""
2602	unicode-case.k	2575	2575	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb2\xb2"") => ""\xf0\x90\xb3\xb2"""
2603	unicode-case.k	2576	2576	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x80"") => ""\xf0\x90\xb2\x80"""
2604	unicode-case.k	2577	2577	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x81"") => ""\xf0\x90\xb2\x81"""
2605	unicode-case.k	2578	2578	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x82"") => ""\xf0\x90\xb2\x82"""
2606	unicode-case.k	2579	2579	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x83"") => ""\xf0\x90\xb2\x83"""
2607	unicode-case.k	2580	2580	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x84"") => ""\xf0\x90\xb2\x84"""
2608	unicode-case.k	2581	2581	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x85"") => ""\xf0\x90\xb2\x85"""
2609	unicode-case.k	2582	2582	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x86"") => ""\xf0\x90\xb2\x86"""
2610	unicode-case.k	2583	2583	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x87"") => ""\xf0\x90\xb2\x87"""
2611	unicode-case.k	2584	2584	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x88"") => ""\xf0\x90\xb2\x88"""
2612	unicode-case.k	2585	2585	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x89"") => ""\xf0\x90\xb2\x89"""
2613	unicode-case.k	2586	2586	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8a"") => ""\xf0\x90\xb2\x8a"""
2614	unicode-case.k	2587	2587	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8b"") => ""\xf0\x90\xb2\x8b"""
2615	unicode-case.k	2588	2588	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8c"") => ""\xf0\x90\xb2\x8c"""
2616	unicode-case.k	2589	2589	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8d"") => ""\xf0\x90\xb2\x8d"""
2617	unicode-case.k	2590	2590	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8e"") => ""\xf0\x90\xb2\x8e"""
2618	unicode-case.k	2591	2591	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x8f"") => ""\xf0\x90\xb2\x8f"""
2619	unicode-case.k	2592	2592	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x90"") => ""\xf0\x90\xb2\x90"""
2620	unicode-case.k	2593	2593	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x91"") => ""\xf0\x90\xb2\x91"""
2621	unicode-case.k	2594	2594	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x92"") => ""\xf0\x90\xb2\x92"""
2622	unicode-case.k	2595	2595	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x93"") => ""\xf0\x90\xb2\x93"""
2623	unicode-case.k	2596	2596	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x94"") => ""\xf0\x90\xb2\x94"""
2624	unicode-case.k	2597	2597	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x95"") => ""\xf0\x90\xb2\x95"""
2625	unicode-case.k	2598	2598	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x96"") => ""\xf0\x90\xb2\x96"""
2626	unicode-case.k	2599	2599	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x97"") => ""\xf0\x90\xb2\x97"""
2627	unicode-case.k	2600	2600	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x98"") => ""\xf0\x90\xb2\x98"""
2628	unicode-case.k	2601	2601	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x99"") => ""\xf0\x90\xb2\x99"""
2629	unicode-case.k	2602	2602	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9a"") => ""\xf0\x90\xb2\x9a"""
2630	unicode-case.k	2603	2603	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9b"") => ""\xf0\x90\xb2\x9b"""
2631	unicode-case.k	2604	2604	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9c"") => ""\xf0\x90\xb2\x9c"""
2632	unicode-case.k	2605	2605	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9d"") => ""\xf0\x90\xb2\x9d"""
2633	unicode-case.k	2606	2606	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9e"") => ""\xf0\x90\xb2\x9e"""
2634	unicode-case.k	2607	2607	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\x9f"") => ""\xf0\x90\xb2\x9f"""
2635	unicode-case.k	2608	2608	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa0"") => ""\xf0\x90\xb2\xa0"""
2636	unicode-case.k	2609	2609	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa1"") => ""\xf0\x90\xb2\xa1"""
2637	unicode-case.k	2610	2610	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa2"") => ""\xf0\x90\xb2\xa2"""
2638	unicode-case.k	2611	2611	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa3"") => ""\xf0\x90\xb2\xa3"""
2639	unicode-case.k	2612	2612	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa4"") => ""\xf0\x90\xb2\xa4"""
2640	unicode-case.k	2613	2613	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa5"") => ""\xf0\x90\xb2\xa5"""
2641	unicode-case.k	2614	2614	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa6"") => ""\xf0\x90\xb2\xa6"""
2642	unicode-case.k	2615	2615	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa7"") => ""\xf0\x90\xb2\xa7"""
2643	unicode-case.k	2616	2616	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa8"") => ""\xf0\x90\xb2\xa8"""
2644	unicode-case.k	2617	2617	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xa9"") => ""\xf0\x90\xb2\xa9"""
2645	unicode-case.k	2618	2618	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xaa"") => ""\xf0\x90\xb2\xaa"""
2646	unicode-case.k	2619	2619	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xab"") => ""\xf0\x90\xb2\xab"""
2647	unicode-case.k	2620	2620	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xac"") => ""\xf0\x90\xb2\xac"""
2648	unicode-case.k	2621	2621	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xad"") => ""\xf0\x90\xb2\xad"""
2649	unicode-case.k	2622	2622	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xae"") => ""\xf0\x90\xb2\xae"""
2650	unicode-case.k	2623	2623	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xaf"") => ""\xf0\x90\xb2\xaf"""
2651	unicode-case.k	2624	2624	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xb0"") => ""\xf0\x90\xb2\xb0"""
2652	unicode-case.k	2625	2625	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xb1"") => ""\xf0\x90\xb2\xb1"""
2653	unicode-case.k	2626	2626	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x90\xb3\xb2"") => ""\xf0\x90\xb2\xb2"""
2654	unicode-case.k	2627	2627	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa0"") => ""\xf0\x91\xa3\x80"""
2655	unicode-case.k	2628	2628	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa1"") => ""\xf0\x91\xa3\x81"""
2656	unicode-case.k	2629	2629	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa2"") => ""\xf0\x91\xa3\x82"""
2657	unicode-case.k	2630	2630	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa3"") => ""\xf0\x91\xa3\x83"""
2658	unicode-case.k	2631	2631	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa4"") => ""\xf0\x91\xa3\x84"""
2659	unicode-case.k	2632	2632	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa5"") => ""\xf0\x91\xa3\x85"""
2660	unicode-case.k	2633	2633	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa6"") => ""\xf0\x91\xa3\x86"""
2661	unicode-case.k	2634	2634	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa7"") => ""\xf0\x91\xa3\x87"""
2662	unicode-case.k	2635	2635	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa8"") => ""\xf0\x91\xa3\x88"""
2663	unicode-case.k	2636	2636	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xa9"") => ""\xf0\x91\xa3\x89"""
2664	unicode-case.k	2637	2637	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xaa"") => ""\xf0\x91\xa3\x8a"""
2665	unicode-case.k	2638	2638	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xab"") => ""\xf0\x91\xa3\x8b"""
2666	unicode-case.k	2639	2639	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xac"") => ""\xf0\x91\xa3\x8c"""
2667	unicode-case.k	2640	2640	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xad"") => ""\xf0\x91\xa3\x8d"""
2668	unicode-case.k	2641	2641	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xae"") => ""\xf0\x91\xa3\x8e"""
2669	unicode-case.k	2642	2642	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xaf"") => ""\xf0\x91\xa3\x8f"""
2670	unicode-case.k	2643	2643	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb0"") => ""\xf0\x91\xa3\x90"""
2671	unicode-case.k	2644	2644	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb1"") => ""\xf0\x91\xa3\x91"""
