id	file	line	end_line	module	kind	tags	text	disposition	rationale
K0746	reference-semantics/semantics/operators.k	44	46	MPY-OPERATORS	rule	priority,ordinary	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0747	reference-semantics/semantics/range.k	9	9	MPY-RANGE	syntax	function,total	syntax Bool ::= inRange(Int, Int, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0748	reference-semantics/semantics/range.k	10	11	MPY-RANGE	rule	ordinary	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0749	reference-semantics/semantics/range.k	12	12	MPY-RANGE	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0750	reference-semantics/semantics/range.k	13	14	MPY-RANGE	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0751	reference-semantics/semantics/range.k	15	16	MPY-RANGE	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0752	reference-semantics/semantics/range.k	17	19	MPY-RANGE	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0753	reference-semantics/semantics/range.k	20	22	MPY-RANGE	rule	ordinary	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0754	reference-semantics/semantics/range.k	23	24	MPY-RANGE	rule	ordinary	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0755	reference-semantics/semantics/set.k	8	10	MPY-SET	syntax		syntax Val ::= setV(IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0756	reference-semantics/semantics/set.k	11	11	MPY-SET	syntax	function,total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0757	reference-semantics/semantics/set.k	12	12	MPY-SET	rule	ordinary	rule codeIn(_:Int, .IntSeq) => false	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0758	reference-semantics/semantics/set.k	13	15	MPY-SET	rule	ordinary	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0759	reference-semantics/semantics/set.k	16	17	MPY-SET	syntax	function,total	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0760	reference-semantics/semantics/set.k	18	18	MPY-SET	rule	ordinary	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0761	reference-semantics/semantics/set.k	19	19	MPY-SET	rule	ordinary	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0762	reference-semantics/semantics/set.k	20	21	MPY-SET	rule	ordinary	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0763	reference-semantics/semantics/set.k	22	24	MPY-SET	rule	ordinary	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0764	reference-semantics/semantics/set.k	25	25	MPY-SET	syntax	function,total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0765	reference-semantics/semantics/set.k	26	26	MPY-SET	rule	ordinary	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0766	reference-semantics/semantics/set.k	27	30	MPY-SET	rule	ordinary	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0767	reference-semantics/semantics/set.k	31	31	MPY-SET	syntax	function,total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0768	reference-semantics/semantics/set.k	32	32	MPY-SET	rule	ordinary	rule subsetCodes(.IntSeq, _:IntSeq) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0769	reference-semantics/semantics/set.k	33	34	MPY-SET	rule	ordinary	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0770	reference-semantics/semantics/set.k	35	35	MPY-SET	syntax	function,total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0771	reference-semantics/semantics/set.k	36	38	MPY-SET	rule	ordinary	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0772	reference-semantics/semantics/set.k	39	39	MPY-SET	rule	ordinary	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0773	reference-semantics/semantics/sort.k	18	18	MPY-SORT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0774	reference-semantics/semantics/sort.k	19	19	MPY-SORT	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0775	reference-semantics/semantics/sort.k	20	20	MPY-SORT	rule	concrete	rule sortVS(.ValSeq) => .ValSeq [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0776	reference-semantics/semantics/sort.k	21	21	MPY-SORT	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0777	reference-semantics/semantics/sort.k	22	22	MPY-SORT	rule	concrete	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0778	reference-semantics/semantics/sort.k	23	23	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0779	reference-semantics/semantics/sort.k	24	25	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0780	reference-semantics/semantics/sort.k	26	26	MPY-SORT	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0781	reference-semantics/semantics/sort.k	27	27	MPY-SORT	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0782	reference-semantics/semantics/sort.k	28	28	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0783	reference-semantics/semantics/sort.k	29	30	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0784	reference-semantics/semantics/sort.k	31	35	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0785	reference-semantics/semantics/sort.k	36	39	MPY-SORT	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0786	reference-semantics/semantics/sort.k	40	48	MPY-SORT	rule	priority,ordinary	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0787	reference-semantics/semantics/sort.k	49	50	MPY-SORT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	ACCEPTED_SUPPLIED_OPAQUE_BOUNDARY	Exact trusted supplied-semantics symbol. Its interpretation is fixed by concrete rules but opaque to kprove; only floatLt/absF/subF affect this target.
K0788	reference-semantics/semantics/sort.k	51	52	MPY-SORT	syntax	function,total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0789	reference-semantics/semantics/sort.k	53	53	MPY-SORT	rule	ordinary	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0790	reference-semantics/semantics/sort.k	54	54	MPY-SORT	rule	ordinary	rule revVSAcc(.ValSeq, A:ValSeq) => A	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0791	reference-semantics/semantics/sort.k	55	56	MPY-SORT	rule	ordinary	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0792	reference-semantics/semantics/sort.k	57	57	MPY-SORT	syntax	function,total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0793	reference-semantics/semantics/sort.k	58	58	MPY-SORT	rule	ordinary	rule condRev(S:ValSeq, false) => S	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0794	reference-semantics/semantics/sort.k	59	60	MPY-SORT	rule	ordinary	rule condRev(S:ValSeq, true) => revVS(S)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0795	reference-semantics/semantics/sort.k	61	62	MPY-SORT	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0796	reference-semantics/semantics/sort.k	63	64	MPY-SORT	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0797	reference-semantics/semantics/sort.k	65	71	MPY-SORT	rule	ordinary	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0798	reference-semantics/semantics/str.k	8	8	MPY-STR	rule	ordinary	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0799	reference-semantics/semantics/str.k	9	12	MPY-STR	rule	ordinary	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0800	reference-semantics/semantics/str.k	13	13	MPY-STR	syntax	function	syntax IntSeq ::= strToCodes(String) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0801	reference-semantics/semantics/str.k	14	14	MPY-STR	rule	ordinary	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0802	reference-semantics/semantics/str.k	15	15	MPY-STR	rule	ordinary	"rule strToCodes("""") => .IntSeq"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0803	reference-semantics/semantics/str.k	16	19	MPY-STR	rule	ordinary	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0804	reference-semantics/semantics/str.k	20	20	MPY-STR	syntax	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0805	reference-semantics/semantics/str.k	21	21	MPY-STR	rule	ordinary	rule seqConcat(.IntSeq, T:IntSeq) => T	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0806	reference-semantics/semantics/str.k	22	23	MPY-STR	rule	ordinary	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0807	reference-semantics/semantics/str.k	24	24	MPY-STR	rule	ordinary	"rule applyBin(""+"", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0808	reference-semantics/semantics/str.k	25	25	MPY-STR	rule	ordinary	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0809	reference-semantics/semantics/str.k	26	28	MPY-STR	rule	ordinary	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0810	reference-semantics/semantics/str.k	29	29	MPY-STR	rule	ordinary	"rule applyCmp(""in"", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0811	reference-semantics/semantics/str.k	30	31	MPY-STR	rule	ordinary	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0812	reference-semantics/semantics/str.k	32	32	MPY-STR	syntax	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0813	reference-semantics/semantics/str.k	33	33	MPY-STR	rule	ordinary	rule strPrefix(.IntSeq, _:IntSeq) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0814	reference-semantics/semantics/str.k	34	34	MPY-STR	rule	ordinary	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0815	reference-semantics/semantics/str.k	35	36	MPY-STR	rule	ordinary	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0816	reference-semantics/semantics/str.k	37	37	MPY-STR	syntax	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0817	reference-semantics/semantics/str.k	38	38	MPY-STR	rule	ordinary	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0818	reference-semantics/semantics/str.k	39	39	MPY-STR	rule	ordinary	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0819	reference-semantics/semantics/str.k	40	47	MPY-STR	rule	ordinary	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0820	reference-semantics/semantics/str.k	48	48	MPY-STR	syntax	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0821	reference-semantics/semantics/str.k	49	49	MPY-STR	rule	ordinary	rule strLt(.IntSeq, .IntSeq) => false	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0822	reference-semantics/semantics/str.k	50	50	MPY-STR	rule	ordinary	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0823	reference-semantics/semantics/str.k	51	51	MPY-STR	rule	ordinary	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0824	reference-semantics/semantics/str.k	52	52	MPY-STR	rule	ordinary	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0825	reference-semantics/semantics/str.k	53	53	MPY-STR	rule	ordinary	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0826	reference-semantics/semantics/str.k	54	55	MPY-STR	rule	ordinary	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0827	reference-semantics/semantics/str.k	56	56	MPY-STR	rule	ordinary	"rule applyCmp(""<"", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0828	reference-semantics/semantics/str.k	57	57	MPY-STR	rule	ordinary	"rule applyCmp("">"", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0829	reference-semantics/semantics/str.k	58	58	MPY-STR	rule	ordinary	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0830	reference-semantics/semantics/str.k	59	59	MPY-STR	rule	ordinary	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0831	reference-semantics/semantics/subscript.k	11	11	MPY-SUBSCRIPT	syntax	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0832	reference-semantics/semantics/subscript.k	12	12	MPY-SUBSCRIPT	rule	ordinary	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
