id	file	line	end_line	module	kind	tags	text
K0460	reference-semantics/semantics/float.k	115	115	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0461	reference-semantics/semantics/float.k	116	116	MPY-FLOAT	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0462	reference-semantics/semantics/float.k	117	118	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
K0463	reference-semantics/semantics/float.k	119	119	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0464	reference-semantics/semantics/float.k	120	120	MPY-FLOAT	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0465	reference-semantics/semantics/float.k	121	124	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
K0466	reference-semantics/semantics/float.k	125	125	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0467	reference-semantics/semantics/float.k	126	126	MPY-FLOAT	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0468	reference-semantics/semantics/float.k	127	127	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"
K0469	reference-semantics/semantics/float.k	128	128	MPY-FLOAT	rule	ordinary	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
K0470	reference-semantics/semantics/float.k	129	131	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
K0471	reference-semantics/semantics/float.k	132	132	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
K0472	reference-semantics/semantics/float.k	133	133	MPY-FLOAT	rule	ordinary	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
K0473	reference-semantics/semantics/float.k	134	134	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
K0474	reference-semantics/semantics/float.k	135	135	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
K0475	reference-semantics/semantics/float.k	136	136	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
K0476	reference-semantics/semantics/float.k	137	137	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
K0477	reference-semantics/semantics/float.k	138	138	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
K0478	reference-semantics/semantics/float.k	139	141	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K0479	reference-semantics/semantics/float.k	142	142	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0480	reference-semantics/semantics/float.k	143	143	MPY-FLOAT	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0481	reference-semantics/semantics/float.k	144	144	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
K0482	reference-semantics/semantics/float.k	145	145	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
K0483	reference-semantics/semantics/float.k	146	146	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
K0484	reference-semantics/semantics/float.k	147	147	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
K0485	reference-semantics/semantics/float.k	148	148	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0486	reference-semantics/semantics/float.k	149	149	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0487	reference-semantics/semantics/float.k	150	150	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0488	reference-semantics/semantics/float.k	151	153	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K0489	reference-semantics/semantics/float.k	154	154	MPY-FLOAT	rule	ordinary	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
K0490	reference-semantics/semantics/float.k	155	159	MPY-FLOAT	rule	ordinary	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
K0491	reference-semantics/semantics/float.k	160	160	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	reference-semantics/semantics/float.k	161	161	MPY-FLOAT	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	reference-semantics/semantics/float.k	162	164	MPY-FLOAT	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
K0494	reference-semantics/semantics/float.k	165	165	MPY-FLOAT	syntax	function	syntax Int ::= headIS(IntSeq) [function]
K0495	reference-semantics/semantics/float.k	166	166	MPY-FLOAT	rule	ordinary	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	reference-semantics/semantics/float.k	167	167	MPY-FLOAT	syntax	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	reference-semantics/semantics/float.k	168	168	MPY-FLOAT	rule	ordinary	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	reference-semantics/semantics/float.k	169	169	MPY-FLOAT	rule	ordinary	rule intPartAcc(.IntSeq, A:Int) => A
K0499	reference-semantics/semantics/float.k	170	170	MPY-FLOAT	rule	ordinary	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	reference-semantics/semantics/float.k	171	172	MPY-FLOAT	rule	ordinary	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
K0501	reference-semantics/semantics/float.k	173	173	MPY-FLOAT	syntax	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	reference-semantics/semantics/float.k	174	174	MPY-FLOAT	rule	ordinary	rule fracPart(.IntSeq) => 0
K0503	reference-semantics/semantics/float.k	175	175	MPY-FLOAT	rule	ordinary	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	reference-semantics/semantics/float.k	176	176	MPY-FLOAT	rule	ordinary	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	reference-semantics/semantics/float.k	177	177	MPY-FLOAT	rule	ordinary	rule fracAcc(.IntSeq, A:Int) => A
K0506	reference-semantics/semantics/float.k	178	178	MPY-FLOAT	rule	ordinary	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	reference-semantics/semantics/float.k	179	179	MPY-FLOAT	syntax	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	reference-semantics/semantics/float.k	180	180	MPY-FLOAT	rule	ordinary	rule fracScale(.IntSeq) => 1
K0509	reference-semantics/semantics/float.k	181	181	MPY-FLOAT	rule	ordinary	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	reference-semantics/semantics/float.k	182	182	MPY-FLOAT	rule	ordinary	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	reference-semantics/semantics/float.k	183	183	MPY-FLOAT	rule	ordinary	rule fscAcc(.IntSeq, A:Int) => A
K0512	reference-semantics/semantics/float.k	184	184	MPY-FLOAT	rule	ordinary	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	reference-semantics/semantics/float.k	185	185	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
K0514	reference-semantics/semantics/float.k	186	186	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
K0515	reference-semantics/semantics/float.k	187	189	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K0516	reference-semantics/semantics/float.k	190	190	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	reference-semantics/semantics/float.k	191	191	MPY-FLOAT	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	reference-semantics/semantics/float.k	192	194	MPY-FLOAT	rule	ordinary	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
K0519	reference-semantics/semantics/float.k	195	195	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	reference-semantics/semantics/float.k	196	196	MPY-FLOAT	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	reference-semantics/semantics/float.k	197	197	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
K0522	reference-semantics/semantics/float.k	198	198	MPY-FLOAT	rule	ordinary	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
K0523	reference-semantics/semantics/float.k	199	199	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
K0524	reference-semantics/semantics/float.k	200	200	MPY-FLOAT	rule	ordinary	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
K0525	reference-semantics/semantics/float.k	201	201	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
K0526	reference-semantics/semantics/float.k	202	202	MPY-FLOAT	rule	ordinary	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
K0527	reference-semantics/semantics/float.k	203	203	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
K0528	reference-semantics/semantics/float.k	204	204	MPY-FLOAT	rule	ordinary	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
K0529	reference-semantics/semantics/float.k	205	205	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
K0530	reference-semantics/semantics/float.k	206	208	MPY-FLOAT	rule	ordinary	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
K0531	reference-semantics/semantics/float.k	209	209	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	reference-semantics/semantics/float.k	210	210	MPY-FLOAT	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	reference-semantics/semantics/float.k	211	212	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
K0534	reference-semantics/semantics/float.k	213	213	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
K0535	reference-semantics/semantics/float.k	214	216	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
K0536	reference-semantics/semantics/float.k	217	217	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	reference-semantics/semantics/float.k	218	222	MPY-FLOAT	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	reference-semantics/semantics/float.k	223	223	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	reference-semantics/semantics/float.k	224	226	MPY-FLOAT	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	reference-semantics/semantics/float.k	227	227	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
K0541	reference-semantics/semantics/float.k	228	229	MPY-FLOAT	rule	ordinary	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
K0542	reference-semantics/semantics/float.k	230	230	MPY-FLOAT	syntax	function,total,no-evaluators,symbol,opaque-symbol	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	reference-semantics/semantics/float.k	231	231	MPY-FLOAT	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	reference-semantics/semantics/float.k	232	232	MPY-FLOAT	syntax		"syntax KItem ::= ""#mathSqrt"""
K0545	reference-semantics/semantics/float.k	233	233	MPY-FLOAT	rule	priority,ordinary	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
K0546	reference-semantics/semantics/float.k	234	234	MPY-FLOAT	rule	ordinary	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	reference-semantics/semantics/float.k	235	242	MPY-FLOAT	rule	ordinary	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	reference-semantics/semantics/float.k	243	243	MPY-FLOAT	syntax		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	reference-semantics/semantics/float.k	244	244	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	reference-semantics/semantics/float.k	245	245	MPY-FLOAT	rule	ordinary	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	reference-semantics/semantics/float.k	246	246	MPY-FLOAT	rule	ordinary	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	reference-semantics/semantics/float.k	247	249	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0553	reference-semantics/semantics/float.k	250	250	MPY-FLOAT	syntax		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	reference-semantics/semantics/float.k	251	251	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	reference-semantics/semantics/float.k	252	252	MPY-FLOAT	rule	ordinary	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	reference-semantics/semantics/float.k	253	253	MPY-FLOAT	rule	ordinary	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	reference-semantics/semantics/float.k	254	260	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
K0558	reference-semantics/semantics/float.k	261	261	MPY-FLOAT	syntax		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	reference-semantics/semantics/float.k	262	264	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
K0560	reference-semantics/semantics/float.k	265	265	MPY-FLOAT	rule	ordinary	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
K0561	reference-semantics/semantics/float.k	266	266	MPY-FLOAT	rule	ordinary	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	reference-semantics/semantics/float.k	267	269	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
K0563	reference-semantics/semantics/float.k	270	272	MPY-FLOAT	rule	ordinary	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
K0564	reference-semantics/semantics/functions.k	8	13	MPY-FUNCTIONS	syntax		"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
K0565	reference-semantics/semantics/functions.k	14	17	MPY-FUNCTIONS	rule	ordinary	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	reference-semantics/semantics/functions.k	18	18	MPY-FUNCTIONS	syntax		syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	reference-semantics/semantics/functions.k	19	26	MPY-FUNCTIONS	rule	ordinary	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	reference-semantics/semantics/functions.k	27	30	MPY-FUNCTIONS	syntax		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	reference-semantics/semantics/functions.k	31	32	MPY-FUNCTIONS	syntax		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	reference-semantics/semantics/functions.k	33	35	MPY-FUNCTIONS	rule	ordinary	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	reference-semantics/semantics/functions.k	36	41	MPY-FUNCTIONS	rule	ordinary	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0572	reference-semantics/semantics/functions.k	42	46	MPY-FUNCTIONS	rule	ordinary	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	reference-semantics/semantics/functions.k	47	49	MPY-FUNCTIONS	rule	ordinary	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	reference-semantics/semantics/functions.k	50	52	MPY-FUNCTIONS	rule	ordinary	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	reference-semantics/semantics/functions.k	53	58	MPY-FUNCTIONS	rule	ordinary	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
K0576	reference-semantics/semantics/functions.k	59	62	MPY-FUNCTIONS	rule	ordinary	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	reference-semantics/semantics/functions.k	63	63	MPY-FUNCTIONS	rule	ordinary	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	reference-semantics/semantics/functions.k	64	67	MPY-FUNCTIONS	rule	ordinary	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	reference-semantics/semantics/functions.k	68	77	MPY-FUNCTIONS	rule	priority,ordinary	"rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(P, cellsOf({M[""$cells""]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]"
K0580	reference-semantics/semantics/functions.k	78	79	MPY-FUNCTIONS	rule	ordinary	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	reference-semantics/semantics/functions.k	80	84	MPY-FUNCTIONS	rule	ordinary	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	reference-semantics/semantics/functions.k	85	90	MPY-FUNCTIONS	rule	ordinary	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	reference-semantics/semantics/int.k	7	8	MPY-INT	rule	ordinary	"rule applyUn(""-"", I:Int) => 0 -Int I"
K0584	reference-semantics/semantics/int.k	9	10	MPY-INT	rule	ordinary	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2"
K0585	reference-semantics/semantics/int.k	11	11	MPY-INT	rule	ordinary	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
K0586	reference-semantics/semantics/int.k	12	12	MPY-INT	rule	ordinary	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
K0587	reference-semantics/semantics/int.k	13	13	MPY-INT	rule	ordinary	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"
K0588	reference-semantics/semantics/int.k	14	14	MPY-INT	rule	ordinary	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"
K0589	reference-semantics/semantics/int.k	15	15	MPY-INT	rule	ordinary	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"
K0590	reference-semantics/semantics/int.k	16	16	MPY-INT	rule	ordinary	"rule applyBin("""
K0591	reference-semantics/semantics/int.k	17	18	MPY-INT	rule	ordinary	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
K0592	reference-semantics/semantics/int.k	19	19	MPY-INT	syntax	function	syntax Int ::= pyMod(Int, Int) [function]
K0593	reference-semantics/semantics/int.k	20	21	MPY-INT	rule	ordinary	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	reference-semantics/semantics/int.k	22	22	MPY-INT	rule	ordinary	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"
K0595	reference-semantics/semantics/int.k	23	23	MPY-INT	rule	ordinary	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"
K0596	reference-semantics/semantics/int.k	24	24	MPY-INT	rule	ordinary	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"
K0597	reference-semantics/semantics/int.k	25	25	MPY-INT	rule	ordinary	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"
K0598	reference-semantics/semantics/int.k	26	26	MPY-INT	rule	ordinary	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"
K0599	reference-semantics/semantics/int.k	27	27	MPY-INT	rule	ordinary	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
K0600	reference-semantics/semantics/iter.k	8	8	MPY-ITER	syntax		"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
K0601	reference-semantics/semantics/list.k	9	9	MPY-LIST	rule	ordinary	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K0602	reference-semantics/semantics/list.k	10	12	MPY-LIST	rule	ordinary	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0603	reference-semantics/semantics/list.k	13	13	MPY-LIST	syntax		"syntax ApplyK ::= ""toList"""
K0604	reference-semantics/semantics/list.k	14	14	MPY-LIST	rule	ordinary	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	reference-semantics/semantics/list.k	15	17	MPY-LIST	rule	ordinary	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0606	reference-semantics/semantics/list.k	18	18	MPY-LIST	syntax	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0607	reference-semantics/semantics/list.k	19	19	MPY-LIST	rule	ordinary	rule valSeqConcat(.ValSeq, T:ValSeq) => T
K0608	reference-semantics/semantics/list.k	20	23	MPY-LIST	rule	ordinary	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K0609	reference-semantics/semantics/list.k	24	26	MPY-LIST	rule	priority,ordinary	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
K0610	reference-semantics/semantics/list.k	27	27	MPY-LIST	rule	ordinary	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
K0611	reference-semantics/semantics/list.k	28	32	MPY-LIST	rule	ordinary	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
K0612	reference-semantics/semantics/list.k	33	33	MPY-LIST	syntax	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0613	reference-semantics/semantics/list.k	34	34	MPY-LIST	rule	ordinary	rule hasRefVS(.ValSeq) => false
K0614	reference-semantics/semantics/list.k	35	36	MPY-LIST	rule	ordinary	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
