id	file	start_line	end_line	kind	attributes	review_class	decision	text
reference-semantics/semantics/operators.k:10:rule:4	reference-semantics/semantics/operators.k	10	10	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k:12:rule:5	reference-semantics/semantics/operators.k	12	12	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k:15:context:6	reference-semantics/semantics/operators.k	15	15	context		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	context Compare(HOLE, _)
reference-semantics/semantics/operators.k:16:context:7	reference-semantics/semantics/operators.k	16	16	context		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k:17:rule:8	reference-semantics/semantics/operators.k	17	17	rule	owise	MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k:19:rule:9	reference-semantics/semantics/operators.k	19	19	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""is"", V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/operators.k:20:rule:10	reference-semantics/semantics/operators.k	20	20	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/operators.k:25:rule:11	reference-semantics/semantics/operators.k	25	27	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k:28:rule:12	reference-semantics/semantics/operators.k	28	31	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k:34:rule:13	reference-semantics/semantics/operators.k	34	37	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k:38:rule:14	reference-semantics/semantics/operators.k	38	42	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k:44:rule:15	reference-semantics/semantics/operators.k	44	46	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k:47:endmodule:16	reference-semantics/semantics/operators.k	47	47	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/range.k:5:module:1	reference-semantics/semantics/range.k	5	5	module		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	module MPY-RANGE
reference-semantics/semantics/range.k:6:imports:2	reference-semantics/semantics/range.k	6	6	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-CORE
reference-semantics/semantics/range.k:7:imports:3	reference-semantics/semantics/range.k	7	7	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-ITER
reference-semantics/semantics/range.k:9:syntax:4	reference-semantics/semantics/range.k	9	9	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k:10:rule:5	reference-semantics/semantics/range.k	10	10	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k:12:syntax:6	reference-semantics/semantics/range.k	12	12	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k:13:rule:7	reference-semantics/semantics/range.k	13	14	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k:15:rule:8	reference-semantics/semantics/range.k	15	16	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k:17:rule:9	reference-semantics/semantics/range.k	17	18	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k:20:rule:10	reference-semantics/semantics/range.k	20	22	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k:23:rule:11	reference-semantics/semantics/range.k	23	24	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/range.k:25:endmodule:12	reference-semantics/semantics/range.k	25	25	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/set.k:3:module:1	reference-semantics/semantics/set.k	3	3	module		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	module MPY-SET
reference-semantics/semantics/set.k:4:imports:2	reference-semantics/semantics/set.k	4	4	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-CORE
reference-semantics/semantics/set.k:8:syntax:3	reference-semantics/semantics/set.k	8	8	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k:11:syntax:4	reference-semantics/semantics/set.k	11	11	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k:12:rule:5	reference-semantics/semantics/set.k	12	12	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule codeIn(_:Int, .IntSeq) => false
reference-semantics/semantics/set.k:13:rule:6	reference-semantics/semantics/set.k	13	13	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k:16:syntax:7	reference-semantics/semantics/set.k	16	17	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:18:rule:8	reference-semantics/semantics/set.k	18	18	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k:19:rule:9	reference-semantics/semantics/set.k	19	19	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k:20:rule:10	reference-semantics/semantics/set.k	20	21	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k:22:rule:11	reference-semantics/semantics/set.k	22	23	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k:25:syntax:12	reference-semantics/semantics/set.k	25	25	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k:26:rule:13	reference-semantics/semantics/set.k	26	26	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
reference-semantics/semantics/set.k:27:rule:14	reference-semantics/semantics/set.k	27	27	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k:31:syntax:15	reference-semantics/semantics/set.k	31	31	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:32:rule:16	reference-semantics/semantics/set.k	32	32	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule subsetCodes(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/set.k:33:rule:17	reference-semantics/semantics/set.k	33	33	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k:35:syntax:18	reference-semantics/semantics/set.k	35	35	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k:36:rule:19	reference-semantics/semantics/set.k	36	36	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k:39:rule:20	reference-semantics/semantics/set.k	39	39	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
reference-semantics/semantics/set.k:40:endmodule:21	reference-semantics/semantics/set.k	40	40	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/sort.k:10:module:1	reference-semantics/semantics/sort.k	10	10	module		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	module MPY-SORT
reference-semantics/semantics/sort.k:11:imports:2	reference-semantics/semantics/sort.k	11	11	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-BUILTINS
reference-semantics/semantics/sort.k:12:imports:3	reference-semantics/semantics/sort.k	12	12	imports		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	imports MPY-SUBSCRIPT
reference-semantics/semantics/sort.k:18:syntax:4	reference-semantics/semantics/sort.k	18	18	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k:19:syntax:5	reference-semantics/semantics/sort.k	19	19	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k:20:rule:6	reference-semantics/semantics/sort.k	20	20	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule sortVS(.ValSeq) => .ValSeq [concrete]
reference-semantics/semantics/sort.k:21:rule:7	reference-semantics/semantics/sort.k	21	21	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k:22:rule:8	reference-semantics/semantics/sort.k	22	22	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k:23:rule:9	reference-semantics/semantics/sort.k	23	23	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k:24:rule:10	reference-semantics/semantics/sort.k	24	24	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
reference-semantics/semantics/sort.k:26:syntax:11	reference-semantics/semantics/sort.k	26	26	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k:27:rule:12	reference-semantics/semantics/sort.k	27	27	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k:28:rule:13	reference-semantics/semantics/sort.k	28	28	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k:29:rule:14	reference-semantics/semantics/sort.k	29	30	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k:31:rule:15	reference-semantics/semantics/sort.k	31	32	rule	concrete	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k:36:rule:16	reference-semantics/semantics/sort.k	36	37	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
reference-semantics/semantics/sort.k:40:rule:17	reference-semantics/semantics/sort.k	40	42	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
reference-semantics/semantics/sort.k:49:syntax:18	reference-semantics/semantics/sort.k	49	49	syntax	function,total,no-evaluators,symbol	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k:51:syntax:19	reference-semantics/semantics/sort.k	51	52	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k:53:rule:20	reference-semantics/semantics/sort.k	53	53	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k:54:rule:21	reference-semantics/semantics/sort.k	54	54	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k:55:rule:22	reference-semantics/semantics/sort.k	55	55	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k:57:syntax:23	reference-semantics/semantics/sort.k	57	57	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k:58:rule:24	reference-semantics/semantics/sort.k	58	58	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k:59:rule:25	reference-semantics/semantics/sort.k	59	59	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule condRev(S:ValSeq, true) => revVS(S)
reference-semantics/semantics/sort.k:61:rule:26	reference-semantics/semantics/sort.k	61	62	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
reference-semantics/semantics/sort.k:63:rule:27	reference-semantics/semantics/sort.k	63	64	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
reference-semantics/semantics/sort.k:65:rule:28	reference-semantics/semantics/sort.k	65	66	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
reference-semantics/semantics/sort.k:72:endmodule:29	reference-semantics/semantics/sort.k	72	72	endmodule		FIXED_SCAFFOLD	NO TARGET IMPACT: assembly/module/import scaffolding	endmodule
reference-semantics/semantics/str.k:3:module:1	reference-semantics/semantics/str.k	3	3	module		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	module MPY-STR
reference-semantics/semantics/str.k:4:imports:2	reference-semantics/semantics/str.k	4	4	imports		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	imports MPY-CORE
reference-semantics/semantics/str.k:5:imports:3	reference-semantics/semantics/str.k	5	5	imports		MATERIAL_SCAFFOLD	ACCEPT: fixed-semantics module/import scaffolding	imports MPY-ITER
reference-semantics/semantics/str.k:8:rule:4	reference-semantics/semantics/str.k	8	8	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/str.k:9:rule:5	reference-semantics/semantics/str.k	9	10	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k:13:syntax:6	reference-semantics/semantics/str.k	13	13	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k:14:rule:7	reference-semantics/semantics/str.k	14	14	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k:15:rule:8	reference-semantics/semantics/str.k	15	15	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule strToCodes("""") => .IntSeq"
reference-semantics/semantics/str.k:16:rule:9	reference-semantics/semantics/str.k	16	17	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
reference-semantics/semantics/str.k:20:syntax:10	reference-semantics/semantics/str.k	20	20	syntax	function,total	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k:21:rule:11	reference-semantics/semantics/str.k	21	21	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule seqConcat(.IntSeq, T:IntSeq) => T
reference-semantics/semantics/str.k:22:rule:12	reference-semantics/semantics/str.k	22	22	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k:24:rule:13	reference-semantics/semantics/str.k	24	24	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule applyBin(""+"", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
reference-semantics/semantics/str.k:25:rule:14	reference-semantics/semantics/str.k	25	25	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
reference-semantics/semantics/str.k:26:rule:15	reference-semantics/semantics/str.k	26	26	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
reference-semantics/semantics/str.k:29:rule:16	reference-semantics/semantics/str.k	29	29	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule applyCmp(""in"", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
reference-semantics/semantics/str.k:30:rule:17	reference-semantics/semantics/str.k	30	30	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
reference-semantics/semantics/str.k:32:syntax:18	reference-semantics/semantics/str.k	32	32	syntax	function,total	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k:33:rule:19	reference-semantics/semantics/str.k	33	33	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule strPrefix(.IntSeq, _:IntSeq) => true
