source	lines	kind	attributes	text	disposition
/reference/reference-semantics/semantics/methods.k:108	108-108	rule	ordinary	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:109	109-111	rule	ordinary	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A) // ==== char helpers =========================================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:112	112-112	syntax	function,total	syntax Bool ::= isUpperC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:113	113-114	rule	ordinary	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:115	115-115	syntax	function,total	syntax Bool ::= isLowerC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:116	116-117	rule	ordinary	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:118	118-118	syntax	function,total	syntax Bool ::= isAlphaC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:119	119-120	rule	ordinary	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:121	121-121	syntax	function,total	syntax Bool ::= isDigitC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:122	122-123	rule	ordinary	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:124	124-124	syntax	function,total	syntax Bool ::= hasUpper(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:125	125-125	rule	ordinary	rule hasUpper(.IntSeq) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:126	126-127	rule	ordinary	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:128	128-128	syntax	function,total	syntax Bool ::= hasLower(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:129	129-129	rule	ordinary	rule hasLower(.IntSeq) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:130	130-131	rule	ordinary	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:132	132-132	syntax	function,total	syntax Bool ::= allAlpha(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:133	133-133	rule	ordinary	rule allAlpha(.IntSeq) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:134	134-135	rule	ordinary	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:136	136-136	syntax	function,total	syntax Bool ::= allDigit(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:137	137-137	rule	ordinary	rule allDigit(.IntSeq) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:138	138-139	rule	ordinary	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:140	140-141	syntax	function,total	syntax Int ::= lowerC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:142	142-142	rule	ordinary	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:143	143-144	rule	owise	rule lowerC(C:Int) => C [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:145	145-145	syntax	function,total	syntax Int ::= upperC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:146	146-146	rule	ordinary	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:147	147-148	rule	owise	rule upperC(C:Int) => C [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:149	149-149	syntax	function,total	syntax Int ::= swapC(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:150	150-150	rule	ordinary	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:151	151-151	rule	ordinary	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:152	152-153	rule	owise	rule swapC(C:Int) => C [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:154	154-154	syntax	function,total	syntax IntSeq ::= mapLower(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:155	155-155	rule	ordinary	rule mapLower(.IntSeq) => .IntSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:156	156-157	rule	ordinary	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:158	158-158	syntax	function,total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:159	159-159	rule	ordinary	rule mapUpper(.IntSeq) => .IntSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:160	160-161	rule	ordinary	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:162	162-162	syntax	function,total	syntax IntSeq ::= mapSwap(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:163	163-163	rule	ordinary	rule mapSwap(.IntSeq) => .IntSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:164	164-165	rule	ordinary	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:166	166-166	syntax	function,total	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:167	167-167	rule	ordinary	rule startsWith(.IntSeq, _:IntSeq) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:168	168-168	rule	ordinary	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/methods.k:169	169-169	rule	ordinary	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:10	10-11	rule	ordinary	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:12	12-14	rule	ordinary	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k> // Compare's right operand sits under the CmpOp wrapper — contexts instead of attributes	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:15	15-15	context	-	context Compare(HOLE, _)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:16	16-16	context	-	context Compare(_:Val, CmpOp(_, HOLE))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:17	17-18	rule	owise	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:19	19-19	rule	ordinary	rule applyCmp("is", V:Val, noneV) => V ==K noneV	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:20	20-24	rule	ordinary	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV) // ==== operand deref: heap objects combine/compare by STRUCTURE ============ // (Python: list == is structural; identity only via `is`.) priority(40) // preempts the generic dispatch so applyUn/applyBin/applyCmp never see a ref.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:25	25-27	rule	priority	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:28	28-33	rule	priority	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)] // the left operand of `in`/`not in` is an ELEMENT (compares by ==K) — never deref'd	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:34	34-37	rule	priority	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:38	38-43	rule	priority	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/operators.k:44	44-46	rule	priority	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:9	9-9	syntax	function,total	syntax Bool ::= inRange(Int, Int, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:10	10-11	rule	ordinary	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:12	12-12	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:13	13-14	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:15	15-16	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:17	17-19	rule	ordinary	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:20	20-22	rule	ordinary	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/range.k:23	23-24	rule	ordinary	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:8	8-10	syntax	-	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:11	11-11	syntax	function,total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:12	12-12	rule	ordinary	rule codeIn(_:Int, .IntSeq) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:13	13-15	rule	ordinary	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:16	16-17	syntax	function,total	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:18	18-18	rule	ordinary	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:19	19-19	rule	ordinary	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:20	20-21	rule	ordinary	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:22	22-24	rule	ordinary	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:25	25-25	syntax	function,total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:26	26-26	rule	ordinary	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:27	27-30	rule	ordinary	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:31	31-31	syntax	function,total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:32	32-32	rule	ordinary	rule subsetCodes(.IntSeq, _:IntSeq) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:33	33-34	rule	ordinary	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:35	35-35	syntax	function,total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:36	36-38	rule	ordinary	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/set.k:39	39-39	rule	ordinary	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:18	18-18	syntax	function,total,no-evaluators,symbol	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/sort.k:19	19-19	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:20	20-20	rule	concrete	rule sortVS(.ValSeq) => .ValSeq [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:21	21-21	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:22	22-22	rule	concrete	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:23	23-23	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:24	24-25	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:26	26-26	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:27	27-27	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:28	28-28	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:29	29-30	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:31	31-35	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:36	36-39	rule	ordinary	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:40	40-48	rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:49	49-50	syntax	function,total,no-evaluators,symbol	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	TRUSTED-FIXED-OPAQUE: supplied-semantics primitive; unreachable from submitted program
/reference/reference-semantics/semantics/sort.k:51	51-52	syntax	function,total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:53	53-53	rule	ordinary	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:54	54-54	rule	ordinary	rule revVSAcc(.ValSeq, A:ValSeq) => A	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:55	55-56	rule	ordinary	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:57	57-57	syntax	function,total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:58	58-58	rule	ordinary	rule condRev(S:ValSeq, false) => S	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:59	59-60	rule	ordinary	rule condRev(S:ValSeq, true) => revVS(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:61	61-62	rule	ordinary	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:63	63-64	rule	ordinary	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/sort.k:65	65-71	rule	ordinary	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/str.k:8	8-8	rule	ordinary	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/str.k:9	9-12	rule	ordinary	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/str.k:13	13-13	syntax	function	syntax IntSeq ::= strToCodes(String) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/str.k:14	14-14	rule	ordinary	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/str.k:15	15-15	rule	ordinary	rule strToCodes("") => .IntSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
