id	file	start_line	end_line	kind	source_class	tags	relevance	audit_decision	statement_one_line
773	reference-semantics/semantics/sort.k	18	18	syntax	SUPPLIED_BASELINE	function,total,no-evaluators,symbol	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
774	reference-semantics/semantics/sort.k	19	19	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= insVS(Int, ValSeq) [function]
775	reference-semantics/semantics/sort.k	20	20	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule sortVS(.ValSeq) => .ValSeq [concrete]
776	reference-semantics/semantics/sort.k	21	21	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
777	reference-semantics/semantics/sort.k	22	22	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
778	reference-semantics/semantics/sort.k	23	23	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
779	reference-semantics/semantics/sort.k	24	24	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
780	reference-semantics/semantics/sort.k	26	26	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
781	reference-semantics/semantics/sort.k	27	27	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
782	reference-semantics/semantics/sort.k	28	28	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
783	reference-semantics/semantics/sort.k	29	30	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
784	reference-semantics/semantics/sort.k	31	32	rule	SUPPLIED_BASELINE	concrete	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
785	reference-semantics/semantics/sort.k	36	37	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
786	reference-semantics/semantics/sort.k	40	42	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
787	reference-semantics/semantics/sort.k	49	49	syntax	SUPPLIED_BASELINE	function,total,no-evaluators,symbol	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
788	reference-semantics/semantics/sort.k	51	52	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
789	reference-semantics/semantics/sort.k	53	53	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
790	reference-semantics/semantics/sort.k	54	54	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule revVSAcc(.ValSeq, A:ValSeq) => A
791	reference-semantics/semantics/sort.k	55	55	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
792	reference-semantics/semantics/sort.k	57	57	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
793	reference-semantics/semantics/sort.k	58	58	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule condRev(S:ValSeq, false) => S
794	reference-semantics/semantics/sort.k	59	59	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule condRev(S:ValSeq, true) => revVS(S)
795	reference-semantics/semantics/sort.k	61	62	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
796	reference-semantics/semantics/sort.k	63	64	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
797	reference-semantics/semantics/sort.k	65	66	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
798	reference-semantics/semantics/str.k	8	8	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
799	reference-semantics/semantics/str.k	9	10	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
800	reference-semantics/semantics/str.k	13	13	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax IntSeq ::= strToCodes(String) [function]
801	reference-semantics/semantics/str.k	14	14	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
802	reference-semantics/semantics/str.k	15	15	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strToCodes("") => .IntSeq
803	reference-semantics/semantics/str.k	16	17	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
804	reference-semantics/semantics/str.k	20	20	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
805	reference-semantics/semantics/str.k	21	21	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule seqConcat(.IntSeq, T:IntSeq) => T
806	reference-semantics/semantics/str.k	22	22	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
807	reference-semantics/semantics/str.k	24	24	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
808	reference-semantics/semantics/str.k	25	25	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
809	reference-semantics/semantics/str.k	26	26	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
810	reference-semantics/semantics/str.k	29	29	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
811	reference-semantics/semantics/str.k	30	30	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
812	reference-semantics/semantics/str.k	32	32	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
813	reference-semantics/semantics/str.k	33	33	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strPrefix(.IntSeq, _:IntSeq) => true
814	reference-semantics/semantics/str.k	34	34	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
815	reference-semantics/semantics/str.k	35	35	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
816	reference-semantics/semantics/str.k	37	37	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
817	reference-semantics/semantics/str.k	38	38	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
818	reference-semantics/semantics/str.k	39	39	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
819	reference-semantics/semantics/str.k	40	41	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
820	reference-semantics/semantics/str.k	48	48	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
821	reference-semantics/semantics/str.k	49	49	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(.IntSeq, .IntSeq) => false
822	reference-semantics/semantics/str.k	50	50	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
823	reference-semantics/semantics/str.k	51	51	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
824	reference-semantics/semantics/str.k	52	52	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
825	reference-semantics/semantics/str.k	53	53	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
826	reference-semantics/semantics/str.k	54	54	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
827	reference-semantics/semantics/str.k	56	56	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
828	reference-semantics/semantics/str.k	57	57	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
829	reference-semantics/semantics/str.k	58	58	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
830	reference-semantics/semantics/str.k	59	59	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
831	reference-semantics/semantics/subscript.k	11	11	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
832	reference-semantics/semantics/subscript.k	12	12	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
833	reference-semantics/semantics/subscript.k	13	14	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
834	reference-semantics/semantics/subscript.k	16	16	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Int ::= intSeqAt(IntSeq, Int) [function]
835	reference-semantics/semantics/subscript.k	17	17	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
836	reference-semantics/semantics/subscript.k	18	19	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
837	reference-semantics/semantics/subscript.k	21	21	syntax	SUPPLIED_BASELINE	function,total	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Int ::= normIdx(Int, Int) [function, total]
838	reference-semantics/semantics/subscript.k	22	22	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
839	reference-semantics/semantics/subscript.k	23	23	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
840	reference-semantics/semantics/subscript.k	27	27	context	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	context Subscript(HOLE, _)
841	reference-semantics/semantics/subscript.k	28	28	context	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	context Subscript(_:Val, HOLE:Expr)
842	reference-semantics/semantics/subscript.k	31	33	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
843	reference-semantics/semantics/subscript.k	35	35	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
844	reference-semantics/semantics/subscript.k	37	37	syntax	SUPPLIED_BASELINE	function	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax Val ::= applyIndex(Val, Int) [function]
845	reference-semantics/semantics/subscript.k	38	38	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
846	reference-semantics/semantics/subscript.k	39	39	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
847	reference-semantics/semantics/subscript.k	40	41	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
848	reference-semantics/semantics/subscript.k	44	47	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
849	reference-semantics/semantics/subscript.k	49	49	syntax	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	syntax OptInt ::= "noB" | someB(Int)
850	reference-semantics/semantics/subscript.k	50	50	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #evalB(NoBound) => noB ... </k>
851	reference-semantics/semantics/subscript.k	51	51	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
852	reference-semantics/semantics/subscript.k	52	52	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> I:Int ~> #toSome => someB(I) ... </k>
853	reference-semantics/semantics/subscript.k	54	54	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
854	reference-semantics/semantics/subscript.k	55	55	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
855	reference-semantics/semantics/subscript.k	56	56	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
856	reference-semantics/semantics/subscript.k	58	60	rule	SUPPLIED_BASELINE	priority	UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
857	reference-semantics/semantics/subscript.k	61	61	rule	SUPPLIED_BASELINE		UNUSED_BY_SUBMITTED_PROGRAM	ACCEPTED_AT_SELECTED_SEMANTICS_LEVEL: candidate entry is byte-identical to trusted supplied baseline	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
