entry_kind	source	line	attributes	disposition	declaration
rule	reference-semantics/semantics/float.k	185	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
rule	reference-semantics/semantics/float.k	186	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
rule	reference-semantics/semantics/float.k	187	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("float", F:Float, .Vals) => F
syntax	reference-semantics/semantics/float.k	190	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
rule	reference-semantics/semantics/float.k	191	concrete	SUPPLIED_UNUSED_PATH	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
rule	reference-semantics/semantics/float.k	192	-	SUPPLIED_UNUSED_PATH	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
syntax	reference-semantics/semantics/float.k	195	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
rule	reference-semantics/semantics/float.k	196	concrete	SUPPLIED_UNUSED_PATH	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
rule	reference-semantics/semantics/float.k	197	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
rule	reference-semantics/semantics/float.k	198	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
rule	reference-semantics/semantics/float.k	199	-	SUPPLIED_UNUSED_PATH	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
rule	reference-semantics/semantics/float.k	200	-	SUPPLIED_UNUSED_PATH	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
rule	reference-semantics/semantics/float.k	201	-	SUPPLIED_UNUSED_PATH	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
rule	reference-semantics/semantics/float.k	202	-	SUPPLIED_UNUSED_PATH	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
rule	reference-semantics/semantics/float.k	203	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
rule	reference-semantics/semantics/float.k	204	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
rule	reference-semantics/semantics/float.k	205	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
rule	reference-semantics/semantics/float.k	206	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
syntax	reference-semantics/semantics/float.k	209	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
rule	reference-semantics/semantics/float.k	210	concrete	SUPPLIED_UNUSED_PATH	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
rule	reference-semantics/semantics/float.k	211	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
rule	reference-semantics/semantics/float.k	213	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
rule	reference-semantics/semantics/float.k	214	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("float", F:Float, .Vals) => F
syntax	reference-semantics/semantics/float.k	217	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
rule	reference-semantics/semantics/float.k	218	concrete	SUPPLIED_UNUSED_PATH	rule roundF(F:Float)
syntax	reference-semantics/semantics/float.k	223	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
rule	reference-semantics/semantics/float.k	224	concrete	SUPPLIED_UNUSED_PATH	rule roundFN(F:Float, N:Int)
rule	reference-semantics/semantics/float.k	227	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
rule	reference-semantics/semantics/float.k	228	-	SUPPLIED_UNUSED_PATH	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
syntax	reference-semantics/semantics/float.k	230	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
rule	reference-semantics/semantics/float.k	231	concrete	SUPPLIED_UNUSED_PATH	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
syntax	reference-semantics/semantics/float.k	232	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= "#mathSqrt"
rule	reference-semantics/semantics/float.k	233	priority	SUPPLIED_UNUSED_PATH	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
rule	reference-semantics/semantics/float.k	234	-	SUPPLIED_UNUSED_PATH	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
rule	reference-semantics/semantics/float.k	235	-	SUPPLIED_UNUSED_PATH	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
syntax	reference-semantics/semantics/float.k	243	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
rule	reference-semantics/semantics/float.k	244	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
rule	reference-semantics/semantics/float.k	245	-	SUPPLIED_UNUSED_PATH	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
rule	reference-semantics/semantics/float.k	246	-	SUPPLIED_UNUSED_PATH	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
rule	reference-semantics/semantics/float.k	247	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
syntax	reference-semantics/semantics/float.k	250	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
rule	reference-semantics/semantics/float.k	251	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
rule	reference-semantics/semantics/float.k	252	-	SUPPLIED_UNUSED_PATH	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
rule	reference-semantics/semantics/float.k	253	-	SUPPLIED_UNUSED_PATH	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
rule	reference-semantics/semantics/float.k	254	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
syntax	reference-semantics/semantics/float.k	261	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
rule	reference-semantics/semantics/float.k	262	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)
rule	reference-semantics/semantics/float.k	265	-	SUPPLIED_UNUSED_PATH	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
rule	reference-semantics/semantics/float.k	266	-	SUPPLIED_UNUSED_PATH	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
rule	reference-semantics/semantics/float.k	267	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
rule	reference-semantics/semantics/float.k	270	-	SUPPLIED_UNUSED_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)
syntax	reference-semantics/semantics/functions.k	8	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)
rule	reference-semantics/semantics/functions.k	14	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>
syntax	reference-semantics/semantics/functions.k	18	-	SUPPLIED_USED_PATH_REVIEWED	syntax Expr ::= closureExpr(ParamNames, Stmts)
rule	reference-semantics/semantics/functions.k	19	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>
syntax	reference-semantics/semantics/functions.k	27	-	SUPPLIED_USED_PATH_REVIEWED	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
syntax	reference-semantics/semantics/functions.k	31	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)
rule	reference-semantics/semantics/functions.k	33	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),
rule	reference-semantics/semantics/functions.k	36	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
rule	reference-semantics/semantics/functions.k	42	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,
rule	reference-semantics/semantics/functions.k	47	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)
rule	reference-semantics/semantics/functions.k	50	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),
rule	reference-semantics/semantics/functions.k	53	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,
rule	reference-semantics/semantics/functions.k	59	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)
rule	reference-semantics/semantics/functions.k	63	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
rule	reference-semantics/semantics/functions.k	64	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>
rule	reference-semantics/semantics/functions.k	68	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))
rule	reference-semantics/semantics/functions.k	78	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Return(V:Val) ~> _ => #pop </k>
rule	reference-semantics/semantics/functions.k	80	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #endcall => #pop ... </k>
rule	reference-semantics/semantics/functions.k	85	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #pop => V ~> CONT </k>
rule	reference-semantics/semantics/int.k	7	-	SUPPLIED_USED_PATH_REVIEWED	rule applyUn("-", I:Int) => 0 -Int I
rule	reference-semantics/semantics/int.k	9	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
rule	reference-semantics/semantics/int.k	11	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
rule	reference-semantics/semantics/int.k	12	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
rule	reference-semantics/semantics/int.k	13	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
rule	reference-semantics/semantics/int.k	14	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
rule	reference-semantics/semantics/int.k	15	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
rule	reference-semantics/semantics/int.k	16	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
rule	reference-semantics/semantics/int.k	17	-	SUPPLIED_USED_PATH_REVIEWED	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
syntax	reference-semantics/semantics/int.k	19	function	SUPPLIED_USED_PATH_REVIEWED	syntax Int ::= pyMod(Int, Int) [function]
rule	reference-semantics/semantics/int.k	20	-	SUPPLIED_USED_PATH_REVIEWED	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
rule	reference-semantics/semantics/int.k	22	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
rule	reference-semantics/semantics/int.k	23	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
rule	reference-semantics/semantics/int.k	24	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
rule	reference-semantics/semantics/int.k	25	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
rule	reference-semantics/semantics/int.k	26	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
rule	reference-semantics/semantics/int.k	27	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
syntax	reference-semantics/semantics/iter.k	8	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
rule	reference-semantics/semantics/list.k	9	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
rule	reference-semantics/semantics/list.k	10	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
syntax	reference-semantics/semantics/list.k	13	-	SUPPLIED_USED_PATH_REVIEWED	syntax ApplyK ::= "toList"
rule	reference-semantics/semantics/list.k	14	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
rule	reference-semantics/semantics/list.k	15	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
syntax	reference-semantics/semantics/list.k	18	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
rule	reference-semantics/semantics/list.k	19	-	SUPPLIED_USED_PATH_REVIEWED	rule valSeqConcat(.ValSeq, T:ValSeq) => T
rule	reference-semantics/semantics/list.k	20	-	SUPPLIED_USED_PATH_REVIEWED	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
rule	reference-semantics/semantics/list.k	24	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>
rule	reference-semantics/semantics/list.k	27	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
rule	reference-semantics/semantics/list.k	28	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
syntax	reference-semantics/semantics/list.k	33	function,total	SUPPLIED_USED_PATH_REVIEWED	syntax Bool ::= hasRefVS(ValSeq) [function, total]
rule	reference-semantics/semantics/list.k	34	-	SUPPLIED_USED_PATH_REVIEWED	rule hasRefVS(.ValSeq) => false
rule	reference-semantics/semantics/list.k	35	-	SUPPLIED_USED_PATH_REVIEWED	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
syntax	reference-semantics/semantics/list.k	37	function	SUPPLIED_USED_PATH_REVIEWED	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]
rule	reference-semantics/semantics/list.k	39	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
rule	reference-semantics/semantics/list.k	40	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
rule	reference-semantics/semantics/list.k	41	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
rule	reference-semantics/semantics/list.k	42	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)
rule	reference-semantics/semantics/list.k	45	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
rule	reference-semantics/semantics/list.k	47	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
rule	reference-semantics/semantics/list.k	49	-	SUPPLIED_USED_PATH_REVIEWED	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
rule	reference-semantics/semantics/list.k	50	owise	SUPPLIED_USED_PATH_REVIEWED	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
rule	reference-semantics/semantics/list.k	53	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k>
syntax	reference-semantics/semantics/list.k	58	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
rule	reference-semantics/semantics/list.k	59	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
rule	reference-semantics/semantics/list.k	60	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
rule	reference-semantics/semantics/list.k	61	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
rule	reference-semantics/semantics/list.k	62	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
rule	reference-semantics/semantics/list.k	63	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
rule	reference-semantics/semantics/list.k	65	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
rule	reference-semantics/semantics/list.k	67	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> B:Bool ~> #notB => notBool B ... </k>
syntax	reference-semantics/semantics/methods.k	10	function	SUPPLIED_UNUSED_PATH	syntax Val ::= applyMethod(Val, String, Vals) [function]
rule	reference-semantics/semantics/methods.k	13	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
rule	reference-semantics/semantics/methods.k	14	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
rule	reference-semantics/semantics/methods.k	15	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
rule	reference-semantics/semantics/methods.k	16	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
rule	reference-semantics/semantics/methods.k	19	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))
rule	reference-semantics/semantics/methods.k	20	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))
rule	reference-semantics/semantics/methods.k	21	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
rule	reference-semantics/semantics/methods.k	26	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
syntax	reference-semantics/semantics/methods.k	27	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
rule	reference-semantics/semantics/methods.k	28	-	SUPPLIED_UNUSED_PATH	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
rule	reference-semantics/semantics/methods.k	29	-	SUPPLIED_UNUSED_PATH	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
rule	reference-semantics/semantics/methods.k	30	-	SUPPLIED_UNUSED_PATH	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))
rule	reference-semantics/semantics/methods.k	34	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
syntax	reference-semantics/semantics/methods.k	35	function	SUPPLIED_UNUSED_PATH	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
rule	reference-semantics/semantics/methods.k	36	-	SUPPLIED_UNUSED_PATH	rule cntSub(.IntSeq, _:IntSeq) => 0
rule	reference-semantics/semantics/methods.k	37	-	SUPPLIED_UNUSED_PATH	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
rule	reference-semantics/semantics/methods.k	39	-	SUPPLIED_UNUSED_PATH	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
syntax	reference-semantics/semantics/methods.k	41	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
rule	reference-semantics/semantics/methods.k	42	-	SUPPLIED_UNUSED_PATH	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
rule	reference-semantics/semantics/methods.k	43	owise	SUPPLIED_UNUSED_PATH	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
rule	reference-semantics/semantics/methods.k	44	-	SUPPLIED_UNUSED_PATH	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
rule	reference-semantics/semantics/methods.k	47	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
syntax	reference-semantics/semantics/methods.k	48	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= trimWS(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	49	-	SUPPLIED_UNUSED_PATH	rule trimWS(.IntSeq) => .IntSeq
rule	reference-semantics/semantics/methods.k	50	-	SUPPLIED_UNUSED_PATH	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
rule	reference-semantics/semantics/methods.k	51	-	SUPPLIED_UNUSED_PATH	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
syntax	reference-semantics/semantics/methods.k	52	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	53	-	SUPPLIED_UNUSED_PATH	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
rule	reference-semantics/semantics/methods.k	54	-	SUPPLIED_UNUSED_PATH	rule revISAcc(.IntSeq, A:IntSeq) => A
rule	reference-semantics/semantics/methods.k	55	-	SUPPLIED_UNUSED_PATH	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
rule	reference-semantics/semantics/methods.k	58	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
rule	reference-semantics/semantics/methods.k	61	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
rule	reference-semantics/semantics/methods.k	64	-	SUPPLIED_UNUSED_PATH	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
syntax	reference-semantics/semantics/methods.k	65	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
rule	reference-semantics/semantics/methods.k	66	-	SUPPLIED_UNUSED_PATH	rule cntOccVS(.ValSeq, _:Val) => 0
rule	reference-semantics/semantics/methods.k	67	-	SUPPLIED_UNUSED_PATH	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
rule	reference-semantics/semantics/methods.k	68	-	SUPPLIED_UNUSED_PATH	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
rule	reference-semantics/semantics/methods.k	72	priority	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals)
syntax	reference-semantics/semantics/methods.k	75	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
rule	reference-semantics/semantics/methods.k	76	-	SUPPLIED_UNUSED_PATH	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
rule	reference-semantics/semantics/methods.k	77	-	SUPPLIED_UNUSED_PATH	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
rule	reference-semantics/semantics/methods.k	79	-	SUPPLIED_UNUSED_PATH	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
syntax	reference-semantics/semantics/methods.k	82	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
rule	reference-semantics/semantics/methods.k	83	-	SUPPLIED_UNUSED_PATH	rule flushTok(ACC:ValSeq, .IntSeq) => ACC
rule	reference-semantics/semantics/methods.k	84	-	SUPPLIED_UNUSED_PATH	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
syntax	reference-semantics/semantics/methods.k	85	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= isWSC(Int) [function, total]
