id	source	module	line_start	line_end	keyword	category	attributes	relevance	decision	normalized_sha256	normalized_sentence
K-0879	semantics/str.k	MPY-STR	15	15	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	c7b4b4fc80bd1dab004d1c0cff5999112395445d816bdc9b0edecc99a8798b39	rule strToCodes("") => .IntSeq
K-0880	semantics/str.k	MPY-STR	16	19	rule	rule:ordinary		reachable	fixed supplied rule/declaration; reviewed sound on submitted integer path	72f87a35b152a52689ee89f78f8ff922704af2d9e8a80bc99e0c9d00333c5e43	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
K-0881	semantics/str.k	MPY-STR	20	20	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4dcfe32d71db24ec5955e3d81daa08ca2c8c1c4249a4a4c3817f846f0b17c0f5	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K-0882	semantics/str.k	MPY-STR	21	21	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	1bc8690035f06e8c955b45eed00c60d116bdfdc1c944476306b32dc8e906e093	rule seqConcat(.IntSeq, T:IntSeq) => T
K-0883	semantics/str.k	MPY-STR	22	23	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b8aaa07a8414960ab2e09a7e8d287988619c5616b854d3a0fa67a9011c4c911d	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K-0884	semantics/str.k	MPY-STR	24	24	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	6b69c6c1fd75e820f054be1bbfabbbb714742e62d4a49b6d3a9735edf52858e1	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K-0885	semantics/str.k	MPY-STR	25	25	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8039b62069c1e72239f18ede04a673fdc8c5822d023118b6a05d14faaa5bd94e	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K-0886	semantics/str.k	MPY-STR	26	28	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	efca9467c64ccf47dec48d4105bdbf713e56b92ef1d6e93ea96101096ab05b2d	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K-0887	semantics/str.k	MPY-STR	29	29	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	44d8a30fde58d7208121984e832bbe657faef28a89c2af536a1a04cf95e95e56	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K-0888	semantics/str.k	MPY-STR	30	31	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b646f3d3387b9d153ef8f01453f878e378af6f9923a2fa437887132d7ff05e8f	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K-0889	semantics/str.k	MPY-STR	32	32	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0c2a240d2f88394551e618a37947d5264f22335393502b4e0b535fe4ee17b42e	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K-0890	semantics/str.k	MPY-STR	33	33	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	57c619a4cc231d9095f54d25d8702d98126dd6137c9ed395b54d94d7cf232e61	rule strPrefix(.IntSeq, _:IntSeq) => true
K-0891	semantics/str.k	MPY-STR	34	34	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0e758c7b129dc20e372ee10b7d456c59868ce228e665daed0b04bd14738c35df	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K-0892	semantics/str.k	MPY-STR	35	36	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d6816398ab1624e9bdb2e81cae94e7049aa5a1faab17f799f6e2d0563a83f669	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K-0893	semantics/str.k	MPY-STR	37	37	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e5d82a70ec2aaeff27e0dbaebe4f7c40ff0ac2535c50906ea65726e53c9f7851	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K-0894	semantics/str.k	MPY-STR	38	38	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	fe5302406eba932257f5c94d088471ffedb1134a437eb3b947f53f4da407978b	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K-0895	semantics/str.k	MPY-STR	39	39	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	6c197a2767cc14fc11dc5cbc1358ddfd15d76a2b6ddf5eb092b8f67d513e10a2	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K-0896	semantics/str.k	MPY-STR	40	47	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	40835cd00b164d7799801762c5bc87fd05ea89fd9c1306154d74f48b7f0e6bd7	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K-0897	semantics/str.k	MPY-STR	48	48	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e6a79420c495be30ba61123f1b16b3235ce1737390d5e7d920ed4d34624726c2	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K-0898	semantics/str.k	MPY-STR	49	49	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d9faa5615105aeee1bec17ec6cd1a3d566adb7b531d78fb3619243c63425f62a	rule strLt(.IntSeq, .IntSeq) => false
K-0899	semantics/str.k	MPY-STR	50	50	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	1d055a6c97d452ded1f5b8522897bd99bfa0dd9ba3d5bab09339e76d0f414fbc	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K-0900	semantics/str.k	MPY-STR	51	51	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d1e1c922c4b206ef8c71888f6f964968eb7bc34ab9c172778c6243675c445926	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K-0901	semantics/str.k	MPY-STR	52	52	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a15116dcda039e8bc63b028465b2952534a8b734cb0a7557e99625bf38c45aae	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K-0902	semantics/str.k	MPY-STR	53	53	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7c98b79b0e03f30301eaf288d846a7fc26ea5866562926bd94dd2e8c26a1ba26	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K-0903	semantics/str.k	MPY-STR	54	55	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d72e4a9c68cd264b7906d638a49bcf274a4fae7e0c350f191081f81696042a79	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K-0904	semantics/str.k	MPY-STR	56	56	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	3f16844c8a96e226925c07325a24c28ae0dc01bd05d6b97ffc08534e62789bbd	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K-0905	semantics/str.k	MPY-STR	57	57	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d14e65d751c2eb72a84110b0da37606308ef5eaf2af2c9f0b4686be52ed69e3b	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K-0906	semantics/str.k	MPY-STR	58	58	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	fd8254e2aad6ddc722ec79acfc57d3d9f56eeb5a7cedabedeb40aab07d805865	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K-0907	semantics/str.k	MPY-STR	59	59	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0bb37c9e5117e140f89907947627e32d6756cc5e18e9518e3823c2710a62fc6c	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K-0908	semantics/subscript.k	MPY-SUBSCRIPT	4	10	imports	imports		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4258a966960e81238ac1318ebb92f5cd383bcf94ed5077b6dea55341a4254bfd	imports MPY-CORE
K-0909	semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	92dd5a3cbdae995653f421008f9fa2c2f911d143c899dee80374413a92482473	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K-0910	semantics/subscript.k	MPY-SUBSCRIPT	12	12	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	5efae5e636659046dd3ad38178f893753f16c5b26ea08cfe11b0f323d3990453	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
K-0911	semantics/subscript.k	MPY-SUBSCRIPT	13	15	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	463bd5d63df534f3d4cc313ec80e81f0c7c645e266732d113ea8b10dbac478d1	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
K-0912	semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d573fee41395263868cfcc4fbae6df6d4a3bcc1a7bca14e633a30ec4f77887a1	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K-0913	semantics/subscript.k	MPY-SUBSCRIPT	17	17	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8eb9da7cc0451bafd5812077c689538105618e705c93eb17820917ff139bbc4c	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
K-0914	semantics/subscript.k	MPY-SUBSCRIPT	18	20	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a89deb267298a13e5d86fa826aa9f476cc9f836461b46ade60423a8f364bdd37	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
K-0915	semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8d0629ddf60abdd87d1319c61a91897635eaf44a195cae23c3e4a9059fb8d475	syntax Int ::= normIdx(Int, Int) [function, total]
K-0916	semantics/subscript.k	MPY-SUBSCRIPT	22	22	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0398dfbaabb1dbe0748c4a93874c453d7143a94e0f0d3d18c8b11359439b2c9a	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K-0917	semantics/subscript.k	MPY-SUBSCRIPT	23	26	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	7ba2c056b69d0deead32ca025bc6cddf3f281ed5b87a62dcb6d148a1afcf38fb	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
K-0918	semantics/subscript.k	MPY-SUBSCRIPT	27	27	context	context		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e235a553cf7939b217e6aad3c563f19136b897acadf2bfa842db991933f28e85	context Subscript(HOLE, _)
K-0919	semantics/subscript.k	MPY-SUBSCRIPT	28	30	context	context		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0ea5351709e9231f1e957adc2a438215860b2e7e7ff51f177407dd170e6bf752	context Subscript(_:Val, HOLE:Expr)
K-0920	semantics/subscript.k	MPY-SUBSCRIPT	31	34	rule	rule:priority	priority(40)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ba2015156656f7c6f341b0f480baae5329d86ae155b09fbc73a635bdcd103d67	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0921	semantics/subscript.k	MPY-SUBSCRIPT	35	36	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	e2cbe99533f0bbd2f5a28abaaea776b05e2d8eb2f238a9406b0c9ab6b8287633	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K-0922	semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	83aa86951e423ee652f166e56f679403febdfb828febf5216d59b54bda2753a5	syntax Val ::= applyIndex(Val, Int) [function]
K-0923	semantics/subscript.k	MPY-SUBSCRIPT	38	38	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	c494188c31ef997e96906aae550573a54345c081fe24563a1f05a92f0396ffed	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0924	semantics/subscript.k	MPY-SUBSCRIPT	39	39	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	52ab84557b24a72bd0e049cec6cb67ec53e2d262f19c93e2abec650a0e856c1e	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0925	semantics/subscript.k	MPY-SUBSCRIPT	40	43	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	bc2eddc3f7ce8f77c32fb18bbf36c1c7c538e0e664e441898ffa1d9683894006	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K-0926	semantics/subscript.k	MPY-SUBSCRIPT	44	48	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	3586c0bf2e67a9c1eb55c902a81beaed999d84bf8ceb386870415106ecc297be	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
K-0927	semantics/subscript.k	MPY-SUBSCRIPT	49	49	syntax	syntax		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	560ebb71a2e12f9a78694f384d19cb1d73190b6c9e724c4bdc202b583f111b3f	syntax OptInt ::= "noB" | someB(Int)
K-0928	semantics/subscript.k	MPY-SUBSCRIPT	50	50	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	260093ac1ada7ada03d8f9e469670753e5253e805768f1d008f660cfdbdc34ab	rule <k> #evalB(NoBound) => noB ... </k>
K-0929	semantics/subscript.k	MPY-SUBSCRIPT	51	51	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	c05e824ec7d02b0ff48467bfe475709470965fc34d4376b8c53afcd4dee95f9d	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
K-0930	semantics/subscript.k	MPY-SUBSCRIPT	52	53	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	55c49487ba7821307656b279fb60c670618fe70606d57783c776ef4b2986550c	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K-0931	semantics/subscript.k	MPY-SUBSCRIPT	54	54	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	b39cd50c6c413a35564da1aa0434956df105d8e124a63f8867bec71c7c410abd	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K-0932	semantics/subscript.k	MPY-SUBSCRIPT	55	55	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	ba8162a4d94407c48b3a07a2686d8691c56de9280ab431f061eb6defe0ddfd8c	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K-0933	semantics/subscript.k	MPY-SUBSCRIPT	56	57	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	9ab3eb142d12d98094d2c11403d8f5711ab2b79c337b17046d56f4a76948370c	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K-0934	semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule	rule:priority	priority(45)	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8d45174aef8739b21b538bb13740c6b0c0c0936fed9723b9adf51b3f8297d642	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K-0935	semantics/subscript.k	MPY-SUBSCRIPT	61	62	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	4b6c937f1b27b309ca57781e12cde5632c9fe631b46769f8b5fb2ae27e5d3559	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K-0936	semantics/subscript.k	MPY-SUBSCRIPT	63	63	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	35803b4f4140c58723c0e31492a1715f532186e38b4e9b68650e58ae677e48dd	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K-0937	semantics/subscript.k	MPY-SUBSCRIPT	64	65	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f98c4d73aaf2650365e7250aa3b8f9de0da52a8d7e678ad474769b372db234fd	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0938	semantics/subscript.k	MPY-SUBSCRIPT	66	67	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	6e8f59ed2ecb112dbbdd350b1235fec686f6ea424b8654ce5e02cc6e21fa3fcc	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0939	semantics/subscript.k	MPY-SUBSCRIPT	68	71	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0b5e5f8da08f08d46a3f42f731b25aa5402c716061aa75d97008a2ace7a3bf56	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K-0940	semantics/subscript.k	MPY-SUBSCRIPT	72	72	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	3673727509ac1987488ad8a299c7a4a1ed9143e108520907ed8ae746269699c8	syntax Int ::= slStep(OptInt) [function, total]
K-0941	semantics/subscript.k	MPY-SUBSCRIPT	73	73	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	080183421a02aea58098f319cf047707ed71b0951438d28d977948f4e0d478a2	rule slStep(noB) => 1
K-0942	semantics/subscript.k	MPY-SUBSCRIPT	74	75	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	38520b2d08df510dd573e03a40c5d25b7f8b89388b18d9d7aec6e9196ba1f6a1	rule slStep(someB(S:Int)) => S
K-0943	semantics/subscript.k	MPY-SUBSCRIPT	76	76	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	12940b25c9d85c4c575623a2d2085f8f09acda4390e58e7e27114df698e02858	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K-0944	semantics/subscript.k	MPY-SUBSCRIPT	77	78	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f071f630a8f9d29c647b36ce94d423b9fbf40e83a653df82f1c26b442e07bcf9	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
K-0945	semantics/subscript.k	MPY-SUBSCRIPT	79	80	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	9a3afd20003e73154e811d7548e5a7375c143659696969695a76a6249e1197e1	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
K-0946	semantics/subscript.k	MPY-SUBSCRIPT	81	82	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	2e19a63f1664fef54fab562622ede417ba53fd30ced6cdedcde492feccb68677	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K-0947	semantics/subscript.k	MPY-SUBSCRIPT	83	83	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	def902114717732bd04bddb5459b883a7e72943d9905a006fa2908eeda667d1b	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K-0948	semantics/subscript.k	MPY-SUBSCRIPT	84	85	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	f8868ca0ab86614540c4f1dd48f166d89ac29e79ec0ddfd95983531c1f8a92fa	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
K-0949	semantics/subscript.k	MPY-SUBSCRIPT	86	87	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	fde349e77a3a9bdf581389ada6da29e7655b032852946cc55dd6d0fe7e6ebd17	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
K-0950	semantics/subscript.k	MPY-SUBSCRIPT	88	89	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	8422a8ba8f8d7ea7a1411c4e9c0a955a66108a5220822111d4bc6be937bd70b9	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K-0951	semantics/subscript.k	MPY-SUBSCRIPT	90	90	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	9ec1896aa81dbda8d1ea3e6687ee086beea967bc3822cd10a318a2f04b3aa7bd	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K-0952	semantics/subscript.k	MPY-SUBSCRIPT	91	92	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	58c9216d8b6d4a214dea9e45411319b249515ac57ddfabc8f134b0b9ee6a0273	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
K-0953	semantics/subscript.k	MPY-SUBSCRIPT	93	95	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	1c4d6ca3d3534697cd74873e69461efdcea7866ec6b97a95f3557568bf626378	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
K-0954	semantics/subscript.k	MPY-SUBSCRIPT	96	96	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	74b1e671d5bc2675c57a6e37b0517ae907a75fd226523c01205ef0a8bd3ac2f3	syntax Int ::= clampLo(Int, Int) [function, total]
K-0955	semantics/subscript.k	MPY-SUBSCRIPT	97	98	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	a2e92eace44c06709afc4171de72f4f7aa640e356954efd5daa3b03cda75b4c1	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
K-0956	semantics/subscript.k	MPY-SUBSCRIPT	99	101	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0a357da8ed32fb6e8c29409f20c6100498859b45a42da73570dd2d839e702e0f	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
K-0957	semantics/subscript.k	MPY-SUBSCRIPT	102	102	syntax	syntax:function+total	function, total	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	cf49fd584aa0aaff635d15fbfb5b3e627a19462ba2e20a330262744fbc4167da	syntax Int ::= clampHi(Int, Int, Int) [function, total]
K-0958	semantics/subscript.k	MPY-SUBSCRIPT	103	104	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	706a4096d6eca2beac22bf86a9339c5af4255e57fc45f3205b67b0348c58b94a	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN
K-0959	semantics/subscript.k	MPY-SUBSCRIPT	105	108	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	23b66755d1bc5837766bf28000a8c6d63de91eba12e4b18b73682920d78c2419	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
K-0960	semantics/subscript.k	MPY-SUBSCRIPT	109	109	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	328023ed05394848428d502f2282a83f2f6fce266a9ff7c7187134b098872146	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K-0961	semantics/subscript.k	MPY-SUBSCRIPT	110	112	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	d6ecccf0b62d26633cbbbc1872d4e8696544682181c2fc2edc10eaada63d4aaa	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K-0962	semantics/subscript.k	MPY-SUBSCRIPT	113	115	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0150c19c37152837babd9486a766951b2129d60e7537092d2eaa38a9e16453e5	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K-0963	semantics/subscript.k	MPY-SUBSCRIPT	116	116	syntax	syntax:function	function	unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	0a55bc39332ca672124112c173cf443fc87f1059e0eab1577ce827bbbc559228	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K-0964	semantics/subscript.k	MPY-SUBSCRIPT	117	119	rule	rule:ordinary		unreachable	constructor/type/context cannot arise on submitted program; no theorem influence	723e67f7af3e57e507162191080547158653bebe4dbd6fdb322201406c8852e1	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
