index	a	b	canonical	submitted	math_gcd
17097	585452441505976578	-440010729917228113	-1	1	1
17098	60369049901387538	751657280940133368	6	6	6
17099	-78923608479595614	958431373353188235	3	3	3
17100	-144327116519395559	-563255996724980024	-1	1	1
17101	-802380866530457762	-17295723511490356	-2	2	2
17102	732219204663531747	-922151258990322377	-1	1	1
17103	-663006804049016009	-163987974293431263	-1	1	1
17104	253824280736713818	-64965624351910032	-6	6	6
17105	-411238318712652897	700034794200788692	1	1	1
17106	235111509653888561	-280823172064080247	-1	1	1
17107	688272347606157585	65330414572733529	3	3	3
17108	486292501550054930	-780075821437300100	-10	10	10
17109	994529837105644550	-418053526963980710	-10	10	10
17110	540757321660737140	378995595886743125	5	5	5
17111	119693920833524946	-705871490960992714	-2	2	2
17112	-268580291379588482	-600262754127486429	-7	7	7
17113	-851648060490305989	-862997892506419143	-1	1	1
17114	13538112462594565	-536343201298290893	-1	1	1
17115	166839482937068524	-693308762612385114	-2	2	2
17116	160137871122741925	-945826147764266877	-1	1	1
17117	462026049048641476	727390462875085886	2	2	2
17118	79197897647547031	-144505756710477164	-1	1	1
17119	395159940378410100	-395864104951004199	-3	3	3
17120	-723036502843148627	-514341017863466955	-7	7	7
17121	540704348860253670	-492606599132345266	-2	2	2
17122	182634668094454189	836519852659859216	1	1	1
17123	254476840925578274	690246599843039364	2	2	2
17124	-174105573876246645	845870281360625204	1	1	1
17125	-685606892525671828	-211217281375910384	-4	4	4
17126	264886668888109265	111790236878763140	5	5	5
17127	-985840022471777542	-288464436610518636	-2	2	2
17128	-209975809148954087	-777874983549720433	-1	1	1
17129	961463289611865889	461744988556158130	1	1	1
17130	684093489202740481	-448311715001290453	-1	1	1
17131	-503914599444662545	926821162318658913	1	1	1
17132	202852821823147091	93304089932608241	1	1	1
17133	-19323122143349843	969191670728658174	7	7	7
17134	774017154235155288	679566491773775119	1	1	1
17135	-307260573679141020	577681465954374388	4	4	4
17136	-873466298592625379	933103693841609383	19	19	19
17137	-467441279177111942	825050084534242921	1	1	1
17138	970989554089495790	-863747924499445947	-1	1	1
17139	576444242608827853	-823419879156722921	-1	1	1
17140	614736566902925315	-922715887764627154	-1	1	1
17141	916431754930120396	-63998637223918965	-1	1	1
17142	-59353157373773671	672055120449749568	1	1	1
17143	-393348494018297020	982892696118221301	7	7	7
17144	-25595200356130970	290516511044337827	1	1	1
17145	402727527659826722	736800142654956736	2	2	2
17146	387600455816368826	395083618186822181	1	1	1
17147	647919543189412447	53185954718231998	1	1	1
17148	720131464532925971	-394469300177635163	-1	1	1
17149	190823955782330780	21422418888163305	5	5	5
17150	-77268054837475943	-944487044114084093	-7	7	7
17151	-170697132444521326	745374356318090422	14	14	14
17152	237800624574084012	241239328935390437	1	1	1
17153	451230027989506190	608354876815525418	2	2	2
17154	-687705569434205659	-818943044848481747	-1	1	1
17155	66738294171611782	703575984900951304	2	2	2
17156	801141654318452967	-608445715677256459	-1	1	1
17157	471465288232240624	-762331390014203833	-1	1	1
17158	-384282011127251093	-111689974029538266	-1	1	1
17159	780878135155286612	681407548532788469	1	1	1
17160	465540995021641099	-730642332096711663	-1	1	1
17161	587272212508994808	581747565664129428	12	12	12
17162	-277362575745671642	83371450132340781	1	1	1
17163	107172972019270047	232214221604178664	1	1	1
17164	-254397353972700922	392059047279105238	2	2	2
17165	515209440585386054	185078438518015083	1	1	1
17166	525225368982172871	977696520195236930	1	1	1
17167	468740936268183387	-3326746467317390	-1	1	1
17168	-824219958501844698	-486172271811891106	-2	2	2
17169	-558973272152853993	275714814368054698	1	1	1
17170	346828264608827709	-293112528248694890	-1	1	1
17171	731067075967016965	22900450408075457	1	1	1
17172	320783737931928994	117594396087059075	1	1	1
17173	695533105419147622	-549970703634030632	-2	2	2
17174	364062040407787458	-2189798555680478	-2	2	2
17175	-656487795145547428	473390529009895651	7	7	7
17176	147610245057243107	595706321625600876	1	1	1
17177	-819493642217885697	-809911690709317539	-3	3	3
17178	-265286445726168231	-285347128733762806	-1	1	1
17179	57335333197081047	-6519065058657200	-1	1	1
17180	-649312192524216352	-141657654052825044	-4	4	4
17181	-900080408562701165	511449394155917359	1	1	1
17182	865716666246787020	-406897774010511206	-2	2	2
17183	-914499806145950727	-227313071183748728	-1	1	1
17184	8034667357586325	798912316895274824	1	1	1
17185	-612863052275177628	-584391593406302414	-2	2	2
17186	-151682098613046999	-563479409604493153	-1	1	1
17187	674284786553675025	519479594952472563	3	3	3
17188	-294967050560204972	-516492623904663622	-2	2	2
17189	232340794600457272	-17531236545211485	-1	1	1
17190	-312294455124430851	581998481383600949	1	1	1
17191	-976323352790344656	-934768497424791800	-8	8	8
17192	-98457976006632703	-986262289368957288	-1	1	1
17193	-388912744255612808	-260044858176938667	-7	7	7
17194	871369594571154467	-27703694979540841	-1	1	1
17195	-738213142821755986	-16751945035701396	-2	2	2
17196	267645896002708656	774305558616491977	1	1	1
17197	-454107159177916761	-825930781809363643	-1	1	1
17198	-999216964788873920	-952366576532351051	-1	1	1
17199	875613757772926167	318064462029512678	19	19	19
17200	-903351492263987501	-523278562695375610	-1	1	1
17201	609368861642683638	929906542918871339	1	1	1
17202	-482256818087389642	-540010798193373096	-2	2	2
17203	617116604249707815	574811886355513357	1	1	1
17204	-676078138946360012	728267038882855740	4	4	4
17205	-935113047129272073	930962446866274855	1	1	1
17206	-902700648301413461	751419082226357801	1	1	1
17207	-972454629803754678	-715001704878464390	-2	2	2
17208	-676048522679389933	-358757407912876847	-1	1	1
17209	-106476150633017601	-576979638753718588	-1	1	1
17210	114775305619410373	-234686988572874182	-1	1	1
17211	336646229589328314	450190950632872970	2	2	2
17212	524932175071117514	-175390663406181146	-2	2	2
17213	282536636764242687	21544119444142588	1	1	1
17214	745793312031670890	443349440807146141	1	1	1
17215	496834285860220730	-197091129999355486	-2	2	2
17216	709716133352961136	-149749592804770460	-4	4	4
17217	-350880601123725658	-598260754157324324	-2	2	2
17218	78782336675293083	112211055440828545	1	1	1
17219	289971580580813947	898193018627691736	1	1	1
17220	188997932125305963	264828242833849043	1	1	1
17221	-280346528368584518	267331458915559265	1	1	1
17222	674664367789086358	986681570184282854	2	2	2
17223	-2123553151664913	-467605027094470513	-1	1	1
17224	861788925955720218	-889193513162768408	-2	2	2
17225	-858632895420581152	758351457066282294	2	2	2
17226	-663189724337379820	278516435025813910	10	10	10
17227	-537727241734403917	795705557165776093	1	1	1
17228	244771634555077810	-327597568133032396	-2	2	2
17229	862315005911246512	-154941886307795892	-4	4	4
17230	770199742957524618	72123826095979775	1	1	1
17231	-372264048338217433	-726340914561244693	-1	1	1
17232	-321562820380507302	707370429899709824	2	2	2
17233	-440284312706369386	626674450032282879	1	1	1
17234	-369184358455876335	-703687927154930872	-1	1	1
17235	-90018258624094404	-569866593033404542	-2	2	2
17236	-743380025243510374	-746097231360017395	-1	1	1
17237	-872153810988501326	-678959186502228706	-2	2	2
17238	-598256804337470779	-669877787376723292	-1	1	1
17239	746326011023199873	571466487432997194	3	3	3
17240	661605229859879793	-669693673329487459	-1	1	1
17241	-714892850647919740	-582620942296104230	-10	10	10
17242	107163191070072473	-939234473188020782	-1	1	1
17243	821469887034360998	549883799236359336	14	14	14
17244	-416626126753860625	-971627380871213007	-1	1	1
17245	858853748559162624	-421067652344935912	-8	8	8
17246	-686558652864029298	-640778596566945806	-2	2	2
17247	-991828863359477092	-553860011721100876	-4	4	4
17248	247755637538708928	-421160329263757750	-2	2	2
17249	-330371642274016772	-637489945129167049	-1	1	1
17250	-888469006686577061	84281687787165974	101	101	101
17251	-405809200138337887	-18518174802656381	-1	1	1
17252	758159903819734012	-656879706764928852	-4	4	4
17253	-498292912720365581	-529123441294858565	-349	349	349
17254	415838594453159636	-479640817348964658	-2	2	2
17255	204003903431024770	248750634726270801	1	1	1
17256	-623418980363684201	604897121225779025	1	1	1
17257	100672205577194787	-877362676898101856	-1	1	1
17258	-222667307640256249	-463160366099040730	-1	1	1
17259	-312875418339334199	643261623858453452	1	1	1
17260	-819696653620811966	-154307184592355342	-2	2	2
17261	541197706660705130	-735418644710844364	-2	2	2
17262	967373267244599356	-742939559782580655	-1	1	1
17263	206671678787733076	-27753846091852334	-2	2	2
17264	-825645165986439355	-964903445642638647	-1	1	1
17265	937711774604753864	-12248288207554460	-4	4	4
17266	-408989102860626231	-113646973255990505	-1	1	1
17267	-831392376085826397	90604565687469412	1	1	1
17268	7734863438509333	630109927513788229	1	1	1
17269	-484647370862864168	-464714073075123813	-1	1	1
17270	-903389863177970304	-514377109119277767	-3	3	3
17271	579062315335495048	-448203722504755131	-1	1	1
17272	-366466969547290455	-158898601274601923	-1	1	1
17273	927476902126824379	431331389915832491	1	1	1
17274	30378526498751879	997762630920620363	1	1	1
17275	445118502465535050	630273923457993413	1	1	1
17276	719138316040987217	983535564011272190	1	1	1
17277	-408342409103977822	290842805825018318	2	2	2
17278	188528590634847127	-486330202818161622	-1	1	1
17279	-804567640282833375	-607687222738851879	-39	39	39
17280	64902172578751361	364463787491163499	1	1	1
17281	828411208181215782	790782654652031418	6	6	6
17282	-922795281952051857	567654222864677937	3	3	3
17283	-281833754898002862	831249680329944618	6	6	6
17284	-341227585464155088	811243307689382986	2	2	2
17285	-294825386093753142	980256071404100492	2	2	2
17286	537843820501813713	426764045691238282	1	1	1
17287	-294831459017437908	-464172726381031631	-1	1	1
17288	750758884977306323	-758302146249263037	-1	1	1
17289	375516544418698084	949802697230922111	1	1	1
17290	-159861168259426690	39588368476059595	5	5	5
17291	-342115704090234018	-58655046511525925	-1	1	1
17292	443898381920884002	-394274646118028585	-7	7	7
17293	-915061170813453702	258061739593941016	2	2	2
17294	-962033803018465021	-760835536276518771	-1	1	1
17295	562375837946291124	34624681008689508	12	12	12
17296	444620963109399008	-576607726069281658	-2	2	2
17297	-723460932277103081	-19491898501357370	-1	1	1
17298	261416856105353034	481003497767034337	1	1	1
17299	711129777967903255	336354230137055290	5	5	5
17300	311521278510817803	47456592312319476	3	3	3
17301	311248998500511360	-781474008619415641	-1	1	1
17302	368956320902073143	-289282923307949651	-1	1	1
17303	24209471887098739	-99541681678248323	-1	1	1
17304	-623481677233282794	-545079828642782154	-6	6	6
17305	-463341147490415194	928587828950102338	2	2	2
17306	-753768825055300024	589812580337994252	4	4	4
17307	-858119057910652260	-172134396462456985	-5	5	5
17308	-394256521882009754	390507326737156110	2	2	2
17309	796341435924198810	-788638152168292232	-2	2	2
17310	-56474848955302026	675640393855421016	102	102	102
17311	806456048302949706	887804105642874775	1	1	1
17312	-332149389719799838	-536892414862854084	-2	2	2
17313	176257626809923204	201125770222105648	4	4	4
17314	639347191255153488	387584431962199465	1	1	1
17315	721954950789523994	-587711489721353945	-1	1	1
17316	997872795209093334	-612699098995095915	-3	3	3
17317	-790050104899513681	161130268589224684	1	1	1
17318	999538735570399001	446268335163695527	1	1	1
17319	173646395478192798	-306697170295017663	-21	21	21
17320	991989421339710885	-677335513210648297	-1	1	1
17321	-479846635725402528	-66223806637200019	-1	1	1
17322	821967794963955112	-209345059683415335	-1	1	1
17323	-587776999361983994	-230261594431329030	-2	2	2
17324	141742901893079786	-914003135632593367	-1	1	1
17325	-643721945148624410	600801445309349210	10	10	10
17326	-559669863487106110	-34231401889524414	-2	2	2
17327	-705540458977672011	-798747630389202345	-3	3	3
17328	11128142154972552	344880767251484908	4	4	4
17329	-450896452210110084	90394456166270191	1	1	1
17330	406586478111692483	11924348857994169	1	1	1
17331	-702937523291297265	679177593447925927	1	1	1
17332	228347701220532337	-102968487517730648	-1	1	1
17333	-739774643651405211	634862030051488248	3	3	3
17334	-645550637659220832	910507689717281461	1	1	1
17335	781682481351371500	-587254909540483302	-2	2	2
17336	462377493109279863	898292817839707265	1	1	1
17337	-977801459639567398	876711412618139902	2	2	2
17338	760572707264508524	697572736600916716	4	4	4
17339	895548755648764116	251820913687209034	2	2	2
17340	382403283136315191	-692995864484894675	-1	1	1
17341	-612291182764981030	422030672885029778	2	2	2
17342	-552019487896381249	-266510725801555284	-1	1	1
17343	954895749343199152	207061101780689268	4	4	4
17344	-668016157835424781	-691430956058430421	-1	1	1
17345	864778001399141628	440600595522077567	1	1	1
17346	-864730386470605939	-573182521148326932	-1	1	1
17347	-936249382858179589	-905766633193617762	-1	1	1
17348	-767924007052108852	-492739773025834130	-2	2	2
17349	-274561271117389357	81898585006432483	1	1	1
17350	-213714038683720903	-18219574544746265	-1	1	1
17351	351303486921434688	368388870310002209	1	1	1
17352	36511191223180796	-103042161017272749	-1	1	1
17353	-856641203666232215	923328548851573760	35	35	35
17354	556749713287540521	-817374812114548440	-9	9	9
17355	-944707048077626103	590480044227062410	1	1	1
17356	-534670700021979618	-493504627341438785	-1	1	1
17357	-54979899239594347	-589617406660815706	-1	1	1
17358	558156736768622051	-351114833817746426	-1	1	1
17359	666592109827201398	-734246914267832314	-2	2	2
17360	-224979921448796032	-713173654319832152	-8	8	8
17361	-330635967838760078	-885317713506614880	-2	2	2
17362	485632694322517444	-929566513302107100	-4	4	4
17363	517663041886619647	593850553402517983	1	1	1
17364	943812903112653108	376756159905991112	4	4	4
17365	39760514353718940	-659171642860917456	-12	12	12
17366	-370605179721305259	-391302881956567312	-1	1	1
17367	-918746262536957775	-688298967207713255	-5	5	5
17368	963717004230679239	-617234824252717685	-1	1	1
17369	291072360586354911	-413725583747162961	-9	9	9
17370	840818599309271768	-613737386959201461	-1	1	1
17371	554280756308491068	-741567027980441366	-2	2	2
17372	-602585445893637265	-275813644614036059	-1	1	1
17373	658690944751916084	-999152436710882736	-4	4	4
17374	-59119869762799398	-728124529192042709	-1	1	1
17375	-27288640816746308	128049201276097528	4	4	4
17376	-549996782190167419	228369408450683992	1	1	1
17377	869595890101204028	942102548746646546	14	14	14
17378	372324398664775165	90793883425320347	1	1	1
17379	888729017745487017	-640269902842811087	-11	11	11
17380	-561384888123310586	561508774978228062	46	46	46
17381	685939375664726974	-371892997192335841	-1	1	1
17382	-783490635316641107	777563306542562418	1	1	1
17383	535830945298352702	397937597552273914	2	2	2
17384	43730711669062853	453884711514312719	1	1	1
17385	-262962262709892530	493009988736972431	1	1	1
17386	294319837839709384	-540956185038356619	-1	1	1
17387	-182958695686187706	-62756230882137979	-1	1	1
17388	808149765013433423	271011740040000796	1	1	1
17389	101241233202116251	187496266056210693	1	1	1
17390	-806623152075393448	432064248431295105	1	1	1
17391	353076113243326913	843585469045354518	1	1	1
17392	-989067611444317464	-741055247365490691	-3	3	3
17393	648503456710379000	790726992657331541	1	1	1
17394	905148131120141413	-399649604604807997	-1	1	1
17395	-699924560883998448	-600453380971819860	-12	12	12
17396	800205217489481220	885224375762102574	6	6	6
17397	-847979812070385170	563160251445405666	2	2	2
17398	-428735455724752551	654812310959468428	1	1	1
17399	-636987667557628013	56593001575706130	1	1	1
17400	59440866124818458	439950230016770885	1	1	1
17401	-949248726314687308	-463403687919637144	-4	4	4
17402	143220862735208504	212599177110507934	2	2	2
17403	805984487910673974	937464345200050455	3	3	3
17404	916807087387402482	-660813819215690665	-1	1	1
17405	624442965972419429	-497309397665393073	-1	1	1
17406	-247763080839728697	228806959902281736	3	3	3
17407	-392221916699930297	-971577164402788721	-1	1	1
17408	114284077212294402	-738715678744480451	-7	7	7
17409	496919763288731752	945356383465236035	1	1	1
17410	-588929623192976973	-481199364045891505	-29	29	29
17411	-345193400001531937	883200333503302802	1	1	1
17412	909887903550701809	74557267762522892	1	1	1
17413	29425481320258543	-620551166584298596	-1	1	1
17414	636363457795931868	738125859596955232	4	4	4
17415	-916447145412442216	-231968589932737611	-1	1	1
17416	-780211503518433125	-486702892783559191	-1	1	1
17417	-848299006985122395	-840377933481906462	-3	3	3
17418	779718166775749747	72515803957904133	1	1	1
17419	37342667134431638	-941556259659266635	-1	1	1
17420	706498665278163114	735761863253114233	1	1	1
17421	856308777582897511	-487837940317084776	-1	1	1
17422	634382690186871386	430004568758839495	1	1	1
17423	400969985803847624	-600914128139107268	-4	4	4
17424	223758377658470177	579124301341867623	1	1	1
17425	-405855860121918708	-875576528598664251	-3	3	3
17426	-692089362454962461	384783612458588744	1	1	1
17427	-628375295020250404	462796505863119493	1	1	1
17428	-298473933726832108	269245240145130123	7	7	7
17429	-668965856414004119	-71947441966456505	-1	1	1
17430	542146353396062979	-980417170017937530	-3	3	3
17431	-648643887794008685	-168140840755110594	-1	1	1
17432	-695675900396378664	-632599363701829507	-1	1	1
17433	-13761602495866520	283681082683866500	20	20	20
17434	-574755467504222448	886535414803533975	3	3	3
17435	82526416424005107	-690714263701036630	-1	1	1
17436	44787289053036761	-672994377701973151	-121	121	121
17437	687843964986204551	-485862549700512795	-1	1	1
17438	-449991816366172140	-296773650386443105	-5	5	5
17439	-17600408015841018	173692974125534823	9	9	9
17440	-669190719242637357	891134552204606620	1	1	1
17441	-531743051929001347	-990982305848144440	-1	1	1
17442	-534496272668706476	-44640367791295957	-1	1	1
17443	-554305914494119526	149847635080020856	2	2	2
17444	335769978754563262	-85540323599908238	-2	2	2
17445	-858390540046820978	913723533356372598	2	2	2
17446	666034977943354794	702492233069412652	2	2	2
17447	815395067049444989	971704743416834773	1	1	1
17448	84196217830283325	93400324807742840	5	5	5
17449	154132784787276956	845478570001233670	2	2	2
17450	-172665848708073038	633561978690993657	1	1	1
17451	-913416242593112302	-556988110676418739	-1	1	1
17452	-524338117378845192	193153541960327658	6	6	6
17453	-797791624805653541	878311865898182127	1	1	1
17454	-574188315464838293	-870679177191747291	-1	1	1
17455	-295677833093881647	31496181778523576	1	1	1
17456	-199752004349561041	838062988966118918	1	1	1
17457	-708811258304604681	-108268280247043886	-1	1	1
17458	-2495561248953288	815541856143815956	4	4	4
17459	-24220547595854131	-916300814730617934	-1	1	1
17460	71019553214457303	202795759252530824	1	1	1
17461	685506999008234898	518253390600027300	18	18	18
17462	174740127150154017	965050847826015237	3	3	3
17463	377824567632832526	-22990260125272388	-2	2	2
17464	503462127463922544	871361189509470919	1	1	1
17465	39952472948147774	-573585516515515214	-2	2	2
17466	-640898936153993066	-963780373544227252	-2	2	2
17467	-234507583688362299	-832066971843605441	-1	1	1
17468	-149602490903816237	-306926667682750710	-7	7	7
17469	-917076831935877143	759626991629972999	1	1	1
17470	694607047311096930	441811227230654742	6	6	6
17471	156794101423275737	984351825594209207	1	1	1
17472	-271160673191417168	-930313508567550586	-2	2	2
17473	-392113956664712414	700431395086338124	22	22	22
17474	623600818283868059	-214266611957774580	-41	41	41
17475	-930438565234153120	-912348273437279248	-272	272	272
17476	-910438058314397134	253646248907292466	2	2	2
17477	982845178649699834	-361152695707960227	-1	1	1
17478	427392545154151809	-65718186116832404	-1	1	1
17479	-75082941525821069	-581290692779431039	-1	1	1
17480	-627539316652138064	-582851083490114188	-4	4	4
17481	-275822194862634671	51754677869529217	1	1	1
17482	195979829847240032	562854540053129169	1	1	1
17483	789867751248101164	-506396487465484513	-1	1	1
17484	-212599165067485632	770394546242637418	2	2	2
17485	831672822394692308	-144280034336721496	-4	4	4
17486	312430322257271974	331470165518391507	1	1	1
17487	416215385703246567	701317028775455029	1	1	1
17488	198989324574811307	-488030011522500252	-1	1	1
17489	357815823357797413	-231293849584522010	-53	53	53
17490	-300669354246347796	423726934672372555	1	1	1
17491	83291490559137842	-87596003065694501	-1	1	1
17492	525635258753392732	-432781422514804842	-2	2	2
17493	40399123842663513	-363390074450828818	-1	1	1
17494	-491943703672282855	650011554758495432	1	1	1
17495	-673974712635737372	465028048476781111	1	1	1
17496	-676795709221582995	259181739043714510	5	5	5
17497	-836330592922695638	-708550205391493274	-2	2	2
17498	-309318138305571777	114581033983466690	1	1	1
17499	994896945726248145	-660167404182420860	-5	5	5
17500	281773307892780458	-80807718841214572	-2	2	2
17501	553635176260256509	883464683255076590	1	1	1
17502	-279768217095982966	-765322482042481794	-2	2	2
17503	580699727957154649	97112494470529316	1	1	1
17504	-463476934972239501	115923661903223651	1	1	1
17505	394567011243323363	-801357181383666732	-1	1	1
17506	-568161095141600510	550664918499036901	1	1	1
17507	837017568257384818	783386385209960344	2	2	2
17508	949810009282838444	-939048421567954949	-1	1	1
17509	-202895578986278826	-209915757440847168	-6	6	6
17510	-466379135288610818	954533292158457629	1	1	1
17511	116283425733697583	-251143932648697665	-1	1	1
17512	611496903582653929	-617462700165429931	-1	1	1
17513	886611039486319664	834964179865645627	1	1	1
17514	375263022315356848	486293209268953711	1	1	1
17515	696794868082243248	-718301775565561704	-24	24	24
17516	-937116187512621324	-152372268952058744	-4	4	4
17517	442485319649389779	-99804407315000411	-1	1	1
17518	703477381944339644	324058609997694210	2	2	2
17519	-929166937761374154	-723393792189877024	-2	2	2
17520	881506129594862824	906166878027360648	8	8	8
17521	691610422256360404	-99111885247716920	-4	4	4
17522	337237288334580172	-236152829699879924	-4	4	4
17523	-264117073105053020	-490389632731949241	-1	1	1
17524	910234631665734928	71050203010182547	1	1	1
17525	140813016965414815	9391044720015774	1	1	1
17526	921677127582092724	-137984933833829140	-4	4	4
17527	399650898568253891	-697355730644137431	-1	1	1
17528	-165325533539016646	875980121432218170	2	2	2
17529	-108087493293105877	-988136841342029960	-1	1	1
17530	57587804710653905	-365993091760906316	-1	1	1
17531	284410146033320841	-564415825486644163	-1	1	1
17532	46470545087479914	621303692068466913	3	3	3
17533	905451009907366576	-961216034851954328	-8	8	8
17534	133127866520351783	394262861876118526	1	1	1
17535	-451998616338175929	920379810893219235	3	3	3
17536	657604215873331055	868896711471606610	5	5	5
17537	267594816267409917	396578250772054186	11	11	11
17538	-65334014153649483	-674684782646888189	-11	11	11
17539	76562804951995056	-280010646260882452	-4	4	4
17540	277035129035152262	-188232876213088901	-1	1	1
17541	85483461455955516	-751041564408386045	-1	1	1
17542	526126097028595872	-713336025064872018	-6	6	6
17543	906751171364013078	940293799468695917	1	1	1
17544	-543170149140628201	-406359370237111206	-1	1	1
17545	776242119074648084	530428824254220752	4	4	4
17546	364713631326690880	336824195935743139	13	13	13
17547	-604385113640072071	521641637083938879	1	1	1
17548	-58647822665651752	-983838889042447433	-1	1	1
17549	826677283615884708	206631983333459667	3	3	3
17550	524682237347010420	424975143674391482	2	2	2
17551	994238564112540395	-240810870699911651	-1	1	1
17552	-14770732708244323	402815165549674676	1	1	1
17553	-890133511451780925	974054665997959830	15	15	15
17554	-562323817330704019	666220747833879010	1	1	1
17555	-892501276301421376	-644182641446453164	-4	4	4
17556	-66546475885278356	675210664760063425	1	1	1
17557	378557985668787168	-654879872192131394	-2	2	2
17558	-773728318293584789	855514042695987981	1	1	1
17559	338264369372328751	957508312422757534	29	29	29
17560	116234297003466299	-557431245277242118	-1	1	1
17561	-662751063007870440	872367107662420164	12	12	12
17562	-228573877388418905	-968227383181726652	-1	1	1
17563	101410653067683348	282877479303288770	2	2	2
17564	754047911648390891	-714285657988142554	-1	1	1
17565	-392216283134514228	203216926897042889	1	1	1
17566	-934752189067390896	-503915888753881448	-8	8	8
17567	-602571123143011926	-337622763526921392	-6	6	6
17568	-515263903740321074	-380183597859140264	-2	2	2
17569	400986311034845236	730132637221304547	1	1	1
17570	-968518641288301049	-212465724164091079	-1	1	1
17571	-273286396357569777	673468114221208660	1	1	1
17572	-952262209877180638	-727655187102265090	-2	2	2
17573	35418932665690159	929002789516755049	1	1	1
17574	-999934483161166516	-8077230384411303	-1	1	1
17575	-25128381148979471	-827642166505367965	-1	1	1
17576	-480842450520595629	605162788219255113	3	3	3
17577	-553158192379012439	83043458181024673	1	1	1
17578	-22417278795709481	-639558007365425078	-1	1	1
17579	-176518359717648853	412422466523494070	1	1	1
17580	-169560556876398239	14898964845784955	1	1	1
17581	381360924126464980	-322615162306274301	-1	1	1
17582	-778382961883543690	489622332016845364	2	2	2
17583	-871295524793738486	61546176035633375	1	1	1
17584	540987157406386874	-107611005777969092	-2	2	2
17585	-424719934862273858	-691010067587312220	-74	74	74
17586	730721882084814034	-506908168486666568	-2	2	2
17587	775545530579809242	-456960063482883621	-3	3	3
17588	190665194997097003	25239389477373265	1	1	1
17589	479122993933947468	213229958490225470	2	2	2
17590	97469438108348866	779785501843784165	1	1	1
17591	-474180200070086018	201960364511483621	1	1	1
17592	-853318975740278449	-293613533645024583	-1	1	1
17593	140233193153386148	249748673099809306	2	2	2
17594	943957572764605896	-554169637821102256	-8	8	8
17595	262605307586909566	933231453248821592	2	2	2
17596	741132582203340871	-50601848526040046	-1	1	1
17597	605473793762484313	-729169975100451991	-1	1	1
17598	-925870185523078396	-404339966433659530	-2	2	2
17599	606841927515007781	333929380592868284	1	1	1
17600	588261705316621490	195576831862230541	1	1	1
17601	-950260142563940622	613088772732267571	1	1	1
17602	-899362646662486325	878992463413717740	5	5	5
17603	702898266356777969	960641061864436958	1	1	1
17604	572494797018244943	488077616251471102	1	1	1
17605	751034858192768852	-383165417424968015	-1	1	1
17606	-891551816759648886	417665369310306957	3	3	3
17607	-202347621739883974	-684427857189653130	-2	2	2
17608	330109621637429690	250529632099145825	5	5	5
17609	849108939655028554	458061791267923281	1	1	1
17610	-317690793478097874	-78264090314689794	-6	6	6
17611	-890849260946933199	709736293162706837	1	1	1
17612	663066404913608126	481106319782071806	2	2	2
17613	964010528365664767	679792500708555549	1	1	1
17614	982968933854583463	-732531057297077643	-1	1	1
17615	-355814411874504282	272830726638036350	14	14	14
17616	-346185385397960550	31386129674140752	6	6	6
17617	3182398076298388	-239342273221124329	-1	1	1
17618	-840869744939650261	157887510569657747	1	1	1
17619	-73934711850304069	-827840732588154490	-1	1	1
17620	-879039718700762753	-685726123246955439	-1	1	1
17621	-158992750379754563	-148154713660584560	-1	1	1
17622	-729024620029842098	13975373550925886	2	2	2
17623	-413558632432306849	-721993206984390733	-1	1	1
17624	-425788286755551862	-22216786938533320	-2	2	2
17625	976833130683377057	-215673578505455237	-1	1	1
17626	755219421685134652	-782436678461353448	-4	4	4
17627	275481127634327225	768228820738066995	5	5	5
17628	669175559620937878	341552006021224353	1	1	1
17629	-72415434796163334	-726991460027552880	-18	18	18
17630	-515203001346631314	214291296083351534	2	2	2
17631	-749621577741925514	50342345309717950	2	2	2
17632	-509225061739003109	-27955046838778172	-1	1	1
17633	746464955592089817	478719839402573906	1	1	1
17634	985543979344094935	-423301704604562206	-1	1	1
17635	309661682892854797	-933486453821799093	-1	1	1
17636	-64742060609047645	466790241208007107	1	1	1
17637	98369549586935269	-98434170196370588	-1	1	1
17638	481378469595918616	117902116986545218	2	2	2
17639	-76690015942458631	-38171631930188469	-1	1	1
17640	-397416069551407799	270155761645468178	1	1	1
17641	618374607397468248	415527328117317502	2	2	2
17642	-494566858700390412	394814683225667611	1	1	1
17643	-3265359410918941	-763027161275455063	-1	1	1
17644	155733551255738325	798984273029152294	1	1	1
17645	-385107522233465326	-618647161029059362	-2	2	2
17646	617248636864913784	519175190098965964	4	4	4
17647	-796641254109118153	-839778921830703083	-1	1	1
17648	-470703126684248981	740427147638533130	1	1	1
17649	-63256258203332834	-279113806186181713	-1	1	1
17650	-635351995548199161	755059723010267125	1	1	1
17651	-836092219320990082	-130576713258113705	-11	11	11
17652	-634518323724723193	-29715477702943575	-1	1	1
17653	487027727040632342	139099133872756723	1	1	1
17654	956862478014377333	385793098983358048	1	1	1
17655	-47519658017394983	-870815285016282251	-1	1	1
17656	744256162587567572	-924559299765430270	-2	2	2
17657	-492785867617230072	82829105472752010	6	6	6
17658	439652552717275886	784454417993960774	2	2	2
17659	-66766558443739626	91749397099565080	2	2	2
17660	434212877130674411	-849793676522969535	-7	7	7
17661	790827691056743944	-135930968396953956	-4	4	4
17662	-287829200595278080	140240987142115625	5	5	5
17663	-269050849091696064	273300240989305174	2	2	2
17664	-718427102721242267	732492820481491006	1	1	1
17665	104883575176395508	-626257207787094021	-1	1	1
17666	-280558374685663417	275504808323456129	1	1	1
