index	a	b
17376	-549996782190167419	228369408450683992
17377	869595890101204028	942102548746646546
17378	372324398664775165	90793883425320347
17379	888729017745487017	-640269902842811087
17380	-561384888123310586	561508774978228062
17381	685939375664726974	-371892997192335841
17382	-783490635316641107	777563306542562418
17383	535830945298352702	397937597552273914
17384	43730711669062853	453884711514312719
17385	-262962262709892530	493009988736972431
17386	294319837839709384	-540956185038356619
17387	-182958695686187706	-62756230882137979
17388	808149765013433423	271011740040000796
17389	101241233202116251	187496266056210693
17390	-806623152075393448	432064248431295105
17391	353076113243326913	843585469045354518
17392	-989067611444317464	-741055247365490691
17393	648503456710379000	790726992657331541
17394	905148131120141413	-399649604604807997
17395	-699924560883998448	-600453380971819860
17396	800205217489481220	885224375762102574
17397	-847979812070385170	563160251445405666
17398	-428735455724752551	654812310959468428
17399	-636987667557628013	56593001575706130
17400	59440866124818458	439950230016770885
17401	-949248726314687308	-463403687919637144
17402	143220862735208504	212599177110507934
17403	805984487910673974	937464345200050455
17404	916807087387402482	-660813819215690665
17405	624442965972419429	-497309397665393073
17406	-247763080839728697	228806959902281736
17407	-392221916699930297	-971577164402788721
17408	114284077212294402	-738715678744480451
17409	496919763288731752	945356383465236035
17410	-588929623192976973	-481199364045891505
17411	-345193400001531937	883200333503302802
17412	909887903550701809	74557267762522892
17413	29425481320258543	-620551166584298596
17414	636363457795931868	738125859596955232
17415	-916447145412442216	-231968589932737611
17416	-780211503518433125	-486702892783559191
17417	-848299006985122395	-840377933481906462
17418	779718166775749747	72515803957904133
17419	37342667134431638	-941556259659266635
17420	706498665278163114	735761863253114233
17421	856308777582897511	-487837940317084776
17422	634382690186871386	430004568758839495
17423	400969985803847624	-600914128139107268
17424	223758377658470177	579124301341867623
17425	-405855860121918708	-875576528598664251
17426	-692089362454962461	384783612458588744
17427	-628375295020250404	462796505863119493
17428	-298473933726832108	269245240145130123
17429	-668965856414004119	-71947441966456505
17430	542146353396062979	-980417170017937530
17431	-648643887794008685	-168140840755110594
17432	-695675900396378664	-632599363701829507
17433	-13761602495866520	283681082683866500
17434	-574755467504222448	886535414803533975
17435	82526416424005107	-690714263701036630
17436	44787289053036761	-672994377701973151
17437	687843964986204551	-485862549700512795
17438	-449991816366172140	-296773650386443105
17439	-17600408015841018	173692974125534823
17440	-669190719242637357	891134552204606620
17441	-531743051929001347	-990982305848144440
17442	-534496272668706476	-44640367791295957
17443	-554305914494119526	149847635080020856
17444	335769978754563262	-85540323599908238
17445	-858390540046820978	913723533356372598
17446	666034977943354794	702492233069412652
17447	815395067049444989	971704743416834773
17448	84196217830283325	93400324807742840
17449	154132784787276956	845478570001233670
17450	-172665848708073038	633561978690993657
17451	-913416242593112302	-556988110676418739
17452	-524338117378845192	193153541960327658
17453	-797791624805653541	878311865898182127
17454	-574188315464838293	-870679177191747291
17455	-295677833093881647	31496181778523576
17456	-199752004349561041	838062988966118918
17457	-708811258304604681	-108268280247043886
17458	-2495561248953288	815541856143815956
17459	-24220547595854131	-916300814730617934
17460	71019553214457303	202795759252530824
17461	685506999008234898	518253390600027300
17462	174740127150154017	965050847826015237
17463	377824567632832526	-22990260125272388
17464	503462127463922544	871361189509470919
17465	39952472948147774	-573585516515515214
17466	-640898936153993066	-963780373544227252
17467	-234507583688362299	-832066971843605441
17468	-149602490903816237	-306926667682750710
17469	-917076831935877143	759626991629972999
17470	694607047311096930	441811227230654742
17471	156794101423275737	984351825594209207
17472	-271160673191417168	-930313508567550586
17473	-392113956664712414	700431395086338124
17474	623600818283868059	-214266611957774580
17475	-930438565234153120	-912348273437279248
17476	-910438058314397134	253646248907292466
17477	982845178649699834	-361152695707960227
17478	427392545154151809	-65718186116832404
17479	-75082941525821069	-581290692779431039
17480	-627539316652138064	-582851083490114188
17481	-275822194862634671	51754677869529217
17482	195979829847240032	562854540053129169
17483	789867751248101164	-506396487465484513
17484	-212599165067485632	770394546242637418
17485	831672822394692308	-144280034336721496
17486	312430322257271974	331470165518391507
17487	416215385703246567	701317028775455029
17488	198989324574811307	-488030011522500252
17489	357815823357797413	-231293849584522010
17490	-300669354246347796	423726934672372555
17491	83291490559137842	-87596003065694501
17492	525635258753392732	-432781422514804842
17493	40399123842663513	-363390074450828818
17494	-491943703672282855	650011554758495432
17495	-673974712635737372	465028048476781111
17496	-676795709221582995	259181739043714510
17497	-836330592922695638	-708550205391493274
17498	-309318138305571777	114581033983466690
17499	994896945726248145	-660167404182420860
17500	281773307892780458	-80807718841214572
17501	553635176260256509	883464683255076590
17502	-279768217095982966	-765322482042481794
17503	580699727957154649	97112494470529316
17504	-463476934972239501	115923661903223651
17505	394567011243323363	-801357181383666732
17506	-568161095141600510	550664918499036901
17507	837017568257384818	783386385209960344
17508	949810009282838444	-939048421567954949
17509	-202895578986278826	-209915757440847168
17510	-466379135288610818	954533292158457629
17511	116283425733697583	-251143932648697665
17512	611496903582653929	-617462700165429931
17513	886611039486319664	834964179865645627
17514	375263022315356848	486293209268953711
17515	696794868082243248	-718301775565561704
17516	-937116187512621324	-152372268952058744
17517	442485319649389779	-99804407315000411
17518	703477381944339644	324058609997694210
17519	-929166937761374154	-723393792189877024
17520	881506129594862824	906166878027360648
17521	691610422256360404	-99111885247716920
17522	337237288334580172	-236152829699879924
17523	-264117073105053020	-490389632731949241
17524	910234631665734928	71050203010182547
17525	140813016965414815	9391044720015774
17526	921677127582092724	-137984933833829140
17527	399650898568253891	-697355730644137431
17528	-165325533539016646	875980121432218170
17529	-108087493293105877	-988136841342029960
17530	57587804710653905	-365993091760906316
17531	284410146033320841	-564415825486644163
17532	46470545087479914	621303692068466913
17533	905451009907366576	-961216034851954328
17534	133127866520351783	394262861876118526
17535	-451998616338175929	920379810893219235
17536	657604215873331055	868896711471606610
17537	267594816267409917	396578250772054186
17538	-65334014153649483	-674684782646888189
17539	76562804951995056	-280010646260882452
17540	277035129035152262	-188232876213088901
17541	85483461455955516	-751041564408386045
17542	526126097028595872	-713336025064872018
17543	906751171364013078	940293799468695917
17544	-543170149140628201	-406359370237111206
17545	776242119074648084	530428824254220752
17546	364713631326690880	336824195935743139
17547	-604385113640072071	521641637083938879
17548	-58647822665651752	-983838889042447433
17549	826677283615884708	206631983333459667
17550	524682237347010420	424975143674391482
17551	994238564112540395	-240810870699911651
17552	-14770732708244323	402815165549674676
17553	-890133511451780925	974054665997959830
17554	-562323817330704019	666220747833879010
17555	-892501276301421376	-644182641446453164
17556	-66546475885278356	675210664760063425
17557	378557985668787168	-654879872192131394
17558	-773728318293584789	855514042695987981
17559	338264369372328751	957508312422757534
17560	116234297003466299	-557431245277242118
17561	-662751063007870440	872367107662420164
17562	-228573877388418905	-968227383181726652
17563	101410653067683348	282877479303288770
17564	754047911648390891	-714285657988142554
17565	-392216283134514228	203216926897042889
17566	-934752189067390896	-503915888753881448
17567	-602571123143011926	-337622763526921392
17568	-515263903740321074	-380183597859140264
17569	400986311034845236	730132637221304547
17570	-968518641288301049	-212465724164091079
17571	-273286396357569777	673468114221208660
17572	-952262209877180638	-727655187102265090
17573	35418932665690159	929002789516755049
17574	-999934483161166516	-8077230384411303
17575	-25128381148979471	-827642166505367965
17576	-480842450520595629	605162788219255113
17577	-553158192379012439	83043458181024673
17578	-22417278795709481	-639558007365425078
17579	-176518359717648853	412422466523494070
17580	-169560556876398239	14898964845784955
17581	381360924126464980	-322615162306274301
17582	-778382961883543690	489622332016845364
17583	-871295524793738486	61546176035633375
17584	540987157406386874	-107611005777969092
17585	-424719934862273858	-691010067587312220
17586	730721882084814034	-506908168486666568
17587	775545530579809242	-456960063482883621
17588	190665194997097003	25239389477373265
17589	479122993933947468	213229958490225470
17590	97469438108348866	779785501843784165
17591	-474180200070086018	201960364511483621
17592	-853318975740278449	-293613533645024583
17593	140233193153386148	249748673099809306
17594	943957572764605896	-554169637821102256
17595	262605307586909566	933231453248821592
17596	741132582203340871	-50601848526040046
17597	605473793762484313	-729169975100451991
17598	-925870185523078396	-404339966433659530
17599	606841927515007781	333929380592868284
17600	588261705316621490	195576831862230541
17601	-950260142563940622	613088772732267571
17602	-899362646662486325	878992463413717740
17603	702898266356777969	960641061864436958
17604	572494797018244943	488077616251471102
17605	751034858192768852	-383165417424968015
17606	-891551816759648886	417665369310306957
17607	-202347621739883974	-684427857189653130
17608	330109621637429690	250529632099145825
17609	849108939655028554	458061791267923281
17610	-317690793478097874	-78264090314689794
17611	-890849260946933199	709736293162706837
17612	663066404913608126	481106319782071806
17613	964010528365664767	679792500708555549
17614	982968933854583463	-732531057297077643
17615	-355814411874504282	272830726638036350
17616	-346185385397960550	31386129674140752
17617	3182398076298388	-239342273221124329
17618	-840869744939650261	157887510569657747
17619	-73934711850304069	-827840732588154490
17620	-879039718700762753	-685726123246955439
17621	-158992750379754563	-148154713660584560
17622	-729024620029842098	13975373550925886
17623	-413558632432306849	-721993206984390733
17624	-425788286755551862	-22216786938533320
17625	976833130683377057	-215673578505455237
17626	755219421685134652	-782436678461353448
17627	275481127634327225	768228820738066995
17628	669175559620937878	341552006021224353
17629	-72415434796163334	-726991460027552880
17630	-515203001346631314	214291296083351534
17631	-749621577741925514	50342345309717950
17632	-509225061739003109	-27955046838778172
17633	746464955592089817	478719839402573906
17634	985543979344094935	-423301704604562206
17635	309661682892854797	-933486453821799093
17636	-64742060609047645	466790241208007107
17637	98369549586935269	-98434170196370588
17638	481378469595918616	117902116986545218
17639	-76690015942458631	-38171631930188469
17640	-397416069551407799	270155761645468178
17641	618374607397468248	415527328117317502
17642	-494566858700390412	394814683225667611
17643	-3265359410918941	-763027161275455063
17644	155733551255738325	798984273029152294
17645	-385107522233465326	-618647161029059362
17646	617248636864913784	519175190098965964
17647	-796641254109118153	-839778921830703083
17648	-470703126684248981	740427147638533130
17649	-63256258203332834	-279113806186181713
17650	-635351995548199161	755059723010267125
17651	-836092219320990082	-130576713258113705
17652	-634518323724723193	-29715477702943575
17653	487027727040632342	139099133872756723
17654	956862478014377333	385793098983358048
17655	-47519658017394983	-870815285016282251
17656	744256162587567572	-924559299765430270
17657	-492785867617230072	82829105472752010
17658	439652552717275886	784454417993960774
17659	-66766558443739626	91749397099565080
17660	434212877130674411	-849793676522969535
17661	790827691056743944	-135930968396953956
17662	-287829200595278080	140240987142115625
17663	-269050849091696064	273300240989305174
17664	-718427102721242267	732492820481491006
17665	104883575176395508	-626257207787094021
17666	-280558374685663417	275504808323456129
17667	671947725917071726	964040686769457860
17668	-507717957192408904	-512339284146396688
17669	-753951982416985265	719960791444993482
17670	866125524708410286	472196264051479980
17671	-671657830714381429	427324042373283794
17672	732597106849895287	-767042355049761295
17673	424522685123091458	-314650496032766037
17674	306232017108680182	-933146062429921950
17675	695474573396052731	153009061933350266
17676	482146228922861094	470458600368349698
17677	-15577510698902893	909107468651376640
17678	90390244577761672	900916897218015017
17679	-311676527103698362	576313128435317304
17680	701207102846877376	301472615652777651
17681	-467653268476663719	-771311103756199961
17682	-958113681403908329	513863838404390648
17683	813420561720374200	-202396644450550405
17684	-363898309060744379	138885687716702803
17685	-684776001294708275	-564377689774922794
17686	-99828648456694999	951144701427291067
17687	-190119060888599343	757207486765938408
17688	254457257578178918	-4399865459027707
17689	503775279796545462	-960062657629427893
17690	62252070255977566	-445145133954202816
17691	962438322873565873	-720758651993999469
17692	-152072557799778945	-525908829553787174
17693	-795036487447097336	-890647471908075860
17694	813213390344815321	450024724249366206
17695	792840725240780006	-415695589733536907
17696	-236424777174994970	-641137713097602845
17697	-349577594031845288	-112466414752162195
17698	486931080517445102	737674417091959989
17699	135056449369238255	159048419981607478
17700	692895641476002491	970231446220942278
17701	-620784035852911886	-592976072484641613
17702	528706811470789346	-873090188691855759
17703	920953822926759448	-678692606406566018
17704	-953347297838097363	-596777561710964956
17705	851750675822935501	444161305456185764
17706	494096138307396767	-460392182800858191
17707	202586130715528059	39567260295408307
17708	953486385302727795	958420858757045067
17709	-804354010730622615	317130048373261487
17710	-602498791877945325	109554932142242204
17711	464069743697047624	-267497697384722939
17712	-243896170961192345	623087729571039847
17713	-864155032297939504	-133540677162929231
17714	978835248126210128	-427094032471112064
17715	961561236648408676	-704656737472092859
17716	350382817714683387	367780970489316379
17717	-507974037859036048	344323378424580567
17718	827185372332457603	135364482305063678
17719	-33498019846511358	253049828857640633
17720	589324423928245779	-795129649804541043
17721	34992178258215558	-69811094178507181
17722	206137459207320123	94999947388039521
17723	-457154274760558340	-701927748240074051
17724	61090504408311570	545058746313953946
17725	-361378818781213277	-933389117160243382
17726	205960532645919850	-100369517151165786
17727	122572098830002143	-615574628705184944
17728	-740917532424564301	-368910471168098907
17729	-755704100729866578	-127953738510008283
17730	358873884843456477	276654150571691279
17731	283830672479190052	-731932447174330948
17732	-724414354993782260	-755776832285991695
17733	-385880505646288097	-508087953429098406
17734	-168848951345591188	-443275360695102654
17735	680522320026379371	883910301105141436
17736	-834976738469597651	-976341992347814982
17737	-419665503971688421	490717552717392693
17738	649155769848554945	871390840012359413
17739	-638121651471973310	871356163864745783
17740	887174016545090954	-604719807674297164
17741	774691762787812264	-692567987629247751
17742	-534929480959767442	-338775171249893936
17743	-103016102225580711	802277610801375886
17744	-864016974160043795	855799331314623861
17745	-538596340464706554	-956614962781768957
17746	-923512458652193225	-124467118482684725
17747	-347473765265321241	-838947068671471994
17748	-18615223376791761	185717619502616786
17749	-505210309846850885	-900127415905942995
17750	-262498817604034173	663715767734808069
17751	371901534090787510	-885009933056522896
17752	580047759160210567	-337643094494528639
17753	-573698400627333359	-413296201643598038
17754	265828851969245716	-242695678724976638
17755	-789267225167890287	256250630160243352
17756	-714820714619401848	-234184425853570448
17757	-626187439226752177	851612934889836854
17758	796840103963408242	-716401124452950329
17759	-394432135404414401	777595277802778406
17760	210154434537728077	-59551942408893547
17761	-742572295258965506	207071205676136316
17762	-21334903145203800	-375730003619915933
17763	-626713994701325572	-713036045142789254
17764	-976568951210119103	-378683457117025404
17765	-462459569068457411	-616107843577800207
17766	379780542281142634	-404329460816492180
17767	-555361749526742216	795919214747481365
17768	-467558111472364752	325247667308554320
17769	829172396090792229	434829718214127482
17770	-203624138882395712	-126770624613736134
17771	603163004239225425	-815955015919482713
17772	604613532175008564	652578003544912667
17773	596059381922867557	-856989163646129579
17774	971432470199680305	294155400784000260
17775	-564170010312612983	336113855254867150
17776	970804807435339381	-99096146728509862
17777	45795530351280637	927419233662405509
17778	-529905980060574441	412655118695988100
17779	705796187618923621	-140504792025508968
17780	419212539039788957	-311714228086128906
17781	420352908775031089	-407125254781544974
17782	739671109354958212	-159329167208783718
17783	959039370233105758	273093047320924862
17784	324810281638510311	919693322715353075
17785	262354314215714326	-847797925169067159
17786	-780556463526503160	-806529584153561614
17787	737606069439599015	-981592649313656274
17788	-916051894142071521	-73800678088452669
17789	582588861965404166	705657501438582206
17790	865289230911073994	-313102769965719479
17791	834717488966143035	99236596955674593
17792	337302853309265039	119402816087176325
17793	-628004736104402842	762190431834611005
17794	-966864869486666026	-257519739007039089
17795	251733992003213176	440970419689961010
17796	-573998896210969048	786224705837443368
17797	512986883891139192	-946402106070316449
17798	-25737986728140230	427010943862155190
17799	686243435948030120	-491343325629768982
17800	-732595220913013436	-473683047655859572
17801	-976737161404054606	151199354417352130
17802	-795733521587919793	-280032860484366366
17803	983383944116077800	992571603745488571
17804	913151929579874810	-583472308968253960
17805	-113665072150991180	262379980742917369
17806	-192933432184662903	993077078652886643
17807	194753136453263340	-336339201125965805
17808	706393192486912329	-234691423601954543
17809	999295562028136120	-578704568345983761
17810	524574274819766772	827317390596957162
17811	-571241374040593110	-385518409262147895
17812	-891083328044208754	-97672698952851914
17813	878592912065392768	-702575092250925321
17814	857057736213893801	-975604974001421839
17815	-484532147640249548	-537645216057917791
17816	14750314798062320	-334607585466668917
17817	-62939864880836741	952913023128691721
17818	951247305963331205	-748139493946675847
17819	-340414869928554172	-728786419677682047
17820	-736059881721592752	426120121575615305
17821	486693834122035266	773478331698361522
17822	-319246900610389125	-945180866413230153
17823	669532570882333328	-321910511929899597
17824	227804988956708161	-640723475834666655
17825	81294829007587531	-31170718586935924
17826	-994116218101116035	843676673001210246
17827	-23469800116926048	157799183010549300
17828	-212040067282361169	-428758586606120795
17829	-577994081980492261	-335580183951150604
17830	-47024905517036857	-711125891720081019
17831	-28986290445453720	274614255689967814
17832	643938572372376580	-680590311871628082
17833	127081765264417625	929985492239405368
17834	470772756290688249	529684130332752196
17835	-302231329970270699	883673121143111275
17836	224205019950737822	-378109036857331703
17837	636963653548541593	524062798517757214
17838	196542676662700541	-126780464280957230
17839	659456160171705593	645270443223887081
17840	-184341175458662030	368624911418456889
17841	-281318331774804067	316019547011632156
17842	-530201432561323068	693234622631583415
17843	-636472811074294365	160320612877834093
17844	-199795011553769039	-646818716780299815
17845	421419225214675547	856980212460440999
17846	-98772100973594741	-112206621510772317
17847	-815520646471917605	882765277466030847
17848	95127567996503628	-949326901521948882
17849	563490527490105261	556805705975878928
17850	-426371457182501245	592263356209287722
17851	402765911684905845	633505387285407544
17852	-487420463498744139	877344193864304579
17853	431454349536025352	199687267594897567
17854	992355121382092175	-40744203317215825
17855	677901627071738790	994730049685725170
17856	526179209563340024	392469689137474208
17857	-408110146573344680	20520065121838888
17858	267387985856771841	800585058676679667
17859	-543347010052441539	-796270431032600621
17860	-538153379602490136	593735257606254671
17861	522938774614971452	-977659980544926496
17862	341449091939288425	-599921572321560981
17863	-768579562112338541	541830384875795770
17864	632500049646195071	-683023888555873202
17865	-329513387513379305	95055584353247718
17866	809510354806847331	-370397377783982021
17867	834561985661198758	38215704841005346
17868	-629216551750766059	-176432537418606190
17869	-428672179512215281	-243824029328158787
17870	-393939916791677298	676311847682648547
17871	-862085615215060605	-882962380816964155
17872	-376116784918153674	-859506050647774446
17873	154070345608323732	979109126477872446
17874	-674379297388649162	272754823707038326
17875	-494881480938381949	899542774886208872
17876	-712601138546611067	-735791571042410339
17877	-616375640888510253	-673276862268574214
17878	526741719135356274	-344159240833308990
17879	-72629378599350385	764653863120054950
17880	-34417753649996673	-472852694547978973
17881	814048393223414212	755584310740150535
17882	571910274695280943	66874659966269084
17883	61196034034863672	-12759838981367274
17884	-344225449751871243	-668483512034884091
17885	-942718224945542504	841473870090289060
17886	-803496491480330291	284134065949243642
17887	641491783260487009	397051736817661844
17888	-256818318440726052	-716534391434724696
17889	-834276698937031144	928879034925328362
17890	669489661251331229	783350391081107964
17891	359836831458919532	230982373133926218
17892	267770742695996707	340510159986614923
17893	-81872644454565093	842315230561984264
17894	-16439939833584562	44712147571138900
17895	-29046954112521563	156908982128359164
17896	58247696925669538	-415720865725954908
17897	-39973043564389739	-235908130070709403
17898	-121642443820865166	371268374633875496
17899	-310380874928610997	998720340451019535
17900	211559905916606381	-294283563060750455
17901	-952144990912189808	-288420898013990482
17902	275895017203246590	-945056276740340524
17903	676394984845737042	343363353680379157
17904	469081901470277682	588411102241884739
17905	409070568748612519	-754237680584745593
17906	-357281471655221572	-334732954215684504
17907	752034790233864693	-947635433216196606
17908	-293538798186997485	105780938296344860
17909	-791188501072171535	404381290416227525
17910	-572930816558801614	93735266211437220
17911	-715478363797034083	768291852604864461
17912	311239400957759924	-497625598494927690
17913	-557380424714942140	-926683083598871247
17914	-728439653045656942	-169628088046915948
17915	-785836666789405600	535759244512719290
17916	324388504050977100	56438453498462189
17917	271229675135173348	-196413377356810940
17918	-963678555162224883	294828367213773483
17919	238392633870237174	903945220417924250
17920	-396249755698721708	-16572362346152640
17921	-305451362690683090	245165149037266794
17922	-691408262549303534	-39350954622820612
17923	-806170153452942098	102002855444583625
17924	201394055665853698	-35691460254978314
17925	-558908462281359422	438024899406776535
17926	75949598998871450	477292083564241675
17927	-482171041688377205	-349211066967267301
17928	-864550821944410747	-450482585252305664
17929	-575226439623199895	-716510813826805739
17930	265955005375216072	244633630777747945
17931	633994897624105046	957870667548661806
17932	-381477013614453177	-599813874160347942
17933	-900330006423156432	743371828877635070
17934	-768437440353057561	789410339774100735
17935	273555455858209172	788192198539531343
17936	-563693283880018601	504140124358403052
17937	-924079344137445004	-143255043665493402
17938	-231952138091665492	-750657520671253979
17939	683302933107670625	802222714763192866
17940	-297354094273746849	881889070627032197
17941	-446066817899322800	-579102524329717381
17942	-29434028339720464	444056282815699421
17943	991896213309791549	-718408341748233766
17944	972299113940361893	-580823620757707788
17945	403803264251601100	46105836992046316
17946	659568069030417744	975098625957947559
17947	80631826823013716	118923185021535870
17948	887509945076608785	-490117966869262401
17949	442040649996511331	365460979625430594
17950	-500760266717787546	-983015390224184457
17951	133945970496336928	136345439031242983
17952	650713086328972007	589831756419899135
17953	-705470073532493471	-145706315268034901
17954	572086782394895695	-775430570722006230
17955	-494697368698794862	-509530852552882695
17956	-685706533152911711	-556407187396478293
17957	366392320089370090	476004351243994208
17958	-615222578281771782	-396761891836857088
17959	-749534031204501897	743210926035052220
17960	-302934813088475698	658360072482853657
17961	-62880986317043059	-716661875524017406
17962	220575936532474532	439642149716217463
17963	-180414983578368727	-308018618428273664
17964	-325989470794174432	-575423472563278082
17965	819180724409870640	-706101351204483282
17966	-247195783298731722	-109428553352847891
17967	505973290951339489	-237754462773551895
17968	-623461345759940316	227123073472992352
17969	-955840818872097955	24102845354195279
17970	53218558597132122	959194602140337529
17971	-151010204469944781	-542501743767274665
17972	28010387275914740	611970904175410529
17973	356194752645237489	-637214598830196241
17974	525507549709745890	902664532140796278
17975	-869566049955723287	-705709999438439894
17976	274721318395935939	923226783081898042
17977	-440547472925834598	490385563294954458
17978	887957975025424083	9602805123340710
17979	3973580317419988	115736198643730737
17980	154812150496494115	-160972964177415740
17981	565647509041384973	599055867059928044
17982	514242092581501924	-80547753827947915
17983	-607599528989743772	-179375352326822493
17984	-917979041094611859	553300863668443075
17985	-656272635746128211	894283723407946099
17986	-308947436958953671	-48938427138425169
17987	-574151654875187264	-93443743071724692
17988	-167606593973983183	-797777675684299790
17989	916568293478414906	-241816319381831396
17990	-831890970257754720	172277011733166859
17991	-84489272964284622	862615827280378605
17992	-914515339540449846	-668498256693985123
17993	906308498917503000	-696616949019286126
17994	-222019005715148486	-433441967732964416
17995	-980291447975295640	-729775887382714347
17996	-550834004844471425	267942549671168589
17997	614001898591128056	-320077267454970803
17998	23561954239468759	-62018009655953733
17999	192147090572854455	636496339482105258
18000	-530762714204623234	299518599821944709
18001	-630868849736198822	-224822519968635348
18002	-783846078685076561	-792637700403155405
18003	-809345454104411231	-822843826867351799
18004	938708758436974653	863228250215982485
18005	-759209423276711047	745015211526732343
18006	666396095619554254	499035746870281291
18007	-718902251363963061	-167277324871735390
18008	-639343031395489066	-670826831534603540
18009	-689652456614939719	-728117670277529903
18010	-643916133970110257	131711643784182103
18011	597121166694064726	27432800367910154
18012	272779951306023922	818571387490887727
18013	265716736141758308	-5410962360809640
18014	859864961157959612	-47870429737656556
18015	-496707739684291921	344571036504375707
18016	421385349991779587	-516867642694127480
18017	426082086574727288	266637282197644911
18018	427907769752140014	76729838385521242
18019	-820417330355550260	933043147629170032
18020	520247279185997568	998363971949144259
18021	-123088045722334533	587729763446133814
18022	365105814737159192	996569342300694795
18023	225065491631611538	769352066045382737
18024	-731187395428621070	963137408592880933
18025	-787034753837408598	-755600678348091911
18026	-559424977943889301	708547448843506252
18027	611065727190970360	-685424905726602279
18028	-748109795189132165	-402141640216321787
18029	-37471811392535075	514225838233789694
18030	-736823641486874569	338945472540918938
18031	855414985296252974	-562908494911634540
18032	317426827239469074	-516315113901929422
18033	392283453633882066	-613401389099412431
18034	510718884283999819	-177688979651250529
18035	635475805552564091	902405648548932395
18036	-725726045682553414	736625574474850795
18037	34363027481555821	773931127576125813
18038	12092540670220157	742287634025265450
18039	156224063003164791	678081177097920549
18040	676663398765969386	115418561953665268
18041	-915898375575125394	599671902283184225
18042	199168967155757360	462024011003310838
18043	593145049632805060	-49919726038261994
18044	122211832357993576	899877408073453616
18045	-978435613806943945	857966865437011214
18046	850557228439633650	133388015280809177
18047	-183164624666799311	556944048986060883
18048	979846104151713466	137266884970007264
18049	302186125196014068	28417594108635358
18050	-607795713346655219	-527530640872254862
18051	-509954784772434948	835226526569597115
18052	-400304901161182724	-492727285848440127
18053	336901783436918459	50106050974711963
18054	-394915140846194629	984008170980561224
18055	-617339624919448802	-397121448943353766
18056	-414922014146694575	773034254902330406
18057	-512321853011813648	780616280075878713
18058	-881028700090564406	-850274165222156941
18059	467978823822723589	-926212669629650218
18060	452164687429772171	-518808945210188740
18061	-966966456328715257	728400906637523567
18062	-650029101886835508	879809692850847853
18063	-962659146003943887	845850214511588805
18064	943164362649503446	-993352344171988217
18065	-659093229842081208	-136441379008871543
18066	805996039524329359	-975885824733502795
18067	-958066608181485939	-875371587249832567
18068	-742249927816306093	566740575406113158
18069	-201806521674318656	710291974531972785
18070	557516573887834412	71115426374548125
18071	143959445191213394	-505760406877784401
18072	-761740321616402066	-429394589973991610
18073	-668557510185742393	773270425011553552
18074	-837751523975554788	265900081819018704
18075	-815928860197214197	581994904248154937
18076	847700362641214883	-747415396347296177
18077	-546066492343912735	-722554612861945255
18078	814943864576103774	902102436127158224
18079	693832391422088685	-785402355417735161
18080	234505890959238426	199875647669142369
18081	-772379321948190898	-835638786011642973
18082	-220935319506542929	-476793443707893570
18083	-22691177988090416	-617998909634220139
18084	-894757565986104674	842758475887966008
18085	-785462052868932217	490754026962918972
18086	898668128350810045	698955228243047694
18087	-469429836025042189	696349382360694882
18088	172741131747698222	-172845778259718585
18089	79842641403831474	450828547905655807
18090	-847783913810816810	413560855292175308
18091	-775355986116442307	967839897332478207
18092	-232150333248538405	-979081856801654719
18093	570322182052214958	-954168594647403784
18094	178659090610459029	99276826398042757
18095	996385244138342006	-205650280325446508
18096	29359682719220659	334559196249469467
18097	-646957965855831401	759287915964961327
18098	-63855484339972441	635349277337196148
18099	591163362759889720	936126668999499859
18100	99550304745869598	228101268015133932
18101	273881486422729182	602743045669099692
18102	439372543044301834	593924859947993310
18103	444090453411262649	668619127738603865
18104	949984673827877382	-699668625209249717
18105	925578293275075965	-239032448945251274
18106	-504412899137595109	179023149402429572
18107	310209873821501309	-13289979100253844
18108	483858442017206348	680396990873323666
18109	441741499569779110	-658579682000931560
18110	105063928518923142	-356989123290899812
18111	48965904873298004	326774737677491986
18112	875809196889649278	562485693817662447
18113	-40196508651503458	365151520635568201
18114	-150625304687677787	-922844799646851927
18115	154133924333748439	-485140917027949485
18116	29804042685028799	447428461644442369
18117	-694697300951466490	-300319587536624761
18118	-199209618313726355	-948457427041881741
18119	-319553295406988046	-193078327570759177
18120	620625508799938899	611501507846082877
18121	-285039360367867839	645739698806599454
18122	206531198510175340	964127100187847682
18123	-967955084208157409	246714877266984644
18124	-516907311465339466	419513226371410258
18125	424244667880358552	-996964859533335097
18126	-901551424670618187	611508083022791349
18127	169967706177132293	704816093922696722
18128	470703455042650558	919508257211575993
18129	67980924108860257	-246785200040115023
18130	-684881275401025567	-606538070458115282
18131	-290066541518254539	255688923879643813
18132	20058755592537732	-729928792231343907
18133	145124295735856554	-965918642112842318
18134	-436286797246712840	-79796837657826428
18135	-848934916247325376	523362324954015208
18136	633205199216006386	-483430021687426329
18137	-856546589733676213	-964692167194747217
18138	-867888823383684505	861138838799117263
18139	255619188317429414	569637795462904604
18140	-997932730412393477	-353828158702314251
18141	172370226858049326	-183868382296179340
18142	-362347065573821836	-237678569162221572
18143	-512765763683422304	246991084426572120
18144	633243874251281561	-602913180088030774
18145	-312960362654671642	-17479493095011018
18146	-501501756367967438	299077178052306974
18147	-877343486925802782	-475335421322108795
18148	-354176765571034938	488589506376625392
18149	-125152125768007797	-615555000047211278
18150	407250124384220003	501571930394530476
18151	814310792877311316	-985652533466081657
18152	144237493553496353	-458111341513745330
18153	-698520850647372402	754993955308101297
