id	scope	file	line	kind	attributes	target_relevance	assessment	statement
376	fixed-semantics	semantics/dict.k	37	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
377	fixed-semantics	semantics/dict.k	38	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dHasKey(.ValSeq, _:Val) => false
378	fixed-semantics	semantics/dict.k	39	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
379	fixed-semantics	semantics/dict.k	40	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
380	fixed-semantics	semantics/dict.k	43	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
381	fixed-semantics	semantics/dict.k	44	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
382	fixed-semantics	semantics/dict.k	45	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
383	fixed-semantics	semantics/dict.k	49	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
384	fixed-semantics	semantics/dict.k	50	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)
385	fixed-semantics	semantics/dict.k	52	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
386	fixed-semantics	semantics/dict.k	54	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
387	fixed-semantics	semantics/dict.k	58	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
388	fixed-semantics	semantics/dict.k	63	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
389	fixed-semantics	semantics/dict.k	64	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= applyIndexD(Val, Val) [function]
390	fixed-semantics	semantics/dict.k	65	rule	priority	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
391	fixed-semantics	semantics/dict.k	70	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= dictSet(Val, Val, Val) [function]
392	fixed-semantics	semantics/dict.k	71	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
393	fixed-semantics	semantics/dict.k	76	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #dsetK(String, Val)
394	fixed-semantics	semantics/dict.k	77	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
395	fixed-semantics	semantics/dict.k	78	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
396	fixed-semantics	semantics/dict.k	82	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
397	fixed-semantics	semantics/dict.k	86	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #dsetV(Val, Val, Val)
398	fixed-semantics	semantics/dict.k	87	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
399	fixed-semantics	semantics/dict.k	90	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= normIdxD(Int, Int) [function, total]
400	fixed-semantics	semantics/dict.k	91	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
401	fixed-semantics	semantics/dict.k	92	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
402	fixed-semantics	semantics/dict.k	95	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
403	fixed-semantics	semantics/dict.k	97	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
404	fixed-semantics	semantics/dict.k	98	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
405	fixed-semantics	semantics/dict.k	99	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
406	fixed-semantics	semantics/dict.k	101	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
407	fixed-semantics	semantics/dict.k	102	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
408	fixed-semantics	semantics/dict.k	103	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
409	fixed-semantics	semantics/float.k	20	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= Float
410	fixed-semantics	semantics/float.k	21	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Float(F:Float) => F ... </k>
411	fixed-semantics	semantics/float.k	24	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
412	fixed-semantics	semantics/float.k	25	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
413	fixed-semantics	semantics/float.k	27	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
414	fixed-semantics	semantics/float.k	30	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
415	fixed-semantics	semantics/float.k	31	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
416	fixed-semantics	semantics/float.k	32	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
417	fixed-semantics	semantics/float.k	37	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
418	fixed-semantics	semantics/float.k	38	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
419	fixed-semantics	semantics/float.k	39	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
420	fixed-semantics	semantics/float.k	43	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
421	fixed-semantics	semantics/float.k	44	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
422	fixed-semantics	semantics/float.k	50	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
423	fixed-semantics	semantics/float.k	51	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
424	fixed-semantics	semantics/float.k	52	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
425	fixed-semantics	semantics/float.k	54	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
426	fixed-semantics	semantics/float.k	55	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule absF(F:Float) => absFloat(F) [concrete]
427	fixed-semantics	semantics/float.k	56	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
428	fixed-semantics	semantics/float.k	61	rule	-	used-or-defining	ACCEPTABLE_DECLARED_TARGET_SUBSET_ONLY	rule <k> Import(_:String) => .K ... </k>
429	fixed-semantics	semantics/float.k	65	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax KItem ::= ""#mathCeil"""
430	fixed-semantics	semantics/float.k	66	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
431	fixed-semantics	semantics/float.k	67	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
432	fixed-semantics	semantics/float.k	70	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax KItem ::= ""#mathFloor"""
433	fixed-semantics	semantics/float.k	71	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
434	fixed-semantics	semantics/float.k	72	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
435	fixed-semantics	semantics/float.k	73	syntax	function,total,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
436	fixed-semantics	semantics/float.k	74	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule floorFI(I:Int) => I [concrete]
437	fixed-semantics	semantics/float.k	75	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
438	fixed-semantics	semantics/float.k	78	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
439	fixed-semantics	semantics/float.k	79	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBuiltin(""ceil"", V:Val, .Vals) => ceilF(V)"
440	fixed-semantics	semantics/float.k	82	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
441	fixed-semantics	semantics/float.k	83	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
442	fixed-semantics	semantics/float.k	84	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
443	fixed-semantics	semantics/float.k	85	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
444	fixed-semantics	semantics/float.k	86	syntax	function,total,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= toF(Val) [function, total, symbol(toF)]
445	fixed-semantics	semantics/float.k	87	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule toF(F:Float) => F [concrete]
446	fixed-semantics	semantics/float.k	88	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule toF(I:Int) => intToF(I) [concrete]
447	fixed-semantics	semantics/float.k	93	syntax	function,total,symbol	used-or-defining	ACCEPTABLE_USED_EXTERNAL_PRIMITIVE	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
448	fixed-semantics	semantics/float.k	94	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule ceilF(I:Int) => I [concrete]
449	fixed-semantics	semantics/float.k	95	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
450	fixed-semantics	semantics/float.k	99	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
451	fixed-semantics	semantics/float.k	103	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
452	fixed-semantics	semantics/float.k	104	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
453	fixed-semantics	semantics/float.k	105	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
454	fixed-semantics	semantics/float.k	107	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
455	fixed-semantics	semantics/float.k	108	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
456	fixed-semantics	semantics/float.k	109	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
457	fixed-semantics	semantics/float.k	111	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
458	fixed-semantics	semantics/float.k	112	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
459	fixed-semantics	semantics/float.k	113	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
460	fixed-semantics	semantics/float.k	115	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
461	fixed-semantics	semantics/float.k	116	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
462	fixed-semantics	semantics/float.k	117	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
463	fixed-semantics	semantics/float.k	119	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
464	fixed-semantics	semantics/float.k	120	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
465	fixed-semantics	semantics/float.k	121	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
466	fixed-semantics	semantics/float.k	125	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
467	fixed-semantics	semantics/float.k	126	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
468	fixed-semantics	semantics/float.k	127	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp("">"", F1:Float, F2:Float) => gtF(F1, F2)"
469	fixed-semantics	semantics/float.k	128	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp("">="", F1:Float, F2:Float) => notBool floatLt(F1, F2)"
470	fixed-semantics	semantics/float.k	129	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""<="", F1:Float, F2:Float) => notBool gtF(F1, F2)"
471	fixed-semantics	semantics/float.k	132	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""**"", I:Int, F:Float) => powF(intToF(I), F)"
472	fixed-semantics	semantics/float.k	133	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""**"", F:Float, I:Int) => powF(F, intToF(I))"
473	fixed-semantics	semantics/float.k	134	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
474	fixed-semantics	semantics/float.k	135	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
475	fixed-semantics	semantics/float.k	136	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
476	fixed-semantics	semantics/float.k	137	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
477	fixed-semantics	semantics/float.k	138	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
478	fixed-semantics	semantics/float.k	139	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
479	fixed-semantics	semantics/float.k	142	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
480	fixed-semantics	semantics/float.k	143	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
481	fixed-semantics	semantics/float.k	144	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""=="", I:Int, F:Float) => eqF(intToF(I), F)"
482	fixed-semantics	semantics/float.k	145	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""=="", F:Float, I:Int) => eqF(F, intToF(I))"
483	fixed-semantics	semantics/float.k	146	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""!="", I:Int, F:Float) => notBool eqF(intToF(I), F)"
484	fixed-semantics	semantics/float.k	147	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""!="", F:Float, I:Int) => notBool eqF(F, intToF(I))"
485	fixed-semantics	semantics/float.k	148	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
486	fixed-semantics	semantics/float.k	149	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
487	fixed-semantics	semantics/float.k	150	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
488	fixed-semantics	semantics/float.k	151	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
489	fixed-semantics	semantics/float.k	154	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""=="", V:Val, noneV) => V ==K noneV"
490	fixed-semantics	semantics/float.k	155	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""!="", V:Val, noneV) => notBool (V ==K noneV)"
491	fixed-semantics	semantics/float.k	160	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
492	fixed-semantics	semantics/float.k	161	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
493	fixed-semantics	semantics/float.k	162	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
494	fixed-semantics	semantics/float.k	165	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= headIS(IntSeq) [function]
495	fixed-semantics	semantics/float.k	166	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	fixed-semantics	semantics/float.k	167	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	fixed-semantics	semantics/float.k	168	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	fixed-semantics	semantics/float.k	169	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule intPartAcc(.IntSeq, A:Int) => A
499	fixed-semantics	semantics/float.k	170	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	fixed-semantics	semantics/float.k	171	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
501	fixed-semantics	semantics/float.k	173	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	fixed-semantics	semantics/float.k	174	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule fracPart(.IntSeq) => 0
503	fixed-semantics	semantics/float.k	175	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	fixed-semantics	semantics/float.k	176	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	fixed-semantics	semantics/float.k	177	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fracAcc(.IntSeq, A:Int) => A
506	fixed-semantics	semantics/float.k	178	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	fixed-semantics	semantics/float.k	179	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
