Script started on 2026-07-30 06:22:11-05:00 [<not executed on terminal>]
INVENTORY_HEADER	path	line	kind	classification	attributes	statement
ITEM	reference-semantics/semantics/float.k	158	syntax	function+total+no-evaluators	function,total,symbol(ltFI),no-evaluators,function,total,symbol(ltIF),no-evaluators,function,total,symbol(eqIF),no-evaluators	syntax Bool ::= ltFI(Float, Int) [function, total, symbol(ltFI), no-evaluators] // F < I | ltIF(Int, Float) [function, total, symbol(ltIF), no-evaluators] // I < F | eqIF(Int, Float) [function, total, symbol(eqIF), no-evaluators] // I == F
ITEM	reference-semantics/semantics/float.k	161	rule	concrete	concrete	rule ltFI(F:Float, I:Int) => Float2Int(floorFloat(F)) <Int I requires floatFinite(F) [concrete]
ITEM	reference-semantics/semantics/float.k	162	rule	concrete	concrete	rule ltFI(F:Float, I:Int) => floatLt(F, intToF(I)) requires notBool floatFinite(F) [concrete]
ITEM	reference-semantics/semantics/float.k	163	rule	concrete	concrete	rule ltIF(I:Int, F:Float) => Float2Int(ceilFloat(F)) >Int I requires floatFinite(F) [concrete]
ITEM	reference-semantics/semantics/float.k	164	rule	concrete	concrete	rule ltIF(I:Int, F:Float) => floatLt(intToF(I), F) requires notBool floatFinite(F) [concrete]
ITEM	reference-semantics/semantics/float.k	165	rule	ordinary		rule eqIF(I:Int, F:Float) => (floorFloat(F) ==Float ceilFloat(F)) andBool (Float2Int(floorFloat(F)) ==Int I)
ITEM	reference-semantics/semantics/float.k	168	rule	concrete	concrete	rule eqIF(I:Int, F:Float) => eqF(intToF(I), F) requires notBool floatFinite(F) [concrete]
ITEM	reference-semantics/semantics/float.k	170	rule	ordinary		rule applyCmp("==", I:Int, F:Float) => eqIF(I, F)
ITEM	reference-semantics/semantics/float.k	171	rule	ordinary		rule applyCmp("==", F:Float, I:Int) => eqIF(I, F)
ITEM	reference-semantics/semantics/float.k	172	rule	ordinary		rule applyCmp("!=", I:Int, F:Float) => notBool eqIF(I, F)
ITEM	reference-semantics/semantics/float.k	173	rule	ordinary		rule applyCmp("!=", F:Float, I:Int) => notBool eqIF(I, F)
ITEM	reference-semantics/semantics/float.k	174	rule	ordinary		rule applyCmp("<", I:Int, F:Float) => ltIF(I, F)
ITEM	reference-semantics/semantics/float.k	175	rule	ordinary		rule applyCmp("<", F:Float, I:Int) => ltFI(F, I)
ITEM	reference-semantics/semantics/float.k	176	rule	ordinary		rule applyCmp(">", I:Int, F:Float) => ltFI(F, I) // I > F <=> F < I
ITEM	reference-semantics/semantics/float.k	177	rule	ordinary		rule applyCmp(">", F:Float, I:Int) => ltIF(I, F) // F > I <=> I < F
ITEM	reference-semantics/semantics/float.k	178	rule	ordinary		rule applyCmp("<=", I:Int, F:Float) => notBool ltFI(F, I) // I <= F <=> not (F < I)
ITEM	reference-semantics/semantics/float.k	179	rule	ordinary		rule applyCmp("<=", F:Float, I:Int) => notBool ltIF(I, F) // F <= I <=> not (I < F)
ITEM	reference-semantics/semantics/float.k	180	rule	ordinary		rule applyCmp(">=", I:Int, F:Float) => notBool ltIF(I, F) // I >= F <=> not (I < F)
ITEM	reference-semantics/semantics/float.k	181	rule	ordinary		rule applyCmp(">=", F:Float, I:Int) => notBool ltFI(F, I) // F >= I <=> not (F < I)
ITEM	reference-semantics/semantics/float.k	184	rule	ordinary		rule applyBin(OP:String, B:Bool, F:Float) => applyBin(OP, boolAsInt(B), F) requires isArithOp(OP)
ITEM	reference-semantics/semantics/float.k	185	rule	ordinary		rule applyBin(OP:String, F:Float, B:Bool) => applyBin(OP, F, boolAsInt(B)) requires isArithOp(OP)
ITEM	reference-semantics/semantics/float.k	186	rule	ordinary		rule applyCmp(OP:String, B:Bool, F:Float) => applyCmp(OP, boolAsInt(B), F) requires isEqOrdOp(OP)
ITEM	reference-semantics/semantics/float.k	187	rule	ordinary		rule applyCmp(OP:String, F:Float, B:Bool) => applyCmp(OP, F, boolAsInt(B)) requires isEqOrdOp(OP)
ITEM	reference-semantics/semantics/float.k	190	rule	ordinary		rule applyCmp("==", V:Val, noneV) => V ==K noneV
ITEM	reference-semantics/semantics/float.k	191	rule	ordinary		rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
ITEM	reference-semantics/semantics/float.k	196	syntax	function+total+no-evaluators	function,total,symbol(decStrToF),no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	197	rule	concrete	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
ITEM	reference-semantics/semantics/float.k	198	rule	ordinary		rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
ITEM	reference-semantics/semantics/float.k	201	syntax	function	function	syntax Int ::= headIS(IntSeq) [function]
ITEM	reference-semantics/semantics/float.k	202	rule	ordinary		rule headIS(iCons(C:Int, _:IntSeq)) => C
ITEM	reference-semantics/semantics/float.k	203	syntax	function+total	function,total,function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	204	rule	ordinary		rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
ITEM	reference-semantics/semantics/float.k	205	rule	ordinary		rule intPartAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	206	rule	ordinary		rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
ITEM	reference-semantics/semantics/float.k	207	rule	ordinary		rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
ITEM	reference-semantics/semantics/float.k	209	syntax	function+total	function,total,function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	210	rule	ordinary		rule fracPart(.IntSeq) => 0
ITEM	reference-semantics/semantics/float.k	211	rule	ordinary		rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
ITEM	reference-semantics/semantics/float.k	212	rule	ordinary		rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
ITEM	reference-semantics/semantics/float.k	213	rule	ordinary		rule fracAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	214	rule	ordinary		rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
ITEM	reference-semantics/semantics/float.k	215	syntax	function+total	function,total,function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/float.k	216	rule	ordinary		rule fracScale(.IntSeq) => 1
ITEM	reference-semantics/semantics/float.k	217	rule	ordinary		rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
ITEM	reference-semantics/semantics/float.k	218	rule	ordinary		rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
ITEM	reference-semantics/semantics/float.k	219	rule	ordinary		rule fscAcc(.IntSeq, A:Int) => A
ITEM	reference-semantics/semantics/float.k	220	rule	ordinary		rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
ITEM	reference-semantics/semantics/float.k	221	rule	ordinary		rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
ITEM	reference-semantics/semantics/float.k	222	rule	ordinary		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
ITEM	reference-semantics/semantics/float.k	223	rule	ordinary		rule applyBuiltin("float", F:Float, .Vals) => F
ITEM	reference-semantics/semantics/float.k	226	syntax	function+total+no-evaluators	function,total,symbol(divFloatIntV),no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
ITEM	reference-semantics/semantics/float.k	227	rule	concrete	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	228	rule	ordinary		rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
ITEM	reference-semantics/semantics/float.k	231	syntax	function+total+no-evaluators	function,total,symbol(intToF),no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	232	rule	concrete	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
ITEM	reference-semantics/semantics/float.k	233	rule	ordinary		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	234	rule	ordinary		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	235	rule	ordinary		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	236	rule	ordinary		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
ITEM	reference-semantics/semantics/float.k	237	rule	ordinary		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
ITEM	reference-semantics/semantics/float.k	238	rule	ordinary		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // (mixed Int/Float comparison is defined exactly above via ltIF/ltFI/eqIF; // the former floatLt(intToF(...)) duplicates were removed for exactness.)
ITEM	reference-semantics/semantics/float.k	243	syntax	function+total+no-evaluators	function,total,symbol(truncF),no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	244	rule	concrete	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
ITEM	reference-semantics/semantics/float.k	245	rule	ordinary		rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
ITEM	reference-semantics/semantics/float.k	247	rule	ordinary		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
ITEM	reference-semantics/semantics/float.k	248	rule	ordinary		rule applyBuiltin("float", F:Float, .Vals) => F
ITEM	reference-semantics/semantics/float.k	251	syntax	function+total+no-evaluators	function,total,symbol(roundF),no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	252	rule	concrete	concrete,concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete] // round(F, N): CPython rounds the EXACT binary value of F at the Nth decimal // place, half-to-even, then converts to the nearest double. The old code did // Int2Float(roundF(F *Float 10^N)) / 10^N — the float multiply F *Float 10^N // misrounds the half-way decision (witness: a Heron triangle area that must // round to 2.69 came out 2.68). Exact version, via arbitrary-precision integers: // F = numer / 2^k numer = Float2Int(F * 2^(52-e)), k = 52 - exponentFloat(F) // q = round-half-even( numer * 10^N , 2^k ) (exact big-integer round) // result = nearest double to q / 10^N // IEEE division is correctly rounded, so (double)q /Float (double)10^N equals // the nearest double to q/10^N whenever q and 10^N are exactly representable. // Guarded to finite F with |F| < 1e12 and |F|*10^N < 2^52 (keeps numer and q // exactly representable) and a non-subnormal exponent (avoids 2^k overflowing a // double); the exotic tail keeps the old path, so nothing regresses. // Opaque for kprove, [concrete] for krun.
ITEM	reference-semantics/semantics/float.k	271	syntax	function+total+no-evaluators	function,total,symbol(roundFN),no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
ITEM	reference-semantics/semantics/float.k	272	rule	ordinary		rule roundFN(F:Float, N:Int) => roundExactFN(F, N)
ITEM	reference-semantics/semantics/float.k	277	rule	concrete+owise	owise,concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [owise, concrete]
ITEM	reference-semantics/semantics/float.k	281	syntax	function	function	syntax Float ::= roundExactFN(Float, Int) [function]
ITEM	reference-semantics/semantics/float.k	282	rule	concrete	concrete	rule roundExactFN(F:Float, N:Int) => rheToFloat(rndHalfEven(rExNumer(F) *Int (10 ^Int N), rExDenom(F)), 10 ^Int N, F) [concrete]
ITEM	reference-semantics/semantics/float.k	287	syntax	function	function	syntax Int ::= rExK(Float) [function]
ITEM	reference-semantics/semantics/float.k	288	rule	concrete	concrete	rule rExK(F:Float) => 52 -Int exponentFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	289	syntax	function	function	syntax Int ::= rExNumer(Float) [function]
ITEM	reference-semantics/semantics/float.k	290	rule	concrete	concrete	rule rExNumer(F:Float) => Float2Int(F *Float Int2Float(2 ^Int rExK(F), 53, 11)) [concrete]
ITEM	reference-semantics/semantics/float.k	291	syntax	function	function	syntax Int ::= rExDenom(Float) [function]
ITEM	reference-semantics/semantics/float.k	292	rule	concrete	concrete	rule rExDenom(F:Float) => 2 ^Int rExK(F) [concrete]
ITEM	reference-semantics/semantics/float.k	296	syntax	function	function	syntax Int ::= rndHalfEven(Int, Int) [function]
ITEM	reference-semantics/semantics/float.k	297	rule	concrete	concrete	rule rndHalfEven(A:Int, B:Int) => rndHE(A divInt B, A modInt B, B) [concrete]
ITEM	reference-semantics/semantics/float.k	298	syntax	function	function	syntax Int ::= rndHE(Int, Int, Int) [function]
ITEM	reference-semantics/semantics/float.k	299	rule	concrete	concrete	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R <Int B [concrete]
ITEM	reference-semantics/semantics/float.k	300	rule	concrete	concrete	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R >Int B [concrete]
ITEM	reference-semantics/semantics/float.k	301	rule	concrete	concrete	rule rndHE(Q:Int, R:Int, B:Int) => Q requires 2 *Int R ==Int B andBool Q modInt 2 ==Int 0 [concrete]
ITEM	reference-semantics/semantics/float.k	302	rule	concrete	concrete	rule rndHE(Q:Int, R:Int, B:Int) => Q +Int 1 requires 2 *Int R ==Int B andBool Q modInt 2 =/=Int 0 [concrete]
ITEM	reference-semantics/semantics/float.k	305	syntax	function	function	syntax Float ::= rheToFloat(Int, Int, Float) [function]
ITEM	reference-semantics/semantics/float.k	306	rule	concrete	concrete	rule rheToFloat(0, _:Int, F:Float) => #if signFloat(F) #then --Float 0.0 #else 0.0 #fi [concrete]
ITEM	reference-semantics/semantics/float.k	307	rule	concrete	concrete	rule rheToFloat(Q:Int, SCALE:Int, _:Float) => Int2Float(Q, 53, 11) /Float Int2Float(SCALE, 53, 11) requires Q =/=Int 0 [concrete]
ITEM	reference-semantics/semantics/float.k	310	rule	ordinary		rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
ITEM	reference-semantics/semantics/float.k	311	rule	ordinary		rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
ITEM	reference-semantics/semantics/float.k	313	syntax	function+total+no-evaluators	function,total,symbol(sqrtF),no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
ITEM	reference-semantics/semantics/float.k	314	rule	concrete	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
ITEM	reference-semantics/semantics/float.k	315	syntax	data-syntax		syntax KItem ::= "#mathSqrt"
ITEM	reference-semantics/semantics/float.k	316	rule	priority	priority(40)	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
ITEM	reference-semantics/semantics/float.k	317	rule	ordinary		rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
ITEM	reference-semantics/semantics/float.k	318	rule	ordinary		rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
ITEM	reference-semantics/semantics/float.k	326	syntax	data-syntax		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
ITEM	reference-semantics/semantics/float.k	327	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	328	rule	ordinary		rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
ITEM	reference-semantics/semantics/float.k	329	rule	ordinary		rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
ITEM	reference-semantics/semantics/float.k	330	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	333	syntax	data-syntax		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
ITEM	reference-semantics/semantics/float.k	334	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
ITEM	reference-semantics/semantics/float.k	335	rule	ordinary		rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
ITEM	reference-semantics/semantics/float.k	336	rule	ordinary		rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
ITEM	reference-semantics/semantics/float.k	337	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	344	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #iterYield(V, R) ~> #maxContV(M) ... </k>
ITEM	reference-semantics/semantics/float.k	347	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #iterYield(V, R) ~> #minContV(M) ... </k>
ITEM	reference-semantics/semantics/float.k	355	syntax	data-syntax		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
ITEM	reference-semantics/semantics/float.k	356	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	359	rule	ordinary		rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
ITEM	reference-semantics/semantics/float.k	360	rule	ordinary		rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
ITEM	reference-semantics/semantics/float.k	361	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
ITEM	reference-semantics/semantics/float.k	364	rule	ordinary		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
ITEM	reference-semantics/semantics/functions.k	8	syntax	data-syntax		syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
ITEM	reference-semantics/semantics/functions.k	14	rule	ordinary	F <- closureVal(PNS,BODY,L)	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
ITEM	reference-semantics/semantics/functions.k	18	syntax	data-syntax		syntax Expr ::= closureExpr(ParamNames, Stmts)
ITEM	reference-semantics/semantics/functions.k	19	rule	ordinary		rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
ITEM	reference-semantics/semantics/functions.k	27	syntax	data-syntax		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
ITEM	reference-semantics/semantics/functions.k	31	syntax	data-syntax		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
ITEM	reference-semantics/semantics/functions.k	33	rule	ordinary		rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
ITEM	reference-semantics/semantics/functions.k	36	rule	ordinary	FV <- {M[FV	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/functions.k	42	rule	ordinary	F <- closureValC(PNS,CVS,BODY,CM)	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
ITEM	reference-semantics/semantics/functions.k	47	rule	ordinary		rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
ITEM	reference-semantics/semantics/functions.k	50	rule	ordinary		rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
ITEM	reference-semantics/semantics/functions.k	53	rule	ordinary	FV <- {M[FV	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/functions.k	59	rule	ordinary		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
ITEM	reference-semantics/semantics/functions.k	63	rule	ordinary		rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
ITEM	reference-semantics/semantics/functions.k	64	rule	ordinary	P <- V	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
ITEM	reference-semantics/semantics/functions.k	68	rule	ordinary	P	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
ITEM	reference-semantics/semantics/functions.k	78	rule	ordinary		rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
ITEM	reference-semantics/semantics/functions.k	80	rule	ordinary		rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
ITEM	reference-semantics/semantics/functions.k	85	rule	ordinary	L <- undef	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
ITEM	reference-semantics/semantics/int.k	7	rule	ordinary		rule applyUn("-", I:Int) => 0 -Int I
ITEM	reference-semantics/semantics/int.k	9	rule	ordinary		rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
ITEM	reference-semantics/semantics/int.k	11	rule	ordinary		rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
ITEM	reference-semantics/semantics/int.k	12	rule	ordinary		rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I // bool is a subtype of int: any Bool operand promotes to 0/1 and re-dispatches // to the Int cases (the "+" mixed cases above are kept, so "+" is excluded here // to avoid a duplicate rule — Bool + Bool still promotes via the Bool x Bool rule).
ITEM	reference-semantics/semantics/int.k	16	rule	ordinary		rule applyBin(OP:String, B1:Bool, B2:Bool) => applyBin(OP, boolAsInt(B1), boolAsInt(B2))
ITEM	reference-semantics/semantics/int.k	18	rule	ordinary		rule applyBin(OP:String, B:Bool, I:Int) => applyBin(OP, boolAsInt(B), I)
ITEM	reference-semantics/semantics/int.k	20	rule	ordinary		rule applyBin(OP:String, I:Int, B:Bool) => applyBin(OP, I, boolAsInt(B))
ITEM	reference-semantics/semantics/int.k	22	rule	ordinary		rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
ITEM	reference-semantics/semantics/int.k	23	rule	ordinary		rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
ITEM	reference-semantics/semantics/int.k	24	rule	ordinary		rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
ITEM	reference-semantics/semantics/int.k	25	rule	ordinary		rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
ITEM	reference-semantics/semantics/int.k	26	rule	ordinary		rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
ITEM	reference-semantics/semantics/int.k	28	syntax	function	function	syntax Int ::= pyMod(Int, Int) [function]
ITEM	reference-semantics/semantics/int.k	29	rule	ordinary		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
ITEM	reference-semantics/semantics/int.k	31	rule	ordinary		rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
ITEM	reference-semantics/semantics/int.k	32	rule	ordinary		rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
ITEM	reference-semantics/semantics/int.k	33	rule	ordinary		rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
ITEM	reference-semantics/semantics/int.k	34	rule	ordinary		rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
ITEM	reference-semantics/semantics/int.k	35	rule	ordinary		rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
ITEM	reference-semantics/semantics/int.k	36	rule	ordinary		rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
ITEM	reference-semantics/semantics/iter.k	8	syntax	data-syntax		syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
ITEM	reference-semantics/semantics/list.k	9	rule	ordinary		rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
ITEM	reference-semantics/semantics/list.k	10	rule	ordinary		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
ITEM	reference-semantics/semantics/list.k	13	syntax	data-syntax		syntax ApplyK ::= "toList"
ITEM	reference-semantics/semantics/list.k	14	rule	ordinary		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
ITEM	reference-semantics/semantics/list.k	15	rule	ordinary		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
ITEM	reference-semantics/semantics/list.k	18	syntax	function+total	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/list.k	19	rule	ordinary		rule valSeqConcat(.ValSeq, T:ValSeq) => T
