id	file	line	kind	attributes	disposition	declaration
K0415	semantics/float.k	31	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0416	semantics/float.k	32	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
K0417	semantics/float.k	37	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0418	semantics/float.k	38	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0419	semantics/float.k	39	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
K0420	semantics/float.k	43	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K0421	semantics/float.k	44	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
K0422	semantics/float.k	50	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0423	semantics/float.k	51	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0424	semantics/float.k	52	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K0425	semantics/float.k	54	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0426	semantics/float.k	55	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule absF(F:Float) => absFloat(F) [concrete]
K0427	semantics/float.k	56	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
K0428	semantics/float.k	61	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Import(_:String) => .K ... </k>
K0429	semantics/float.k	65	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= "#mathCeil"
K0430	semantics/float.k	66	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K0431	semantics/float.k	67	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
K0432	semantics/float.k	70	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= "#mathFloor"
K0433	semantics/float.k	71	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K0434	semantics/float.k	72	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K0435	semantics/float.k	73	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K0436	semantics/float.k	74	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule floorFI(I:Int) => I [concrete]
K0437	semantics/float.k	75	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
K0438	semantics/float.k	78	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
K0439	semantics/float.k	79	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
K0440	semantics/float.k	82	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K0441	semantics/float.k	83	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K0442	semantics/float.k	84	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K0443	semantics/float.k	85	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K0444	semantics/float.k	86	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K0445	semantics/float.k	87	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule toF(F:Float) => F [concrete]
K0446	semantics/float.k	88	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule toF(I:Int) => intToF(I) [concrete]
K0447	semantics/float.k	93	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K0448	semantics/float.k	94	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule ceilF(I:Int) => I [concrete]
K0449	semantics/float.k	95	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
K0450	semantics/float.k	99	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyUn("-", F:Float) => 0.0 -Float F
K0451	semantics/float.k	103	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0452	semantics/float.k	104	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0453	semantics/float.k	105	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K0454	semantics/float.k	107	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0455	semantics/float.k	108	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0456	semantics/float.k	109	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0457	semantics/float.k	111	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0458	semantics/float.k	112	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0459	semantics/float.k	113	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0460	semantics/float.k	115	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0461	semantics/float.k	116	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0462	semantics/float.k	117	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0463	semantics/float.k	119	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0464	semantics/float.k	120	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0465	semantics/float.k	121	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0466	semantics/float.k	125	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K0467	semantics/float.k	126	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K0468	semantics/float.k	127	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
K0469	semantics/float.k	128	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K0470	semantics/float.k	129	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
K0471	semantics/float.k	132	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K0472	semantics/float.k	133	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K0473	semantics/float.k	134	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0474	semantics/float.k	135	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0475	semantics/float.k	136	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0476	semantics/float.k	137	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0477	semantics/float.k	138	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0478	semantics/float.k	139	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0479	semantics/float.k	142	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K0480	semantics/float.k	143	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K0481	semantics/float.k	144	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K0482	semantics/float.k	145	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K0483	semantics/float.k	146	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K0484	semantics/float.k	147	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K0485	semantics/float.k	148	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0486	semantics/float.k	149	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0487	semantics/float.k	150	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0488	semantics/float.k	151	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0489	semantics/float.k	154	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K0490	semantics/float.k	155	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
K0491	semantics/float.k	160	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K0492	semantics/float.k	161	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K0493	semantics/float.k	162	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
K0494	semantics/float.k	165	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= headIS(IntSeq) [function]
K0495	semantics/float.k	166	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule headIS(iCons(C:Int, _:IntSeq)) => C
K0496	semantics/float.k	167	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K0497	semantics/float.k	168	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K0498	semantics/float.k	169	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intPartAcc(.IntSeq, A:Int) => A
K0499	semantics/float.k	170	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K0500	semantics/float.k	171	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
K0501	semantics/float.k	173	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K0502	semantics/float.k	174	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracPart(.IntSeq) => 0
K0503	semantics/float.k	175	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K0504	semantics/float.k	176	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K0505	semantics/float.k	177	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracAcc(.IntSeq, A:Int) => A
K0506	semantics/float.k	178	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K0507	semantics/float.k	179	syntax	function,total	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K0508	semantics/float.k	180	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracScale(.IntSeq) => 1
K0509	semantics/float.k	181	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K0510	semantics/float.k	182	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K0511	semantics/float.k	183	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fscAcc(.IntSeq, A:Int) => A
K0512	semantics/float.k	184	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K0513	semantics/float.k	185	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K0514	semantics/float.k	186	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0515	semantics/float.k	187	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("float", F:Float, .Vals) => F
K0516	semantics/float.k	190	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K0517	semantics/float.k	191	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K0518	semantics/float.k	192	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
K0519	semantics/float.k	195	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K0520	semantics/float.k	196	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K0521	semantics/float.k	197	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K0522	semantics/float.k	198	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K0523	semantics/float.k	199	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K0524	semantics/float.k	200	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K0525	semantics/float.k	201	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K0526	semantics/float.k	202	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K0527	semantics/float.k	203	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K0528	semantics/float.k	204	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K0529	semantics/float.k	205	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K0530	semantics/float.k	206	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
K0531	semantics/float.k	209	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K0532	semantics/float.k	210	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K0533	semantics/float.k	211	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K0534	semantics/float.k	213	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K0535	semantics/float.k	214	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("float", F:Float, .Vals) => F
K0536	semantics/float.k	217	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K0537	semantics/float.k	218	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
K0538	semantics/float.k	223	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
K0539	semantics/float.k	224	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
K0540	semantics/float.k	227	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
K0541	semantics/float.k	228	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
K0542	semantics/float.k	230	syntax	function,total,no-evaluators	SUPPLIED_OPAQUE_UNUSED_BY_PROGRAM	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
K0543	semantics/float.k	231	rule	concrete	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
K0544	semantics/float.k	232	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= "#mathSqrt"
K0545	semantics/float.k	233	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
K0546	semantics/float.k	234	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
K0547	semantics/float.k	235	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
K0548	semantics/float.k	243	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
K0549	semantics/float.k	244	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0550	semantics/float.k	245	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
K0551	semantics/float.k	246	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
K0552	semantics/float.k	247	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
K0553	semantics/float.k	250	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
K0554	semantics/float.k	251	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
K0555	semantics/float.k	252	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
K0556	semantics/float.k	253	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
K0557	semantics/float.k	254	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
K0558	semantics/float.k	261	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
K0559	semantics/float.k	262	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
K0560	semantics/float.k	265	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
