id	location	module	kind	attributes	declaration
503	reference-semantics/semantics/dict.k:98	MPY-DICT	rule		rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
504	reference-semantics/semantics/dict.k:99	MPY-DICT	rule		rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
505	reference-semantics/semantics/dict.k:101	MPY-DICT	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
506	reference-semantics/semantics/dict.k:102	MPY-DICT	rule		rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
507	reference-semantics/semantics/dict.k:103	MPY-DICT	rule		rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
508	reference-semantics/semantics/dict.k:104	MPY-DICT	endmodule		endmodule
509	reference-semantics/semantics/float.k:14	MPY-FLOAT	module		module MPY-FLOAT
510	reference-semantics/semantics/float.k:15	MPY-FLOAT	imports		imports MPY-OPERATORS
511	reference-semantics/semantics/float.k:16	MPY-FLOAT	imports		imports MPY-BUILTINS
512	reference-semantics/semantics/float.k:17	MPY-FLOAT	imports		imports FLOAT // Float is a value; the float literal evaluates to the K Float.
513	reference-semantics/semantics/float.k:20	MPY-FLOAT	syntax		syntax Val ::= Float
514	reference-semantics/semantics/float.k:21	MPY-FLOAT	rule		rule <k> Float(F:Float) => F ... </k> // Int / float true division. OPAQUE for kprove (no-evaluators); concrete for krun.
515	reference-semantics/semantics/float.k:24	MPY-FLOAT	syntax	function, total, symbol(intFloatDiv), no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
516	reference-semantics/semantics/float.k:25	MPY-FLOAT	rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
517	reference-semantics/semantics/float.k:27	MPY-FLOAT	rule		rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F) // Int / Int true division (Python: always a float). OPAQUE for kprove; concrete for krun.
518	reference-semantics/semantics/float.k:30	MPY-FLOAT	syntax	function, total, symbol(divII), no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
519	reference-semantics/semantics/float.k:31	MPY-FLOAT	rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
520	reference-semantics/semantics/float.k:32	MPY-FLOAT	rule		rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2) // float % float (e.g. `number % 1.0` = the fractional part). OPAQUE for kprove, concrete for // krun. Python's float `%` is floor-based: a % b = a - floor(a/b)*b (K's %Float is IEEE // remainder, which differs — 3.5 %Float 1.0 = -0.5 vs Python 0.5 — so it is NOT used).
521	reference-semantics/semantics/float.k:37	MPY-FLOAT	syntax	function, total, symbol(floatMod), no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
522	reference-semantics/semantics/float.k:38	MPY-FLOAT	rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
523	reference-semantics/semantics/float.k:39	MPY-FLOAT	rule		rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2) // float equality — for concrete krun asserts (e.g. `area == 7.5`); the FLOAT.eq hook is fine on // concrete floats. kprove proofs return floats structurally and do not compare them.
524	reference-semantics/semantics/float.k:43	MPY-FLOAT	rule		rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
525	reference-semantics/semantics/float.k:44	MPY-FLOAT	rule		rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2) // float `<` and abs — OPAQUE for kprove ([no-evaluators], so a SYMBOLIC float compare stays an // uninterpreted Bool a proof case-splits on — a SINGLE compare per branch, not a nonlinear cascade), // [concrete] for krun. Additive, sort-disjoint from the Int rules. (has_close_elements: the pairwise // `abs(a-b) < t` proximity test.)
526	reference-semantics/semantics/float.k:50	MPY-FLOAT	syntax	function, total, symbol(floatLt), no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
527	reference-semantics/semantics/float.k:51	MPY-FLOAT	rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
528	reference-semantics/semantics/float.k:52	MPY-FLOAT	rule		rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
529	reference-semantics/semantics/float.k:54	MPY-FLOAT	syntax	function, total, symbol(absF), no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
530	reference-semantics/semantics/float.k:55	MPY-FLOAT	rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
531	reference-semantics/semantics/float.k:56	MPY-FLOAT	rule		rule applyBuiltin("abs", F:Float, .Vals) => absF(F) // ==== math.ceil =========================================================== // `import X` is a no-op (we intercept the specific math functions syntactically; `math` itself is // never bound as a value).
532	reference-semantics/semantics/float.k:61	MPY-FLOAT	rule		rule <k> Import(_:String) => .K ... </k> // math.ceil(x): ceiling to an int. Intercepted at the Call BEFORE `math` is looked up (higher // priority than the generic Attribute/method dispatch in call.k).
533	reference-semantics/semantics/float.k:65	MPY-FLOAT	syntax		syntax KItem ::= "#mathCeil"
534	reference-semantics/semantics/float.k:66	MPY-FLOAT	rule	priority(40)	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
535	reference-semantics/semantics/float.k:67	MPY-FLOAT	rule		rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k> // math.floor(x) — same interception shape as math.ceil
536	reference-semantics/semantics/float.k:70	MPY-FLOAT	syntax		syntax KItem ::= "#mathFloor"
537	reference-semantics/semantics/float.k:71	MPY-FLOAT	rule	priority(40)	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
538	reference-semantics/semantics/float.k:72	MPY-FLOAT	rule		rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
539	reference-semantics/semantics/float.k:73	MPY-FLOAT	syntax	function, total, symbol(floorFI)	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
540	reference-semantics/semantics/float.k:74	MPY-FLOAT	rule	concrete	rule floorFI(I:Int) => I [concrete]
541	reference-semantics/semantics/float.k:75	MPY-FLOAT	rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete] // bare floor/ceil (bound by `from math import floor, ceil`)
542	reference-semantics/semantics/float.k:78	MPY-FLOAT	rule		rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
543	reference-semantics/semantics/float.k:79	MPY-FLOAT	rule		rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V) // math.pow(x, y) — a two-arg interception onto powF (ints promote)
544	reference-semantics/semantics/float.k:82	MPY-FLOAT	syntax		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
545	reference-semantics/semantics/float.k:83	MPY-FLOAT	rule	priority(40)	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
546	reference-semantics/semantics/float.k:84	MPY-FLOAT	rule		rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
547	reference-semantics/semantics/float.k:85	MPY-FLOAT	rule		rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
548	reference-semantics/semantics/float.k:86	MPY-FLOAT	syntax	function, total, symbol(toF)	syntax Float ::= toF(Val) [function, total, symbol(toF)]
549	reference-semantics/semantics/float.k:87	MPY-FLOAT	rule	concrete	rule toF(F:Float) => F [concrete]
550	reference-semantics/semantics/float.k:88	MPY-FLOAT	rule	concrete	rule toF(I:Int) => intToF(I) [concrete] // ceilF: math.ceil as an Int. TOTAL (K trusts it; a symbolic list element stays opaque for // kprove — structural). [concrete] so the Int2Float/ceilFloat hooks only run for krun (llvm). // Matches Python incl. negatives: ceil(-2.4) = -2 = Float2Int(ceilFloat(-2.4)).
551	reference-semantics/semantics/float.k:93	MPY-FLOAT	syntax	function, total, symbol(ceilF)	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
552	reference-semantics/semantics/float.k:94	MPY-FLOAT	rule	concrete	rule ceilF(I:Int) => I [concrete]
553	reference-semantics/semantics/float.k:95	MPY-FLOAT	rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete] // unary minus on a float (e.g. the literal -2.4 = UnaryOp("-", Float(2.4))). Concrete for krun; // proofs use symbolic elements, never a float literal.
554	reference-semantics/semantics/float.k:99	MPY-FLOAT	rule		rule applyUn("-", F:Float) => 0.0 -Float F // ---- float - / / / + (OPAQUE for kprove [no-evaluators], concrete for krun) — for float-list // element maps (x - lo) / (hi - lo). Mirror intFloatDiv: additive, sort-disjoint from the Int rules.
555	reference-semantics/semantics/float.k:103	MPY-FLOAT	syntax	function, total, symbol(subF), no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
556	reference-semantics/semantics/float.k:104	MPY-FLOAT	rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
557	reference-semantics/semantics/float.k:105	MPY-FLOAT	rule		rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
558	reference-semantics/semantics/float.k:107	MPY-FLOAT	syntax	function, total, symbol(divF), no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
559	reference-semantics/semantics/float.k:108	MPY-FLOAT	rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
560	reference-semantics/semantics/float.k:109	MPY-FLOAT	rule		rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
561	reference-semantics/semantics/float.k:111	MPY-FLOAT	syntax	function, total, symbol(addF), no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
562	reference-semantics/semantics/float.k:112	MPY-FLOAT	rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
563	reference-semantics/semantics/float.k:113	MPY-FLOAT	rule		rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
564	reference-semantics/semantics/float.k:115	MPY-FLOAT	syntax	function, total, symbol(mulF), no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
565	reference-semantics/semantics/float.k:116	MPY-FLOAT	rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
566	reference-semantics/semantics/float.k:117	MPY-FLOAT	rule		rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
567	reference-semantics/semantics/float.k:119	MPY-FLOAT	syntax	function, total, symbol(powF), no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
568	reference-semantics/semantics/float.k:120	MPY-FLOAT	rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
569	reference-semantics/semantics/float.k:121	MPY-FLOAT	rule		rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----
570	reference-semantics/semantics/float.k:125	MPY-FLOAT	syntax	function, total, symbol(gtF), no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
571	reference-semantics/semantics/float.k:126	MPY-FLOAT	rule	concrete	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
572	reference-semantics/semantics/float.k:127	MPY-FLOAT	rule		rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
573	reference-semantics/semantics/float.k:128	MPY-FLOAT	rule		rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
574	reference-semantics/semantics/float.k:129	MPY-FLOAT	rule		rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----
575	reference-semantics/semantics/float.k:132	MPY-FLOAT	rule		rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
576	reference-semantics/semantics/float.k:133	MPY-FLOAT	rule		rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
577	reference-semantics/semantics/float.k:134	MPY-FLOAT	rule		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
578	reference-semantics/semantics/float.k:135	MPY-FLOAT	rule		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
579	reference-semantics/semantics/float.k:136	MPY-FLOAT	rule		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
580	reference-semantics/semantics/float.k:137	MPY-FLOAT	rule		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
581	reference-semantics/semantics/float.k:138	MPY-FLOAT	rule		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
582	reference-semantics/semantics/float.k:139	MPY-FLOAT	rule		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----
583	reference-semantics/semantics/float.k:142	MPY-FLOAT	syntax	function, total, symbol(eqF), no-evaluators	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
584	reference-semantics/semantics/float.k:143	MPY-FLOAT	rule	concrete	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
585	reference-semantics/semantics/float.k:144	MPY-FLOAT	rule		rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
586	reference-semantics/semantics/float.k:145	MPY-FLOAT	rule		rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
587	reference-semantics/semantics/float.k:146	MPY-FLOAT	rule		rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
588	reference-semantics/semantics/float.k:147	MPY-FLOAT	rule		rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
589	reference-semantics/semantics/float.k:148	MPY-FLOAT	rule		rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
590	reference-semantics/semantics/float.k:149	MPY-FLOAT	rule		rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
591	reference-semantics/semantics/float.k:150	MPY-FLOAT	rule		rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
592	reference-semantics/semantics/float.k:151	MPY-FLOAT	rule		rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
593	reference-semantics/semantics/float.k:154	MPY-FLOAT	rule		rule applyCmp("==", V:Val, noneV) => V ==K noneV
594	reference-semantics/semantics/float.k:155	MPY-FLOAT	rule		rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
595	reference-semantics/semantics/float.k:160	MPY-FLOAT	syntax	function, total, symbol(decStrToF), no-evaluators	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
596	reference-semantics/semantics/float.k:161	MPY-FLOAT	rule	concrete	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
597	reference-semantics/semantics/float.k:162	MPY-FLOAT	rule	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
598	reference-semantics/semantics/float.k:165	MPY-FLOAT	syntax	function	syntax Int ::= headIS(IntSeq) [function]
599	reference-semantics/semantics/float.k:166	MPY-FLOAT	rule		rule headIS(iCons(C:Int, _:IntSeq)) => C
600	reference-semantics/semantics/float.k:167	MPY-FLOAT	syntax	function, total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
601	reference-semantics/semantics/float.k:168	MPY-FLOAT	rule		rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
602	reference-semantics/semantics/float.k:169	MPY-FLOAT	rule		rule intPartAcc(.IntSeq, A:Int) => A
603	reference-semantics/semantics/float.k:170	MPY-FLOAT	rule		rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
604	reference-semantics/semantics/float.k:171	MPY-FLOAT	rule		rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
605	reference-semantics/semantics/float.k:173	MPY-FLOAT	syntax	function, total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
606	reference-semantics/semantics/float.k:174	MPY-FLOAT	rule		rule fracPart(.IntSeq) => 0
607	reference-semantics/semantics/float.k:175	MPY-FLOAT	rule		rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
608	reference-semantics/semantics/float.k:176	MPY-FLOAT	rule		rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
609	reference-semantics/semantics/float.k:177	MPY-FLOAT	rule		rule fracAcc(.IntSeq, A:Int) => A
610	reference-semantics/semantics/float.k:178	MPY-FLOAT	rule		rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
611	reference-semantics/semantics/float.k:179	MPY-FLOAT	syntax	function, total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
612	reference-semantics/semantics/float.k:180	MPY-FLOAT	rule		rule fracScale(.IntSeq) => 1
613	reference-semantics/semantics/float.k:181	MPY-FLOAT	rule		rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
614	reference-semantics/semantics/float.k:182	MPY-FLOAT	rule		rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
615	reference-semantics/semantics/float.k:183	MPY-FLOAT	rule		rule fscAcc(.IntSeq, A:Int) => A
616	reference-semantics/semantics/float.k:184	MPY-FLOAT	rule		rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
617	reference-semantics/semantics/float.k:185	MPY-FLOAT	rule		rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
618	reference-semantics/semantics/float.k:186	MPY-FLOAT	rule		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
619	reference-semantics/semantics/float.k:187	MPY-FLOAT	rule		rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----
620	reference-semantics/semantics/float.k:190	MPY-FLOAT	syntax	function, total, symbol(divFloatIntV), no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
621	reference-semantics/semantics/float.k:191	MPY-FLOAT	rule	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
622	reference-semantics/semantics/float.k:192	MPY-FLOAT	rule		rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
623	reference-semantics/semantics/float.k:195	MPY-FLOAT	syntax	function, total, symbol(intToF), no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
624	reference-semantics/semantics/float.k:196	MPY-FLOAT	rule	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
625	reference-semantics/semantics/float.k:197	MPY-FLOAT	rule		rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
626	reference-semantics/semantics/float.k:198	MPY-FLOAT	rule		rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
627	reference-semantics/semantics/float.k:199	MPY-FLOAT	rule		rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
628	reference-semantics/semantics/float.k:200	MPY-FLOAT	rule		rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
629	reference-semantics/semantics/float.k:201	MPY-FLOAT	rule		rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
630	reference-semantics/semantics/float.k:202	MPY-FLOAT	rule		rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
631	reference-semantics/semantics/float.k:203	MPY-FLOAT	rule		rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
632	reference-semantics/semantics/float.k:204	MPY-FLOAT	rule		rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
633	reference-semantics/semantics/float.k:205	MPY-FLOAT	rule		rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
634	reference-semantics/semantics/float.k:206	MPY-FLOAT	rule		rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
635	reference-semantics/semantics/float.k:209	MPY-FLOAT	syntax	function, total, symbol(truncF), no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
636	reference-semantics/semantics/float.k:210	MPY-FLOAT	rule	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
637	reference-semantics/semantics/float.k:211	MPY-FLOAT	rule		rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
638	reference-semantics/semantics/float.k:213	MPY-FLOAT	rule		rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
639	reference-semantics/semantics/float.k:214	MPY-FLOAT	rule		rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
640	reference-semantics/semantics/float.k:217	MPY-FLOAT	syntax	function, total, symbol(roundF), no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
641	reference-semantics/semantics/float.k:218	MPY-FLOAT	rule	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
642	reference-semantics/semantics/float.k:223	MPY-FLOAT	syntax	function, total, symbol(roundFN), no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
643	reference-semantics/semantics/float.k:224	MPY-FLOAT	rule	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
644	reference-semantics/semantics/float.k:227	MPY-FLOAT	rule		rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
645	reference-semantics/semantics/float.k:228	MPY-FLOAT	rule		rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
646	reference-semantics/semantics/float.k:230	MPY-FLOAT	syntax	function, total, symbol(sqrtF), no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
647	reference-semantics/semantics/float.k:231	MPY-FLOAT	rule	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
648	reference-semantics/semantics/float.k:232	MPY-FLOAT	syntax		syntax KItem ::= "#mathSqrt"
649	reference-semantics/semantics/float.k:233	MPY-FLOAT	rule	priority(40)	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
650	reference-semantics/semantics/float.k:234	MPY-FLOAT	rule		rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
651	reference-semantics/semantics/float.k:235	MPY-FLOAT	rule		rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k> // ---- min / max over a FLOAT list — FLOAT branch of the shared #minCont0/#maxCont0 folds (which // seed/step with `requires isInt(V)`, so they are STUCK on floats). These add the `requires // isFloat(V)` seed + a Float-accumulator fold via K's minFloat/maxFloat — concrete for krun. A proof // over a SYMBOLIC float list intercepts min/max problem-locally to an opaque minVF/maxVF (at // #applyK, priority 40, in its verification.k) BEFORE #minAcc0, so this fold is krun-only. Additive: // the isFloat guard is disjoint from the existing isInt one.
652	reference-semantics/semantics/float.k:243	MPY-FLOAT	syntax		syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
653	reference-semantics/semantics/float.k:244	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
654	reference-semantics/semantics/float.k:245	MPY-FLOAT	rule		rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
655	reference-semantics/semantics/float.k:246	MPY-FLOAT	rule		rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
656	reference-semantics/semantics/float.k:247	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
657	reference-semantics/semantics/float.k:250	MPY-FLOAT	syntax		syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
658	reference-semantics/semantics/float.k:251	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
659	reference-semantics/semantics/float.k:252	MPY-FLOAT	rule		rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
660	reference-semantics/semantics/float.k:253	MPY-FLOAT	rule		rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
661	reference-semantics/semantics/float.k:254	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V) // ---- sum over a float list (krun; mirrors the min/max float paths). The Int-only shared // #sumCont sticks on a Float yield; switch to a Float-headed fold via addF (concrete twin). // The switch guard carries the SYNTACTIC negation of the Int rule's guard so a symbolic proof // with isInt(V) in its path condition refutes this branch without sort reasoning.
662	reference-semantics/semantics/float.k:261	MPY-FLOAT	syntax		syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
663	reference-semantics/semantics/float.k:262	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
664	reference-semantics/semantics/float.k:265	MPY-FLOAT	rule		rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
665	reference-semantics/semantics/float.k:266	MPY-FLOAT	rule		rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
666	reference-semantics/semantics/float.k:267	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
667	reference-semantics/semantics/float.k:270	MPY-FLOAT	rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
668	reference-semantics/semantics/float.k:273	MPY-FLOAT	endmodule		endmodule
