file,line,kind,class,attributes,opaque,origin,decision,statement
reference-semantics/semantics/sort.k,20,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule sortVS(.ValSeq)                => .ValSeq          [concrete]
reference-semantics/semantics/sort.k,21,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]"
reference-semantics/semantics/sort.k,22,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]"
reference-semantics/semantics/sort.k,23,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]"
reference-semantics/semantics/sort.k,24,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]"
reference-semantics/semantics/sort.k,26,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]"
reference-semantics/semantics/sort.k,27,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]"
reference-semantics/semantics/sort.k,28,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]"
reference-semantics/semantics/sort.k,29,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]"
reference-semantics/semantics/sort.k,31,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]"
reference-semantics/semantics/sort.k,36,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
reference-semantics/semantics/sort.k,40,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
reference-semantics/semantics/sort.k,49,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]"
reference-semantics/semantics/sort.k,51,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]"
reference-semantics/semantics/sort.k,53,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)"
reference-semantics/semantics/sort.k,54,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule revVSAcc(.ValSeq, A:ValSeq) => A"
reference-semantics/semantics/sort.k,55,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))"
reference-semantics/semantics/sort.k,57,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]"
reference-semantics/semantics/sort.k,58,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule condRev(S:ValSeq, false) => S"
reference-semantics/semantics/sort.k,59,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule condRev(S:ValSeq, true)  => revVS(S)"
reference-semantics/semantics/sort.k,61,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
reference-semantics/semantics/sort.k,63,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
reference-semantics/semantics/sort.k,65,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
reference-semantics/semantics/str.k,8,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k,9,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>"
reference-semantics/semantics/str.k,13,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k,14,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k,15,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strToCodes("""") => .IntSeq"
reference-semantics/semantics/str.k,16,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
reference-semantics/semantics/str.k,20,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]"
reference-semantics/semantics/str.k,21,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule seqConcat(.IntSeq, T:IntSeq)                => T"
reference-semantics/semantics/str.k,22,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))"
reference-semantics/semantics/str.k,24,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
reference-semantics/semantics/str.k,25,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
reference-semantics/semantics/str.k,26,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
reference-semantics/semantics/str.k,29,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
reference-semantics/semantics/str.k,30,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
reference-semantics/semantics/str.k,32,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]"
reference-semantics/semantics/str.k,33,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strPrefix(.IntSeq, _:IntSeq)               => true"
reference-semantics/semantics/str.k,34,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false"
reference-semantics/semantics/str.k,35,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)"
reference-semantics/semantics/str.k,37,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]"
reference-semantics/semantics/str.k,38,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)"
reference-semantics/semantics/str.k,39,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)"
reference-semantics/semantics/str.k,40,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))"
reference-semantics/semantics/str.k,48,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]"
reference-semantics/semantics/str.k,49,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(.IntSeq, .IntSeq)                => false"
reference-semantics/semantics/str.k,50,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true"
reference-semantics/semantics/str.k,51,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false"
reference-semantics/semantics/str.k,52,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B"
reference-semantics/semantics/str.k,53,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B"
reference-semantics/semantics/str.k,54,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B"
reference-semantics/semantics/str.k,56,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
reference-semantics/semantics/str.k,57,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
reference-semantics/semantics/str.k,58,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
reference-semantics/semantics/str.k,59,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
reference-semantics/semantics/subscript.k,11,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= valSeqAt(ValSeq, Int) [function, total]"
reference-semantics/semantics/subscript.k,12,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V"
reference-semantics/semantics/subscript.k,13,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0"
reference-semantics/semantics/subscript.k,16,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= intSeqAt(IntSeq, Int) [function]"
reference-semantics/semantics/subscript.k,17,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C"
reference-semantics/semantics/subscript.k,18,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0"
reference-semantics/semantics/subscript.k,21,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= normIdx(Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,22,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0"
reference-semantics/semantics/subscript.k,23,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0"
reference-semantics/semantics/subscript.k,27,context,context,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"context Subscript(HOLE, _)"
reference-semantics/semantics/subscript.k,28,context,context,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"context Subscript(_:Val, HOLE:Expr)"
reference-semantics/semantics/subscript.k,31,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]"
reference-semantics/semantics/subscript.k,35,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>"
reference-semantics/semantics/subscript.k,37,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= applyIndex(Val, Int) [function]"
reference-semantics/semantics/subscript.k,38,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))"
reference-semantics/semantics/subscript.k,39,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))"
reference-semantics/semantics/subscript.k,40,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))"
reference-semantics/semantics/subscript.k,44,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
reference-semantics/semantics/subscript.k,49,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax OptInt ::= ""noB"" | someB(Int)"
reference-semantics/semantics/subscript.k,50,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k,51,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k,52,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k,54,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>"
reference-semantics/semantics/subscript.k,55,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>"
reference-semantics/semantics/subscript.k,56,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>"
reference-semantics/semantics/subscript.k,58,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]"
reference-semantics/semantics/subscript.k,61,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>"
reference-semantics/semantics/subscript.k,63,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]"
reference-semantics/semantics/subscript.k,64,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))"
reference-semantics/semantics/subscript.k,66,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))"
reference-semantics/semantics/subscript.k,68,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))"
reference-semantics/semantics/subscript.k,72,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= slStep(OptInt) [function, total]"
reference-semantics/semantics/subscript.k,73,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule slStep(noB)          => 1
reference-semantics/semantics/subscript.k,74,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k,76,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= slStart(OptInt, OptInt, Int) [function]"
reference-semantics/semantics/subscript.k,77,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0"
reference-semantics/semantics/subscript.k,79,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0"
reference-semantics/semantics/subscript.k,81,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))"
reference-semantics/semantics/subscript.k,83,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= slStop(OptInt, OptInt, Int) [function]"
reference-semantics/semantics/subscript.k,84,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0"
reference-semantics/semantics/subscript.k,86,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0"
reference-semantics/semantics/subscript.k,88,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))"
reference-semantics/semantics/subscript.k,90,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= slAdjust(Int, Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,91,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0"
reference-semantics/semantics/subscript.k,93,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0"
reference-semantics/semantics/subscript.k,96,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= clampLo(Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,97,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0"
reference-semantics/semantics/subscript.k,99,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0"
reference-semantics/semantics/subscript.k,102,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= clampHi(Int, Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,103,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN"
reference-semantics/semantics/subscript.k,105,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN"
reference-semantics/semantics/subscript.k,109,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]"
reference-semantics/semantics/subscript.k,110,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)"
reference-semantics/semantics/subscript.k,113,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))"
