id	file	lines	kind	source_class	semantic_class	attributes	declaration
K0842	reference-semantics/semantics/methods.k	169-169	rule	trusted-supplied	equational-rule		rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
K0843	reference-semantics/semantics/operators.k	6-6	module	trusted-supplied	module		module MPY-OPERATORS
K0844	reference-semantics/semantics/operators.k	7-7	imports	trusted-supplied	imports		imports MPY-CORE
K0845	reference-semantics/semantics/operators.k	8-8	imports	trusted-supplied	imports		imports MPY-ITER
K0846	reference-semantics/semantics/operators.k	10-10	rule	trusted-supplied	operational-rule		rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
K0847	reference-semantics/semantics/operators.k	12-12	rule	trusted-supplied	operational-rule		rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
K0848	reference-semantics/semantics/operators.k	15-15	context	trusted-supplied	evaluation-context		context Compare(HOLE, _)
K0849	reference-semantics/semantics/operators.k	16-16	context	trusted-supplied	evaluation-context		context Compare(_:Val, CmpOp(_, HOLE))
K0850	reference-semantics/semantics/operators.k	17-17	rule	trusted-supplied	operational-rule	owise	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
K0851	reference-semantics/semantics/operators.k	19-19	rule	trusted-supplied	equational-rule		rule applyCmp("is", V:Val, noneV) => V ==K noneV
K0852	reference-semantics/semantics/operators.k	20-20	rule	trusted-supplied	equational-rule		rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
K0853	reference-semantics/semantics/operators.k	25-27	rule	trusted-supplied	operational-rule	priority(40)	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0854	reference-semantics/semantics/operators.k	28-31	rule	trusted-supplied	operational-rule	priority(40)	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
K0855	reference-semantics/semantics/operators.k	34-37	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
K0856	reference-semantics/semantics/operators.k	38-42	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
K0857	reference-semantics/semantics/operators.k	44-46	rule	trusted-supplied	operational-rule	priority(40)	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0858	reference-semantics/semantics/range.k	5-5	module	trusted-supplied	module		module MPY-RANGE
K0859	reference-semantics/semantics/range.k	6-6	imports	trusted-supplied	imports		imports MPY-CORE
K0860	reference-semantics/semantics/range.k	7-7	imports	trusted-supplied	imports		imports MPY-ITER
K0861	reference-semantics/semantics/range.k	9-9	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0862	reference-semantics/semantics/range.k	10-10	rule	trusted-supplied	equational-rule		rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0863	reference-semantics/semantics/range.k	12-12	syntax	trusted-supplied	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0864	reference-semantics/semantics/range.k	13-14	rule	trusted-supplied	equational-rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
K0865	reference-semantics/semantics/range.k	15-16	rule	trusted-supplied	equational-rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
K0866	reference-semantics/semantics/range.k	17-18	rule	trusted-supplied	equational-rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
K0867	reference-semantics/semantics/range.k	20-22	rule	trusted-supplied	operational-rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
K0868	reference-semantics/semantics/range.k	23-24	rule	trusted-supplied	operational-rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K0869	reference-semantics/semantics/set.k	3-3	module	trusted-supplied	module		module MPY-SET
K0870	reference-semantics/semantics/set.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0871	reference-semantics/semantics/set.k	8-8	syntax	trusted-supplied	syntax		syntax Val ::= setV(IntSeq)
K0872	reference-semantics/semantics/set.k	11-11	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0873	reference-semantics/semantics/set.k	12-12	rule	trusted-supplied	equational-rule		rule codeIn(_:Int, .IntSeq) => false
K0874	reference-semantics/semantics/set.k	13-13	rule	trusted-supplied	equational-rule		rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K0875	reference-semantics/semantics/set.k	16-17	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
K0876	reference-semantics/semantics/set.k	18-18	rule	trusted-supplied	equational-rule		rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0877	reference-semantics/semantics/set.k	19-19	rule	trusted-supplied	equational-rule		rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0878	reference-semantics/semantics/set.k	20-21	rule	trusted-supplied	equational-rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K0879	reference-semantics/semantics/set.k	22-23	rule	trusted-supplied	equational-rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K0880	reference-semantics/semantics/set.k	25-25	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0881	reference-semantics/semantics/set.k	26-26	rule	trusted-supplied	equational-rule		rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
K0882	reference-semantics/semantics/set.k	27-27	rule	trusted-supplied	equational-rule		rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0883	reference-semantics/semantics/set.k	31-31	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0884	reference-semantics/semantics/set.k	32-32	rule	trusted-supplied	equational-rule		rule subsetCodes(.IntSeq, _:IntSeq) => true
K0885	reference-semantics/semantics/set.k	33-33	rule	trusted-supplied	equational-rule		rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0886	reference-semantics/semantics/set.k	35-35	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0887	reference-semantics/semantics/set.k	36-36	rule	trusted-supplied	equational-rule		rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0888	reference-semantics/semantics/set.k	39-39	rule	trusted-supplied	equational-rule		rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0889	reference-semantics/semantics/sort.k	10-10	module	trusted-supplied	module		module MPY-SORT
K0890	reference-semantics/semantics/sort.k	11-11	imports	trusted-supplied	imports		imports MPY-BUILTINS
K0891	reference-semantics/semantics/sort.k	12-12	imports	trusted-supplied	imports		imports MPY-SUBSCRIPT
K0892	reference-semantics/semantics/sort.k	18-18	syntax	trusted-supplied	syntax	function, total, symbol(sortVS), no-evaluators	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0893	reference-semantics/semantics/sort.k	19-19	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0894	reference-semantics/semantics/sort.k	20-20	rule	trusted-supplied	equational-rule	concrete	rule sortVS(.ValSeq) => .ValSeq [concrete]
K0895	reference-semantics/semantics/sort.k	21-21	rule	trusted-supplied	equational-rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0896	reference-semantics/semantics/sort.k	22-22	rule	trusted-supplied	equational-rule	concrete	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
K0897	reference-semantics/semantics/sort.k	23-23	rule	trusted-supplied	equational-rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0898	reference-semantics/semantics/sort.k	24-24	rule	trusted-supplied	equational-rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
K0899	reference-semantics/semantics/sort.k	26-26	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0900	reference-semantics/semantics/sort.k	27-27	rule	trusted-supplied	equational-rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0901	reference-semantics/semantics/sort.k	28-28	rule	trusted-supplied	equational-rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0902	reference-semantics/semantics/sort.k	29-30	rule	trusted-supplied	equational-rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0903	reference-semantics/semantics/sort.k	31-32	rule	trusted-supplied	equational-rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K0904	reference-semantics/semantics/sort.k	36-37	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
K0905	reference-semantics/semantics/sort.k	40-42	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0906	reference-semantics/semantics/sort.k	49-49	syntax	trusted-supplied	syntax	function, total, symbol(sortKeyVS), no-evaluators	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0907	reference-semantics/semantics/sort.k	51-52	syntax	trusted-supplied	syntax	function, total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0908	reference-semantics/semantics/sort.k	53-53	rule	trusted-supplied	equational-rule		rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0909	reference-semantics/semantics/sort.k	54-54	rule	trusted-supplied	equational-rule		rule revVSAcc(.ValSeq, A:ValSeq) => A
K0910	reference-semantics/semantics/sort.k	55-55	rule	trusted-supplied	equational-rule		rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0911	reference-semantics/semantics/sort.k	57-57	syntax	trusted-supplied	syntax	function, total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0912	reference-semantics/semantics/sort.k	58-58	rule	trusted-supplied	equational-rule		rule condRev(S:ValSeq, false) => S
K0913	reference-semantics/semantics/sort.k	59-59	rule	trusted-supplied	equational-rule		rule condRev(S:ValSeq, true) => revVS(S)
K0914	reference-semantics/semantics/sort.k	61-62	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0915	reference-semantics/semantics/sort.k	63-64	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0916	reference-semantics/semantics/sort.k	65-66	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
K0917	reference-semantics/semantics/str.k	3-3	module	trusted-supplied	module		module MPY-STR
K0918	reference-semantics/semantics/str.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0919	reference-semantics/semantics/str.k	5-5	imports	trusted-supplied	imports		imports MPY-ITER
K0920	reference-semantics/semantics/str.k	8-8	rule	trusted-supplied	operational-rule		rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K0921	reference-semantics/semantics/str.k	9-10	rule	trusted-supplied	operational-rule		rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0922	reference-semantics/semantics/str.k	13-13	syntax	trusted-supplied	syntax	function	syntax IntSeq ::= strToCodes(String) [function]
K0923	reference-semantics/semantics/str.k	14-14	rule	trusted-supplied	operational-rule		rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0924	reference-semantics/semantics/str.k	15-15	rule	trusted-supplied	equational-rule		rule strToCodes("") => .IntSeq
K0925	reference-semantics/semantics/str.k	16-17	rule	trusted-supplied	equational-rule		rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
K0926	reference-semantics/semantics/str.k	20-20	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0927	reference-semantics/semantics/str.k	21-21	rule	trusted-supplied	equational-rule		rule seqConcat(.IntSeq, T:IntSeq) => T
K0928	reference-semantics/semantics/str.k	22-22	rule	trusted-supplied	equational-rule		rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0929	reference-semantics/semantics/str.k	24-24	rule	trusted-supplied	equational-rule		rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0930	reference-semantics/semantics/str.k	25-25	rule	trusted-supplied	equational-rule		rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0931	reference-semantics/semantics/str.k	26-26	rule	trusted-supplied	equational-rule		rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K0932	reference-semantics/semantics/str.k	29-29	rule	trusted-supplied	equational-rule		rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0933	reference-semantics/semantics/str.k	30-30	rule	trusted-supplied	equational-rule		rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0934	reference-semantics/semantics/str.k	32-32	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0935	reference-semantics/semantics/str.k	33-33	rule	trusted-supplied	equational-rule		rule strPrefix(.IntSeq, _:IntSeq) => true
K0936	reference-semantics/semantics/str.k	34-34	rule	trusted-supplied	equational-rule		rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0937	reference-semantics/semantics/str.k	35-35	rule	trusted-supplied	equational-rule		rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0938	reference-semantics/semantics/str.k	37-37	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0939	reference-semantics/semantics/str.k	38-38	rule	trusted-supplied	equational-rule		rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K0940	reference-semantics/semantics/str.k	39-39	rule	trusted-supplied	equational-rule		rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K0941	reference-semantics/semantics/str.k	40-41	rule	trusted-supplied	equational-rule		rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K0942	reference-semantics/semantics/str.k	48-48	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0943	reference-semantics/semantics/str.k	49-49	rule	trusted-supplied	equational-rule		rule strLt(.IntSeq, .IntSeq) => false
K0944	reference-semantics/semantics/str.k	50-50	rule	trusted-supplied	equational-rule		rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0945	reference-semantics/semantics/str.k	51-51	rule	trusted-supplied	equational-rule		rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0946	reference-semantics/semantics/str.k	52-52	rule	trusted-supplied	equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K0947	reference-semantics/semantics/str.k	53-53	rule	trusted-supplied	equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K0948	reference-semantics/semantics/str.k	54-54	rule	trusted-supplied	equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0949	reference-semantics/semantics/str.k	56-56	rule	trusted-supplied	equational-rule		rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0950	reference-semantics/semantics/str.k	57-57	rule	trusted-supplied	equational-rule		rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K0951	reference-semantics/semantics/str.k	58-58	rule	trusted-supplied	equational-rule		rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K0952	reference-semantics/semantics/str.k	59-59	rule	trusted-supplied	equational-rule		rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K0953	reference-semantics/semantics/subscript.k	3-3	module	trusted-supplied	module		module MPY-SUBSCRIPT
K0954	reference-semantics/semantics/subscript.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0955	reference-semantics/semantics/subscript.k	11-11	syntax	trusted-supplied	syntax	function, total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K0956	reference-semantics/semantics/subscript.k	12-12	rule	trusted-supplied	equational-rule		rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
K0957	reference-semantics/semantics/subscript.k	13-14	rule	trusted-supplied	equational-rule		rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
K0958	reference-semantics/semantics/subscript.k	16-16	syntax	trusted-supplied	syntax	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K0959	reference-semantics/semantics/subscript.k	17-17	rule	trusted-supplied	equational-rule		rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
K0960	reference-semantics/semantics/subscript.k	18-19	rule	trusted-supplied	equational-rule		rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
K0961	reference-semantics/semantics/subscript.k	21-21	syntax	trusted-supplied	syntax	function, total	syntax Int ::= normIdx(Int, Int) [function, total]
K0962	reference-semantics/semantics/subscript.k	22-22	rule	trusted-supplied	equational-rule		rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0963	reference-semantics/semantics/subscript.k	23-23	rule	trusted-supplied	equational-rule		rule normIdx(I:Int, _:Int) => I requires I >=Int 0
K0964	reference-semantics/semantics/subscript.k	27-27	context	trusted-supplied	evaluation-context		context Subscript(HOLE, _)
K0965	reference-semantics/semantics/subscript.k	28-28	context	trusted-supplied	evaluation-context		context Subscript(_:Val, HOLE:Expr)
K0966	reference-semantics/semantics/subscript.k	31-33	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0967	reference-semantics/semantics/subscript.k	35-35	rule	trusted-supplied	operational-rule		rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K0968	reference-semantics/semantics/subscript.k	37-37	syntax	trusted-supplied	syntax	function	syntax Val ::= applyIndex(Val, Int) [function]
K0969	reference-semantics/semantics/subscript.k	38-38	rule	trusted-supplied	equational-rule		rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0970	reference-semantics/semantics/subscript.k	39-39	rule	trusted-supplied	equational-rule		rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0971	reference-semantics/semantics/subscript.k	40-41	rule	trusted-supplied	equational-rule		rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K0972	reference-semantics/semantics/subscript.k	44-47	syntax	trusted-supplied	syntax		syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
K0973	reference-semantics/semantics/subscript.k	49-49	syntax	trusted-supplied	syntax		syntax OptInt ::= "noB" | someB(Int)
K0974	reference-semantics/semantics/subscript.k	50-50	rule	trusted-supplied	operational-rule		rule <k> #evalB(NoBound) => noB ... </k>
K0975	reference-semantics/semantics/subscript.k	51-51	rule	trusted-supplied	operational-rule		rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
K0976	reference-semantics/semantics/subscript.k	52-52	rule	trusted-supplied	operational-rule		rule <k> I:Int ~> #toSome => someB(I) ... </k>
K0977	reference-semantics/semantics/subscript.k	54-54	rule	trusted-supplied	operational-rule		rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K0978	reference-semantics/semantics/subscript.k	55-55	rule	trusted-supplied	operational-rule		rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K0979	reference-semantics/semantics/subscript.k	56-56	rule	trusted-supplied	operational-rule		rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K0980	reference-semantics/semantics/subscript.k	58-60	rule	trusted-supplied	operational-rule	priority(45)	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K0981	reference-semantics/semantics/subscript.k	61-61	rule	trusted-supplied	operational-rule		rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K0982	reference-semantics/semantics/subscript.k	63-63	syntax	trusted-supplied	syntax	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K0983	reference-semantics/semantics/subscript.k	64-65	rule	trusted-supplied	equational-rule		rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0984	reference-semantics/semantics/subscript.k	66-67	rule	trusted-supplied	equational-rule		rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0985	reference-semantics/semantics/subscript.k	68-69	rule	trusted-supplied	equational-rule		rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K0986	reference-semantics/semantics/subscript.k	72-72	syntax	trusted-supplied	syntax	function, total	syntax Int ::= slStep(OptInt) [function, total]
K0987	reference-semantics/semantics/subscript.k	73-73	rule	trusted-supplied	equational-rule		rule slStep(noB) => 1
K0988	reference-semantics/semantics/subscript.k	74-74	rule	trusted-supplied	equational-rule		rule slStep(someB(S:Int)) => S
K0989	reference-semantics/semantics/subscript.k	76-76	syntax	trusted-supplied	syntax	function	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K0990	reference-semantics/semantics/subscript.k	77-78	rule	trusted-supplied	equational-rule		rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
K0991	reference-semantics/semantics/subscript.k	79-80	rule	trusted-supplied	equational-rule		rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
K0992	reference-semantics/semantics/subscript.k	81-81	rule	trusted-supplied	equational-rule		rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K0993	reference-semantics/semantics/subscript.k	83-83	syntax	trusted-supplied	syntax	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K0994	reference-semantics/semantics/subscript.k	84-85	rule	trusted-supplied	equational-rule		rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
K0995	reference-semantics/semantics/subscript.k	86-87	rule	trusted-supplied	equational-rule		rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
K0996	reference-semantics/semantics/subscript.k	88-88	rule	trusted-supplied	equational-rule		rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K0997	reference-semantics/semantics/subscript.k	90-90	syntax	trusted-supplied	syntax	function, total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K0998	reference-semantics/semantics/subscript.k	91-92	rule	trusted-supplied	equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
K0999	reference-semantics/semantics/subscript.k	93-94	rule	trusted-supplied	equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
K1000	reference-semantics/semantics/subscript.k	96-96	syntax	trusted-supplied	syntax	function, total	syntax Int ::= clampLo(Int, Int) [function, total]
K1001	reference-semantics/semantics/subscript.k	97-98	rule	trusted-supplied	equational-rule		rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
K1002	reference-semantics/semantics/subscript.k	99-100	rule	trusted-supplied	equational-rule		rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
K1003	reference-semantics/semantics/subscript.k	102-102	syntax	trusted-supplied	syntax	function, total	syntax Int ::= clampHi(Int, Int, Int) [function, total]
