Script started on 2026-07-29 05:51:36-05:00 [<not executed on terminal>]
source_file_count=26
record_count=1109
kind_counts={'claim': 3, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 702, 'syntax': 231}
decision_counts={'CLAIM_MANUAL_REVIEW': 7, 'FIXED_RELEVANT_REVIEWED': 300, 'FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE': 787, 'PROOF_LOCAL_MANUAL_REVIEW': 15}
attribute_counts={'concrete': 36, 'function': 148, 'macro': 6, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'simplification': 1, 'strict': 2, 'symbol': 25, 'total': 109}
id	path:line	kind	attributes	decision	declaration
0844	reference-semantics/semantics/methods.k:151	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
0845	reference-semantics/semantics/methods.k:152	rule	owise	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule swapC(C:Int) => C         [owise]
0846	reference-semantics/semantics/methods.k:154	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= mapLower(IntSeq) [function, total]
0847	reference-semantics/semantics/methods.k:155	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapLower(.IntSeq) => .IntSeq
0848	reference-semantics/semantics/methods.k:156	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
0849	reference-semantics/semantics/methods.k:158	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
0850	reference-semantics/semantics/methods.k:159	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapUpper(.IntSeq) => .IntSeq
0851	reference-semantics/semantics/methods.k:160	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
0852	reference-semantics/semantics/methods.k:162	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
0853	reference-semantics/semantics/methods.k:163	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapSwap(.IntSeq) => .IntSeq
0854	reference-semantics/semantics/methods.k:164	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
0855	reference-semantics/semantics/methods.k:166	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
0856	reference-semantics/semantics/methods.k:167	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule startsWith(.IntSeq, _:IntSeq)               => true
0857	reference-semantics/semantics/methods.k:168	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
0858	reference-semantics/semantics/methods.k:169	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
0859	reference-semantics/semantics/methods.k:170	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0860	reference-semantics/semantics/operators.k:6	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-OPERATORS
0861	reference-semantics/semantics/operators.k:7	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0862	reference-semantics/semantics/operators.k:8	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-ITER
0863	reference-semantics/semantics/operators.k:10	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
0864	reference-semantics/semantics/operators.k:12	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
0865	reference-semantics/semantics/operators.k:15	context	-	FIXED_RELEVANT_REVIEWED	context Compare(HOLE, _)
0866	reference-semantics/semantics/operators.k:16	context	-	FIXED_RELEVANT_REVIEWED	context Compare(_:Val, CmpOp(_, HOLE))
0867	reference-semantics/semantics/operators.k:17	rule	owise	FIXED_RELEVANT_REVIEWED	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
0868	reference-semantics/semantics/operators.k:19	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
0869	reference-semantics/semantics/operators.k:20	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
0870	reference-semantics/semantics/operators.k:25	rule	priority	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0871	reference-semantics/semantics/operators.k:28	rule	priority	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
0872	reference-semantics/semantics/operators.k:34	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
0873	reference-semantics/semantics/operators.k:38	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
0874	reference-semantics/semantics/operators.k:44	rule	priority	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
0875	reference-semantics/semantics/operators.k:47	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0876	reference-semantics/semantics/range.k:5	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-RANGE
0877	reference-semantics/semantics/range.k:6	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0878	reference-semantics/semantics/range.k:7	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-ITER
0879	reference-semantics/semantics/range.k:9	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= inRange(Int, Int, Int) [function, total]
0880	reference-semantics/semantics/range.k:10	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
0881	reference-semantics/semantics/range.k:12	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= rangeLen(Int, Int, Int) [function]
0882	reference-semantics/semantics/range.k:13	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
0883	reference-semantics/semantics/range.k:15	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
0884	reference-semantics/semantics/range.k:17	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
0885	reference-semantics/semantics/range.k:20	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
0886	reference-semantics/semantics/range.k:23	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
0887	reference-semantics/semantics/range.k:25	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0888	reference-semantics/semantics/set.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-SET
0889	reference-semantics/semantics/set.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0890	reference-semantics/semantics/set.k:8	syntax	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Val ::= setV(IntSeq)
0891	reference-semantics/semantics/set.k:11	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
0892	reference-semantics/semantics/set.k:12	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule codeIn(_:Int, .IntSeq)                => false
0893	reference-semantics/semantics/set.k:13	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
0894	reference-semantics/semantics/set.k:16	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
0895	reference-semantics/semantics/set.k:18	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
0896	reference-semantics/semantics/set.k:19	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
0897	reference-semantics/semantics/set.k:20	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
0898	reference-semantics/semantics/set.k:22	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
0899	reference-semantics/semantics/set.k:25	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
0900	reference-semantics/semantics/set.k:26	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
0901	reference-semantics/semantics/set.k:27	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
0902	reference-semantics/semantics/set.k:31	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
0903	reference-semantics/semantics/set.k:32	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule subsetCodes(.IntSeq, _:IntSeq)                => true
0904	reference-semantics/semantics/set.k:33	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
0905	reference-semantics/semantics/set.k:35	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
0906	reference-semantics/semantics/set.k:36	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
0907	reference-semantics/semantics/set.k:39	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
0908	reference-semantics/semantics/set.k:40	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0909	reference-semantics/semantics/sort.k:10	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-SORT
0910	reference-semantics/semantics/sort.k:11	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-BUILTINS
0911	reference-semantics/semantics/sort.k:12	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-SUBSCRIPT
0912	reference-semantics/semantics/sort.k:18	syntax	function,total,symbol,no-evaluators	FIXED_RELEVANT_REVIEWED	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
0913	reference-semantics/semantics/sort.k:19	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= insVS(Int, ValSeq) [function]
0914	reference-semantics/semantics/sort.k:20	rule	concrete	FIXED_RELEVANT_REVIEWED	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
0915	reference-semantics/semantics/sort.k:21	rule	concrete	FIXED_RELEVANT_REVIEWED	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
0916	reference-semantics/semantics/sort.k:22	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
0917	reference-semantics/semantics/sort.k:23	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
0918	reference-semantics/semantics/sort.k:24	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
0919	reference-semantics/semantics/sort.k:26	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
0920	reference-semantics/semantics/sort.k:27	rule	concrete	FIXED_RELEVANT_REVIEWED	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
0921	reference-semantics/semantics/sort.k:28	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
0922	reference-semantics/semantics/sort.k:29	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
0923	reference-semantics/semantics/sort.k:31	rule	concrete	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
0924	reference-semantics/semantics/sort.k:36	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
0925	reference-semantics/semantics/sort.k:40	rule	priority	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
0926	reference-semantics/semantics/sort.k:49	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
0927	reference-semantics/semantics/sort.k:51	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
0928	reference-semantics/semantics/sort.k:53	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
0929	reference-semantics/semantics/sort.k:54	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule revVSAcc(.ValSeq, A:ValSeq) => A
0930	reference-semantics/semantics/sort.k:55	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
0931	reference-semantics/semantics/sort.k:57	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
0932	reference-semantics/semantics/sort.k:58	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule condRev(S:ValSeq, false) => S
0933	reference-semantics/semantics/sort.k:59	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule condRev(S:ValSeq, true)  => revVS(S)
0934	reference-semantics/semantics/sort.k:61	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
0935	reference-semantics/semantics/sort.k:63	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
0936	reference-semantics/semantics/sort.k:65	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
0937	reference-semantics/semantics/sort.k:72	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0938	reference-semantics/semantics/str.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-STR
0939	reference-semantics/semantics/str.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0940	reference-semantics/semantics/str.k:5	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-ITER
0941	reference-semantics/semantics/str.k:8	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
0942	reference-semantics/semantics/str.k:9	rule	-	FIXED_RELEVANT_REVIEWED	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
0943	reference-semantics/semantics/str.k:13	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= strToCodes(String) [function]
0944	reference-semantics/semantics/str.k:14	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
0945	reference-semantics/semantics/str.k:15	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strToCodes("") => .IntSeq
0946	reference-semantics/semantics/str.k:16	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
0947	reference-semantics/semantics/str.k:20	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
0948	reference-semantics/semantics/str.k:21	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule seqConcat(.IntSeq, T:IntSeq)                => T
0949	reference-semantics/semantics/str.k:22	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
0950	reference-semantics/semantics/str.k:24	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
0951	reference-semantics/semantics/str.k:25	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
0952	reference-semantics/semantics/str.k:26	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
0953	reference-semantics/semantics/str.k:29	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
0954	reference-semantics/semantics/str.k:30	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
0955	reference-semantics/semantics/str.k:32	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
0956	reference-semantics/semantics/str.k:33	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strPrefix(.IntSeq, _:IntSeq)               => true
0957	reference-semantics/semantics/str.k:34	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
0958	reference-semantics/semantics/str.k:35	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
0959	reference-semantics/semantics/str.k:37	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
0960	reference-semantics/semantics/str.k:38	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
0961	reference-semantics/semantics/str.k:39	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
0962	reference-semantics/semantics/str.k:40	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
0963	reference-semantics/semantics/str.k:48	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
0964	reference-semantics/semantics/str.k:49	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(.IntSeq, .IntSeq)                => false
0965	reference-semantics/semantics/str.k:50	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
0966	reference-semantics/semantics/str.k:51	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
0967	reference-semantics/semantics/str.k:52	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
0968	reference-semantics/semantics/str.k:53	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
0969	reference-semantics/semantics/str.k:54	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
0970	reference-semantics/semantics/str.k:56	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
0971	reference-semantics/semantics/str.k:57	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
0972	reference-semantics/semantics/str.k:58	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
0973	reference-semantics/semantics/str.k:59	rule	-	FIXED_RELEVANT_REVIEWED	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
0974	reference-semantics/semantics/str.k:60	endmodule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	endmodule
0975	reference-semantics/semantics/subscript.k:3	module	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	module MPY-SUBSCRIPT
0976	reference-semantics/semantics/subscript.k:4	imports	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	imports MPY-CORE
0977	reference-semantics/semantics/subscript.k:11	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
0978	reference-semantics/semantics/subscript.k:12	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
0979	reference-semantics/semantics/subscript.k:13	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
0980	reference-semantics/semantics/subscript.k:16	syntax	function	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= intSeqAt(IntSeq, Int) [function]
0981	reference-semantics/semantics/subscript.k:17	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
0982	reference-semantics/semantics/subscript.k:18	rule	-	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
0983	reference-semantics/semantics/subscript.k:21	syntax	function,total	FIXED_UNUSED_OUTSIDE_DEPENDENCY_SLICE	syntax Int ::= normIdx(Int, Int) [function, total]
