id	file	line	kind	attributes	disposition	declaration
763	reference-semantics/semantics/set.k	22	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
764	reference-semantics/semantics/set.k	25	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
765	reference-semantics/semantics/set.k	26	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
766	reference-semantics/semantics/set.k	27	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
767	reference-semantics/semantics/set.k	31	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
768	reference-semantics/semantics/set.k	32	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule subsetCodes(.IntSeq, _:IntSeq) => true
769	reference-semantics/semantics/set.k	33	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
770	reference-semantics/semantics/set.k	35	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
771	reference-semantics/semantics/set.k	36	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
772	reference-semantics/semantics/set.k	39	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
773	reference-semantics/semantics/sort.k	18	syntax	function,total,symbol,no-evaluators,opaque-proof-symbol	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
774	reference-semantics/semantics/sort.k	19	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= insVS(Int, ValSeq) [function]
775	reference-semantics/semantics/sort.k	20	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule sortVS(.ValSeq) => .ValSeq [concrete]
776	reference-semantics/semantics/sort.k	21	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
777	reference-semantics/semantics/sort.k	22	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
778	reference-semantics/semantics/sort.k	23	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
779	reference-semantics/semantics/sort.k	24	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
780	reference-semantics/semantics/sort.k	26	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
781	reference-semantics/semantics/sort.k	27	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
782	reference-semantics/semantics/sort.k	28	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
783	reference-semantics/semantics/sort.k	29	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
784	reference-semantics/semantics/sort.k	31	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
785	reference-semantics/semantics/sort.k	36	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
786	reference-semantics/semantics/sort.k	40	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
787	reference-semantics/semantics/sort.k	49	syntax	function,total,symbol,no-evaluators,opaque-proof-symbol	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
788	reference-semantics/semantics/sort.k	51	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
789	reference-semantics/semantics/sort.k	53	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
790	reference-semantics/semantics/sort.k	54	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule revVSAcc(.ValSeq, A:ValSeq) => A
791	reference-semantics/semantics/sort.k	55	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
792	reference-semantics/semantics/sort.k	57	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
793	reference-semantics/semantics/sort.k	58	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule condRev(S:ValSeq, false) => S
794	reference-semantics/semantics/sort.k	59	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule condRev(S:ValSeq, true) => revVS(S)
795	reference-semantics/semantics/sort.k	61	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
796	reference-semantics/semantics/sort.k	63	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
797	reference-semantics/semantics/sort.k	65	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
798	reference-semantics/semantics/str.k	8	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
799	reference-semantics/semantics/str.k	9	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
800	reference-semantics/semantics/str.k	13	syntax	function	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax IntSeq ::= strToCodes(String) [function]
801	reference-semantics/semantics/str.k	14	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
802	reference-semantics/semantics/str.k	15	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule strToCodes("") => .IntSeq
803	reference-semantics/semantics/str.k	16	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in =========================================
804	reference-semantics/semantics/str.k	20	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
805	reference-semantics/semantics/str.k	21	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule seqConcat(.IntSeq, T:IntSeq) => T
806	reference-semantics/semantics/str.k	22	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
807	reference-semantics/semantics/str.k	24	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
808	reference-semantics/semantics/str.k	25	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
809	reference-semantics/semantics/str.k	26	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
810	reference-semantics/semantics/str.k	29	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
811	reference-semantics/semantics/str.k	30	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
812	reference-semantics/semantics/str.k	32	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
813	reference-semantics/semantics/str.k	33	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strPrefix(.IntSeq, _:IntSeq) => true
814	reference-semantics/semantics/str.k	34	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
815	reference-semantics/semantics/str.k	35	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
816	reference-semantics/semantics/str.k	37	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
817	reference-semantics/semantics/str.k	38	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
818	reference-semantics/semantics/str.k	39	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
819	reference-semantics/semantics/str.k	40	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
820	reference-semantics/semantics/str.k	48	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
821	reference-semantics/semantics/str.k	49	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(.IntSeq, .IntSeq) => false
822	reference-semantics/semantics/str.k	50	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
823	reference-semantics/semantics/str.k	51	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
824	reference-semantics/semantics/str.k	52	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
825	reference-semantics/semantics/str.k	53	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
826	reference-semantics/semantics/str.k	54	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
827	reference-semantics/semantics/str.k	56	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
828	reference-semantics/semantics/str.k	57	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
829	reference-semantics/semantics/str.k	58	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
830	reference-semantics/semantics/str.k	59	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
831	reference-semantics/semantics/subscript.k	11	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
832	reference-semantics/semantics/subscript.k	12	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
833	reference-semantics/semantics/subscript.k	13	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
834	reference-semantics/semantics/subscript.k	16	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= intSeqAt(IntSeq, Int) [function]
835	reference-semantics/semantics/subscript.k	17	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
836	reference-semantics/semantics/subscript.k	18	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
837	reference-semantics/semantics/subscript.k	21	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= normIdx(Int, Int) [function, total]
838	reference-semantics/semantics/subscript.k	22	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
839	reference-semantics/semantics/subscript.k	23	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule normIdx(I:Int, _:Int) => I requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
840	reference-semantics/semantics/subscript.k	27	context	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	context Subscript(HOLE, _)
841	reference-semantics/semantics/subscript.k	28	context	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
842	reference-semantics/semantics/subscript.k	31	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
843	reference-semantics/semantics/subscript.k	35	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
844	reference-semantics/semantics/subscript.k	37	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= applyIndex(Val, Int) [function]
845	reference-semantics/semantics/subscript.k	38	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
846	reference-semantics/semantics/subscript.k	39	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
847	reference-semantics/semantics/subscript.k	40	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
848	reference-semantics/semantics/subscript.k	44	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
849	reference-semantics/semantics/subscript.k	49	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax OptInt ::= "noB" | someB(Int)
850	reference-semantics/semantics/subscript.k	50	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #evalB(NoBound) => noB ... </k>
851	reference-semantics/semantics/subscript.k	51	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
852	reference-semantics/semantics/subscript.k	52	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> I:Int ~> #toSome => someB(I) ... </k>
853	reference-semantics/semantics/subscript.k	54	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
854	reference-semantics/semantics/subscript.k	55	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
855	reference-semantics/semantics/subscript.k	56	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
856	reference-semantics/semantics/subscript.k	58	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
857	reference-semantics/semantics/subscript.k	61	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
858	reference-semantics/semantics/subscript.k	63	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
859	reference-semantics/semantics/subscript.k	64	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
860	reference-semantics/semantics/subscript.k	66	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
861	reference-semantics/semantics/subscript.k	68	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST))) // ==== slice.indices: step / start / stop / clamp ==========================
862	reference-semantics/semantics/subscript.k	72	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= slStep(OptInt) [function, total]
863	reference-semantics/semantics/subscript.k	73	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStep(noB) => 1
864	reference-semantics/semantics/subscript.k	74	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStep(someB(S:Int)) => S
865	reference-semantics/semantics/subscript.k	76	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
866	reference-semantics/semantics/subscript.k	77	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
867	reference-semantics/semantics/subscript.k	79	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
868	reference-semantics/semantics/subscript.k	81	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
869	reference-semantics/semantics/subscript.k	83	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
870	reference-semantics/semantics/subscript.k	84	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
871	reference-semantics/semantics/subscript.k	86	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
