id	location	kind	attributes	function	total	functional	opaque_symbol	priority	simplification	relevance	decision	normalized_source
861	reference-semantics/semantics/operators.k:7	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-CORE
862	reference-semantics/semantics/operators.k:8	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-ITER
863	reference-semantics/semantics/operators.k:10	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
864	reference-semantics/semantics/operators.k:12	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
865	reference-semantics/semantics/operators.k:15	context	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	context Compare(HOLE, _)
866	reference-semantics/semantics/operators.k:16	context	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	context Compare(_:Val, CmpOp(_, HOLE))
867	reference-semantics/semantics/operators.k:17	rule	owise	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
868	reference-semantics/semantics/operators.k:19	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"
869	reference-semantics/semantics/operators.k:20	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
870	reference-semantics/semantics/operators.k:25	rule	priority(40)	no	no	no	no	yes	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
871	reference-semantics/semantics/operators.k:28	rule	priority(40)	no	no	no	no	yes	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
872	reference-semantics/semantics/operators.k:34	rule	priority(40)	no	no	no	no	yes	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
873	reference-semantics/semantics/operators.k:38	rule	priority(40)	no	no	no	no	yes	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
874	reference-semantics/semantics/operators.k:44	rule	priority(40)	no	no	no	no	yes	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
875	reference-semantics/semantics/operators.k:47	endmodule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	endmodule
876	reference-semantics/semantics/range.k:5	module	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	module MPY-RANGE
877	reference-semantics/semantics/range.k:6	imports	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	imports MPY-CORE
878	reference-semantics/semantics/range.k:7	imports	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	imports MPY-ITER
879	reference-semantics/semantics/range.k:9	syntax	function, total	yes	yes	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Bool ::= inRange(Int, Int, Int) [function, total]
880	reference-semantics/semantics/range.k:10	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
881	reference-semantics/semantics/range.k:12	syntax	function	yes	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Int ::= rangeLen(Int, Int, Int) [function]
882	reference-semantics/semantics/range.k:13	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
883	reference-semantics/semantics/range.k:15	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
884	reference-semantics/semantics/range.k:17	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
885	reference-semantics/semantics/range.k:20	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
886	reference-semantics/semantics/range.k:23	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
887	reference-semantics/semantics/range.k:25	endmodule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	endmodule
888	reference-semantics/semantics/set.k:3	module	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	module MPY-SET
889	reference-semantics/semantics/set.k:4	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-CORE
890	reference-semantics/semantics/set.k:8	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Val ::= setV(IntSeq)
891	reference-semantics/semantics/set.k:11	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
892	reference-semantics/semantics/set.k:12	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule codeIn(_:Int, .IntSeq)                => false
893	reference-semantics/semantics/set.k:13	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
894	reference-semantics/semantics/set.k:16	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
895	reference-semantics/semantics/set.k:18	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
896	reference-semantics/semantics/set.k:19	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
897	reference-semantics/semantics/set.k:20	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
898	reference-semantics/semantics/set.k:22	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
899	reference-semantics/semantics/set.k:25	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
900	reference-semantics/semantics/set.k:26	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
901	reference-semantics/semantics/set.k:27	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
902	reference-semantics/semantics/set.k:31	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
903	reference-semantics/semantics/set.k:32	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule subsetCodes(.IntSeq, _:IntSeq)                => true
904	reference-semantics/semantics/set.k:33	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
905	reference-semantics/semantics/set.k:35	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
906	reference-semantics/semantics/set.k:36	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
907	reference-semantics/semantics/set.k:39	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
908	reference-semantics/semantics/set.k:40	endmodule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	endmodule
909	reference-semantics/semantics/sort.k:10	module	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	module MPY-SORT
910	reference-semantics/semantics/sort.k:11	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-BUILTINS
911	reference-semantics/semantics/sort.k:12	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-SUBSCRIPT
912	reference-semantics/semantics/sort.k:18	syntax	function, total, symbol(sortVS), no-evaluators	yes	yes	no	yes	no	no	imported-unreached	TRUSTED_SUPPLIED_OPAQUE_OR_CONCRETE_TWIN_UNUSED_BY_TARGET	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
913	reference-semantics/semantics/sort.k:19	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= insVS(Int, ValSeq) [function]
914	reference-semantics/semantics/sort.k:20	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
915	reference-semantics/semantics/sort.k:21	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
916	reference-semantics/semantics/sort.k:22	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
917	reference-semantics/semantics/sort.k:23	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
918	reference-semantics/semantics/sort.k:24	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
919	reference-semantics/semantics/sort.k:26	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
920	reference-semantics/semantics/sort.k:27	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
921	reference-semantics/semantics/sort.k:28	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
922	reference-semantics/semantics/sort.k:29	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
923	reference-semantics/semantics/sort.k:31	rule	concrete	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
924	reference-semantics/semantics/sort.k:36	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
925	reference-semantics/semantics/sort.k:40	rule	priority(40)	no	no	no	no	yes	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
926	reference-semantics/semantics/sort.k:49	syntax	function, total, symbol(sortKeyVS), no-evaluators	yes	yes	no	yes	no	no	imported-unreached	TRUSTED_SUPPLIED_OPAQUE_OR_CONCRETE_TWIN_UNUSED_BY_TARGET	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
927	reference-semantics/semantics/sort.k:51	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
928	reference-semantics/semantics/sort.k:53	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
929	reference-semantics/semantics/sort.k:54	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule revVSAcc(.ValSeq, A:ValSeq) => A
930	reference-semantics/semantics/sort.k:55	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
931	reference-semantics/semantics/sort.k:57	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
932	reference-semantics/semantics/sort.k:58	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule condRev(S:ValSeq, false) => S
933	reference-semantics/semantics/sort.k:59	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule condRev(S:ValSeq, true)  => revVS(S)
934	reference-semantics/semantics/sort.k:61	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
935	reference-semantics/semantics/sort.k:63	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
936	reference-semantics/semantics/sort.k:65	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
937	reference-semantics/semantics/sort.k:72	endmodule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	endmodule
938	reference-semantics/semantics/str.k:3	module	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	module MPY-STR
939	reference-semantics/semantics/str.k:4	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-CORE
940	reference-semantics/semantics/str.k:5	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-ITER
941	reference-semantics/semantics/str.k:8	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
942	reference-semantics/semantics/str.k:9	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
943	reference-semantics/semantics/str.k:13	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax IntSeq ::= strToCodes(String) [function]
944	reference-semantics/semantics/str.k:14	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
945	reference-semantics/semantics/str.k:15	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule strToCodes("""") => .IntSeq"
946	reference-semantics/semantics/str.k:16	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
947	reference-semantics/semantics/str.k:20	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
948	reference-semantics/semantics/str.k:21	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule seqConcat(.IntSeq, T:IntSeq)                => T
949	reference-semantics/semantics/str.k:22	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
950	reference-semantics/semantics/str.k:24	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
951	reference-semantics/semantics/str.k:25	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
952	reference-semantics/semantics/str.k:26	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
953	reference-semantics/semantics/str.k:29	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
954	reference-semantics/semantics/str.k:30	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
955	reference-semantics/semantics/str.k:32	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
956	reference-semantics/semantics/str.k:33	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strPrefix(.IntSeq, _:IntSeq)               => true
957	reference-semantics/semantics/str.k:34	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
958	reference-semantics/semantics/str.k:35	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
959	reference-semantics/semantics/str.k:37	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
960	reference-semantics/semantics/str.k:38	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
961	reference-semantics/semantics/str.k:39	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
962	reference-semantics/semantics/str.k:40	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
963	reference-semantics/semantics/str.k:48	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
964	reference-semantics/semantics/str.k:49	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strLt(.IntSeq, .IntSeq)                => false
965	reference-semantics/semantics/str.k:50	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
966	reference-semantics/semantics/str.k:51	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
967	reference-semantics/semantics/str.k:52	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
