id	path	line	scope	kind	subtype	attributes	decision	text
K0711	reference-semantics/semantics/methods.k	138	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
K0712	reference-semantics/semantics/methods.k	140	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= lowerC(Int) [function, total]
K0713	reference-semantics/semantics/methods.k	142	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
K0714	reference-semantics/semantics/methods.k	143	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule lowerC(C:Int) => C         [owise]
K0715	reference-semantics/semantics/methods.k	145	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= upperC(Int) [function, total]
K0716	reference-semantics/semantics/methods.k	146	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
K0717	reference-semantics/semantics/methods.k	147	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule upperC(C:Int) => C         [owise]
K0718	reference-semantics/semantics/methods.k	149	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= swapC(Int) [function, total]
K0719	reference-semantics/semantics/methods.k	150	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
K0720	reference-semantics/semantics/methods.k	151	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
K0721	reference-semantics/semantics/methods.k	152	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule swapC(C:Int) => C         [owise]
K0722	reference-semantics/semantics/methods.k	154	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapLower(IntSeq) [function, total]
K0723	reference-semantics/semantics/methods.k	155	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapLower(.IntSeq) => .IntSeq
K0724	reference-semantics/semantics/methods.k	156	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
K0725	reference-semantics/semantics/methods.k	158	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
K0726	reference-semantics/semantics/methods.k	159	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapUpper(.IntSeq) => .IntSeq
K0727	reference-semantics/semantics/methods.k	160	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
K0728	reference-semantics/semantics/methods.k	162	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
K0729	reference-semantics/semantics/methods.k	163	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapSwap(.IntSeq) => .IntSeq
K0730	reference-semantics/semantics/methods.k	164	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
K0731	reference-semantics/semantics/methods.k	166	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
K0732	reference-semantics/semantics/methods.k	167	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(.IntSeq, _:IntSeq)               => true
K0733	reference-semantics/semantics/methods.k	168	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0734	reference-semantics/semantics/methods.k	169	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
K0735	reference-semantics/semantics/operators.k	10	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
K0736	reference-semantics/semantics/operators.k	12	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
K0737	reference-semantics/semantics/operators.k	15	supplied-semantics	context	context	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	context Compare(HOLE, _)
K0738	reference-semantics/semantics/operators.k	16	supplied-semantics	context	context	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	context Compare(_:Val, CmpOp(_, HOLE))
K0739	reference-semantics/semantics/operators.k	17	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
K0740	reference-semantics/semantics/operators.k	19	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"
K0741	reference-semantics/semantics/operators.k	20	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
K0742	reference-semantics/semantics/operators.k	25	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0743	reference-semantics/semantics/operators.k	28	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
K0744	reference-semantics/semantics/operators.k	34	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
K0745	reference-semantics/semantics/operators.k	38	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
K0746	reference-semantics/semantics/operators.k	44	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0747	reference-semantics/semantics/range.k	9	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0748	reference-semantics/semantics/range.k	10	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0749	reference-semantics/semantics/range.k	12	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0750	reference-semantics/semantics/range.k	13	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
K0751	reference-semantics/semantics/range.k	15	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
K0752	reference-semantics/semantics/range.k	17	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
K0753	reference-semantics/semantics/range.k	20	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
K0754	reference-semantics/semantics/range.k	23	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K0755	reference-semantics/semantics/set.k	8	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= setV(IntSeq)
K0756	reference-semantics/semantics/set.k	11	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0757	reference-semantics/semantics/set.k	12	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule codeIn(_:Int, .IntSeq)                => false
K0758	reference-semantics/semantics/set.k	13	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K0759	reference-semantics/semantics/set.k	16	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
K0760	reference-semantics/semantics/set.k	18	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0761	reference-semantics/semantics/set.k	19	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0762	reference-semantics/semantics/set.k	20	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K0763	reference-semantics/semantics/set.k	22	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K0764	reference-semantics/semantics/set.k	25	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0765	reference-semantics/semantics/set.k	26	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
K0766	reference-semantics/semantics/set.k	27	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0767	reference-semantics/semantics/set.k	31	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0768	reference-semantics/semantics/set.k	32	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule subsetCodes(.IntSeq, _:IntSeq)                => true
K0769	reference-semantics/semantics/set.k	33	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0770	reference-semantics/semantics/set.k	35	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0771	reference-semantics/semantics/set.k	36	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0772	reference-semantics/semantics/set.k	39	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
K0773	reference-semantics/semantics/sort.k	18	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0774	reference-semantics/semantics/sort.k	19	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0775	reference-semantics/semantics/sort.k	20	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
K0776	reference-semantics/semantics/sort.k	21	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0777	reference-semantics/semantics/sort.k	22	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
K0778	reference-semantics/semantics/sort.k	23	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0779	reference-semantics/semantics/sort.k	24	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
K0780	reference-semantics/semantics/sort.k	26	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0781	reference-semantics/semantics/sort.k	27	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0782	reference-semantics/semantics/sort.k	28	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0783	reference-semantics/semantics/sort.k	29	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0784	reference-semantics/semantics/sort.k	31	supplied-semantics	rule	concrete-only-rule	concrete	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K0785	reference-semantics/semantics/sort.k	36	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
K0786	reference-semantics/semantics/sort.k	40	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
K0787	reference-semantics/semantics/sort.k	49	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0788	reference-semantics/semantics/sort.k	51	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0789	reference-semantics/semantics/sort.k	53	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0790	reference-semantics/semantics/sort.k	54	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0791	reference-semantics/semantics/sort.k	55	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0792	reference-semantics/semantics/sort.k	57	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0793	reference-semantics/semantics/sort.k	58	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule condRev(S:ValSeq, false) => S
K0794	reference-semantics/semantics/sort.k	59	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule condRev(S:ValSeq, true)  => revVS(S)
K0795	reference-semantics/semantics/sort.k	61	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
K0796	reference-semantics/semantics/sort.k	63	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
K0797	reference-semantics/semantics/sort.k	65	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
K0798	reference-semantics/semantics/str.k	8	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
K0799	reference-semantics/semantics/str.k	9	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0800	reference-semantics/semantics/str.k	13	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= strToCodes(String) [function]
K0801	reference-semantics/semantics/str.k	14	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0802	reference-semantics/semantics/str.k	15	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule strToCodes("""") => .IntSeq"
K0803	reference-semantics/semantics/str.k	16	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
K0804	reference-semantics/semantics/str.k	20	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0805	reference-semantics/semantics/str.k	21	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule seqConcat(.IntSeq, T:IntSeq)                => T
K0806	reference-semantics/semantics/str.k	22	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0807	reference-semantics/semantics/str.k	24	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
K0808	reference-semantics/semantics/str.k	25	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
K0809	reference-semantics/semantics/str.k	26	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
K0810	reference-semantics/semantics/str.k	29	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
K0811	reference-semantics/semantics/str.k	30	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
K0812	reference-semantics/semantics/str.k	32	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0813	reference-semantics/semantics/str.k	33	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(.IntSeq, _:IntSeq)               => true
K0814	reference-semantics/semantics/str.k	34	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0815	reference-semantics/semantics/str.k	35	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0816	reference-semantics/semantics/str.k	37	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0817	reference-semantics/semantics/str.k	38	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
K0818	reference-semantics/semantics/str.k	39	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
K0819	reference-semantics/semantics/str.k	40	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K0820	reference-semantics/semantics/str.k	48	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0821	reference-semantics/semantics/str.k	49	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, .IntSeq)                => false
K0822	reference-semantics/semantics/str.k	50	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0823	reference-semantics/semantics/str.k	51	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0824	reference-semantics/semantics/str.k	52	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
K0825	reference-semantics/semantics/str.k	53	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
