index	file	line	kind	category	attributes	disposition	declaration
706	reference-semantics/semantics/methods.k	132	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= allAlpha(IntSeq) [function, total]
707	reference-semantics/semantics/methods.k	133	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule allAlpha(.IntSeq) => true
708	reference-semantics/semantics/methods.k	134	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
709	reference-semantics/semantics/methods.k	136	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= allDigit(IntSeq) [function, total]
710	reference-semantics/semantics/methods.k	137	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule allDigit(.IntSeq) => true
711	reference-semantics/semantics/methods.k	138	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
712	reference-semantics/semantics/methods.k	140	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= lowerC(Int) [function, total]
713	reference-semantics/semantics/methods.k	142	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
714	reference-semantics/semantics/methods.k	143	rule	ordinary-rule	owise	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule lowerC(C:Int) => C [owise]
715	reference-semantics/semantics/methods.k	145	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= upperC(Int) [function, total]
716	reference-semantics/semantics/methods.k	146	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
717	reference-semantics/semantics/methods.k	147	rule	ordinary-rule	owise	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule upperC(C:Int) => C [owise]
718	reference-semantics/semantics/methods.k	149	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= swapC(Int) [function, total]
719	reference-semantics/semantics/methods.k	150	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
720	reference-semantics/semantics/methods.k	151	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
721	reference-semantics/semantics/methods.k	152	rule	ordinary-rule	owise	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule swapC(C:Int) => C [owise]
722	reference-semantics/semantics/methods.k	154	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= mapLower(IntSeq) [function, total]
723	reference-semantics/semantics/methods.k	155	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapLower(.IntSeq) => .IntSeq
724	reference-semantics/semantics/methods.k	156	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
725	reference-semantics/semantics/methods.k	158	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
726	reference-semantics/semantics/methods.k	159	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapUpper(.IntSeq) => .IntSeq
727	reference-semantics/semantics/methods.k	160	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
728	reference-semantics/semantics/methods.k	162	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
729	reference-semantics/semantics/methods.k	163	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapSwap(.IntSeq) => .IntSeq
730	reference-semantics/semantics/methods.k	164	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
731	reference-semantics/semantics/methods.k	166	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
732	reference-semantics/semantics/methods.k	167	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule startsWith(.IntSeq, _:IntSeq) => true
733	reference-semantics/semantics/methods.k	168	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
734	reference-semantics/semantics/methods.k	169	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
735	reference-semantics/semantics/operators.k	10	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
736	reference-semantics/semantics/operators.k	12	rule	ordinary-rule	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k> // Compare's right operand sits under the CmpOp wrapper — contexts instead of attributes
737	reference-semantics/semantics/operators.k	15	context	context	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	context Compare(HOLE, _)
738	reference-semantics/semantics/operators.k	16	context	context	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	context Compare(_:Val, CmpOp(_, HOLE))
739	reference-semantics/semantics/operators.k	17	rule	ordinary-rule	owise	SUPPLIED_USED_PATH_REVIEWED_SOUND	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
740	reference-semantics/semantics/operators.k	19	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("is", V:Val, noneV) => V ==K noneV
741	reference-semantics/semantics/operators.k	20	rule	ordinary-rule	priority	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV) // ==== operand deref: heap objects combine/compare by STRUCTURE ============ // (Python: list == is structural; identity only via `is`.) priority(40) // preempts the generic dispatch so applyUn/applyBin/applyCmp never see a ref.
742	reference-semantics/semantics/operators.k	25	rule	ordinary-rule	priority	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
743	reference-semantics/semantics/operators.k	28	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
744	reference-semantics/semantics/operators.k	34	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
745	reference-semantics/semantics/operators.k	38	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
746	reference-semantics/semantics/operators.k	44	rule	ordinary-rule	priority	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
747	reference-semantics/semantics/range.k	9	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= inRange(Int, Int, Int) [function, total]
748	reference-semantics/semantics/range.k	10	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
749	reference-semantics/semantics/range.k	12	syntax	function-declaration	function	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Int ::= rangeLen(Int, Int, Int) [function]
750	reference-semantics/semantics/range.k	13	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
751	reference-semantics/semantics/range.k	15	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
752	reference-semantics/semantics/range.k	17	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
753	reference-semantics/semantics/range.k	20	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
754	reference-semantics/semantics/range.k	23	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
755	reference-semantics/semantics/set.k	8	syntax	syntax-declaration	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
756	reference-semantics/semantics/set.k	11	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
757	reference-semantics/semantics/set.k	12	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule codeIn(_:Int, .IntSeq) => false
758	reference-semantics/semantics/set.k	13	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
759	reference-semantics/semantics/set.k	16	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
760	reference-semantics/semantics/set.k	18	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
761	reference-semantics/semantics/set.k	19	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
762	reference-semantics/semantics/set.k	20	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
763	reference-semantics/semantics/set.k	22	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
764	reference-semantics/semantics/set.k	25	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
765	reference-semantics/semantics/set.k	26	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
766	reference-semantics/semantics/set.k	27	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
767	reference-semantics/semantics/set.k	31	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
768	reference-semantics/semantics/set.k	32	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule subsetCodes(.IntSeq, _:IntSeq) => true
769	reference-semantics/semantics/set.k	33	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
770	reference-semantics/semantics/set.k	35	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
771	reference-semantics/semantics/set.k	36	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
772	reference-semantics/semantics/set.k	39	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
773	reference-semantics/semantics/sort.k	18	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
774	reference-semantics/semantics/sort.k	19	syntax	function-declaration	function	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= insVS(Int, ValSeq) [function]
775	reference-semantics/semantics/sort.k	20	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule sortVS(.ValSeq) => .ValSeq [concrete]
776	reference-semantics/semantics/sort.k	21	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
777	reference-semantics/semantics/sort.k	22	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
778	reference-semantics/semantics/sort.k	23	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
779	reference-semantics/semantics/sort.k	24	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
780	reference-semantics/semantics/sort.k	26	syntax	function-declaration	function	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
781	reference-semantics/semantics/sort.k	27	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
782	reference-semantics/semantics/sort.k	28	rule	ordinary-rule	concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
783	reference-semantics/semantics/sort.k	29	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
784	reference-semantics/semantics/sort.k	31	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
785	reference-semantics/semantics/sort.k	36	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
786	reference-semantics/semantics/sort.k	40	rule	ordinary-rule	priority,concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
787	reference-semantics/semantics/sort.k	49	syntax	opaque-symbol-declaration	function,total,no-evaluators,symbol	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
788	reference-semantics/semantics/sort.k	51	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
789	reference-semantics/semantics/sort.k	53	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
790	reference-semantics/semantics/sort.k	54	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule revVSAcc(.ValSeq, A:ValSeq) => A
791	reference-semantics/semantics/sort.k	55	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
792	reference-semantics/semantics/sort.k	57	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
793	reference-semantics/semantics/sort.k	58	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule condRev(S:ValSeq, false) => S
794	reference-semantics/semantics/sort.k	59	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule condRev(S:ValSeq, true) => revVS(S)
795	reference-semantics/semantics/sort.k	61	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
796	reference-semantics/semantics/sort.k	63	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
797	reference-semantics/semantics/sort.k	65	rule	ordinary-rule	total,concrete	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
798	reference-semantics/semantics/str.k	8	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
799	reference-semantics/semantics/str.k	9	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
800	reference-semantics/semantics/str.k	13	syntax	function-declaration	function	SUPPLIED_USED_PATH_REVIEWED_SOUND	syntax IntSeq ::= strToCodes(String) [function]
801	reference-semantics/semantics/str.k	14	rule	ordinary-rule	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
802	reference-semantics/semantics/str.k	15	rule	ordinary-rule	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	rule strToCodes("") => .IntSeq
803	reference-semantics/semantics/str.k	16	rule	ordinary-rule	-	SUPPLIED_USED_PATH_REVIEWED_SOUND	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
804	reference-semantics/semantics/str.k	20	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
805	reference-semantics/semantics/str.k	21	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule seqConcat(.IntSeq, T:IntSeq) => T
806	reference-semantics/semantics/str.k	22	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
807	reference-semantics/semantics/str.k	24	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
808	reference-semantics/semantics/str.k	25	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
809	reference-semantics/semantics/str.k	26	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
810	reference-semantics/semantics/str.k	29	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
811	reference-semantics/semantics/str.k	30	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
812	reference-semantics/semantics/str.k	32	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
813	reference-semantics/semantics/str.k	33	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strPrefix(.IntSeq, _:IntSeq) => true
814	reference-semantics/semantics/str.k	34	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
815	reference-semantics/semantics/str.k	35	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
816	reference-semantics/semantics/str.k	37	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
817	reference-semantics/semantics/str.k	38	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
818	reference-semantics/semantics/str.k	39	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
819	reference-semantics/semantics/str.k	40	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
820	reference-semantics/semantics/str.k	48	syntax	function-declaration	function,total	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
821	reference-semantics/semantics/str.k	49	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(.IntSeq, .IntSeq) => false
822	reference-semantics/semantics/str.k	50	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
823	reference-semantics/semantics/str.k	51	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
824	reference-semantics/semantics/str.k	52	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
825	reference-semantics/semantics/str.k	53	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
826	reference-semantics/semantics/str.k	54	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
827	reference-semantics/semantics/str.k	56	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
828	reference-semantics/semantics/str.k	57	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
829	reference-semantics/semantics/str.k	58	rule	ordinary-rule	-	SUPPLIED_FIXED_UNUSED_BY_ENTRY_PROOF	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
