id	file	line	kind	attributes	audit_decision	declaration_or_rule
K0725	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	158	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
K0726	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	159	rule	-	ACCEPT-NO-FALSE-WITNESS	rule mapUpper(.IntSeq) => .IntSeq
K0727	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	160	rule	-	ACCEPT-NO-FALSE-WITNESS	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
K0728	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	162	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
K0729	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	163	rule	-	ACCEPT-NO-FALSE-WITNESS	rule mapSwap(.IntSeq) => .IntSeq
K0730	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	164	rule	-	ACCEPT-NO-FALSE-WITNESS	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
K0731	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	166	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
K0732	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	167	rule	-	ACCEPT-NO-FALSE-WITNESS	rule startsWith(.IntSeq, _:IntSeq) => true
K0733	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	168	rule	-	ACCEPT-NO-FALSE-WITNESS	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0734	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/methods.k	169	rule	-	ACCEPT-NO-FALSE-WITNESS	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
K0735	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	10	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
K0736	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	12	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
K0737	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	15	context	-	ACCEPT-NO-FALSE-WITNESS	context Compare(HOLE, _)
K0738	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	16	context	-	ACCEPT-NO-FALSE-WITNESS	context Compare(_:Val, CmpOp(_, HOLE))
K0739	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	17	rule	owise	ACCEPT-NO-FALSE-WITNESS	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
K0740	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	19	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("is", V:Val, noneV) => V ==K noneV
K0741	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	20	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
K0742	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	25	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0743	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	28	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
K0744	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	34	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
K0745	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	38	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
K0746	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/operators.k	44	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0747	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	9	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0748	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	10	rule	-	ACCEPT-NO-FALSE-WITNESS	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0749	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	12	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0750	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	13	rule	-	ACCEPT-NO-FALSE-WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
K0751	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	15	rule	-	ACCEPT-NO-FALSE-WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
K0752	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	17	rule	-	ACCEPT-NO-FALSE-WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
K0753	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	20	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
K0754	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/range.k	23	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K0755	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	8	syntax	-	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= setV(IntSeq)
K0756	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	11	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0757	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	12	rule	-	ACCEPT-NO-FALSE-WITNESS	rule codeIn(_:Int, .IntSeq) => false
K0758	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	13	rule	-	ACCEPT-NO-FALSE-WITNESS	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K0759	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	16	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
K0760	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	18	rule	-	ACCEPT-NO-FALSE-WITNESS	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0761	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	19	rule	-	ACCEPT-NO-FALSE-WITNESS	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0762	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	20	rule	-	ACCEPT-NO-FALSE-WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K0763	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	22	rule	-	ACCEPT-NO-FALSE-WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K0764	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	25	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0765	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	26	rule	-	ACCEPT-NO-FALSE-WITNESS	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
K0766	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	27	rule	-	ACCEPT-NO-FALSE-WITNESS	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0767	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	31	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0768	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	32	rule	-	ACCEPT-NO-FALSE-WITNESS	rule subsetCodes(.IntSeq, _:IntSeq) => true
K0769	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	33	rule	-	ACCEPT-NO-FALSE-WITNESS	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0770	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	35	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0771	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	36	rule	-	ACCEPT-NO-FALSE-WITNESS	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0772	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/set.k	39	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0773	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	18	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0774	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	19	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0775	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	20	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule sortVS(.ValSeq) => .ValSeq [concrete]
K0776	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	21	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0777	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	22	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
K0778	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	23	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0779	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	24	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
K0780	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	26	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0781	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	27	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0782	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	28	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0783	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	29	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0784	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	31	rule	concrete	ACCEPT-NO-FALSE-WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K0785	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	36	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
K0786	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	40	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0787	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	49	syntax	function,total,symbol,no-evaluators	BOUNDARY-OPAQUE	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0788	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	51	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0789	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	53	rule	-	ACCEPT-NO-FALSE-WITNESS	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0790	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	54	rule	-	ACCEPT-NO-FALSE-WITNESS	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0791	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	55	rule	-	ACCEPT-NO-FALSE-WITNESS	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0792	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	57	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0793	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	58	rule	-	ACCEPT-NO-FALSE-WITNESS	rule condRev(S:ValSeq, false) => S
K0794	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	59	rule	-	ACCEPT-NO-FALSE-WITNESS	rule condRev(S:ValSeq, true) => revVS(S)
K0795	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	61	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0796	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	63	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0797	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/sort.k	65	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
K0798	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	8	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K0799	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	9	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0800	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	13	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= strToCodes(String) [function]
K0801	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	14	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0802	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	15	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strToCodes("") => .IntSeq
K0803	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	16	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
K0804	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	20	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0805	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	21	rule	-	ACCEPT-NO-FALSE-WITNESS	rule seqConcat(.IntSeq, T:IntSeq) => T
K0806	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	22	rule	-	ACCEPT-NO-FALSE-WITNESS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0807	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	24	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0808	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	25	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0809	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	26	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K0810	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	29	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0811	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	30	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0812	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	32	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0813	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	33	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strPrefix(.IntSeq, _:IntSeq) => true
K0814	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	34	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0815	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	35	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0816	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	37	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0817	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	38	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K0818	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	39	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K0819	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	40	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K0820	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	48	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0821	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	49	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(.IntSeq, .IntSeq) => false
K0822	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	50	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0823	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	51	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0824	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	52	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K0825	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	53	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K0826	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	54	rule	-	ACCEPT-NO-FALSE-WITNESS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0827	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	56	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0828	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	57	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K0829	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	58	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K0830	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/str.k	59	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K0831	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	11	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K0832	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	12	rule	-	ACCEPT-NO-FALSE-WITNESS	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
K0833	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	13	rule	-	ACCEPT-NO-FALSE-WITNESS	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
K0834	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	16	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K0835	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	17	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
K0836	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	18	rule	-	ACCEPT-NO-FALSE-WITNESS	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
K0837	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	21	syntax	function,total	ACCEPT-NO-FALSE-WITNESS	syntax Int ::= normIdx(Int, Int) [function, total]
K0838	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	22	rule	-	ACCEPT-NO-FALSE-WITNESS	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0839	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	23	rule	-	ACCEPT-NO-FALSE-WITNESS	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
K0840	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	27	context	-	ACCEPT-NO-FALSE-WITNESS	context Subscript(HOLE, _)
K0841	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	28	context	-	ACCEPT-NO-FALSE-WITNESS	context Subscript(_:Val, HOLE:Expr)
K0842	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	31	rule	priority	ACCEPT-NO-FALSE-WITNESS	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0843	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	35	rule	-	ACCEPT-NO-FALSE-WITNESS	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K0844	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	37	syntax	function	ACCEPT-NO-FALSE-WITNESS	syntax Val ::= applyIndex(Val, Int) [function]
K0845	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	38	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0846	/tmp/audit-work/86-anti-shuffle/reference-semantics/semantics/subscript.k	39	rule	-	ACCEPT-NO-FALSE-WITNESS	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
