id	file	line	kind	subtype	attributes	directly_exercised	review
863	semantics/subscript.k	73	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
864	semantics/subscript.k	74	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
865	semantics/subscript.k	76	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
866	semantics/subscript.k	77	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
867	semantics/subscript.k	79	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
868	semantics/subscript.k	81	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
869	semantics/subscript.k	83	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
870	semantics/subscript.k	84	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
871	semantics/subscript.k	86	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
872	semantics/subscript.k	88	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
873	semantics/subscript.k	90	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
874	semantics/subscript.k	91	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
875	semantics/subscript.k	93	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
876	semantics/subscript.k	96	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
877	semantics/subscript.k	97	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
878	semantics/subscript.k	99	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
879	semantics/subscript.k	102	syntax	function-declaration	function;total	no	inert-for-submitted-program-reviewed-for-overlap
880	semantics/subscript.k	103	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
881	semantics/subscript.k	105	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
882	semantics/subscript.k	109	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
883	semantics/subscript.k	110	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
884	semantics/subscript.k	113	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
885	semantics/subscript.k	116	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
886	semantics/subscript.k	117	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
887	semantics/subscript.k	120	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
888	semantics/syntax.k	9	syntax	syntax	macro;seqstrict(2, 3);strict(1);strict(2)	no	inert-for-submitted-program-reviewed-for-overlap
889	semantics/syntax.k	32	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
890	semantics/syntax.k	33	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
891	semantics/syntax.k	34	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
892	semantics/syntax.k	35	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
893	semantics/syntax.k	36	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
894	semantics/syntax.k	37	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
895	semantics/syntax.k	38	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
896	semantics/syntax.k	39	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
897	semantics/syntax.k	41	syntax	syntax	strict;strict(1);strict(2);strict(3)	no	inert-for-submitted-program-reviewed-for-overlap
898	semantics/syntax.k	56	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
899	semantics/syntax.k	57	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
900	semantics/syntax.k	58	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
901	semantics/syntax.k	59	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
902	semantics/syntax.k	60	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
903	semantics/syntax.k	61	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
904	semantics/tuple.k	10	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
905	semantics/tuple.k	11	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
906	semantics/tuple.k	14	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
907	semantics/tuple.k	15	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
908	semantics/tuple.k	16	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
909	semantics/tuple.k	18	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
910	semantics/tuple.k	20	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
911	semantics/tuple.k	21	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
912	semantics/tuple.k	23	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
913	semantics/tuple.k	24	syntax	function-declaration	function	no	inert-for-submitted-program-reviewed-for-overlap
914	semantics/tuple.k	25	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
915	semantics/tuple.k	26	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
916	semantics/tuple.k	28	rule	equational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
917	semantics/tuple.k	31	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
918	semantics/tuple.k	32	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
919	semantics/tuple.k	35	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
920	semantics/tuple.k	42	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
921	semantics/tuple.k	43	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
922	semantics/tuple.k	44	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
923	semantics/tuple.k	49	syntax	syntax	-	no	inert-for-submitted-program-reviewed-for-overlap
924	semantics/tuple.k	50	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
925	semantics/tuple.k	51	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
926	semantics/tuple.k	52	rule	operational-rule	priority(40)	no	inert-for-submitted-program-reviewed-for-overlap
927	semantics/tuple.k	55	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
928	semantics/tuple.k	57	rule	operational-rule	-	no	inert-for-submitted-program-reviewed-for-overlap
929	verification.k	6	syntax	syntax	-	no	proof-local-reviewed
930	verification.k	7	syntax	function-declaration	function	no	proof-local-reviewed
931	verification.k	9	rule	equational-rule	-	yes	proof-local-reviewed
932	verification.k	18	rule	operational-rule	-	yes	proof-local-reviewed
933	spec.k	6	claim	claim	-	no	entry-claim-reviewed
934	spec.k	24	claim	claim	-	no	entry-claim-reviewed
