WORKDIR: /tmp/audit-work/112-reverse-delete
COMMAND: /audit-output/evidence/k_rule_inventory.py
# Exhaustive K declaration and rule inventory

Files: 26
Inventory rows: 942
Kinds: {'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 230}
Decision classes: {'ACCEPT': 142, 'TARGET': 2, 'UNREACHED': 776, 'UNUSED OPAQUE': 22}
Attributes: {'concrete': 35, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority(39)': 1, 'priority(40)': 42, 'priority(45)': 3, 'seqstrict(2, 3)': 1, 'simplification': 4, 'strict(1)': 2, 'strict(2)': 2, 'strict(3)': 1, 'symbol(absF)': 1, 'symbol(addF)': 1, 'symbol(ceilF)': 1, 'symbol(decStrToF)': 1, 'symbol(divF)': 1, 'symbol(divFloatIntV)': 1, 'symbol(divII)': 1, 'symbol(eqF)': 1, 'symbol(floatLt)': 1, 'symbol(floatMod)': 1, 'symbol(floorFI)': 1, 'symbol(gtF)': 1, 'symbol(intFloatDiv)': 1, 'symbol(intToF)': 1, 'symbol(md5hexCodes)': 1, 'symbol(mulF)': 1, 'symbol(powF)': 1, 'symbol(roundF)': 1, 'symbol(roundFN)': 1, 'symbol(sortKeyVS)': 1, 'symbol(sortVS)': 1, 'symbol(sqrtF)': 1, 'symbol(subF)': 1, 'symbol(toF)': 1, 'symbol(truncF)': 1, 'total': 110}

| Source | Line | Kind | Attributes | Decision | Normalized declaration/rule |
|---|---:|---|---|---|---|
| `semantics/assert.k` | 6 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)` |
| `semantics/operators.k` | 12 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>` |
| `semantics/operators.k` | 15 | context | — | ACCEPT—relevant left-to-right evaluation context | `context Compare(HOLE, _)` |
| `semantics/operators.k` | 16 | context | — | ACCEPT—relevant left-to-right evaluation context | `context Compare(_:Val, CmpOp(_, HOLE))` |
| `semantics/operators.k` | 17 | rule | owise | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]` |
| `semantics/operators.k` | 19 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("is", V:Val, noneV) => V ==K noneV` |
| `semantics/operators.k` | 20 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)` |
| `semantics/operators.k` | 25 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/operators.k` | 28 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H \|-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]` |
| `semantics/operators.k` | 34 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H \|-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]` |
| `semantics/operators.k` | 38 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H \|-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]` |
| `semantics/operators.k` | 44 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/range.k` | 9 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= inRange(Int, Int, Int) [function, total]` |
| `semantics/range.k` | 10 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)` |
| `semantics/range.k` | 12 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= rangeLen(Int, Int, Int) [function]` |
| `semantics/range.k` | 13 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO` |
| `semantics/range.k` | 15 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO` |
| `semantics/range.k` | 17 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)` |
| `semantics/range.k` | 20 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)` |
| `semantics/range.k` | 23 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)` |
| `semantics/set.k` | 8 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= setV(IntSeq)` |
| `semantics/set.k` | 11 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= codeIn(Int, IntSeq) [function, total]` |
| `semantics/set.k` | 12 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule codeIn(_:Int, .IntSeq) => false` |
| `semantics/set.k` | 13 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)` |
| `semantics/set.k` | 16 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= dedupCodes(IntSeq) [function, total] \| dedupFrom(IntSeq, IntSeq) [function, total]` |
| `semantics/set.k` | 18 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)` |
| `semantics/set.k` | 19 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC` |
| `semantics/set.k` | 20 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)` |
| `semantics/set.k` | 22 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)` |
| `semantics/set.k` | 25 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]` |
| `semantics/set.k` | 26 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)` |
| `semantics/set.k` | 27 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))` |
| `semantics/set.k` | 31 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]` |
| `semantics/set.k` | 32 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule subsetCodes(.IntSeq, _:IntSeq) => true` |
| `semantics/set.k` | 33 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)` |
| `semantics/set.k` | 35 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]` |
| `semantics/set.k` | 36 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)` |
| `semantics/set.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)` |
| `semantics/sort.k` | 18 | syntax | function, no-evaluators, symbol(sortVS), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]` |
| `semantics/sort.k` | 19 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= insVS(Int, ValSeq) [function]` |
| `semantics/sort.k` | 20 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule sortVS(.ValSeq) => .ValSeq [concrete]` |
| `semantics/sort.k` | 21 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]` |
| `semantics/sort.k` | 22 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]` |
| `semantics/sort.k` | 23 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]` |
| `semantics/sort.k` | 24 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]` |
| `semantics/sort.k` | 26 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]` |
| `semantics/sort.k` | 27 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]` |
| `semantics/sort.k` | 28 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]` |
| `semantics/sort.k` | 29 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]` |
| `semantics/sort.k` | 31 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]` |
| `semantics/sort.k` | 36 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>` |
| `semantics/sort.k` | 40 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H \|-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]` |
| `semantics/sort.k` | 49 | syntax | function, no-evaluators, symbol(sortKeyVS), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]` |
| `semantics/sort.k` | 51 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= revVS(ValSeq) [function, total] \| revVSAcc(ValSeq, ValSeq) [function, total]` |
| `semantics/sort.k` | 53 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)` |
| `semantics/sort.k` | 54 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revVSAcc(.ValSeq, A:ValSeq) => A` |
| `semantics/sort.k` | 55 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))` |
| `semantics/sort.k` | 57 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]` |
| `semantics/sort.k` | 58 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule condRev(S:ValSeq, false) => S` |
| `semantics/sort.k` | 59 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule condRev(S:ValSeq, true) => revVS(S)` |
| `semantics/sort.k` | 61 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>` |
| `semantics/sort.k` | 63 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>` |
| `semantics/sort.k` | 65 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>` |
| `semantics/str.k` | 8 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>` |
| `semantics/str.k` | 9 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>` |
| `semantics/str.k` | 13 | syntax | function | ACCEPT—declaration/strictness used by submitted constructors | `syntax IntSeq ::= strToCodes(String) [function]` |
| `semantics/str.k` | 14 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> Str(S:String) => str(strToCodes(S)) ... </k>` |
| `semantics/str.k` | 15 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strToCodes("") => .IntSeq` |
| `semantics/str.k` | 16 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128` |
| `semantics/str.k` | 20 | syntax | function, total | ACCEPT—declaration/strictness used by submitted constructors | `syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]` |
| `semantics/str.k` | 21 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule seqConcat(.IntSeq, T:IntSeq) => T` |
| `semantics/str.k` | 22 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))` |
| `semantics/str.k` | 24 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))` |
| `semantics/str.k` | 25 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B` |
| `semantics/str.k` | 26 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)` |
| `semantics/str.k` | 29 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)` |
| `semantics/str.k` | 30 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)` |
| `semantics/str.k` | 32 | syntax | function, total | ACCEPT—declaration/strictness used by submitted constructors | `syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]` |
| `semantics/str.k` | 33 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strPrefix(.IntSeq, _:IntSeq) => true` |
| `semantics/str.k` | 34 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false` |
| `semantics/str.k` | 35 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)` |
| `semantics/str.k` | 37 | syntax | function, total | ACCEPT—declaration/strictness used by submitted constructors | `syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]` |
| `semantics/str.k` | 38 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)` |
| `semantics/str.k` | 39 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)` |
| `semantics/str.k` | 40 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))` |
| `semantics/str.k` | 48 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]` |
| `semantics/str.k` | 49 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(.IntSeq, .IntSeq) => false` |
| `semantics/str.k` | 50 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true` |
| `semantics/str.k` | 51 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false` |
| `semantics/str.k` | 52 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B` |
| `semantics/str.k` | 53 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B` |
| `semantics/str.k` | 54 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B` |
| `semantics/str.k` | 56 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)` |
| `semantics/str.k` | 57 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)` |
| `semantics/str.k` | 58 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)` |
| `semantics/str.k` | 59 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)` |
| `semantics/subscript.k` | 11 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= valSeqAt(ValSeq, Int) [function, total]` |
| `semantics/subscript.k` | 12 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V` |
| `semantics/subscript.k` | 13 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0` |
| `semantics/subscript.k` | 16 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= intSeqAt(IntSeq, Int) [function]` |
| `semantics/subscript.k` | 17 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C` |
| `semantics/subscript.k` | 18 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0` |
| `semantics/subscript.k` | 21 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= normIdx(Int, Int) [function, total]` |
| `semantics/subscript.k` | 22 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0` |
| `semantics/subscript.k` | 23 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule normIdx(I:Int, _:Int) => I requires I >=Int 0` |
| `semantics/subscript.k` | 27 | context | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `context Subscript(HOLE, _)` |
| `semantics/subscript.k` | 28 | context | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `context Subscript(_:Val, HOLE:Expr)` |
| `semantics/subscript.k` | 31 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/subscript.k` | 35 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>` |
| `semantics/subscript.k` | 37 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= applyIndex(Val, Int) [function]` |
| `semantics/subscript.k` | 38 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))` |
| `semantics/subscript.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))` |
| `semantics/subscript.k` | 40 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))` |
| `semantics/subscript.k` | 44 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #evalB(Bound) \| "#toSome" \| #slLo(Val, Bound, Bound) \| #slHi(Val, OptInt, Bound) \| #slStep(Val, OptInt, OptInt)` |
| `semantics/subscript.k` | 49 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax OptInt ::= "noB" \| someB(Int)` |
| `semantics/subscript.k` | 50 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #evalB(NoBound) => noB ... </k>` |
| `semantics/subscript.k` | 51 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>` |
| `semantics/subscript.k` | 52 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> I:Int ~> #toSome => someB(I) ... </k>` |
| `semantics/subscript.k` | 54 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>` |
| `semantics/subscript.k` | 55 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>` |
| `semantics/subscript.k` | 56 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>` |
| `semantics/subscript.k` | 58 | rule | priority(45) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]` |
| `semantics/subscript.k` | 61 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>` |
| `semantics/subscript.k` | 63 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]` |
| `semantics/subscript.k` | 64 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))` |
| `semantics/subscript.k` | 66 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))` |
| `semantics/subscript.k` | 68 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))` |
| `semantics/subscript.k` | 72 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= slStep(OptInt) [function, total]` |
| `semantics/subscript.k` | 73 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStep(noB) => 1` |
| `semantics/subscript.k` | 74 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStep(someB(S:Int)) => S` |
| `semantics/subscript.k` | 76 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= slStart(OptInt, OptInt, Int) [function]` |
| `semantics/subscript.k` | 77 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0` |
| `semantics/subscript.k` | 79 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0` |
