file	line	kind	classification	attributes	declaration	audit_decision	audit_rationale
/candidate/reference-semantics/semantics/subscript.k	79	rule	function-or-equational-rule		rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	81	rule	function-or-equational-rule		rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	83	syntax	syntax-declaration	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	84	rule	function-or-equational-rule		rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	86	rule	function-or-equational-rule		rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	88	rule	function-or-equational-rule		rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	90	syntax	syntax-declaration	function,total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	91	rule	function-or-equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	93	rule	function-or-equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	96	syntax	syntax-declaration	function,total	syntax Int ::= clampLo(Int, Int) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	97	rule	function-or-equational-rule		rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	99	rule	function-or-equational-rule		rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	102	syntax	syntax-declaration	function,total	syntax Int ::= clampHi(Int, Int, Int) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	103	rule	function-or-equational-rule		rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	105	rule	function-or-equational-rule		rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	109	syntax	syntax-declaration	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	110	rule	function-or-equational-rule		rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	113	rule	function-or-equational-rule		rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/subscript.k	116	syntax	syntax-declaration	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/subscript.k	117	rule	function-or-equational-rule		rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/subscript.k	120	rule	function-or-equational-rule		rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/syntax.k	3	module	module		module MPY-SYNTAX imports INT-SYNTAX imports FLOAT-SYNTAX imports BOOL-SYNTAX imports STRING-SYNTAX	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	9	syntax	syntax-declaration	macro,strict,seqstrict	"syntax Expr ::= ""Int""      ""("" Int "")"" | ""Float""    ""("" Float "")"" | ""Bool""     ""("" Bool "")"" | ""Name""     ""("" String "")"" | ""Str""      ""("" String "")"" | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)] | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)] | ""BoolOp""    ""("" String "","" Exprs "")"" | ""ListExpr""  ""("" Exprs "")"" | ""DictExpr""  ""("" Entries "")"" | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro] | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro] | ""TupleExpr"" ""("" Exprs "")"" | ""Subscript"" ""("" Expr "","" Index "")"" | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)] | ""Lambda""    ""("" Params "","" Expr "")"" | ""KwArg""     ""("" String "","" Expr "")"" | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")"" | ""NoneVal"" | ""Call""      ""("" Expr "","" Exprs "")"" | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)] | ""Compare""   ""("" Expr "","" CmpOp "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	32	syntax	syntax-declaration		"syntax CmpOp    ::= ""CmpOp"" ""("" String "","" Expr "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	33	syntax	syntax-declaration		"syntax Entry    ::= ""Entry"" ""("" Expr "","" Expr "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	34	syntax	syntax-declaration		"syntax Entries  ::= List{Entry, "",""}"	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	35	syntax	syntax-declaration		"syntax CompFor  ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	36	syntax	syntax-declaration		"syntax CompFors ::= List{CompFor, """"}"	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	37	syntax	syntax-declaration		"syntax Exprs    ::= List{Expr, "",""}"	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	38	syntax	syntax-declaration		"syntax Index    ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	39	syntax	syntax-declaration		"syntax Bound    ::= Expr | ""NoBound"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	41	syntax	syntax-declaration	strict	"syntax Stmt ::= ""Assign""    ""("" Expr "","" Expr "")"" [strict(2)] | ""Import""    ""("" String "")"" | ""ImportFrom"" ""("" String "","" ParamNames "")"" | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)] | ""For""       ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)] | ""While""     ""("" Expr "","" Stmts "")"" | ""Break"" | ""Continue"" | ""If""        ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)] | ""Return""    ""("" Expr "")"" [strict] | ""Assert""    ""("" Expr "")"" [strict] | ""Expr""      ""("" Expr "")"" [strict] | ""FuncDef""   ""("" String "","" Params "","" Stmts "")"" | ""FuncDef""   ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	56	syntax	syntax-declaration		"syntax Stmts      ::= List{Stmt, """"}"	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	57	syntax	syntax-declaration		"syntax Params     ::= ""Params"" ""("" ParamNames "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	58	syntax	syntax-declaration		"syntax CellVars   ::= ""CellVars"" ""("" ParamNames "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	59	syntax	syntax-declaration		"syntax FreeVars   ::= ""FreeVars"" ""("" ParamNames "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	60	syntax	syntax-declaration		"syntax ParamNames ::= List{String, "",""}"	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/syntax.k	61	syntax	syntax-declaration		"syntax Module     ::= ""Module"" ""("" Stmts "")"""	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/tuple.k	3	module	module		module MPY-TUPLE imports MPY-CORE imports MPY-ITER imports MPY-LIST imports MPY-METHODS	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	10	rule	operational-rule		rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	11	rule	operational-rule		rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	14	syntax	syntax-declaration		"syntax ApplyK ::= ""toTuple"""	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	15	rule	operational-rule		rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	16	rule	operational-rule		rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	18	rule	function-or-equational-rule		"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	20	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""in"",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	21	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	23	rule	function-or-equational-rule		"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	24	syntax	syntax-declaration	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	25	rule	function-or-equational-rule		rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	26	rule	function-or-equational-rule		rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	28	rule	function-or-equational-rule		"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	31	syntax	syntax-declaration		syntax KItem ::= #bindTgt(Expr, Val)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	32	rule	operational-rule		rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	35	rule	operational-rule	priority	"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	42	rule	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	43	rule	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	44	rule	operational-rule	priority	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	49	syntax	syntax-declaration		syntax KItem ::= #unpackSeq(Exprs, ValSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	50	rule	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	51	rule	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	52	rule	operational-rule	priority	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	55	rule	operational-rule		rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/tuple.k	57	rule	operational-rule		rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics.k	58	module	module		module MPY imports MPY-CORE imports MPY-ITER imports MPY-RANGE imports MPY-OPERATORS imports MPY-INT imports MPY-BOOL imports MPY-FLOAT imports MPY-STR imports MPY-SET imports MPY-LIST imports MPY-TUPLE imports MPY-SUBSCRIPT imports MPY-COMPREHENSION imports MPY-METHODS imports MPY-CONTROLS imports MPY-FUNCTIONS imports MPY-BUILTINS imports MPY-CALL imports MPY-SORT imports MPY-ASSERT imports MPY-DICT	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics.k	87	module	module		module MPY-KRUN imports MPY imports MPY-CONCRETE	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/connection-spec.k	3	module	module		module SUM-CONNECTION imports SUMMARY-DEFINITION	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-spec.k	8	claim	reachability-claim		claim [sum-fold]: <k> #iterNext(list(VS:ValSeq)) ~> #sumCont(ACC:Int) => sumInts(ACC, VS) ... </k> requires allIntegral(VS)	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-spec.k	14	claim	reachability-claim		claim [float-rest-fold]: <k> #iterNext(list(VS:ValSeq)) ~> #sumContF(ACC:Float) => sumFloatRest(ACC, VS) ... </k> requires allNumeric(VS)	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-spec.k	21	claim	reachability-claim		claim [reverse-summary]: <k> buildVS(VS:ValSeq, vsLen(VS) +Int -1, -1, -1) => reverseSlice(VS) </k>	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-spec.k	26	claim	reachability-claim		claim [reverse-slice]: <k> someB(-1) ~> #slStep(list(VS:ValSeq), noB, noB) => #alloc(list(reverseSlice(VS))) ... </k>	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-witness.k	3	module	module		module CONNECTION-WITNESS imports SUMMARY-DEFINITION	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-witness.k	6	claim	reachability-claim		claim [sum-three]: <k> #iterNext(list(vCons(1, vCons(2, .ValSeq)))) ~> #sumCont(0) => 3 </k>	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-witness.k	12	claim	reachability-claim		claim [sum-negative]: <k> #iterNext(list(vCons(-2, vCons(1, .ValSeq)))) ~> #sumCont(0) => -1 </k>	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
/candidate/connection-witness.k	18	claim	reachability-claim		claim [reverse-two]: <k> someB(-1) ~> #slStep( list(vCons(1, vCons(2, .ValSeq))), noB, noB) => #alloc(list(vCons(2, vCons(1, .ValSeq)))) </k>	ACCEPTED_CONNECTION_CLAIM	Positive bridge-free connection or ground value witness; reconstructed module closed with #Top under its declared imports.
