file	line	kind	classification	attributes	declaration
/candidate/reference-semantics/semantics/sort.k	63	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
/candidate/reference-semantics/semantics/sort.k	65	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
/candidate/reference-semantics/semantics/str.k	3	module	module		module MPY-STR imports MPY-CORE imports MPY-ITER
/candidate/reference-semantics/semantics/str.k	8	rule	operational-rule		rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
/candidate/reference-semantics/semantics/str.k	9	rule	operational-rule		rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
/candidate/reference-semantics/semantics/str.k	13	syntax	syntax-declaration	function	syntax IntSeq ::= strToCodes(String) [function]
/candidate/reference-semantics/semantics/str.k	14	rule	operational-rule		rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
/candidate/reference-semantics/semantics/str.k	15	rule	function-or-equational-rule		"rule strToCodes("""") => .IntSeq"
/candidate/reference-semantics/semantics/str.k	16	rule	function-or-equational-rule		"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
/candidate/reference-semantics/semantics/str.k	20	syntax	syntax-declaration	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
/candidate/reference-semantics/semantics/str.k	21	rule	function-or-equational-rule		rule seqConcat(.IntSeq, T:IntSeq)                => T
/candidate/reference-semantics/semantics/str.k	22	rule	function-or-equational-rule		rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
/candidate/reference-semantics/semantics/str.k	24	rule	function-or-equational-rule		"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
/candidate/reference-semantics/semantics/str.k	25	rule	function-or-equational-rule		"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
/candidate/reference-semantics/semantics/str.k	26	rule	function-or-equational-rule		"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
/candidate/reference-semantics/semantics/str.k	29	rule	function-or-equational-rule		"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
/candidate/reference-semantics/semantics/str.k	30	rule	function-or-equational-rule		"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
/candidate/reference-semantics/semantics/str.k	32	syntax	syntax-declaration	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
/candidate/reference-semantics/semantics/str.k	33	rule	function-or-equational-rule		rule strPrefix(.IntSeq, _:IntSeq)               => true
/candidate/reference-semantics/semantics/str.k	34	rule	function-or-equational-rule		rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
/candidate/reference-semantics/semantics/str.k	35	rule	function-or-equational-rule		rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
/candidate/reference-semantics/semantics/str.k	37	syntax	syntax-declaration	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
/candidate/reference-semantics/semantics/str.k	38	rule	function-or-equational-rule		rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
/candidate/reference-semantics/semantics/str.k	39	rule	function-or-equational-rule		rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
/candidate/reference-semantics/semantics/str.k	40	rule	function-or-equational-rule		rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
/candidate/reference-semantics/semantics/str.k	48	syntax	syntax-declaration	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
/candidate/reference-semantics/semantics/str.k	49	rule	function-or-equational-rule		rule strLt(.IntSeq, .IntSeq)                => false
/candidate/reference-semantics/semantics/str.k	50	rule	function-or-equational-rule		rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
/candidate/reference-semantics/semantics/str.k	51	rule	function-or-equational-rule		rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
/candidate/reference-semantics/semantics/str.k	52	rule	function-or-equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
/candidate/reference-semantics/semantics/str.k	53	rule	function-or-equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
/candidate/reference-semantics/semantics/str.k	54	rule	function-or-equational-rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
/candidate/reference-semantics/semantics/str.k	56	rule	function-or-equational-rule		"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
/candidate/reference-semantics/semantics/str.k	57	rule	function-or-equational-rule		"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
/candidate/reference-semantics/semantics/str.k	58	rule	function-or-equational-rule		"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
/candidate/reference-semantics/semantics/str.k	59	rule	function-or-equational-rule		"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
/candidate/reference-semantics/semantics/subscript.k	3	module	module		module MPY-SUBSCRIPT imports MPY-CORE
/candidate/reference-semantics/semantics/subscript.k	11	syntax	syntax-declaration	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
/candidate/reference-semantics/semantics/subscript.k	12	rule	function-or-equational-rule		rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
/candidate/reference-semantics/semantics/subscript.k	13	rule	function-or-equational-rule		rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
/candidate/reference-semantics/semantics/subscript.k	16	syntax	syntax-declaration	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	17	rule	function-or-equational-rule		rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
/candidate/reference-semantics/semantics/subscript.k	18	rule	function-or-equational-rule		rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
/candidate/reference-semantics/semantics/subscript.k	21	syntax	syntax-declaration	function,total	syntax Int ::= normIdx(Int, Int) [function, total]
/candidate/reference-semantics/semantics/subscript.k	22	rule	function-or-equational-rule		rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
/candidate/reference-semantics/semantics/subscript.k	23	rule	function-or-equational-rule		rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
/candidate/reference-semantics/semantics/subscript.k	27	context	context		context Subscript(HOLE, _)
/candidate/reference-semantics/semantics/subscript.k	28	context	context		context Subscript(_:Val, HOLE:Expr)
/candidate/reference-semantics/semantics/subscript.k	31	rule	operational-rule	priority	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/subscript.k	35	rule	operational-rule		rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
/candidate/reference-semantics/semantics/subscript.k	37	syntax	syntax-declaration	function	syntax Val ::= applyIndex(Val, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	38	rule	function-or-equational-rule		rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
/candidate/reference-semantics/semantics/subscript.k	39	rule	function-or-equational-rule		rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
/candidate/reference-semantics/semantics/subscript.k	40	rule	function-or-equational-rule		rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
/candidate/reference-semantics/semantics/subscript.k	44	syntax	syntax-declaration		"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
/candidate/reference-semantics/semantics/subscript.k	49	syntax	syntax-declaration		"syntax OptInt ::= ""noB"" | someB(Int)"
/candidate/reference-semantics/semantics/subscript.k	50	rule	operational-rule		rule <k> #evalB(NoBound)  => noB ... </k>
/candidate/reference-semantics/semantics/subscript.k	51	rule	operational-rule		rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
/candidate/reference-semantics/semantics/subscript.k	52	rule	operational-rule		rule <k> I:Int ~> #toSome => someB(I) ... </k>
/candidate/reference-semantics/semantics/subscript.k	54	rule	operational-rule		rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
/candidate/reference-semantics/semantics/subscript.k	55	rule	operational-rule		rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
/candidate/reference-semantics/semantics/subscript.k	56	rule	operational-rule		rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
/candidate/reference-semantics/semantics/subscript.k	58	rule	operational-rule	priority	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
/candidate/reference-semantics/semantics/subscript.k	61	rule	operational-rule		rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
/candidate/reference-semantics/semantics/subscript.k	63	syntax	syntax-declaration	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
/candidate/reference-semantics/semantics/subscript.k	64	rule	function-or-equational-rule		rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
/candidate/reference-semantics/semantics/subscript.k	66	rule	function-or-equational-rule		rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
/candidate/reference-semantics/semantics/subscript.k	68	rule	function-or-equational-rule		rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
/candidate/reference-semantics/semantics/subscript.k	72	syntax	syntax-declaration	function,total	syntax Int ::= slStep(OptInt) [function, total]
/candidate/reference-semantics/semantics/subscript.k	73	rule	function-or-equational-rule		rule slStep(noB)          => 1
/candidate/reference-semantics/semantics/subscript.k	74	rule	function-or-equational-rule		rule slStep(someB(S:Int)) => S
/candidate/reference-semantics/semantics/subscript.k	76	syntax	syntax-declaration	function	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	77	rule	function-or-equational-rule		rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
/candidate/reference-semantics/semantics/subscript.k	79	rule	function-or-equational-rule		rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0
/candidate/reference-semantics/semantics/subscript.k	81	rule	function-or-equational-rule		rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
/candidate/reference-semantics/semantics/subscript.k	83	syntax	syntax-declaration	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	84	rule	function-or-equational-rule		rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0
/candidate/reference-semantics/semantics/subscript.k	86	rule	function-or-equational-rule		rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
/candidate/reference-semantics/semantics/subscript.k	88	rule	function-or-equational-rule		rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
/candidate/reference-semantics/semantics/subscript.k	90	syntax	syntax-declaration	function,total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
/candidate/reference-semantics/semantics/subscript.k	91	rule	function-or-equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0
/candidate/reference-semantics/semantics/subscript.k	93	rule	function-or-equational-rule		rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
/candidate/reference-semantics/semantics/subscript.k	96	syntax	syntax-declaration	function,total	syntax Int ::= clampLo(Int, Int) [function, total]
/candidate/reference-semantics/semantics/subscript.k	97	rule	function-or-equational-rule		rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
/candidate/reference-semantics/semantics/subscript.k	99	rule	function-or-equational-rule		rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
/candidate/reference-semantics/semantics/subscript.k	102	syntax	syntax-declaration	function,total	syntax Int ::= clampHi(Int, Int, Int) [function, total]
/candidate/reference-semantics/semantics/subscript.k	103	rule	function-or-equational-rule		rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN
/candidate/reference-semantics/semantics/subscript.k	105	rule	function-or-equational-rule		rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
/candidate/reference-semantics/semantics/subscript.k	109	syntax	syntax-declaration	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	110	rule	function-or-equational-rule		rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
/candidate/reference-semantics/semantics/subscript.k	113	rule	function-or-equational-rule		rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
/candidate/reference-semantics/semantics/subscript.k	116	syntax	syntax-declaration	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
/candidate/reference-semantics/semantics/subscript.k	117	rule	function-or-equational-rule		rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
/candidate/reference-semantics/semantics/subscript.k	120	rule	function-or-equational-rule		rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
/candidate/reference-semantics/semantics/syntax.k	3	module	module		module MPY-SYNTAX imports INT-SYNTAX imports FLOAT-SYNTAX imports BOOL-SYNTAX imports STRING-SYNTAX
/candidate/reference-semantics/semantics/syntax.k	9	syntax	syntax-declaration	macro,strict,seqstrict	"syntax Expr ::= ""Int""      ""("" Int "")"" | ""Float""    ""("" Float "")"" | ""Bool""     ""("" Bool "")"" | ""Name""     ""("" String "")"" | ""Str""      ""("" String "")"" | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)] | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)] | ""BoolOp""    ""("" String "","" Exprs "")"" | ""ListExpr""  ""("" Exprs "")"" | ""DictExpr""  ""("" Entries "")"" | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro] | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro] | ""TupleExpr"" ""("" Exprs "")"" | ""Subscript"" ""("" Expr "","" Index "")"" | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)] | ""Lambda""    ""("" Params "","" Expr "")"" | ""KwArg""     ""("" String "","" Expr "")"" | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")"" | ""NoneVal"" | ""Call""      ""("" Expr "","" Exprs "")"" | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)] | ""Compare""   ""("" Expr "","" CmpOp "")"""
/candidate/reference-semantics/semantics/syntax.k	32	syntax	syntax-declaration		"syntax CmpOp    ::= ""CmpOp"" ""("" String "","" Expr "")"""
/candidate/reference-semantics/semantics/syntax.k	33	syntax	syntax-declaration		"syntax Entry    ::= ""Entry"" ""("" Expr "","" Expr "")"""
/candidate/reference-semantics/semantics/syntax.k	34	syntax	syntax-declaration		"syntax Entries  ::= List{Entry, "",""}"
/candidate/reference-semantics/semantics/syntax.k	35	syntax	syntax-declaration		"syntax CompFor  ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
/candidate/reference-semantics/semantics/syntax.k	36	syntax	syntax-declaration		"syntax CompFors ::= List{CompFor, """"}"
/candidate/reference-semantics/semantics/syntax.k	37	syntax	syntax-declaration		"syntax Exprs    ::= List{Expr, "",""}"
/candidate/reference-semantics/semantics/syntax.k	38	syntax	syntax-declaration		"syntax Index    ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
/candidate/reference-semantics/semantics/syntax.k	39	syntax	syntax-declaration		"syntax Bound    ::= Expr | ""NoBound"""
/candidate/reference-semantics/semantics/syntax.k	41	syntax	syntax-declaration	strict	"syntax Stmt ::= ""Assign""    ""("" Expr "","" Expr "")"" [strict(2)] | ""Import""    ""("" String "")"" | ""ImportFrom"" ""("" String "","" ParamNames "")"" | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)] | ""For""       ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)] | ""While""     ""("" Expr "","" Stmts "")"" | ""Break"" | ""Continue"" | ""If""        ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)] | ""Return""    ""("" Expr "")"" [strict] | ""Assert""    ""("" Expr "")"" [strict] | ""Expr""      ""("" Expr "")"" [strict] | ""FuncDef""   ""("" String "","" Params "","" Stmts "")"" | ""FuncDef""   ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""
/candidate/reference-semantics/semantics/syntax.k	56	syntax	syntax-declaration		"syntax Stmts      ::= List{Stmt, """"}"
/candidate/reference-semantics/semantics/syntax.k	57	syntax	syntax-declaration		"syntax Params     ::= ""Params"" ""("" ParamNames "")"""
/candidate/reference-semantics/semantics/syntax.k	58	syntax	syntax-declaration		"syntax CellVars   ::= ""CellVars"" ""("" ParamNames "")"""
/candidate/reference-semantics/semantics/syntax.k	59	syntax	syntax-declaration		"syntax FreeVars   ::= ""FreeVars"" ""("" ParamNames "")"""
/candidate/reference-semantics/semantics/syntax.k	60	syntax	syntax-declaration		"syntax ParamNames ::= List{String, "",""}"
/candidate/reference-semantics/semantics/syntax.k	61	syntax	syntax-declaration		"syntax Module     ::= ""Module"" ""("" Stmts "")"""
/candidate/reference-semantics/semantics/tuple.k	3	module	module		module MPY-TUPLE imports MPY-CORE imports MPY-ITER imports MPY-LIST imports MPY-METHODS
/candidate/reference-semantics/semantics/tuple.k	10	rule	operational-rule		rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
/candidate/reference-semantics/semantics/tuple.k	11	rule	operational-rule		rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
/candidate/reference-semantics/semantics/tuple.k	14	syntax	syntax-declaration		"syntax ApplyK ::= ""toTuple"""
/candidate/reference-semantics/semantics/tuple.k	15	rule	operational-rule		rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
/candidate/reference-semantics/semantics/tuple.k	16	rule	operational-rule		rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
/candidate/reference-semantics/semantics/tuple.k	18	rule	function-or-equational-rule		"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"
/candidate/reference-semantics/semantics/tuple.k	20	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""in"",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"
/candidate/reference-semantics/semantics/tuple.k	21	rule	operational-rule		"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"
/candidate/reference-semantics/semantics/tuple.k	23	rule	function-or-equational-rule		"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"
/candidate/reference-semantics/semantics/tuple.k	24	syntax	syntax-declaration	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
/candidate/reference-semantics/semantics/tuple.k	25	rule	function-or-equational-rule		rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
/candidate/reference-semantics/semantics/tuple.k	26	rule	function-or-equational-rule		rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
/candidate/reference-semantics/semantics/tuple.k	28	rule	function-or-equational-rule		"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"
/candidate/reference-semantics/semantics/tuple.k	31	syntax	syntax-declaration		syntax KItem ::= #bindTgt(Expr, Val)
/candidate/reference-semantics/semantics/tuple.k	32	rule	operational-rule		rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/candidate/reference-semantics/semantics/tuple.k	35	rule	operational-rule	priority	"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
/candidate/reference-semantics/semantics/tuple.k	42	rule	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
/candidate/reference-semantics/semantics/tuple.k	43	rule	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
/candidate/reference-semantics/semantics/tuple.k	44	rule	operational-rule	priority	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/tuple.k	49	syntax	syntax-declaration		syntax KItem ::= #unpackSeq(Exprs, ValSeq)
/candidate/reference-semantics/semantics/tuple.k	50	rule	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
/candidate/reference-semantics/semantics/tuple.k	51	rule	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
/candidate/reference-semantics/semantics/tuple.k	52	rule	operational-rule	priority	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/tuple.k	55	rule	operational-rule		rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
/candidate/reference-semantics/semantics/tuple.k	57	rule	operational-rule		rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
/candidate/reference-semantics/semantics.k	58	module	module		module MPY imports MPY-CORE imports MPY-ITER imports MPY-RANGE imports MPY-OPERATORS imports MPY-INT imports MPY-BOOL imports MPY-FLOAT imports MPY-STR imports MPY-SET imports MPY-LIST imports MPY-TUPLE imports MPY-SUBSCRIPT imports MPY-COMPREHENSION imports MPY-METHODS imports MPY-CONTROLS imports MPY-FUNCTIONS imports MPY-BUILTINS imports MPY-CALL imports MPY-SORT imports MPY-ASSERT imports MPY-DICT
/candidate/reference-semantics/semantics.k	87	module	module		module MPY-KRUN imports MPY imports MPY-CONCRETE
/candidate/connection-spec.k	3	module	module		module SUM-CONNECTION imports SUMMARY-DEFINITION
/candidate/connection-spec.k	8	claim	reachability-claim		claim [sum-fold]: <k> #iterNext(list(VS:ValSeq)) ~> #sumCont(ACC:Int) => sumInts(ACC, VS) ... </k> requires allIntegral(VS)
/candidate/connection-spec.k	14	claim	reachability-claim		claim [float-rest-fold]: <k> #iterNext(list(VS:ValSeq)) ~> #sumContF(ACC:Float) => sumFloatRest(ACC, VS) ... </k> requires allNumeric(VS)
/candidate/connection-spec.k	21	claim	reachability-claim		claim [reverse-summary]: <k> buildVS(VS:ValSeq, vsLen(VS) +Int -1, -1, -1) => reverseSlice(VS) </k>
/candidate/connection-spec.k	26	claim	reachability-claim		claim [reverse-slice]: <k> someB(-1) ~> #slStep(list(VS:ValSeq), noB, noB) => #alloc(list(reverseSlice(VS))) ... </k>
/candidate/connection-witness.k	3	module	module		module CONNECTION-WITNESS imports SUMMARY-DEFINITION
/candidate/connection-witness.k	6	claim	reachability-claim		claim [sum-three]: <k> #iterNext(list(vCons(1, vCons(2, .ValSeq)))) ~> #sumCont(0) => 3 </k>
/candidate/connection-witness.k	12	claim	reachability-claim		claim [sum-negative]: <k> #iterNext(list(vCons(-2, vCons(1, .ValSeq)))) ~> #sumCont(0) => -1 </k>
/candidate/connection-witness.k	18	claim	reachability-claim		claim [reverse-two]: <k> someB(-1) ~> #slStep( list(vCons(1, vCons(2, .ValSeq))), noB, noB) => #alloc(list(vCons(2, vCons(1, .ValSeq)))) </k>
/candidate/float-connection-spec.k	3	module	module		module FLOAT-SUM-CONNECTION imports FLOAT-REST-VERIFICATION
/candidate/float-connection-spec.k	8	claim	reachability-claim		claim [float-sum-fold]: <k> #iterNext(list(VS:ValSeq)) ~> #sumCont(ACC:Int) => sumToFloat(ACC, VS) ... </k> requires allNumeric(VS) andBool hasFloat(VS)
/candidate/mutation-verification.k	3	module	module		module SUMMARY-MUTATION imports MPY imports VERIFICATION-SYNTAX
/candidate/mutation-verification.k	8	rule	function-or-equational-rule		rule sumInts(_:Int, _:ValSeq) => 0
/candidate/mutation-verification.k	9	rule	function-or-equational-rule		rule sumToFloat(_:Int, vCons(V:Val, _:ValSeq)) => projectFloatTotal(V) requires isFloat(V)
/candidate/mutation-verification.k	12	rule	function-or-equational-rule		rule reverseSlice(_:ValSeq) => .ValSeq
/candidate/spec-body-mutation.k	3	module	module		module SPEC-BODY-MUTATION imports VERIFICATION
