source	module	start_line	end_line	kind	decision	declaration
reference-semantics/semantics/str.k	MPY-STR	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/str.k	MPY-STR	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/str.k	MPY-STR	8	8	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	MPY-STR	9	10	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	MPY-STR	13	13	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	MPY-STR	14	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	MPY-STR	15	15	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule strToCodes("""") => .IntSeq"
reference-semantics/semantics/str.k	MPY-STR	16	17	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
reference-semantics/semantics/str.k	MPY-STR	20	20	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	MPY-STR	21	21	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	MPY-STR	22	22	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	MPY-STR	24	24	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
reference-semantics/semantics/str.k	MPY-STR	25	25	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
reference-semantics/semantics/str.k	MPY-STR	26	26	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
reference-semantics/semantics/str.k	MPY-STR	29	29	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
reference-semantics/semantics/str.k	MPY-STR	30	30	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
reference-semantics/semantics/str.k	MPY-STR	32	32	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	MPY-STR	33	33	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	MPY-STR	34	34	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	MPY-STR	35	35	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	MPY-STR	37	37	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	MPY-STR	38	38	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	MPY-STR	39	39	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	MPY-STR	40	41	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	MPY-STR	48	48	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	MPY-STR	49	49	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	MPY-STR	50	50	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	MPY-STR	51	51	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	MPY-STR	52	52	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	MPY-STR	53	53	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	MPY-STR	54	54	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	MPY-STR	56	56	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
reference-semantics/semantics/str.k	MPY-STR	57	57	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
reference-semantics/semantics/str.k	MPY-STR	58	58	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
reference-semantics/semantics/str.k	MPY-STR	59	59	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
reference-semantics/semantics/str.k	MPY-STR	60	60	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/subscript.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-SUBSCRIPT
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	12	12	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	13	14	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	17	17	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	18	19	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	22	22	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	23	23	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	27	27	context	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	28	28	context	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	33	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	35	35	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	38	38	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	39	39	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	40	41	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	44	47	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	49	49	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax OptInt ::= ""noB"" | someB(Int)"
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	50	50	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	51	51	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	52	52	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	54	54	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	55	55	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	56	56	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule:priority(45)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	61	61	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	63	63	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	64	65	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	66	67	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	68	69	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	72	72	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	73	73	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStep(noB)          => 1
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	74	74	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	76	76	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	77	78	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	79	80	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	81	81	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	83	83	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	84	85	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	86	87	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	88	88	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	90	90	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	91	92	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	93	94	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	96	96	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	97	98	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	99	100	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	102	102	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= clampHi(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	103	104	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	105	106	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	109	109	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	110	112	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	113	114	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	116	116	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	117	119	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	120	121	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	122	122	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/syntax.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-SYNTAX
reference-semantics/semantics/syntax.k	MPY-SYNTAX	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports INT-SYNTAX
reference-semantics/semantics/syntax.k	MPY-SYNTAX	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports FLOAT-SYNTAX
reference-semantics/semantics/syntax.k	MPY-SYNTAX	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports BOOL-SYNTAX
reference-semantics/semantics/syntax.k	MPY-SYNTAX	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports STRING-SYNTAX
reference-semantics/semantics/syntax.k	MPY-SYNTAX	9	30	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Expr ::= ""Int""      ""("" Int "")"" | ""Float""    ""("" Float "")"" | ""Bool""     ""("" Bool "")"" | ""Name""     ""("" String "")"" | ""Str""      ""("" String "")"" | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)] | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)] | ""BoolOp""    ""("" String "","" Exprs "")"" | ""ListExpr""  ""("" Exprs "")"" | ""DictExpr""  ""("" Entries "")"" | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro] | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro] | ""TupleExpr"" ""("" Exprs "")"" | ""Subscript"" ""("" Expr "","" Index "")"" | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)] | ""Lambda""    ""("" Params "","" Expr "")"" | ""KwArg""     ""("" String "","" Expr "")"" | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")"" | ""NoneVal"" | ""Call""      ""("" Expr "","" Exprs "")"" | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)] | ""Compare""   ""("" Expr "","" CmpOp "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	32	32	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax CmpOp    ::= ""CmpOp"" ""("" String "","" Expr "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	33	33	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Entry    ::= ""Entry"" ""("" Expr "","" Expr "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	34	34	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Entries  ::= List{Entry, "",""}"
reference-semantics/semantics/syntax.k	MPY-SYNTAX	35	35	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax CompFor  ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	36	36	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax CompFors ::= List{CompFor, """"}"
reference-semantics/semantics/syntax.k	MPY-SYNTAX	37	37	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Exprs    ::= List{Expr, "",""}"
reference-semantics/semantics/syntax.k	MPY-SYNTAX	38	38	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Index    ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	39	39	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Bound    ::= Expr | ""NoBound"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	41	54	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Stmt ::= ""Assign""    ""("" Expr "","" Expr "")"" [strict(2)] | ""Import""    ""("" String "")"" | ""ImportFrom"" ""("" String "","" ParamNames "")"" | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)] | ""For""       ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)] | ""While""     ""("" Expr "","" Stmts "")"" | ""Break"" | ""Continue"" | ""If""        ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)] | ""Return""    ""("" Expr "")"" [strict] | ""Assert""    ""("" Expr "")"" [strict] | ""Expr""      ""("" Expr "")"" [strict] | ""FuncDef""   ""("" String "","" Params "","" Stmts "")"" | ""FuncDef""   ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	56	56	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Stmts      ::= List{Stmt, """"}"
reference-semantics/semantics/syntax.k	MPY-SYNTAX	57	57	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Params     ::= ""Params"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	58	58	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax CellVars   ::= ""CellVars"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	59	59	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax FreeVars   ::= ""FreeVars"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	60	60	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax ParamNames ::= List{String, "",""}"
reference-semantics/semantics/syntax.k	MPY-SYNTAX	61	61	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax Module     ::= ""Module"" ""("" Stmts "")"""
reference-semantics/semantics/syntax.k	MPY-SYNTAX	62	62	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/tuple.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-TUPLE
reference-semantics/semantics/tuple.k	MPY-TUPLE	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/tuple.k	MPY-TUPLE	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/tuple.k	MPY-TUPLE	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-LIST
reference-semantics/semantics/tuple.k	MPY-TUPLE	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-METHODS
reference-semantics/semantics/tuple.k	MPY-TUPLE	10	10	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
