id	file	module	start_line	end_line	kind	flags	decision	rationale	text
768	reference-semantics/semantics/set.k	MPY-SET	32	32	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule subsetCodes(.IntSeq, _:IntSeq) => true
769	reference-semantics/semantics/set.k	MPY-SET	33	33	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
770	reference-semantics/semantics/set.k	MPY-SET	35	35	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
771	reference-semantics/semantics/set.k	MPY-SET	36	36	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
772	reference-semantics/semantics/set.k	MPY-SET	39	40	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B) endmodule
773	reference-semantics/semantics/sort.k	MPY-SORT	18	18	syntax	function,total,no-evaluators,symbol	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
774	reference-semantics/semantics/sort.k	MPY-SORT	19	19	syntax	function	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	syntax ValSeq ::= insVS(Int, ValSeq) [function]
775	reference-semantics/semantics/sort.k	MPY-SORT	20	20	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule sortVS(.ValSeq) => .ValSeq [concrete]
776	reference-semantics/semantics/sort.k	MPY-SORT	21	21	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
777	reference-semantics/semantics/sort.k	MPY-SORT	22	22	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
778	reference-semantics/semantics/sort.k	MPY-SORT	23	23	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
779	reference-semantics/semantics/sort.k	MPY-SORT	24	24	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
780	reference-semantics/semantics/sort.k	MPY-SORT	26	26	syntax	function	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
781	reference-semantics/semantics/sort.k	MPY-SORT	27	27	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
782	reference-semantics/semantics/sort.k	MPY-SORT	28	28	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
783	reference-semantics/semantics/sort.k	MPY-SORT	29	30	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
784	reference-semantics/semantics/sort.k	MPY-SORT	31	32	rule	concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
785	reference-semantics/semantics/sort.k	MPY-SORT	36	37	rule	-	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
786	reference-semantics/semantics/sort.k	MPY-SORT	40	42	rule	priority	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
787	reference-semantics/semantics/sort.k	MPY-SORT	49	49	syntax	function,total,no-evaluators,symbol	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
788	reference-semantics/semantics/sort.k	MPY-SORT	51	52	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
789	reference-semantics/semantics/sort.k	MPY-SORT	53	53	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
790	reference-semantics/semantics/sort.k	MPY-SORT	54	54	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule revVSAcc(.ValSeq, A:ValSeq) => A
791	reference-semantics/semantics/sort.k	MPY-SORT	55	55	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
792	reference-semantics/semantics/sort.k	MPY-SORT	57	57	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
793	reference-semantics/semantics/sort.k	MPY-SORT	58	58	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule condRev(S:ValSeq, false) => S
794	reference-semantics/semantics/sort.k	MPY-SORT	59	59	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule condRev(S:ValSeq, true) => revVS(S)
795	reference-semantics/semantics/sort.k	MPY-SORT	61	62	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
796	reference-semantics/semantics/sort.k	MPY-SORT	63	64	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
797	reference-semantics/semantics/sort.k	MPY-SORT	65	72	rule	total,concrete	TRUSTED_PRIMITIVE_USED	Selected supplied sort boundary; concrete equations agree with insertion sort, but symbolic sortVS remains an explicitly accounted opaque contract.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …). endmodule
798	reference-semantics/semantics/str.k	MPY-STR	8	8	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
799	reference-semantics/semantics/str.k	MPY-STR	9	10	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
800	reference-semantics/semantics/str.k	MPY-STR	13	13	syntax	function	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax IntSeq ::= strToCodes(String) [function]
801	reference-semantics/semantics/str.k	MPY-STR	14	14	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
802	reference-semantics/semantics/str.k	MPY-STR	15	15	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strToCodes("") => .IntSeq
803	reference-semantics/semantics/str.k	MPY-STR	16	17	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
804	reference-semantics/semantics/str.k	MPY-STR	20	20	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
805	reference-semantics/semantics/str.k	MPY-STR	21	21	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule seqConcat(.IntSeq, T:IntSeq) => T
806	reference-semantics/semantics/str.k	MPY-STR	22	22	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
807	reference-semantics/semantics/str.k	MPY-STR	24	24	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
808	reference-semantics/semantics/str.k	MPY-STR	25	25	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
809	reference-semantics/semantics/str.k	MPY-STR	26	26	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
810	reference-semantics/semantics/str.k	MPY-STR	29	29	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
811	reference-semantics/semantics/str.k	MPY-STR	30	30	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
812	reference-semantics/semantics/str.k	MPY-STR	32	32	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
813	reference-semantics/semantics/str.k	MPY-STR	33	33	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strPrefix(.IntSeq, _:IntSeq) => true
814	reference-semantics/semantics/str.k	MPY-STR	34	34	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
815	reference-semantics/semantics/str.k	MPY-STR	35	35	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
816	reference-semantics/semantics/str.k	MPY-STR	37	37	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
817	reference-semantics/semantics/str.k	MPY-STR	38	38	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
818	reference-semantics/semantics/str.k	MPY-STR	39	39	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
819	reference-semantics/semantics/str.k	MPY-STR	40	41	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
820	reference-semantics/semantics/str.k	MPY-STR	48	48	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
821	reference-semantics/semantics/str.k	MPY-STR	49	49	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(.IntSeq, .IntSeq) => false
822	reference-semantics/semantics/str.k	MPY-STR	50	50	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
823	reference-semantics/semantics/str.k	MPY-STR	51	51	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
824	reference-semantics/semantics/str.k	MPY-STR	52	52	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
825	reference-semantics/semantics/str.k	MPY-STR	53	53	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
826	reference-semantics/semantics/str.k	MPY-STR	54	54	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
827	reference-semantics/semantics/str.k	MPY-STR	56	56	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
828	reference-semantics/semantics/str.k	MPY-STR	57	57	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
829	reference-semantics/semantics/str.k	MPY-STR	58	58	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
830	reference-semantics/semantics/str.k	MPY-STR	59	60	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B) endmodule
831	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
832	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	12	12	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
833	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	13	14	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
834	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax	function	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= intSeqAt(IntSeq, Int) [function]
835	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	17	17	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
836	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	18	19	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
837	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= normIdx(Int, Int) [function, total]
838	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	22	22	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
839	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	23	23	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
840	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	27	27	context	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	context Subscript(HOLE, _)
841	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	28	28	context	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	context Subscript(_:Val, HOLE:Expr)
842	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	33	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
843	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	35	35	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
844	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax	function	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Val ::= applyIndex(Val, Int) [function]
845	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	38	38	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
846	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	39	39	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
847	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	40	41	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
848	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	44	47	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
849	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	49	49	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax OptInt ::= "noB" | someB(Int)
850	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	50	50	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #evalB(NoBound) => noB ... </k>
851	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	51	51	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
852	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	52	52	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> I:Int ~> #toSome => someB(I) ... </k>
853	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	54	54	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
854	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	55	55	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
855	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	56	56	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
856	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
857	reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	61	61	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
