origin	path	start	end	kind	flags	exact_source_block
trusted-supplied	/reference/reference-semantics/semantics/float.k	78	78	rule	-	  rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	79	79	rule	-	  rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	82	82	syntax	-	  syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
trusted-supplied	/reference/reference-semantics/semantics/float.k	83	83	rule	priority	  rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	84	84	rule	-	  rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	85	85	rule	-	  rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	86	86	syntax	function,total,symbol	  syntax Float ::= toF(Val) [function, total, symbol(toF)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	87	87	rule	concrete	  rule toF(F:Float) => F        [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	88	88	rule	concrete	  rule toF(I:Int)   => intToF(I) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	93	93	syntax	function,total,symbol	  syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	94	94	rule	concrete	  rule ceilF(I:Int)   => I                       [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	95	95	rule	concrete	  rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	99	99	rule	-	  rule applyUn("-", F:Float) => 0.0 -Float F
trusted-supplied	/reference/reference-semantics/semantics/float.k	103	103	syntax	function,total,symbol,no-evaluators	  syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	104	104	rule	concrete	  rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	105	105	rule	-	  rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	107	107	syntax	function,total,symbol,no-evaluators	  syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	108	108	rule	concrete	  rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	109	109	rule	-	  rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	111	111	syntax	function,total,symbol,no-evaluators	  syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	112	112	rule	concrete	  rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	113	113	rule	-	  rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	115	115	syntax	function,total,symbol,no-evaluators	  syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	116	116	rule	concrete	  rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	117	117	rule	-	  rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	119	119	syntax	function,total,symbol,no-evaluators	  syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	120	120	rule	concrete	  rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	121	121	rule	-	  rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	125	125	syntax	function,total,symbol,no-evaluators	  syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	126	126	rule	concrete	  rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	127	127	rule	-	  rule applyCmp(">",  F1:Float, F2:Float) => gtF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	128	128	rule	-	  rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	129	129	rule	-	  rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
trusted-supplied	/reference/reference-semantics/semantics/float.k	132	132	rule	-	  rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	133	133	rule	-	  rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	134	134	rule	-	  rule applyBin("-",  I:Int, F:Float) => subF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	135	135	rule	-	  rule applyBin("-",  F:Float, I:Int) => subF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	136	136	rule	-	  rule applyBin("+",  I:Int, F:Float) => addF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	137	137	rule	-	  rule applyBin("+",  F:Float, I:Int) => addF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	138	138	rule	-	  rule applyBin("*",  I:Int, F:Float) => mulF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	139	139	rule	-	  rule applyBin("*",  F:Float, I:Int) => mulF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	142	142	syntax	function,total,symbol,no-evaluators	  syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	143	143	rule	concrete	  rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	144	144	rule	-	  rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	145	145	rule	-	  rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	146	146	rule	-	  rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	147	147	rule	-	  rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	148	148	rule	-	  rule applyCmp("<",  I:Int, F:Float) => floatLt(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	149	149	rule	-	  rule applyCmp("<",  F:Float, I:Int) => floatLt(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	150	150	rule	-	  rule applyCmp(">",  I:Int, F:Float) => gtF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	151	151	rule	-	  rule applyCmp(">",  F:Float, I:Int) => gtF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	154	154	rule	-	  rule applyCmp("==", V:Val, noneV) => V ==K noneV
trusted-supplied	/reference/reference-semantics/semantics/float.k	155	155	rule	-	  rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
trusted-supplied	/reference/reference-semantics/semantics/float.k	160	160	syntax	function,total,symbol,no-evaluators	  syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	161	161	rule	concrete	  rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	162	164	rule	concrete	  rule decStrToF(CS:IntSeq)\n    => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))\n       requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	165	165	syntax	function	  syntax Int ::= headIS(IntSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/float.k	166	166	rule	-	  rule headIS(iCons(C:Int, _:IntSeq)) => C
trusted-supplied	/reference/reference-semantics/semantics/float.k	167	167	syntax	function,total	  syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/float.k	168	168	rule	-	  rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
trusted-supplied	/reference/reference-semantics/semantics/float.k	169	169	rule	-	  rule intPartAcc(.IntSeq, A:Int) => A
trusted-supplied	/reference/reference-semantics/semantics/float.k	170	170	rule	-	  rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
trusted-supplied	/reference/reference-semantics/semantics/float.k	171	172	rule	-	  rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))\n       requires C =/=Int 46
trusted-supplied	/reference/reference-semantics/semantics/float.k	173	173	syntax	function,total	  syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/float.k	174	174	rule	-	  rule fracPart(.IntSeq) => 0
trusted-supplied	/reference/reference-semantics/semantics/float.k	175	175	rule	-	  rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
trusted-supplied	/reference/reference-semantics/semantics/float.k	176	176	rule	-	  rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
trusted-supplied	/reference/reference-semantics/semantics/float.k	177	177	rule	-	  rule fracAcc(.IntSeq, A:Int) => A
trusted-supplied	/reference/reference-semantics/semantics/float.k	178	178	rule	-	  rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
trusted-supplied	/reference/reference-semantics/semantics/float.k	179	179	syntax	function,total	  syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/float.k	180	180	rule	-	  rule fracScale(.IntSeq) => 1
trusted-supplied	/reference/reference-semantics/semantics/float.k	181	181	rule	-	  rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
trusted-supplied	/reference/reference-semantics/semantics/float.k	182	182	rule	-	  rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
trusted-supplied	/reference/reference-semantics/semantics/float.k	183	183	rule	-	  rule fscAcc(.IntSeq, A:Int) => A
trusted-supplied	/reference/reference-semantics/semantics/float.k	184	184	rule	-	  rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
trusted-supplied	/reference/reference-semantics/semantics/float.k	185	185	rule	-	  rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
trusted-supplied	/reference/reference-semantics/semantics/float.k	186	186	rule	-	  rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
trusted-supplied	/reference/reference-semantics/semantics/float.k	187	187	rule	-	  rule applyBuiltin("float", F:Float, .Vals)        => F
trusted-supplied	/reference/reference-semantics/semantics/float.k	190	190	syntax	function,total,symbol,no-evaluators	  syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	191	191	rule	concrete	  rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	192	192	rule	-	  rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
trusted-supplied	/reference/reference-semantics/semantics/float.k	195	195	syntax	function,total,symbol,no-evaluators	  syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	196	196	rule	concrete	  rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	197	197	rule	-	  rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	198	198	rule	-	  rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	199	199	rule	-	  rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	200	200	rule	-	  rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	201	201	rule	-	  rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	202	202	rule	-	  rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	203	203	rule	-	  rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	204	204	rule	-	  rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	205	205	rule	-	  rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	206	206	rule	-	  rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
trusted-supplied	/reference/reference-semantics/semantics/float.k	209	209	syntax	function,total,symbol,no-evaluators	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	210	210	rule	concrete	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	211	211	rule	-	  rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	213	213	rule	-	  rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
trusted-supplied	/reference/reference-semantics/semantics/float.k	214	214	rule	-	  rule applyBuiltin("float", F:Float, .Vals) => F
trusted-supplied	/reference/reference-semantics/semantics/float.k	217	217	syntax	function,total,symbol,no-evaluators	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	218	222	rule	concrete	  rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	223	223	syntax	function,total,symbol,no-evaluators	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	224	226	rule	concrete	  rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	227	227	rule	-	  rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
trusted-supplied	/reference/reference-semantics/semantics/float.k	228	228	rule	-	  rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
trusted-supplied	/reference/reference-semantics/semantics/float.k	230	230	syntax	function,total,symbol,no-evaluators	  syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/float.k	231	231	rule	concrete	  rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/float.k	232	232	syntax	-	  syntax KItem ::= "#mathSqrt"
trusted-supplied	/reference/reference-semantics/semantics/float.k	233	233	rule	priority	  rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/float.k	234	234	rule	-	  rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	235	235	rule	-	  rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	243	243	syntax	-	  syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
trusted-supplied	/reference/reference-semantics/semantics/float.k	244	244	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	245	245	rule	-	  rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	246	246	rule	-	  rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	247	248	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	250	250	syntax	-	  syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
trusted-supplied	/reference/reference-semantics/semantics/float.k	251	251	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	252	252	rule	-	  rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	253	253	rule	-	  rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	254	255	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	261	261	syntax	-	  syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
trusted-supplied	/reference/reference-semantics/semantics/float.k	262	264	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>\n       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
trusted-supplied	/reference/reference-semantics/semantics/float.k	265	265	rule	-	  rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	266	266	rule	-	  rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
trusted-supplied	/reference/reference-semantics/semantics/float.k	267	269	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>\n       requires isFloat(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	270	272	rule	-	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>\n       requires isInt(V) orBool isBool(V)
trusted-supplied	/reference/reference-semantics/semantics/float.k	273	273	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/functions.k	3	3	module	-	module MPY-FUNCTIONS
trusted-supplied	/reference/reference-semantics/semantics/functions.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/functions.k	8	11	syntax	-	  syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)\n                 | #bindP(ParamNames, Vals)\n                 | "#pop"\n                 | "#endcall"
trusted-supplied	/reference/reference-semantics/semantics/functions.k	14	16	rule	-	  rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	18	18	syntax	-	  syntax Expr ::= closureExpr(ParamNames, Stmts)
trusted-supplied	/reference/reference-semantics/semantics/functions.k	19	20	rule	-	  rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>\n       <env> L:Int </env>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	27	27	syntax	-	  syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
trusted-supplied	/reference/reference-semantics/semantics/functions.k	31	32	syntax	-	  syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)\n                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
trusted-supplied	/reference/reference-semantics/semantics/functions.k	33	35	rule	-	  rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                   FreeVars(FVS:ParamNames), BODY:Stmts)\n        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	36	41	rule	-	  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
trusted-supplied	/reference/reference-semantics/semantics/functions.k	42	45	rule	-	  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	47	49	rule	-	  rule <k> Lambda(Params(PNS:ParamNames), E:Expr)\n        => closureVal(PNS, Return(E) .Stmts, L) ... </k>\n       <env> L:Int </env>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	50	52	rule	-	  rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                  FreeVars(FVS:ParamNames), E:Expr)\n        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	53	58	rule	-	  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,\n                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
trusted-supplied	/reference/reference-semantics/semantics/functions.k	59	60	rule	-	  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)\n        => closureValC(PNS, CVS, BODY, CM) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	63	63	rule	-	  rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	64	66	rule	-	  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	68	71	rule	-	  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))\n        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	72	75	requires	priority	       requires "$cells" in_keys(M)\n        andBool pnMember(P, cellsOf({M["$cells"]}:>Val))\n        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/functions.k	78	79	rule	-	  rule <k> Return(V:Val) ~> _ => #pop </k>\n       <ret> noRet => retV(V) </ret>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	80	81	rule	-	  rule <k> #endcall => #pop ... </k>\n       <ret> noRet => retV(noneV) </ret>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	85	90	rule	-	  rule <k> #pop => V ~> CONT </k>\n       <ret>   retV(V) => noRet </ret>\n       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>\n       <env>   L:Int => CALLERL </env>\n       <scopes> SC:Map => SC [ L <- undef ] </scopes>\n       <scopeLoc> _ => SAVEDL </scopeLoc>
trusted-supplied	/reference/reference-semantics/semantics/functions.k	91	91	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/int.k	4	4	module	-	module MPY-INT
trusted-supplied	/reference/reference-semantics/semantics/int.k	5	5	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/int.k	7	7	rule	-	  rule applyUn("-", I:Int) => 0 -Int I
trusted-supplied	/reference/reference-semantics/semantics/int.k	9	9	rule	-	  rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	11	11	rule	-	  rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
trusted-supplied	/reference/reference-semantics/semantics/int.k	12	12	rule	-	  rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
trusted-supplied	/reference/reference-semantics/semantics/int.k	13	13	rule	-	  rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	14	14	rule	-	  rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	15	15	rule	-	  rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
trusted-supplied	/reference/reference-semantics/semantics/int.k	16	16	rule	-	  rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	17	17	rule	-	  rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
trusted-supplied	/reference/reference-semantics/semantics/int.k	19	19	syntax	function	  syntax Int ::= pyMod(Int, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/int.k	20	20	rule	-	  rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	22	22	rule	-	  rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	23	23	rule	-	  rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
