COMMAND: /audit-output/evidence/inventory_k.sh /tmp/audit-work/48-is-palindrome /audit-output/evidence/rule-inventory.tsv 
id	file	line	kind	declaration	decision
542	reference-semantics/semantics/float.k	230	syntax	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]	ACCEPT_FIXED_DECLARATION
543	reference-semantics/semantics/float.k	231	rule	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]	ACCEPT_FIXED_RULE
544	reference-semantics/semantics/float.k	232	syntax	syntax KItem ::= "#mathSqrt"	ACCEPT_FIXED_DECLARATION
545	reference-semantics/semantics/float.k	233	rule	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]	ACCEPT_FIXED_RULE
546	reference-semantics/semantics/float.k	234	rule	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>	ACCEPT_FIXED_RULE
547	reference-semantics/semantics/float.k	235	rule	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>	ACCEPT_FIXED_RULE
548	reference-semantics/semantics/float.k	243	syntax	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)	ACCEPT_FIXED_DECLARATION
549	reference-semantics/semantics/float.k	244	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)	ACCEPT_FIXED_RULE
550	reference-semantics/semantics/float.k	245	rule	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>	ACCEPT_FIXED_RULE
551	reference-semantics/semantics/float.k	246	rule	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>	ACCEPT_FIXED_RULE
552	reference-semantics/semantics/float.k	247	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>	ACCEPT_FIXED_RULE
553	reference-semantics/semantics/float.k	250	syntax	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)	ACCEPT_FIXED_DECLARATION
554	reference-semantics/semantics/float.k	251	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)	ACCEPT_FIXED_RULE
555	reference-semantics/semantics/float.k	252	rule	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>	ACCEPT_FIXED_RULE
556	reference-semantics/semantics/float.k	253	rule	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>	ACCEPT_FIXED_RULE
557	reference-semantics/semantics/float.k	254	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>	ACCEPT_FIXED_RULE
558	reference-semantics/semantics/float.k	261	syntax	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)	ACCEPT_FIXED_DECLARATION
559	reference-semantics/semantics/float.k	262	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)	ACCEPT_FIXED_RULE
560	reference-semantics/semantics/float.k	265	rule	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>	ACCEPT_FIXED_RULE
561	reference-semantics/semantics/float.k	266	rule	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>	ACCEPT_FIXED_RULE
562	reference-semantics/semantics/float.k	267	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)	ACCEPT_FIXED_RULE
563	reference-semantics/semantics/float.k	270	rule	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)	ACCEPT_FIXED_RULE
564	reference-semantics/semantics/functions.k	8	syntax	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)	ACCEPT_FIXED_DECLARATION
565	reference-semantics/semantics/functions.k	14	rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>	ACCEPT_FIXED_RULE
566	reference-semantics/semantics/functions.k	18	syntax	syntax Expr ::= closureExpr(ParamNames, Stmts)	ACCEPT_FIXED_DECLARATION
567	reference-semantics/semantics/functions.k	19	rule	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>	ACCEPT_FIXED_RULE
568	reference-semantics/semantics/functions.k	27	syntax	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)	ACCEPT_FIXED_DECLARATION
569	reference-semantics/semantics/functions.k	31	syntax	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)	ACCEPT_FIXED_DECLARATION
570	reference-semantics/semantics/functions.k	33	rule	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),	ACCEPT_FIXED_RULE
571	reference-semantics/semantics/functions.k	36	rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,	ACCEPT_FIXED_RULE
572	reference-semantics/semantics/functions.k	42	rule	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,	ACCEPT_FIXED_RULE
573	reference-semantics/semantics/functions.k	47	rule	rule <k> Lambda(Params(PNS:ParamNames), E:Expr)	ACCEPT_FIXED_RULE
574	reference-semantics/semantics/functions.k	50	rule	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),	ACCEPT_FIXED_RULE
575	reference-semantics/semantics/functions.k	53	rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,	ACCEPT_FIXED_RULE
576	reference-semantics/semantics/functions.k	59	rule	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)	ACCEPT_FIXED_RULE
577	reference-semantics/semantics/functions.k	63	rule	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>	ACCEPT_FIXED_RULE
578	reference-semantics/semantics/functions.k	64	rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>	ACCEPT_FIXED_RULE
579	reference-semantics/semantics/functions.k	68	rule	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))	ACCEPT_FIXED_RULE
580	reference-semantics/semantics/functions.k	78	rule	rule <k> Return(V:Val) ~> _ => #pop </k>	ACCEPT_FIXED_RULE
581	reference-semantics/semantics/functions.k	80	rule	rule <k> #endcall => #pop ... </k>	ACCEPT_FIXED_RULE
582	reference-semantics/semantics/functions.k	85	rule	rule <k> #pop => V ~> CONT </k>	ACCEPT_FIXED_RULE
583	reference-semantics/semantics/int.k	7	rule	rule applyUn("-", I:Int) => 0 -Int I	ACCEPT_FIXED_RULE
584	reference-semantics/semantics/int.k	9	rule	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2	ACCEPT_FIXED_RULE
585	reference-semantics/semantics/int.k	11	rule	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi	ACCEPT_FIXED_RULE
586	reference-semantics/semantics/int.k	12	rule	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I	ACCEPT_FIXED_RULE
587	reference-semantics/semantics/int.k	13	rule	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2	ACCEPT_FIXED_RULE
588	reference-semantics/semantics/int.k	14	rule	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2	ACCEPT_FIXED_RULE
589	reference-semantics/semantics/int.k	15	rule	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)	ACCEPT_FIXED_RULE
590	reference-semantics/semantics/int.k	16	rule	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2	ACCEPT_FIXED_RULE
591	reference-semantics/semantics/int.k	17	rule	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0	ACCEPT_FIXED_RULE
592	reference-semantics/semantics/int.k	19	syntax	syntax Int ::= pyMod(Int, Int) [function]	ACCEPT_FIXED_DECLARATION
593	reference-semantics/semantics/int.k	20	rule	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2	ACCEPT_FIXED_RULE
594	reference-semantics/semantics/int.k	22	rule	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2	ACCEPT_FIXED_RULE
595	reference-semantics/semantics/int.k	23	rule	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2	ACCEPT_FIXED_RULE
596	reference-semantics/semantics/int.k	24	rule	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2	ACCEPT_FIXED_RULE
597	reference-semantics/semantics/int.k	25	rule	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2	ACCEPT_FIXED_RULE
598	reference-semantics/semantics/int.k	26	rule	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2	ACCEPT_FIXED_RULE
599	reference-semantics/semantics/int.k	27	rule	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2	ACCEPT_FIXED_RULE
600	reference-semantics/semantics/iter.k	8	syntax	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)	ACCEPT_FIXED_DECLARATION
601	reference-semantics/semantics/list.k	9	rule	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>	ACCEPT_FIXED_RULE
602	reference-semantics/semantics/list.k	10	rule	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>	ACCEPT_FIXED_RULE
603	reference-semantics/semantics/list.k	13	syntax	syntax ApplyK ::= "toList"	ACCEPT_FIXED_DECLARATION
604	reference-semantics/semantics/list.k	14	rule	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>	ACCEPT_FIXED_RULE
605	reference-semantics/semantics/list.k	15	rule	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>	ACCEPT_FIXED_RULE
606	reference-semantics/semantics/list.k	18	syntax	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]	ACCEPT_FIXED_DECLARATION
607	reference-semantics/semantics/list.k	19	rule	rule valSeqConcat(.ValSeq, T:ValSeq)                => T	ACCEPT_FIXED_RULE
608	reference-semantics/semantics/list.k	20	rule	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))	ACCEPT_FIXED_RULE
609	reference-semantics/semantics/list.k	24	rule	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>	ACCEPT_FIXED_RULE
610	reference-semantics/semantics/list.k	27	rule	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B	ACCEPT_FIXED_RULE
611	reference-semantics/semantics/list.k	28	rule	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)	ACCEPT_FIXED_RULE
612	reference-semantics/semantics/list.k	33	syntax	syntax Bool ::= hasRefVS(ValSeq) [function, total]	ACCEPT_FIXED_DECLARATION
613	reference-semantics/semantics/list.k	34	rule	rule hasRefVS(.ValSeq)                => false	ACCEPT_FIXED_RULE
614	reference-semantics/semantics/list.k	35	rule	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)	ACCEPT_FIXED_RULE
615	reference-semantics/semantics/list.k	37	syntax	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]	ACCEPT_FIXED_DECLARATION
616	reference-semantics/semantics/list.k	39	rule	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true	ACCEPT_FIXED_RULE
617	reference-semantics/semantics/list.k	40	rule	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false	ACCEPT_FIXED_RULE
618	reference-semantics/semantics/list.k	41	rule	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false	ACCEPT_FIXED_RULE
619	reference-semantics/semantics/list.k	42	rule	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)	ACCEPT_FIXED_RULE
620	reference-semantics/semantics/list.k	45	rule	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)	ACCEPT_FIXED_RULE
621	reference-semantics/semantics/list.k	47	rule	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)	ACCEPT_FIXED_RULE
622	reference-semantics/semantics/list.k	49	rule	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)	ACCEPT_FIXED_RULE
623	reference-semantics/semantics/list.k	50	rule	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]	ACCEPT_FIXED_RULE
624	reference-semantics/semantics/list.k	53	rule	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k>	ACCEPT_FIXED_RULE
625	reference-semantics/semantics/list.k	58	syntax	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"	ACCEPT_FIXED_DECLARATION
626	reference-semantics/semantics/list.k	59	rule	rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>	ACCEPT_FIXED_RULE
627	reference-semantics/semantics/list.k	60	rule	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>	ACCEPT_FIXED_RULE
628	reference-semantics/semantics/list.k	61	rule	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>	ACCEPT_FIXED_RULE
629	reference-semantics/semantics/list.k	62	rule	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>	ACCEPT_FIXED_RULE
630	reference-semantics/semantics/list.k	63	rule	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>	ACCEPT_FIXED_RULE
631	reference-semantics/semantics/list.k	65	rule	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>	ACCEPT_FIXED_RULE
632	reference-semantics/semantics/list.k	67	rule	rule <k> B:Bool ~> #notB => notBool B ... </k>	ACCEPT_FIXED_RULE
633	reference-semantics/semantics/methods.k	10	syntax	syntax Val ::= applyMethod(Val, String, Vals) [function]	ACCEPT_FIXED_DECLARATION
634	reference-semantics/semantics/methods.k	13	rule	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)	ACCEPT_FIXED_RULE
635	reference-semantics/semantics/methods.k	14	rule	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)	ACCEPT_FIXED_RULE
636	reference-semantics/semantics/methods.k	15	rule	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)	ACCEPT_FIXED_RULE
637	reference-semantics/semantics/methods.k	16	rule	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)	ACCEPT_FIXED_RULE
638	reference-semantics/semantics/methods.k	19	rule	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))	ACCEPT_FIXED_RULE
639	reference-semantics/semantics/methods.k	20	rule	rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))	ACCEPT_FIXED_RULE
640	reference-semantics/semantics/methods.k	21	rule	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))	ACCEPT_FIXED_RULE
641	reference-semantics/semantics/methods.k	26	rule	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))	ACCEPT_FIXED_RULE
642	reference-semantics/semantics/methods.k	27	syntax	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]	ACCEPT_FIXED_DECLARATION
643	reference-semantics/semantics/methods.k	28	rule	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq	ACCEPT_FIXED_RULE
644	reference-semantics/semantics/methods.k	29	rule	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS	ACCEPT_FIXED_RULE
645	reference-semantics/semantics/methods.k	30	rule	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))	ACCEPT_FIXED_RULE
646	reference-semantics/semantics/methods.k	34	rule	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)	ACCEPT_FIXED_RULE
647	reference-semantics/semantics/methods.k	35	syntax	syntax Int ::= cntSub(IntSeq, IntSeq) [function]	ACCEPT_FIXED_DECLARATION
648	reference-semantics/semantics/methods.k	36	rule	rule cntSub(.IntSeq, _:IntSeq) => 0	ACCEPT_FIXED_RULE
649	reference-semantics/semantics/methods.k	37	rule	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)	ACCEPT_FIXED_RULE
650	reference-semantics/semantics/methods.k	39	rule	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)	ACCEPT_FIXED_RULE
651	reference-semantics/semantics/methods.k	41	syntax	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
652	reference-semantics/semantics/methods.k	42	rule	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0	ACCEPT_FIXED_RULE
653	reference-semantics/semantics/methods.k	43	rule	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]	ACCEPT_FIXED_RULE
654	reference-semantics/semantics/methods.k	44	rule	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0	ACCEPT_FIXED_RULE
655	reference-semantics/semantics/methods.k	47	rule	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))	ACCEPT_FIXED_RULE
656	reference-semantics/semantics/methods.k	48	syntax	syntax IntSeq ::= trimWS(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
657	reference-semantics/semantics/methods.k	49	rule	rule trimWS(.IntSeq) => .IntSeq	ACCEPT_FIXED_RULE
658	reference-semantics/semantics/methods.k	50	rule	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)	ACCEPT_FIXED_RULE
659	reference-semantics/semantics/methods.k	51	rule	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)	ACCEPT_FIXED_RULE
660	reference-semantics/semantics/methods.k	52	syntax	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
661	reference-semantics/semantics/methods.k	53	rule	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)	ACCEPT_FIXED_RULE
662	reference-semantics/semantics/methods.k	54	rule	rule revISAcc(.IntSeq, A:IntSeq) => A	ACCEPT_FIXED_RULE
663	reference-semantics/semantics/methods.k	55	rule	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))	ACCEPT_FIXED_RULE
664	reference-semantics/semantics/methods.k	58	rule	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)	ACCEPT_FIXED_RULE
665	reference-semantics/semantics/methods.k	61	rule	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)	ACCEPT_FIXED_RULE
666	reference-semantics/semantics/methods.k	64	rule	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)	ACCEPT_FIXED_RULE
667	reference-semantics/semantics/methods.k	65	syntax	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]	ACCEPT_FIXED_DECLARATION
668	reference-semantics/semantics/methods.k	66	rule	rule cntOccVS(.ValSeq, _:Val)                => 0	ACCEPT_FIXED_RULE
669	reference-semantics/semantics/methods.k	67	rule	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V	ACCEPT_FIXED_RULE
670	reference-semantics/semantics/methods.k	68	rule	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)	ACCEPT_FIXED_RULE
671	reference-semantics/semantics/methods.k	72	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals)	ACCEPT_FIXED_RULE
672	reference-semantics/semantics/methods.k	75	syntax	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result	ACCEPT_FIXED_DECLARATION
673	reference-semantics/semantics/methods.k	76	rule	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)	ACCEPT_FIXED_RULE
674	reference-semantics/semantics/methods.k	77	rule	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))	ACCEPT_FIXED_RULE
675	reference-semantics/semantics/methods.k	79	rule	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)	ACCEPT_FIXED_RULE
676	reference-semantics/semantics/methods.k	82	syntax	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]	ACCEPT_FIXED_DECLARATION
677	reference-semantics/semantics/methods.k	83	rule	rule flushTok(ACC:ValSeq, .IntSeq)            => ACC	ACCEPT_FIXED_RULE
678	reference-semantics/semantics/methods.k	84	rule	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))	ACCEPT_FIXED_RULE
679	reference-semantics/semantics/methods.k	85	syntax	syntax Bool ::= isWSC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
680	reference-semantics/semantics/methods.k	86	rule	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13	ACCEPT_FIXED_RULE
681	reference-semantics/semantics/methods.k	89	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals))	ACCEPT_FIXED_RULE
682	reference-semantics/semantics/methods.k	94	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals))	ACCEPT_FIXED_RULE
683	reference-semantics/semantics/methods.k	97	syntax	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token	ACCEPT_FIXED_DECLARATION
684	reference-semantics/semantics/methods.k	98	rule	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)	ACCEPT_FIXED_RULE
685	reference-semantics/semantics/methods.k	99	rule	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))	ACCEPT_FIXED_RULE
686	reference-semantics/semantics/methods.k	101	rule	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))	ACCEPT_FIXED_RULE
687	reference-semantics/semantics/methods.k	104	rule	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)	ACCEPT_FIXED_RULE
688	reference-semantics/semantics/methods.k	106	syntax	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
689	reference-semantics/semantics/methods.k	107	rule	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq	ACCEPT_FIXED_RULE
690	reference-semantics/semantics/methods.k	108	rule	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A	ACCEPT_FIXED_RULE
691	reference-semantics/semantics/methods.k	109	rule	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)	ACCEPT_FIXED_RULE
692	reference-semantics/semantics/methods.k	112	syntax	syntax Bool ::= isUpperC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
693	reference-semantics/semantics/methods.k	113	rule	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90	ACCEPT_FIXED_RULE
694	reference-semantics/semantics/methods.k	115	syntax	syntax Bool ::= isLowerC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
695	reference-semantics/semantics/methods.k	116	rule	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122	ACCEPT_FIXED_RULE
696	reference-semantics/semantics/methods.k	118	syntax	syntax Bool ::= isAlphaC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
697	reference-semantics/semantics/methods.k	119	rule	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)	ACCEPT_FIXED_RULE
698	reference-semantics/semantics/methods.k	121	syntax	syntax Bool ::= isDigitC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
699	reference-semantics/semantics/methods.k	122	rule	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57	ACCEPT_FIXED_RULE
700	reference-semantics/semantics/methods.k	124	syntax	syntax Bool ::= hasUpper(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
701	reference-semantics/semantics/methods.k	125	rule	rule hasUpper(.IntSeq) => false	ACCEPT_FIXED_RULE
702	reference-semantics/semantics/methods.k	126	rule	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)	ACCEPT_FIXED_RULE
703	reference-semantics/semantics/methods.k	128	syntax	syntax Bool ::= hasLower(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
704	reference-semantics/semantics/methods.k	129	rule	rule hasLower(.IntSeq) => false	ACCEPT_FIXED_RULE
705	reference-semantics/semantics/methods.k	130	rule	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)	ACCEPT_FIXED_RULE
706	reference-semantics/semantics/methods.k	132	syntax	syntax Bool ::= allAlpha(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
707	reference-semantics/semantics/methods.k	133	rule	rule allAlpha(.IntSeq) => true	ACCEPT_FIXED_RULE
708	reference-semantics/semantics/methods.k	134	rule	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)	ACCEPT_FIXED_RULE
709	reference-semantics/semantics/methods.k	136	syntax	syntax Bool ::= allDigit(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
710	reference-semantics/semantics/methods.k	137	rule	rule allDigit(.IntSeq) => true	ACCEPT_FIXED_RULE
711	reference-semantics/semantics/methods.k	138	rule	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)	ACCEPT_FIXED_RULE
712	reference-semantics/semantics/methods.k	140	syntax	syntax Int ::= lowerC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
713	reference-semantics/semantics/methods.k	142	rule	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)	ACCEPT_FIXED_RULE
