source,source_sha256,line_start,line_end,kind,flags,summary,decision,rationale
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,19,19,syntax,function,"syntax ValSeq ::= insVS(Int, ValSeq) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,20,20,rule,concrete;ordinary-rule,rule sortVS(.ValSeq)                => .ValSeq          [concrete],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,21,21,rule,concrete;ordinary-rule,"rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,22,22,rule,concrete;ordinary-rule,"rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,23,23,rule,concrete;ordinary-rule,"rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,24,25,rule,concrete;ordinary-rule,"rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,26,26,syntax,function,"syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,27,27,rule,concrete;ordinary-rule,"rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,28,28,rule,concrete;ordinary-rule,"rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,29,30,rule,concrete;ordinary-rule,"rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,31,35,rule,concrete;owise;ordinary-rule,"rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,36,39,rule,ordinary-rule,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,40,48,rule,priority;concrete;ordinary-rule,"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,49,49,syntax,function;total;symbol;no-evaluators;opaque-symbol,"syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,51,52,syntax,function;total,"syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,53,53,rule,ordinary-rule,"rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,54,54,rule,ordinary-rule,"rule revVSAcc(.ValSeq, A:ValSeq) => A",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,55,55,rule,ordinary-rule,"rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,57,57,syntax,function;total,"syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,58,58,rule,ordinary-rule,"rule condRev(S:ValSeq, false) => S",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,59,59,rule,ordinary-rule,"rule condRev(S:ValSeq, true)  => revVS(S)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,61,62,rule,ordinary-rule,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,63,64,rule,ordinary-rule,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,65,71,rule,total;concrete;ordinary-rule,"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/sort.k,df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a,72,72,endmodule,,endmodule,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,3,3,module,,module MPY-STR,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,4,4,imports,,imports MPY-CORE,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,5,7,imports,,imports MPY-ITER ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,8,8,rule,ordinary-rule,rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,9,12,rule,ordinary-rule,"rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,13,13,syntax,function,syntax IntSeq ::= strToCodes(String) [function],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,14,14,rule,ordinary-rule,rule <k> Str(S:String) => str(strToCodes(S)) ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,15,15,rule,ordinary-rule,"rule strToCodes("""") => .IntSeq",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,16,19,rule,ordinary-rule,"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,20,20,syntax,function;total,"syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,21,21,rule,ordinary-rule,"rule seqConcat(.IntSeq, T:IntSeq)                => T",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,22,22,rule,ordinary-rule,"rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,24,24,rule,ordinary-rule,"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,25,25,rule,ordinary-rule,"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,26,28,rule,ordinary-rule,"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,29,29,rule,ordinary-rule,"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,30,30,rule,ordinary-rule,"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,32,32,syntax,function;total,"syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,33,33,rule,ordinary-rule,"rule strPrefix(.IntSeq, _:IntSeq)               => true",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,34,34,rule,ordinary-rule,"rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,35,35,rule,ordinary-rule,"rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,37,37,syntax,function;total,"syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,38,38,rule,ordinary-rule,"rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,39,39,rule,ordinary-rule,"rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,40,47,rule,ordinary-rule,"rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,48,48,syntax,function;total,"syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,49,49,rule,ordinary-rule,"rule strLt(.IntSeq, .IntSeq)                => false",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,50,50,rule,ordinary-rule,"rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,51,51,rule,ordinary-rule,"rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,52,52,rule,ordinary-rule,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,53,53,rule,ordinary-rule,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,54,54,rule,ordinary-rule,"rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,56,56,rule,ordinary-rule,"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,57,57,rule,ordinary-rule,"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,58,58,rule,ordinary-rule,"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,59,59,rule,ordinary-rule,"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/str.k,1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f,60,60,endmodule,,endmodule,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,3,3,module,,module MPY-SUBSCRIPT,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,4,10,imports,total,imports MPY-CORE ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,11,11,syntax,function;total,"syntax Val ::= valSeqAt(ValSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,12,12,rule,ordinary-rule,"rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,13,14,rule,ordinary-rule,"rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,16,16,syntax,function,"syntax Int ::= intSeqAt(IntSeq, Int) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,17,17,rule,ordinary-rule,"rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,18,19,rule,ordinary-rule,"rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,21,21,syntax,function;total,"syntax Int ::= normIdx(Int, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,22,22,rule,ordinary-rule,"rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,23,26,rule,strict;ordinary-rule,"rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0 ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,27,27,context,,"context Subscript(HOLE, _)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,28,30,context,,"context Subscript(_:Val, HOLE:Expr) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,31,33,rule,priority;ordinary-rule,"rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,35,35,rule,ordinary-rule,"rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/subscript.k,dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7,37,37,syntax,function,"syntax Val ::= applyIndex(Val, Int) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
