id	file	start_line	end_line	kind	attributes	relevance	decision	justification	sentence
K-0831	semantics/subscript.k	11	11	syntax	function,total	OFF_PATH_LIMITATION	ACCEPT_NONMATERIAL_LIMITATION	Deliberately underspecified or non-exhaustive helper. It is absent from the submitted AST and all target-claim terms, so no false target conclusion can be witnessed through it.	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K-0832	semantics/subscript.k	12	12	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
K-0833	semantics/subscript.k	13	14	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)\n       requires I >Int 0
K-0834	semantics/subscript.k	16	16	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K-0835	semantics/subscript.k	17	17	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
K-0836	semantics/subscript.k	18	19	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)\n       requires I >Int 0
K-0837	semantics/subscript.k	21	21	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= normIdx(Int, Int) [function, total]
K-0838	semantics/subscript.k	22	22	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K-0839	semantics/subscript.k	23	23	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
K-0840	semantics/subscript.k	27	27	context	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	context Subscript(HOLE, _)
K-0841	semantics/subscript.k	28	28	context	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	context Subscript(_:Val, HOLE:Expr)
K-0842	semantics/subscript.k	31	33	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
K-0843	semantics/subscript.k	35	35	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K-0844	semantics/subscript.k	37	37	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Val ::= applyIndex(Val, Int) [function]
K-0845	semantics/subscript.k	38	38	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0846	semantics/subscript.k	39	39	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0847	semantics/subscript.k	40	41	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule applyIndex(str(IS:IntSeq),   I:Int)\n    => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K-0848	semantics/subscript.k	44	47	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax KItem ::= #evalB(Bound) | ""#toSome""\n                 | #slLo(Val, Bound, Bound)\n                 | #slHi(Val, OptInt, Bound)\n                 | #slStep(Val, OptInt, OptInt)"
K-0849	semantics/subscript.k	49	49	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax OptInt ::= ""noB"" | someB(Int)"
K-0850	semantics/subscript.k	50	50	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #evalB(NoBound)  => noB ... </k>
K-0851	semantics/subscript.k	51	51	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
K-0852	semantics/subscript.k	52	52	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K-0853	semantics/subscript.k	54	54	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K-0854	semantics/subscript.k	55	55	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K-0855	semantics/subscript.k	56	56	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K-0856	semantics/subscript.k	58	60	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)\n        => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k>\n       [priority(45)]
K-0857	semantics/subscript.k	61	61	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K-0858	semantics/subscript.k	63	63	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K-0859	semantics/subscript.k	64	65	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0860	semantics/subscript.k	66	67	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0861	semantics/subscript.k	68	69	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K-0862	semantics/subscript.k	72	72	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= slStep(OptInt) [function, total]
K-0863	semantics/subscript.k	73	73	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStep(noB)          => 1
K-0864	semantics/subscript.k	74	74	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStep(someB(S:Int)) => S
K-0865	semantics/subscript.k	76	76	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K-0866	semantics/subscript.k	77	78	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0\n       requires slStep(ST) >Int 0
K-0867	semantics/subscript.k	79	80	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1\n       requires slStep(ST) <Int 0
K-0868	semantics/subscript.k	81	81	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K-0869	semantics/subscript.k	83	83	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K-0870	semantics/subscript.k	84	85	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN\n       requires slStep(ST) >Int 0
K-0871	semantics/subscript.k	86	87	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1\n       requires slStep(ST) <Int 0
K-0872	semantics/subscript.k	88	88	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K-0873	semantics/subscript.k	90	90	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K-0874	semantics/subscript.k	91	92	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)\n       requires I  <Int 0
K-0875	semantics/subscript.k	93	94	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)\n       requires I >=Int 0
K-0876	semantics/subscript.k	96	96	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= clampLo(Int, Int) [function, total]
K-0877	semantics/subscript.k	97	98	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule clampLo(J:Int, _STEP:Int) => J\n       requires J >=Int 0
K-0878	semantics/subscript.k	99	100	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi\n       requires J <Int 0
K-0879	semantics/subscript.k	102	102	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= clampHi(Int, Int, Int) [function, total]
K-0880	semantics/subscript.k	103	104	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I\n       requires I  <Int LEN
K-0881	semantics/subscript.k	105	106	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi\n       requires I >=Int LEN
K-0882	semantics/subscript.k	109	109	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K-0883	semantics/subscript.k	110	112	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)\n    => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP))\n       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K-0884	semantics/subscript.k	113	114	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq\n       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K-0885	semantics/subscript.k	116	116	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K-0886	semantics/subscript.k	117	119	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)\n    => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP))\n       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K-0887	semantics/subscript.k	120	121	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq\n       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K-0888	semantics/syntax.k	9	30	syntax	macro,seqstrict,strict	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Expr ::= ""Int""      ""("" Int "")""\n                | ""Float""    ""("" Float "")""\n                | ""Bool""     ""("" Bool "")""\n                | ""Name""     ""("" String "")""\n                | ""Str""      ""("" String "")""\n                | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)]\n                | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)]\n                | ""BoolOp""    ""("" String "","" Exprs "")""\n                | ""ListExpr""  ""("" Exprs "")""\n                | ""DictExpr""  ""("" Entries "")""\n                | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro]\n                | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro]\n                | ""TupleExpr"" ""("" Exprs "")""\n                | ""Subscript"" ""("" Expr "","" Index "")""\n                | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)]\n                | ""Lambda""    ""("" Params "","" Expr "")""\n                | ""KwArg""     ""("" String "","" Expr "")""\n                | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")""\n                | ""NoneVal""\n                | ""Call""      ""("" Expr "","" Exprs "")""\n                | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)]\n                | ""Compare""   ""("" Expr "","" CmpOp "")"""
K-0889	semantics/syntax.k	32	32	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax CmpOp    ::= ""CmpOp"" ""("" String "","" Expr "")"""
K-0890	semantics/syntax.k	33	33	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax Entry    ::= ""Entry"" ""("" Expr "","" Expr "")"""
K-0891	semantics/syntax.k	34	34	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax Entries  ::= List{Entry, "",""}"
K-0892	semantics/syntax.k	35	35	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax CompFor  ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
K-0893	semantics/syntax.k	36	36	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax CompFors ::= List{CompFor, """"}"
K-0894	semantics/syntax.k	37	37	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Exprs    ::= List{Expr, "",""}"
K-0895	semantics/syntax.k	38	38	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax Index    ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
K-0896	semantics/syntax.k	39	39	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax Bound    ::= Expr | ""NoBound"""
K-0897	semantics/syntax.k	41	54	syntax	strict	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Stmt ::= ""Assign""    ""("" Expr "","" Expr "")"" [strict(2)]\n                | ""Import""    ""("" String "")""\n                | ""ImportFrom"" ""("" String "","" ParamNames "")""\n                | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)]\n                | ""For""       ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)]\n                | ""While""     ""("" Expr "","" Stmts "")""\n                | ""Break""\n                | ""Continue""\n                | ""If""        ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)]\n                | ""Return""    ""("" Expr "")"" [strict]\n                | ""Assert""    ""("" Expr "")"" [strict]\n                | ""Expr""      ""("" Expr "")"" [strict]\n                | ""FuncDef""   ""("" String "","" Params "","" Stmts "")""\n                | ""FuncDef""   ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""
K-0898	semantics/syntax.k	56	56	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Stmts      ::= List{Stmt, """"}"
K-0899	semantics/syntax.k	57	57	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Params     ::= ""Params"" ""("" ParamNames "")"""
K-0900	semantics/syntax.k	58	58	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax CellVars   ::= ""CellVars"" ""("" ParamNames "")"""
K-0901	semantics/syntax.k	59	59	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax FreeVars   ::= ""FreeVars"" ""("" ParamNames "")"""
K-0902	semantics/syntax.k	60	60	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax ParamNames ::= List{String, "",""}"
K-0903	semantics/syntax.k	61	61	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material AST declaration/strictness; preserves constructor shape and left-to-right evaluation for the used expressions/statements.	"syntax Module     ::= ""Module"" ""("" Stmts "")"""
K-0904	semantics/tuple.k	10	10	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
