id	source_class	file	start_line	end_line	kind	attributes	reachability_scope	review_disposition	text
713	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	142	142	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
714	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	143	143	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule lowerC(C:Int) => C [owise]
715	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	145	145	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Int ::= upperC(Int) [function, total]
716	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	146	146	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
717	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	147	147	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule upperC(C:Int) => C [owise]
718	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	149	149	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Int ::= swapC(Int) [function, total]
719	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	150	150	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
720	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	151	151	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
721	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	152	152	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule swapC(C:Int) => C [owise]
722	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	154	154	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax IntSeq ::= mapLower(IntSeq) [function, total]
723	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	155	155	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapLower(.IntSeq) => .IntSeq
724	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	156	156	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
725	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	158	158	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
726	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	159	159	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapUpper(.IntSeq) => .IntSeq
727	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	160	160	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
728	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	162	162	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
729	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	163	163	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapSwap(.IntSeq) => .IntSeq
730	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	164	164	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
731	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	166	166	syntax-function	function,total	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
732	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	167	167	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule startsWith(.IntSeq, _:IntSeq) => true
733	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	168	168	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
734	trusted-supplied-semantics	/reference/reference-semantics/semantics/methods.k	169	169	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
735	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	10	10	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
736	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	12	12	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
737	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	15	15	context		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	context Compare(HOLE, _)
738	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	16	16	context		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	context Compare(_:Val, CmpOp(_, HOLE))
739	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	17	17	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
740	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	19	19	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule applyCmp(""is"", V:Val, noneV) => V ==K noneV"
741	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	20	20	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
742	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	25	27	rule-priority	priority(40)	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
743	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	28	29	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
744	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	34	35	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
745	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	38	39	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
746	trusted-supplied-semantics	/reference/reference-semantics/semantics/operators.k	44	46	rule-priority	priority(40)	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
747	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	9	9	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= inRange(Int, Int, Int) [function, total]
748	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	10	10	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
749	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	12	12	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= rangeLen(Int, Int, Int) [function]
750	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	13	13	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
751	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	15	15	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
752	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	17	17	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
753	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	20	21	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
754	trusted-supplied-semantics	/reference/reference-semantics/semantics/range.k	23	23	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
755	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	8	8	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Val ::= setV(IntSeq)
756	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	11	11	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
757	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	12	12	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule codeIn(_:Int, .IntSeq) => false
758	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	13	13	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
759	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	16	17	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
760	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	18	18	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
761	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	19	19	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
762	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	20	20	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
763	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	22	22	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
764	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	25	25	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
765	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	26	26	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
766	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	27	27	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
767	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	31	31	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
768	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	32	32	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule subsetCodes(.IntSeq, _:IntSeq) => true
769	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	33	33	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
770	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	35	35	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
771	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	36	36	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
772	trusted-supplied-semantics	/reference/reference-semantics/semantics/set.k	39	39	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
773	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	18	18	syntax-function-opaque	function,total,symbol(sortVS),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
774	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	19	19	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= insVS(Int, ValSeq) [function]
775	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	20	20	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule sortVS(.ValSeq) => .ValSeq [concrete]
776	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	21	21	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
777	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	22	22	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
778	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	23	23	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
779	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	24	24	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
780	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	26	26	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
781	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	27	27	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
782	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	28	28	rule-concrete	concrete	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
783	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	29	29	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
784	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	31	31	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
785	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	36	37	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
786	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	40	42	rule-priority	priority(40)	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
787	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	49	49	syntax-function-opaque	function,total,symbol(sortKeyVS),no-evaluators	supplied trust boundary, unreachable from submitted program	ACCEPTED_UNUSED_BOUNDARY: opaque supplied symbol cannot influence this program or its proof helpers.	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
788	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	51	52	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
789	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	53	53	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
790	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	54	54	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule revVSAcc(.ValSeq, A:ValSeq) => A
791	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	55	55	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
792	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	57	57	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
793	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	58	58	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule condRev(S:ValSeq, false) => S
794	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	59	59	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule condRev(S:ValSeq, true) => revVS(S)
795	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	61	62	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
796	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	63	64	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
797	trusted-supplied-semantics	/reference/reference-semantics/semantics/sort.k	65	66	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
798	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	8	8	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
799	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	9	10	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
800	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	13	13	syntax-function	function	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax IntSeq ::= strToCodes(String) [function]
801	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	14	14	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
802	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	15	15	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule strToCodes("""") => .IntSeq"
803	trusted-supplied-semantics	/reference/reference-semantics/semantics/str.k	16	16	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
