id	file	line	kind	flags	text
568	reference-semantics/semantics/float.k	199	rule	equational	  rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
569	reference-semantics/semantics/float.k	200	rule	equational	  rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
570	reference-semantics/semantics/float.k	201	rule	equational	  rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
571	reference-semantics/semantics/float.k	202	rule	equational	  rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
572	reference-semantics/semantics/float.k	203	rule	equational	  rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
573	reference-semantics/semantics/float.k	204	rule	equational	  rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
574	reference-semantics/semantics/float.k	205	rule	equational	  rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
575	reference-semantics/semantics/float.k	206	rule	equational	  rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
576	reference-semantics/semantics/float.k	209	syntax	function,total,opaque-no-evaluators,symbol	  syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
577	reference-semantics/semantics/float.k	210	rule	concrete,equational	  rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
578	reference-semantics/semantics/float.k	211	rule	equational	  rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
579	reference-semantics/semantics/float.k	213	rule	equational	  rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
580	reference-semantics/semantics/float.k	214	rule	equational	  rule applyBuiltin("float", F:Float, .Vals) => F
581	reference-semantics/semantics/float.k	217	syntax	function,total,opaque-no-evaluators,symbol	  syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
582	reference-semantics/semantics/float.k	218	rule	concrete,equational	  rule roundF(F:Float)\n    => #if (F -Float floorFloat(F)) ==Float 0.5\n       #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0\n              #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi)\n       #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
583	reference-semantics/semantics/float.k	223	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
584	reference-semantics/semantics/float.k	224	rule	concrete,equational	  rule roundFN(F:Float, N:Int)\n    => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11)\n       /Float Int2Float(10 ^Int N, 53, 11) [concrete]
585	reference-semantics/semantics/float.k	227	rule	equational	  rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
586	reference-semantics/semantics/float.k	228	rule	equational	  rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
587	reference-semantics/semantics/float.k	230	syntax	function,total,opaque-no-evaluators,symbol	  syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
588	reference-semantics/semantics/float.k	231	rule	concrete,equational	  rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
589	reference-semantics/semantics/float.k	232	syntax		  syntax KItem ::= "#mathSqrt"
590	reference-semantics/semantics/float.k	233	rule	priority,operational	  rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
591	reference-semantics/semantics/float.k	234	rule	operational	  rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
592	reference-semantics/semantics/float.k	235	rule	operational	  rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
593	reference-semantics/semantics/float.k	243	syntax		  syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
594	reference-semantics/semantics/float.k	244	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
595	reference-semantics/semantics/float.k	245	rule	operational	  rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
596	reference-semantics/semantics/float.k	246	rule	operational	  rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
597	reference-semantics/semantics/float.k	247	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
598	reference-semantics/semantics/float.k	250	syntax		  syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
599	reference-semantics/semantics/float.k	251	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
600	reference-semantics/semantics/float.k	252	rule	operational	  rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
601	reference-semantics/semantics/float.k	253	rule	operational	  rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
602	reference-semantics/semantics/float.k	254	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>\n       requires isFloat(V)
603	reference-semantics/semantics/float.k	261	syntax		  syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
604	reference-semantics/semantics/float.k	262	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int)\n        => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>\n       requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
605	reference-semantics/semantics/float.k	265	rule	operational	  rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
606	reference-semantics/semantics/float.k	266	rule	operational	  rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
607	reference-semantics/semantics/float.k	267	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>\n       requires isFloat(V)
608	reference-semantics/semantics/float.k	270	rule	operational	  rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float)\n        => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>\n       requires isInt(V) orBool isBool(V)
609	reference-semantics/semantics/functions.k	3	module		module MPY-FUNCTIONS
610	reference-semantics/semantics/functions.k	4	imports		  imports MPY-CORE
611	reference-semantics/semantics/functions.k	8	syntax		  syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int)\n                 | #bindP(ParamNames, Vals)\n                 | "#pop"\n                 | "#endcall"
612	reference-semantics/semantics/functions.k	14	rule	operational	  rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
613	reference-semantics/semantics/functions.k	18	syntax		  syntax Expr ::= closureExpr(ParamNames, Stmts)
614	reference-semantics/semantics/functions.k	19	rule	operational	  rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k>\n       <env> L:Int </env>
615	reference-semantics/semantics/functions.k	27	syntax		  syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
616	reference-semantics/semantics/functions.k	31	syntax		  syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map)\n                 | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
617	reference-semantics/semantics/functions.k	33	rule	operational	  rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                   FreeVars(FVS:ParamNames), BODY:Stmts)\n        => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
618	reference-semantics/semantics/functions.k	36	rule	operational	  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
619	reference-semantics/semantics/functions.k	42	rule	operational	  rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames,\n                      .ParamNames, BODY:Stmts, CM:Map) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
620	reference-semantics/semantics/functions.k	47	rule	operational	  rule <k> Lambda(Params(PNS:ParamNames), E:Expr)\n        => closureVal(PNS, Return(E) .Stmts, L) ... </k>\n       <env> L:Int </env>
621	reference-semantics/semantics/functions.k	50	rule	operational	  rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames),\n                  FreeVars(FVS:ParamNames), E:Expr)\n        => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
622	reference-semantics/semantics/functions.k	53	rule	operational	  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames,\n                     (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map)\n        => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires FV in_keys(M)
623	reference-semantics/semantics/functions.k	59	rule	operational	  rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map)\n        => closureValC(PNS, CVS, BODY, CM) ... </k>
624	reference-semantics/semantics/functions.k	63	rule	operational	  rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
625	reference-semantics/semantics/functions.k	64	rule	operational	  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
626	reference-semantics/semantics/functions.k	68	rule	priority,operational	  rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals))\n        => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires "$cells" in_keys(M)\n        andBool pnMember(P, cellsOf({M["$cells"]}:>Val))\n        andBool P in_keys(M) andBool isCellRef({M[P]}:>Val)\n       [priority(40)]
627	reference-semantics/semantics/functions.k	78	rule	operational	  rule <k> Return(V:Val) ~> _ => #pop </k>\n       <ret> noRet => retV(V) </ret>
628	reference-semantics/semantics/functions.k	80	rule	operational	  rule <k> #endcall => #pop ... </k>\n       <ret> noRet => retV(noneV) </ret>
629	reference-semantics/semantics/functions.k	85	rule	operational	  rule <k> #pop => V ~> CONT </k>\n       <ret>   retV(V) => noRet </ret>\n       <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack>\n       <env>   L:Int => CALLERL </env>\n       <scopes> SC:Map => SC [ L <- undef ] </scopes>\n       <scopeLoc> _ => SAVEDL </scopeLoc>
630	reference-semantics/semantics/int.k	4	module		module MPY-INT
631	reference-semantics/semantics/int.k	5	imports		  imports MPY-CORE
632	reference-semantics/semantics/int.k	7	rule	equational	  rule applyUn("-", I:Int) => 0 -Int I
633	reference-semantics/semantics/int.k	9	rule	equational	  rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
634	reference-semantics/semantics/int.k	11	rule	equational	  rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
635	reference-semantics/semantics/int.k	12	rule	equational	  rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
636	reference-semantics/semantics/int.k	13	rule	equational	  rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
637	reference-semantics/semantics/int.k	14	rule	equational	  rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
638	reference-semantics/semantics/int.k	15	rule	equational	  rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
639	reference-semantics/semantics/int.k	16	rule	equational	  rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
640	reference-semantics/semantics/int.k	17	rule	equational	  rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
641	reference-semantics/semantics/int.k	19	syntax	function	  syntax Int ::= pyMod(Int, Int) [function]
642	reference-semantics/semantics/int.k	20	rule	equational	  rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
643	reference-semantics/semantics/int.k	22	rule	equational	  rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
644	reference-semantics/semantics/int.k	23	rule	equational	  rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
645	reference-semantics/semantics/int.k	24	rule	equational	  rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
646	reference-semantics/semantics/int.k	25	rule	equational	  rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
647	reference-semantics/semantics/int.k	26	rule	equational	  rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
648	reference-semantics/semantics/int.k	27	rule	equational	  rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
649	reference-semantics/semantics/iter.k	6	module		module MPY-ITER
650	reference-semantics/semantics/iter.k	7	imports		  imports MPY-CORE
651	reference-semantics/semantics/iter.k	8	syntax		  syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
652	reference-semantics/semantics/list.k	3	module		module MPY-LIST
653	reference-semantics/semantics/list.k	4	imports		  imports MPY-CORE
654	reference-semantics/semantics/list.k	5	imports		  imports MPY-ITER
655	reference-semantics/semantics/list.k	6	imports		  imports MPY-OPERATORS
656	reference-semantics/semantics/list.k	9	rule	operational	  rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
657	reference-semantics/semantics/list.k	10	rule	operational	  rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
658	reference-semantics/semantics/list.k	13	syntax		  syntax ApplyK ::= "toList"
659	reference-semantics/semantics/list.k	14	rule	operational	  rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
660	reference-semantics/semantics/list.k	15	rule	operational	  rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
661	reference-semantics/semantics/list.k	18	syntax	function,total	  syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
662	reference-semantics/semantics/list.k	19	rule	equational	  rule valSeqConcat(.ValSeq, T:ValSeq)                => T
663	reference-semantics/semantics/list.k	20	rule	equational	  rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
664	reference-semantics/semantics/list.k	24	rule	priority,operational	  rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>\n       [priority(45)]
665	reference-semantics/semantics/list.k	27	rule	equational	  rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
666	reference-semantics/semantics/list.k	28	rule	equational	  rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
667	reference-semantics/semantics/list.k	33	syntax	function,total	  syntax Bool ::= hasRefVS(ValSeq) [function, total]
668	reference-semantics/semantics/list.k	34	rule	equational	  rule hasRefVS(.ValSeq)                => false
669	reference-semantics/semantics/list.k	35	rule	equational	  rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
670	reference-semantics/semantics/list.k	37	syntax	function	  syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]\n                | deepEqV(Val, Val, Map)        [function]
671	reference-semantics/semantics/list.k	39	rule	equational	  rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
672	reference-semantics/semantics/list.k	40	rule	equational	  rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
673	reference-semantics/semantics/list.k	41	rule	equational	  rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
674	reference-semantics/semantics/list.k	42	rule	equational	  rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)\n    => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
675	reference-semantics/semantics/list.k	45	rule	equational	  rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)\n       requires H in_keys(HP)
676	reference-semantics/semantics/list.k	47	rule	equational	  rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)\n       requires notBool isRefV(A) andBool H in_keys(HP)
677	reference-semantics/semantics/list.k	49	rule	equational	  rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
678	reference-semantics/semantics/list.k	50	rule	owise,equational	  rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
679	reference-semantics/semantics/list.k	53	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k>\n       <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap>\n       [priority(40)]
680	reference-semantics/semantics/list.k	58	syntax		  syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
681	reference-semantics/semantics/list.k	59	rule	operational	  rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
682	reference-semantics/semantics/list.k	60	rule	operational	  rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
683	reference-semantics/semantics/list.k	61	rule	operational	  rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
684	reference-semantics/semantics/list.k	62	rule	operational	  rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
685	reference-semantics/semantics/list.k	63	rule	operational	  rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>\n       requires E ==K V
686	reference-semantics/semantics/list.k	65	rule	operational	  rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>\n       requires notBool (E ==K V)
687	reference-semantics/semantics/list.k	67	rule	operational	  rule <k> B:Bool ~> #notB => notBool B ... </k>
688	reference-semantics/semantics/methods.k	3	module		module MPY-METHODS
689	reference-semantics/semantics/methods.k	4	imports		  imports MPY-CORE
690	reference-semantics/semantics/methods.k	5	imports		  imports K-EQUAL
691	reference-semantics/semantics/methods.k	6	imports		  imports MPY-STR
692	reference-semantics/semantics/methods.k	7	imports		  imports MPY-LIST
693	reference-semantics/semantics/methods.k	10	syntax	function	  syntax Val ::= applyMethod(Val, String, Vals) [function]
694	reference-semantics/semantics/methods.k	13	rule	equational	  rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
695	reference-semantics/semantics/methods.k	14	rule	equational	  rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
696	reference-semantics/semantics/methods.k	15	rule	equational	  rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
697	reference-semantics/semantics/methods.k	16	rule	equational	  rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
698	reference-semantics/semantics/methods.k	19	rule	equational	  rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
699	reference-semantics/semantics/methods.k	20	rule	equational	  rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
700	reference-semantics/semantics/methods.k	21	rule	equational	  rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
701	reference-semantics/semantics/methods.k	26	rule	equational	  rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
702	reference-semantics/semantics/methods.k	27	syntax	function,total	  syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
703	reference-semantics/semantics/methods.k	28	rule	equational	  rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
704	reference-semantics/semantics/methods.k	29	rule	equational	  rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
705	reference-semantics/semantics/methods.k	30	rule	equational	  rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))\n    => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
706	reference-semantics/semantics/methods.k	34	rule	equational	  rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
707	reference-semantics/semantics/methods.k	35	syntax	function	  syntax Int ::= cntSub(IntSeq, IntSeq) [function]
708	reference-semantics/semantics/methods.k	36	rule	equational	  rule cntSub(.IntSeq, _:IntSeq) => 0
709	reference-semantics/semantics/methods.k	37	rule	equational	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)\n       requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
710	reference-semantics/semantics/methods.k	39	rule	equational	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)\n       requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
711	reference-semantics/semantics/methods.k	41	syntax	function,total	  syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
712	reference-semantics/semantics/methods.k	42	rule	equational	  rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
713	reference-semantics/semantics/methods.k	43	rule	owise,equational	  rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
714	reference-semantics/semantics/methods.k	44	rule	equational	  rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
715	reference-semantics/semantics/methods.k	47	rule	equational	  rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
716	reference-semantics/semantics/methods.k	48	syntax	function,total	  syntax IntSeq ::= trimWS(IntSeq) [function, total]
717	reference-semantics/semantics/methods.k	49	rule	equational	  rule trimWS(.IntSeq) => .IntSeq
718	reference-semantics/semantics/methods.k	50	rule	equational	  rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
719	reference-semantics/semantics/methods.k	51	rule	equational	  rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
720	reference-semantics/semantics/methods.k	52	syntax	function,total	  syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
721	reference-semantics/semantics/methods.k	53	rule	equational	  rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
722	reference-semantics/semantics/methods.k	54	rule	equational	  rule revISAcc(.IntSeq, A:IntSeq) => A
723	reference-semantics/semantics/methods.k	55	rule	equational	  rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
724	reference-semantics/semantics/methods.k	58	rule	equational	  rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
725	reference-semantics/semantics/methods.k	61	rule	equational	  rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
726	reference-semantics/semantics/methods.k	64	rule	equational	  rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
727	reference-semantics/semantics/methods.k	65	syntax	function,total	  syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
728	reference-semantics/semantics/methods.k	66	rule	equational	  rule cntOccVS(.ValSeq, _:Val)                => 0
729	reference-semantics/semantics/methods.k	67	rule	equational	  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
730	reference-semantics/semantics/methods.k	68	rule	equational	  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
731	reference-semantics/semantics/methods.k	72	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals)\n        => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k>\n       [priority(40)]
732	reference-semantics/semantics/methods.k	75	syntax	function	  syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
733	reference-semantics/semantics/methods.k	76	rule	equational	  rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
734	reference-semantics/semantics/methods.k	77	rule	equational	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))\n       requires isWSC(C)
735	reference-semantics/semantics/methods.k	79	rule	equational	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)\n       requires notBool isWSC(C)
736	reference-semantics/semantics/methods.k	82	syntax	function	  syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
737	reference-semantics/semantics/methods.k	83	rule	equational	  rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
738	reference-semantics/semantics/methods.k	84	rule	equational	  rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
739	reference-semantics/semantics/methods.k	85	syntax	function,total	  syntax Bool ::= isWSC(Int) [function, total]
740	reference-semantics/semantics/methods.k	86	rule	equational	  rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
741	reference-semantics/semantics/methods.k	89	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals))\n        => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k>\n       [priority(39)]
742	reference-semantics/semantics/methods.k	94	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals))\n        => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k>\n       [priority(40)]
743	reference-semantics/semantics/methods.k	97	syntax	function	  syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
744	reference-semantics/semantics/methods.k	98	rule	equational	  rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
745	reference-semantics/semantics/methods.k	99	rule	equational	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))\n       requires C ==Int SEP
746	reference-semantics/semantics/methods.k	101	rule	equational	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))\n       requires notBool (C ==Int SEP)
