file	line	kind	attributes	text	audit_disposition
reference-semantics/semantics/set.k	22	rule	-	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	25	syntax	function,total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	26	rule	-	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	27	rule	-	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))  // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	31	syntax	function,total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	32	rule	-	rule subsetCodes(.IntSeq, _:IntSeq)                => true	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	33	rule	-	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	35	syntax	function,total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	36	rule	-	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)  // set == set  (the only comparison sets support here)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/set.k	39	rule	-	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B) endmodule"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	18	syntax	function,total,opaque/no-evaluators,symbol	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/sort.k	19	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	20	rule	concrete	rule sortVS(.ValSeq)                => .ValSeq          [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	21	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	22	rule	concrete	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	23	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	24	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	26	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	27	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	28	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	29	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	31	rule	concrete,owise	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]  // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	36	rule	-	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>  // mutator: xs.sort() — the in-place heap write over the same trusted sortVS"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	40	rule	concrete,priority(40)	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]  // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/sort.k	49	syntax	function,total,opaque/no-evaluators,symbol	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	TRUST_BOUNDARY_UNUSED: fixed opaque symbol; unreachable from the submitted integer-list program and no claim depends on it
reference-semantics/semantics/sort.k	51	syntax	function,total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	53	rule	-	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	54	rule	-	rule revVSAcc(.ValSeq, A:ValSeq) => A	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	55	rule	-	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	57	syntax	function,total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	58	rule	-	rule condRev(S:ValSeq, false) => S	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	59	rule	-	rule condRev(S:ValSeq, true)  => revVS(S)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	61	rule	-	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	63	rule	-	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/sort.k	65	rule	total,concrete	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>  // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …). endmodule"	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/str.k	8	rule	-	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	9	rule	-	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>  // ==== str literal (ASCII-only) ============================================	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	13	syntax	function	syntax IntSeq ::= strToCodes(String) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	14	rule	-	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	15	rule	-	"rule strToCodes("""") => .IntSeq"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	16	rule	-	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128  // ==== operators: + / == / != / in ========================================="	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	20	syntax	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	21	rule	-	rule seqConcat(.IntSeq, T:IntSeq)                => T	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	22	rule	-	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	24	rule	-	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	25	rule	-	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	26	rule	-	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)  // substring membership: `P in X` iff the code-seq P occurs contiguously in X"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	29	rule	-	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	30	rule	-	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	32	syntax	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	33	rule	-	rule strPrefix(.IntSeq, _:IntSeq)               => true	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	34	rule	-	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	35	rule	-	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	37	syntax	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	38	rule	-	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	39	rule	-	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	40	rule	-	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))  // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	48	syntax	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	49	rule	-	rule strLt(.IntSeq, .IntSeq)                => false	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	50	rule	-	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	51	rule	-	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	52	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	53	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	54	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	56	rule	-	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	57	rule	-	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	58	rule	-	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/str.k	59	rule	-	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B) endmodule"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	11	syntax	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	12	rule	-	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	13	rule	-	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	16	syntax	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	17	rule	-	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	18	rule	-	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	21	syntax	function,total	syntax Int ::= normIdx(Int, Int) [function, total]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	22	rule	-	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	23	rule	strict	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0  // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	27	context	-	context Subscript(HOLE, _)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	28	context	-	context Subscript(_:Val, HOLE:Expr)  // heap-object deref (covers both the index and slice forms via the Index slot)	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	31	rule	priority(40)	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	35	rule	-	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	37	syntax	function	syntax Val ::= applyIndex(Val, Int) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	38	rule	-	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	39	rule	-	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	40	rule	-	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))  // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	44	syntax	-	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	49	syntax	-	"syntax OptInt ::= ""noB"" | someB(Int)"	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	50	rule	-	rule <k> #evalB(NoBound)  => noB ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	51	rule	-	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	52	rule	-	rule <k> I:Int ~> #toSome => someB(I) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	54	rule	-	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	55	rule	-	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	56	rule	-	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	58	rule	priority(45)	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	61	rule	-	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	63	syntax	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
reference-semantics/semantics/subscript.k	64	rule	-	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))	ACCEPT_FIXED_INERT: fixed-semantics declaration/rule for a constructor absent from solution.mpy; cannot match a reachable proof state and has no dependent claim
