id	file	line	kind	origin	flags	statement	audit_disposition	reason
888	reference-semantics/semantics/str.k	34	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
889	reference-semantics/semantics/str.k	35	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
890	reference-semantics/semantics/str.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
891	reference-semantics/semantics/str.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
892	reference-semantics/semantics/str.k	39	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
893	reference-semantics/semantics/str.k	40	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
894	reference-semantics/semantics/str.k	48	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
895	reference-semantics/semantics/str.k	49	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(.IntSeq, .IntSeq) => false	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
896	reference-semantics/semantics/str.k	50	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
897	reference-semantics/semantics/str.k	51	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
898	reference-semantics/semantics/str.k	52	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
899	reference-semantics/semantics/str.k	53	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
900	reference-semantics/semantics/str.k	54	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
901	reference-semantics/semantics/str.k	56	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<"", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
902	reference-semantics/semantics/str.k	57	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">"", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
903	reference-semantics/semantics/str.k	58	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
904	reference-semantics/semantics/str.k	59	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B) endmodule"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
905	reference-semantics/semantics/subscript.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-SUBSCRIPT	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
906	reference-semantics/semantics/subscript.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
907	reference-semantics/semantics/subscript.k	11	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
908	reference-semantics/semantics/subscript.k	12	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
909	reference-semantics/semantics/subscript.k	13	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
910	reference-semantics/semantics/subscript.k	16	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
911	reference-semantics/semantics/subscript.k	17	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
912	reference-semantics/semantics/subscript.k	18	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
913	reference-semantics/semantics/subscript.k	21	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= normIdx(Int, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
914	reference-semantics/semantics/subscript.k	22	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
915	reference-semantics/semantics/subscript.k	23	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule normIdx(I:Int, _:Int) => I requires I >=Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
916	reference-semantics/semantics/subscript.k	27	context	SUPPLIED_FIXED_SEMANTICS	-	context Subscript(HOLE, _)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
917	reference-semantics/semantics/subscript.k	28	context	SUPPLIED_FIXED_SEMANTICS	-	context Subscript(_:Val, HOLE:Expr)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
918	reference-semantics/semantics/subscript.k	31	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
919	reference-semantics/semantics/subscript.k	35	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
920	reference-semantics/semantics/subscript.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyIndex(Val, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
921	reference-semantics/semantics/subscript.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
922	reference-semantics/semantics/subscript.k	39	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
923	reference-semantics/semantics/subscript.k	40	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
924	reference-semantics/semantics/subscript.k	44	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
925	reference-semantics/semantics/subscript.k	49	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax OptInt ::= ""noB"" | someB(Int)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
926	reference-semantics/semantics/subscript.k	50	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalB(NoBound) => noB ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
927	reference-semantics/semantics/subscript.k	51	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
928	reference-semantics/semantics/subscript.k	52	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> I:Int ~> #toSome => someB(I) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
929	reference-semantics/semantics/subscript.k	54	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
930	reference-semantics/semantics/subscript.k	55	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
931	reference-semantics/semantics/subscript.k	56	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
932	reference-semantics/semantics/subscript.k	58	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
933	reference-semantics/semantics/subscript.k	61	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
934	reference-semantics/semantics/subscript.k	63	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
935	reference-semantics/semantics/subscript.k	64	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
936	reference-semantics/semantics/subscript.k	66	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
937	reference-semantics/semantics/subscript.k	68	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
938	reference-semantics/semantics/subscript.k	72	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= slStep(OptInt) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
939	reference-semantics/semantics/subscript.k	73	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStep(noB) => 1	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
940	reference-semantics/semantics/subscript.k	74	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStep(someB(S:Int)) => S	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
941	reference-semantics/semantics/subscript.k	76	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= slStart(OptInt, OptInt, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
942	reference-semantics/semantics/subscript.k	77	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
943	reference-semantics/semantics/subscript.k	79	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
944	reference-semantics/semantics/subscript.k	81	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
945	reference-semantics/semantics/subscript.k	83	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
946	reference-semantics/semantics/subscript.k	84	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
947	reference-semantics/semantics/subscript.k	86	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
948	reference-semantics/semantics/subscript.k	88	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
949	reference-semantics/semantics/subscript.k	90	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
950	reference-semantics/semantics/subscript.k	91	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
951	reference-semantics/semantics/subscript.k	93	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
952	reference-semantics/semantics/subscript.k	96	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= clampLo(Int, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
953	reference-semantics/semantics/subscript.k	97	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
954	reference-semantics/semantics/subscript.k	99	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
955	reference-semantics/semantics/subscript.k	102	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= clampHi(Int, Int, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
956	reference-semantics/semantics/subscript.k	103	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
957	reference-semantics/semantics/subscript.k	105	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
958	reference-semantics/semantics/subscript.k	109	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
959	reference-semantics/semantics/subscript.k	110	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
960	reference-semantics/semantics/subscript.k	113	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
961	reference-semantics/semantics/subscript.k	116	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
962	reference-semantics/semantics/subscript.k	117	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
963	reference-semantics/semantics/subscript.k	120	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)) endmodule	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
964	reference-semantics/semantics/syntax.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-SYNTAX	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
965	reference-semantics/semantics/syntax.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports INT-SYNTAX	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
966	reference-semantics/semantics/syntax.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports FLOAT-SYNTAX	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
967	reference-semantics/semantics/syntax.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports BOOL-SYNTAX	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
968	reference-semantics/semantics/syntax.k	7	imports	SUPPLIED_FIXED_SEMANTICS	-	imports STRING-SYNTAX	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
