file	module	kind	start_line	end_line	role	attributes	normalized_sha256	assessment	rationale	normalized_sentence
semantics/sort.k	MPY-SORT	rule	53	53	equational	-	ce0aa18a536023617b5fa012c4896693902eb851d32017e9e0add330616fdfbd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
semantics/sort.k	MPY-SORT	rule	54	54	equational	-	726a2866a59e53374aab2b1bed31946a74b1866463d1adc19b016a7017ae08fd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule revVSAcc(.ValSeq, A:ValSeq) => A
semantics/sort.k	MPY-SORT	rule	55	55	equational	-	5fd679052347f58f5e3637566616cd1304da061a3232edc871028bc59707c5f3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
semantics/sort.k	MPY-SORT	syntax	57	57	declaration	function,total	7e8ff8d017c7edb7bd2d8f72a2de7fb5fcf8c1afde10e1aa97a2656fb519c6d3	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
semantics/sort.k	MPY-SORT	rule	58	58	equational	-	a1e37b0851c34a5eb84ec7d35cfb0b013cf9a4c94a656167b6fbc8fbe0204cea	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule condRev(S:ValSeq, false) => S
semantics/sort.k	MPY-SORT	rule	59	59	equational	-	b59c3f4a824c81f6f9f14886f3458aa04d45bfce3feccec9077e43f9707b9305	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule condRev(S:ValSeq, true) => revVS(S)
semantics/sort.k	MPY-SORT	rule	61	62	operational	-	72cacce57534e83f92e153d66b43090b202234e875e5d0f24f69fcc6d4b6709e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
semantics/sort.k	MPY-SORT	rule	63	64	operational	-	9934b02daf557e7c112bf5a5b8e9e08b538570f16ce23b53fc1fb4df695dec9c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
semantics/sort.k	MPY-SORT	rule	65	71	operational	-	1ce051984ec6a6daa0db14d45b48945349867865c066710498c6e59305295bd0	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
semantics/str.k	MPY-STR	rule	8	8	operational	-	c96529154572047b7a2cf28199875992fd3580e240d1dfcd1ce795c5d718fa31	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
semantics/str.k	MPY-STR	rule	9	12	operational	-	d785d2163878f36e810ddac94e50560681fea05771cb4098b54ed19b3650f32d	ASCII_DOMAIN_LIMITATION	String-literal conversion models ASCII only; target labels and recorded satisfying inputs are ASCII.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
semantics/str.k	MPY-STR	syntax	13	13	declaration	function	4c7f66efcd88665dff4c35a17dc03b67c9783ab5b67b51e3f1f429be8c12c225	ASCII_DOMAIN_LIMITATION	String-literal conversion models ASCII only; target labels and recorded satisfying inputs are ASCII.	syntax IntSeq ::= strToCodes(String) [function]
semantics/str.k	MPY-STR	rule	14	14	operational	-	70d0a8a9935761aeff6d90853c1ce79fe6b2d3d84e32ade7a48810ae01e1c6bc	ASCII_DOMAIN_LIMITATION	String-literal conversion models ASCII only; target labels and recorded satisfying inputs are ASCII.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
semantics/str.k	MPY-STR	rule	15	15	equational	-	c7b4b4fc80bd1dab004d1c0cff5999112395445d816bdc9b0edecc99a8798b39	ASCII_DOMAIN_LIMITATION	String-literal conversion models ASCII only; target labels and recorded satisfying inputs are ASCII.	rule strToCodes("") => .IntSeq
semantics/str.k	MPY-STR	rule	16	19	equational	-	277e19f524bc0f7186680d447acfaae5d7dca386bf8d174b4b132253be1c4ef7	ASCII_DOMAIN_LIMITATION	String-literal conversion models ASCII only; target labels and recorded satisfying inputs are ASCII.	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in =========================================
semantics/str.k	MPY-STR	syntax	20	20	declaration	function,total	4dcfe32d71db24ec5955e3d81daa08ca2c8c1c4249a4a4c3817f846f0b17c0f5	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
semantics/str.k	MPY-STR	rule	21	21	equational	-	1bc8690035f06e8c955b45eed00c60d116bdfdc1c944476306b32dc8e906e093	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule seqConcat(.IntSeq, T:IntSeq) => T
semantics/str.k	MPY-STR	rule	22	22	equational	-	b8aaa07a8414960ab2e09a7e8d287988619c5616b854d3a0fa67a9011c4c911d	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
semantics/str.k	MPY-STR	rule	24	24	equational	-	6b69c6c1fd75e820f054be1bbfabbbb714742e62d4a49b6d3a9735edf52858e1	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
semantics/str.k	MPY-STR	rule	25	25	equational	-	8039b62069c1e72239f18ede04a673fdc8c5822d023118b6a05d14faaa5bd94e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
semantics/str.k	MPY-STR	rule	26	28	equational	-	38a24a190cf21e89035c18eb2a6a2b8b01bf1f5d83e9051f1e911918857da58c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
semantics/str.k	MPY-STR	rule	29	29	equational	-	44d8a30fde58d7208121984e832bbe657faef28a89c2af536a1a04cf95e95e56	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
semantics/str.k	MPY-STR	rule	30	30	equational	-	b646f3d3387b9d153ef8f01453f878e378af6f9923a2fa437887132d7ff05e8f	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
semantics/str.k	MPY-STR	syntax	32	32	declaration	function,total	0c2a240d2f88394551e618a37947d5264f22335393502b4e0b535fe4ee17b42e	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
semantics/str.k	MPY-STR	rule	33	33	equational	-	57c619a4cc231d9095f54d25d8702d98126dd6137c9ed395b54d94d7cf232e61	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strPrefix(.IntSeq, _:IntSeq) => true
semantics/str.k	MPY-STR	rule	34	34	equational	-	0e758c7b129dc20e372ee10b7d456c59868ce228e665daed0b04bd14738c35df	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
semantics/str.k	MPY-STR	rule	35	35	equational	-	d6816398ab1624e9bdb2e81cae94e7049aa5a1faab17f799f6e2d0563a83f669	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
semantics/str.k	MPY-STR	syntax	37	37	declaration	function,total	e5d82a70ec2aaeff27e0dbaebe4f7c40ff0ac2535c50906ea65726e53c9f7851	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
semantics/str.k	MPY-STR	rule	38	38	equational	-	fe5302406eba932257f5c94d088471ffedb1134a437eb3b947f53f4da407978b	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
semantics/str.k	MPY-STR	rule	39	39	equational	-	6c197a2767cc14fc11dc5cbc1358ddfd15d76a2b6ddf5eb092b8f67d513e10a2	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
semantics/str.k	MPY-STR	rule	40	47	equational	-	04c4c5381ecb9a285045a5e19f136787e9c03fde71eabf22c90ac3cbead3e125	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
semantics/str.k	MPY-STR	syntax	48	48	declaration	function,total	e6a79420c495be30ba61123f1b16b3235ce1737390d5e7d920ed4d34624726c2	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
semantics/str.k	MPY-STR	rule	49	49	equational	-	d9faa5615105aeee1bec17ec6cd1a3d566adb7b531d78fb3619243c63425f62a	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(.IntSeq, .IntSeq) => false
semantics/str.k	MPY-STR	rule	50	50	equational	-	1d055a6c97d452ded1f5b8522897bd99bfa0dd9ba3d5bab09339e76d0f414fbc	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
semantics/str.k	MPY-STR	rule	51	51	equational	-	d1e1c922c4b206ef8c71888f6f964968eb7bc34ab9c172778c6243675c445926	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
semantics/str.k	MPY-STR	rule	52	52	equational	-	a15116dcda039e8bc63b028465b2952534a8b734cb0a7557e99625bf38c45aae	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
semantics/str.k	MPY-STR	rule	53	53	equational	-	7c98b79b0e03f30301eaf288d846a7fc26ea5866562926bd94dd2e8c26a1ba26	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
semantics/str.k	MPY-STR	rule	54	54	equational	-	d72e4a9c68cd264b7906d638a49bcf274a4fae7e0c350f191081f81696042a79	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
semantics/str.k	MPY-STR	rule	56	56	equational	-	3f16844c8a96e226925c07325a24c28ae0dc01bd05d6b97ffc08534e62789bbd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
semantics/str.k	MPY-STR	rule	57	57	equational	-	d14e65d751c2eb72a84110b0da37606308ef5eaf2af2c9f0b4686be52ed69e3b	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
semantics/str.k	MPY-STR	rule	58	58	equational	-	fd8254e2aad6ddc722ec79acfc57d3d9f56eeb5a7cedabedeb40aab07d805865	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
semantics/str.k	MPY-STR	rule	59	59	equational	-	0bb37c9e5117e140f89907947627e32d6756cc5e18e9518e3823c2710a62fc6c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
semantics/subscript.k	MPY-SUBSCRIPT	syntax	11	11	declaration	function,total	92dd5a3cbdae995653f421008f9fa2c2f911d143c899dee80374413a92482473	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
semantics/subscript.k	MPY-SUBSCRIPT	rule	12	12	equational	-	5efae5e636659046dd3ad38178f893753f16c5b26ea08cfe11b0f323d3990453	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
semantics/subscript.k	MPY-SUBSCRIPT	rule	13	14	equational	-	463bd5d63df534f3d4cc313ec80e81f0c7c645e266732d113ea8b10dbac478d1	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
semantics/subscript.k	MPY-SUBSCRIPT	syntax	16	16	declaration	function	d573fee41395263868cfcc4fbae6df6d4a3bcc1a7bca14e633a30ec4f77887a1	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	syntax Int ::= intSeqAt(IntSeq, Int) [function]
semantics/subscript.k	MPY-SUBSCRIPT	rule	17	17	equational	-	8eb9da7cc0451bafd5812077c689538105618e705c93eb17820917ff139bbc4c	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
semantics/subscript.k	MPY-SUBSCRIPT	rule	18	19	equational	-	a89deb267298a13e5d86fa826aa9f476cc9f836461b46ade60423a8f364bdd37	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
semantics/subscript.k	MPY-SUBSCRIPT	syntax	21	21	declaration	function,total	8d0629ddf60abdd87d1319c61a91897635eaf44a195cae23c3e4a9059fb8d475	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	syntax Int ::= normIdx(Int, Int) [function, total]
semantics/subscript.k	MPY-SUBSCRIPT	rule	22	22	equational	-	0398dfbaabb1dbe0748c4a93874c453d7143a94e0f0d3d18c8b11359439b2c9a	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
semantics/subscript.k	MPY-SUBSCRIPT	rule	23	26	equational	-	be71b64b7c4b0040aab23eb4aec3a6cbe49c46235f52a3195f291ea67109a8d9	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule normIdx(I:Int, _:Int) => I requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
semantics/subscript.k	MPY-SUBSCRIPT	context	27	27	declaration	-	e235a553cf7939b217e6aad3c563f19136b897acadf2bfa842db991933f28e85	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	context Subscript(HOLE, _)
semantics/subscript.k	MPY-SUBSCRIPT	context	28	30	declaration	-	5ee62afca97fe43eee119eb30dbd4606d50f306c7f548305e83b7c47a56c194e	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
semantics/subscript.k	MPY-SUBSCRIPT	rule	31	33	operational	priority	ba2015156656f7c6f341b0f480baae5329d86ae155b09fbc73a635bdcd103d67	USED_FIXED_RULE_ACCEPTED	Reachable rule/declaration matches the fixed MPY execution path; no false conclusion witness exists under the entry guards.	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/subscript.k	MPY-SUBSCRIPT	rule	35	35	operational	-	e2cbe99533f0bbd2f5a28abaaea776b05e2d8eb2f238a9406b0c9ab6b8287633	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	syntax	37	37	declaration	function	83aa86951e423ee652f166e56f679403febdfb828febf5216d59b54bda2753a5	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	syntax Val ::= applyIndex(Val, Int) [function]
semantics/subscript.k	MPY-SUBSCRIPT	rule	38	38	equational	-	c494188c31ef997e96906aae550573a54345c081fe24563a1f05a92f0396ffed	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
semantics/subscript.k	MPY-SUBSCRIPT	rule	39	39	equational	-	52ab84557b24a72bd0e049cec6cb67ec53e2d262f19c93e2abec650a0e856c1e	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
semantics/subscript.k	MPY-SUBSCRIPT	rule	40	43	equational	-	02afdec95b66f820bcfe8c315f7789ef75eed848b66f75455c3642976f81f536	USED_GUARDED_TOTALITY_LIMITATION	valSeqAt is total/underspecified out of bounds; exact five-token split makes indices 0 and 3 in bounds.	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
semantics/subscript.k	MPY-SUBSCRIPT	syntax	44	47	declaration	-	3586c0bf2e67a9c1eb55c902a81beaed999d84bf8ceb386870415106ecc297be	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
semantics/subscript.k	MPY-SUBSCRIPT	syntax	49	49	declaration	-	560ebb71a2e12f9a78694f384d19cb1d73190b6c9e724c4bdc202b583f111b3f	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax OptInt ::= "noB" | someB(Int)
semantics/subscript.k	MPY-SUBSCRIPT	rule	50	50	operational	-	260093ac1ada7ada03d8f9e469670753e5253e805768f1d008f660cfdbdc34ab	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #evalB(NoBound) => noB ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	rule	51	51	operational	-	c05e824ec7d02b0ff48467bfe475709470965fc34d4376b8c53afcd4dee95f9d	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	rule	52	52	operational	-	55c49487ba7821307656b279fb60c670618fe70606d57783c776ef4b2986550c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> I:Int ~> #toSome => someB(I) ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	rule	54	54	operational	-	b39cd50c6c413a35564da1aa0434956df105d8e124a63f8867bec71c7c410abd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	rule	55	55	operational	-	ba8162a4d94407c48b3a07a2686d8691c56de9280ab431f061eb6defe0ddfd8c	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	rule	56	57	operational	-	0a67a100f00ee3b69c74dbb4f5672271c053af4150991e5d90738537d3c5b923	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
semantics/subscript.k	MPY-SUBSCRIPT	rule	58	60	operational	priority	8d45174aef8739b21b538bb13740c6b0c0c0936fed9723b9adf51b3f8297d642	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
semantics/subscript.k	MPY-SUBSCRIPT	rule	61	61	operational	-	4b6c937f1b27b309ca57781e12cde5632c9fe631b46769f8b5fb2ae27e5d3559	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
semantics/subscript.k	MPY-SUBSCRIPT	syntax	63	63	declaration	function	35803b4f4140c58723c0e31492a1715f532186e38b4e9b68650e58ae677e48dd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
semantics/subscript.k	MPY-SUBSCRIPT	rule	64	65	equational	-	f98c4d73aaf2650365e7250aa3b8f9de0da52a8d7e678ad474769b372db234fd	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
semantics/subscript.k	MPY-SUBSCRIPT	rule	66	67	equational	-	6e8f59ed2ecb112dbbdd350b1235fec686f6ea424b8654ce5e02cc6e21fa3fcc	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
semantics/subscript.k	MPY-SUBSCRIPT	rule	68	71	equational	-	0b28898fb685b3173c0ffb213423c7176895b6877a23739e5bdc2f8ddfc54f36	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST))) // ==== slice.indices: step / start / stop / clamp ==========================
semantics/subscript.k	MPY-SUBSCRIPT	syntax	72	72	declaration	function,total	3673727509ac1987488ad8a299c7a4a1ed9143e108520907ed8ae746269699c8	UNUSED_FIXED_RULE_REVIEWED	Outside this program's reachable construct slice; no overlap with target symbols yields a false conclusion on its domain.	syntax Int ::= slStep(OptInt) [function, total]
