id	source	module	start_line	end_line	kind	flags	decision	basis
K0986	/candidate/reference-semantics/semantics/str.k	MPY-STR	13	13	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0987	/candidate/reference-semantics/semantics/str.k	MPY-STR	14	14	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0988	/candidate/reference-semantics/semantics/str.k	MPY-STR	15	15	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0989	/candidate/reference-semantics/semantics/str.k	MPY-STR	16	16	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0991	/candidate/reference-semantics/semantics/str.k	MPY-STR	20	20	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0992	/candidate/reference-semantics/semantics/str.k	MPY-STR	21	21	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0993	/candidate/reference-semantics/semantics/str.k	MPY-STR	22	22	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0994	/candidate/reference-semantics/semantics/str.k	MPY-STR	24	24	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0995	/candidate/reference-semantics/semantics/str.k	MPY-STR	25	25	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0996	/candidate/reference-semantics/semantics/str.k	MPY-STR	26	28	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0997	/candidate/reference-semantics/semantics/str.k	MPY-STR	29	29	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0998	/candidate/reference-semantics/semantics/str.k	MPY-STR	30	30	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0999	/candidate/reference-semantics/semantics/str.k	MPY-STR	32	32	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1000	/candidate/reference-semantics/semantics/str.k	MPY-STR	33	33	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1001	/candidate/reference-semantics/semantics/str.k	MPY-STR	34	34	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1002	/candidate/reference-semantics/semantics/str.k	MPY-STR	35	35	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1003	/candidate/reference-semantics/semantics/str.k	MPY-STR	37	37	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1004	/candidate/reference-semantics/semantics/str.k	MPY-STR	38	38	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1005	/candidate/reference-semantics/semantics/str.k	MPY-STR	39	39	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1006	/candidate/reference-semantics/semantics/str.k	MPY-STR	40	40	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1008	/candidate/reference-semantics/semantics/str.k	MPY-STR	48	48	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1009	/candidate/reference-semantics/semantics/str.k	MPY-STR	49	49	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1010	/candidate/reference-semantics/semantics/str.k	MPY-STR	50	50	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1011	/candidate/reference-semantics/semantics/str.k	MPY-STR	51	51	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1012	/candidate/reference-semantics/semantics/str.k	MPY-STR	52	52	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1013	/candidate/reference-semantics/semantics/str.k	MPY-STR	53	53	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1014	/candidate/reference-semantics/semantics/str.k	MPY-STR	54	54	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1015	/candidate/reference-semantics/semantics/str.k	MPY-STR	56	56	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1016	/candidate/reference-semantics/semantics/str.k	MPY-STR	57	57	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1017	/candidate/reference-semantics/semantics/str.k	MPY-STR	58	58	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1018	/candidate/reference-semantics/semantics/str.k	MPY-STR	59	59	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1022	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1023	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	12	12	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1024	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	13	13	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1026	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1027	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	17	17	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1028	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	18	18	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1030	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1031	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	22	22	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1032	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	23	26	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1033	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	27	27	context		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1034	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	28	30	context		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1035	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	33	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1036	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	35	35	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1037	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1038	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	38	38	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1039	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	39	39	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1040	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	40	43	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1041	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	44	47	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1042	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	49	49	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1043	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	50	50	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1044	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	51	51	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1045	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	52	52	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1046	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	54	54	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1047	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	55	55	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1048	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	56	57	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1049	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1050	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	61	61	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1051	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	63	63	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1052	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	64	65	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1053	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	66	67	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1054	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	68	71	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1055	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	72	72	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1056	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	73	73	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1057	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	74	74	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1058	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	76	76	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1059	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	77	77	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1061	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	79	79	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1063	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	81	81	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1064	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	83	83	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1065	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	84	84	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1067	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	86	86	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1069	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	88	88	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1070	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	90	90	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1071	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	91	91	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1073	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	93	93	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1075	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	96	96	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1076	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	97	97	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1078	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	99	99	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1080	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	102	102	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1081	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	103	103	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1083	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	105	105	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1085	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	109	109	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1086	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	110	111	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1088	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	113	113	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1090	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	116	116	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1091	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	117	118	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1093	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	120	120	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1101	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	9	30	syntax	macro	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1102	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	32	32	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1103	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	33	33	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1104	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	34	34	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1105	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	35	35	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1106	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	36	36	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1107	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	37	37	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1108	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	38	38	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1109	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	39	39	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
