id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K0951	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	11	11	imports			fixed-supplied-semantics	  imports MPY-BUILTINS
K0952	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	12	17	imports			fixed-supplied-semantics	"  imports MPY-SUBSCRIPT

  // sortVS(VS): the ascending sort of the Val list VS. Opaque for symbolic VS (no-evaluators);
  // concrete insertion sort for krun.
  // Concrete sort matches Int-sorted elements directly (an int Val IS an Int); projectIntTotal
  // (lemmas-only) is not available in the semantics. Int and str lists."
K0953	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	18	18	syntax	function, total, symbol(sortVS), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0954	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	19	19	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0955	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	20	20	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(.ValSeq)                => .ValSeq          [concrete]
K0956	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	21	21	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0957	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	22	22	rule	concrete	concrete	fixed-supplied-semantics	  rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
K0958	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	23	23	rule	concrete	concrete	fixed-supplied-semantics	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0959	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	24	25	rule	concrete	concrete	fixed-supplied-semantics	"  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
  // str elements insert by the shared lexicographic strLt (methods.k)"
K0960	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	26	26	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0961	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	27	27	rule	concrete	concrete	fixed-supplied-semantics	  rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0962	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	28	28	rule	concrete	concrete	fixed-supplied-semantics	  rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0963	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	29	29	rule			fixed-supplied-semantics	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
K0964	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	30	30	requires	concrete	concrete	fixed-supplied-semantics	       requires strLt(A, B) orBool A ==K B [concrete]
K0965	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	31	31	rule			fixed-supplied-semantics	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
K0966	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	32	35	requires	concrete	concrete	fixed-supplied-semantics	"       requires notBool (strLt(A, B) orBool A ==K B) [concrete]

  // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise]
  // applyBuiltin routing in call.k) so the result allocates."
K0967	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	36	39	rule			fixed-supplied-semantics	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals))
        => #alloc(list(sortVS(VS))) ... </k>

  // mutator: xs.sort() — the in-place heap write over the same trusted sortVS"
K0968	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	40	48	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k>
       <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap>
       [priority(40)]

  // ==== keyed / reversed sorted() (WP2) =====================================
  // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV
  // (a closure/builtin/type — anything callable). OPAQUE here; the concrete
  // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable-
  // inserts, at priority(40) over these."
K0969	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	49	49	syntax	function, total, symbol(sortKeyVS), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	  syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0970	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	51	52	syntax	function, total; function, total	function,total	fixed-supplied-semantics	"  syntax ValSeq ::= revVS(ValSeq) [function, total]
                  | revVSAcc(ValSeq, ValSeq) [function, total]"
K0971	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	53	53	rule			fixed-supplied-semantics	  rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0972	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	54	54	rule			fixed-supplied-semantics	  rule revVSAcc(.ValSeq, A:ValSeq) => A
K0973	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	55	55	rule			fixed-supplied-semantics	  rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0974	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	57	57	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0975	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	58	58	rule			fixed-supplied-semantics	  rule condRev(S:ValSeq, false) => S
K0976	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	59	59	rule			fixed-supplied-semantics	  rule condRev(S:ValSeq, true)  => revVS(S)
K0977	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	61	62	rule			fixed-supplied-semantics	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals))
        => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
K0978	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	63	64	rule			fixed-supplied-semantics	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals))
        => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
K0979	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	65	71	rule			fixed-supplied-semantics	"  rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals))
        => #alloc(list(condRev(sortVS(VS), RB))) ... </k>

  // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is
  // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces
  // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write
  // their postcondition directly as valSeqAt(sortVS(VS), …)."
K0980	/candidate/reference-semantics/semantics/sort.k	MPY-SORT	72	72	endmodule			fixed-supplied-semantics	endmodule
K0981	/candidate/reference-semantics/semantics/str.k	MPY-STR	3	3	module			fixed-supplied-semantics	module MPY-STR
K0982	/candidate/reference-semantics/semantics/str.k	MPY-STR	4	4	imports			fixed-supplied-semantics	  imports MPY-CORE
K0983	/candidate/reference-semantics/semantics/str.k	MPY-STR	5	7	imports			fixed-supplied-semantics	"  imports MPY-ITER

  // ==== iteration (the iterator protocol's str case; yields 1-char strings) =="
K0984	/candidate/reference-semantics/semantics/str.k	MPY-STR	8	8	rule			fixed-supplied-semantics	  rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
K0985	/candidate/reference-semantics/semantics/str.k	MPY-STR	9	12	rule			fixed-supplied-semantics	"  rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))
        => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>

  // ==== str literal (ASCII-only) ============================================"
K0986	/candidate/reference-semantics/semantics/str.k	MPY-STR	13	13	syntax	function	function	fixed-supplied-semantics	  syntax IntSeq ::= strToCodes(String) [function]
K0987	/candidate/reference-semantics/semantics/str.k	MPY-STR	14	14	rule			fixed-supplied-semantics	  rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0988	/candidate/reference-semantics/semantics/str.k	MPY-STR	15	15	rule			fixed-supplied-semantics	"  rule strToCodes("""") => .IntSeq"
K0989	/candidate/reference-semantics/semantics/str.k	MPY-STR	16	16	rule			fixed-supplied-semantics	  rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
K0990	/candidate/reference-semantics/semantics/str.k	MPY-STR	17	19	requires			fixed-supplied-semantics	"    requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128

  // ==== operators: + / == / != / in ========================================="
K0991	/candidate/reference-semantics/semantics/str.k	MPY-STR	20	20	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0992	/candidate/reference-semantics/semantics/str.k	MPY-STR	21	21	rule			fixed-supplied-semantics	  rule seqConcat(.IntSeq, T:IntSeq)                => T
K0993	/candidate/reference-semantics/semantics/str.k	MPY-STR	22	22	rule			fixed-supplied-semantics	  rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0994	/candidate/reference-semantics/semantics/str.k	MPY-STR	24	24	rule			fixed-supplied-semantics	"  rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
K0995	/candidate/reference-semantics/semantics/str.k	MPY-STR	25	25	rule			fixed-supplied-semantics	"  rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
K0996	/candidate/reference-semantics/semantics/str.k	MPY-STR	26	28	rule			fixed-supplied-semantics	"  rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)

  // substring membership: `P in X` iff the code-seq P occurs contiguously in X"
K0997	/candidate/reference-semantics/semantics/str.k	MPY-STR	29	29	rule			fixed-supplied-semantics	"  rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
K0998	/candidate/reference-semantics/semantics/str.k	MPY-STR	30	30	rule			fixed-supplied-semantics	"  rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
K0999	/candidate/reference-semantics/semantics/str.k	MPY-STR	32	32	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K1000	/candidate/reference-semantics/semantics/str.k	MPY-STR	33	33	rule			fixed-supplied-semantics	  rule strPrefix(.IntSeq, _:IntSeq)               => true
K1001	/candidate/reference-semantics/semantics/str.k	MPY-STR	34	34	rule			fixed-supplied-semantics	  rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K1002	/candidate/reference-semantics/semantics/str.k	MPY-STR	35	35	rule			fixed-supplied-semantics	  rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K1003	/candidate/reference-semantics/semantics/str.k	MPY-STR	37	37	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K1004	/candidate/reference-semantics/semantics/str.k	MPY-STR	38	38	rule			fixed-supplied-semantics	  rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
K1005	/candidate/reference-semantics/semantics/str.k	MPY-STR	39	39	rule			fixed-supplied-semantics	  rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
K1006	/candidate/reference-semantics/semantics/str.k	MPY-STR	40	40	rule			fixed-supplied-semantics	  rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
K1007	/candidate/reference-semantics/semantics/str.k	MPY-STR	41	47	requires			fixed-supplied-semantics	"       requires notBool strPrefix(P, iCons(C, Xs))

  // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code
  // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones
  // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic
  // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on
  // str </<=/>/>= comparisons."
K1008	/candidate/reference-semantics/semantics/str.k	MPY-STR	48	48	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K1009	/candidate/reference-semantics/semantics/str.k	MPY-STR	49	49	rule			fixed-supplied-semantics	  rule strLt(.IntSeq, .IntSeq)                => false
K1010	/candidate/reference-semantics/semantics/str.k	MPY-STR	50	50	rule			fixed-supplied-semantics	  rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K1011	/candidate/reference-semantics/semantics/str.k	MPY-STR	51	51	rule			fixed-supplied-semantics	  rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K1012	/candidate/reference-semantics/semantics/str.k	MPY-STR	52	52	rule			fixed-supplied-semantics	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
K1013	/candidate/reference-semantics/semantics/str.k	MPY-STR	53	53	rule			fixed-supplied-semantics	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
K1014	/candidate/reference-semantics/semantics/str.k	MPY-STR	54	54	rule			fixed-supplied-semantics	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K1015	/candidate/reference-semantics/semantics/str.k	MPY-STR	56	56	rule			fixed-supplied-semantics	"  rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
K1016	/candidate/reference-semantics/semantics/str.k	MPY-STR	57	57	rule			fixed-supplied-semantics	"  rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
K1017	/candidate/reference-semantics/semantics/str.k	MPY-STR	58	58	rule			fixed-supplied-semantics	"  rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
K1018	/candidate/reference-semantics/semantics/str.k	MPY-STR	59	59	rule			fixed-supplied-semantics	"  rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
K1019	/candidate/reference-semantics/semantics/str.k	MPY-STR	60	60	endmodule			fixed-supplied-semantics	endmodule
K1020	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	3	3	module			fixed-supplied-semantics	module MPY-SUBSCRIPT
K1021	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	4	10	imports			fixed-supplied-semantics	"  imports MPY-CORE

  // ==== positional access + negative-index normalization (used only here) ===
  // valSeqAt is [total]: in-bounds vCons access reduces as usual; on an OPAQUE sequence (e.g.
  // a trusted sort's sortVS(VS)) or OOB it stays an abstract total value — so indexing the
  // opaque sorted list is DEFINED (no undischarged #Ceil), matching the old semantics' total
  // atK. K trusts the [total] annotation; valid programs index in-bounds."
K1022	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	11	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K1023	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	12	12	rule			fixed-supplied-semantics	  rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
K1024	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	13	13	rule			fixed-supplied-semantics	  rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
K1025	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	14	14	requires			fixed-supplied-semantics	       requires I >Int 0
K1026	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	16	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= intSeqAt(IntSeq, Int) [function]
K1027	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	17	17	rule			fixed-supplied-semantics	  rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
K1028	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	18	18	rule			fixed-supplied-semantics	  rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
K1029	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	19	19	requires			fixed-supplied-semantics	       requires I >Int 0
K1030	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	21	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= normIdx(Int, Int) [function, total]
K1031	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	22	22	rule			fixed-supplied-semantics	  rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K1032	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	23	26	rule			fixed-supplied-semantics	"  rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0

  // ==== Subscript: indexing obj[i] (list / tuple / str) =====================
  // contexts (not strict attrs): the Index slot's Slice alternative must never heat"
K1033	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	27	27	context			fixed-supplied-semantics	  context Subscript(HOLE, _)
K1034	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	28	30	context			fixed-supplied-semantics	"  context Subscript(_:Val, HOLE:Expr)

  // heap-object deref (covers both the index and slice forms via the Index slot)"
K1035	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	33	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
K1036	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	35	35	rule			fixed-supplied-semantics	  rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K1037	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	37	syntax	function	function	fixed-supplied-semantics	  syntax Val ::= applyIndex(Val, Int) [function]
K1038	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	38	38	rule			fixed-supplied-semantics	  rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K1039	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	39	39	rule			fixed-supplied-semantics	  rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K1040	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	40	43	rule			fixed-supplied-semantics	"  rule applyIndex(str(IS:IntSeq),   I:Int)
    => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))

  // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices =========="
K1041	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	44	47	syntax			fixed-supplied-semantics	"  syntax KItem ::= #evalB(Bound) | ""#toSome""
                 | #slLo(Val, Bound, Bound)
                 | #slHi(Val, OptInt, Bound)
                 | #slStep(Val, OptInt, OptInt)"
K1042	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	49	49	syntax			fixed-supplied-semantics	"  syntax OptInt ::= ""noB"" | someB(Int)"
K1043	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	50	50	rule			fixed-supplied-semantics	  rule <k> #evalB(NoBound)  => noB ... </k>
K1044	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	51	51	rule			fixed-supplied-semantics	  rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
K1045	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	52	52	rule			fixed-supplied-semantics	  rule <k> I:Int ~> #toSome => someB(I) ... </k>
K1046	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	54	54	rule			fixed-supplied-semantics	  rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K1047	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	55	55	rule			fixed-supplied-semantics	  rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K1048	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	56	57	rule			fixed-supplied-semantics	"  rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
  // a list slice constructs a NEW object; a str slice stays a value"
K1049	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	60	rule	priority(45)	priority	fixed-supplied-semantics	"  rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)
        => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k>
       [priority(45)]"
K1050	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	61	61	rule			fixed-supplied-semantics	  rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K1051	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	63	63	syntax	function	function	fixed-supplied-semantics	  syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K1052	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	64	65	rule			fixed-supplied-semantics	"  rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
    => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))"
K1053	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	66	67	rule			fixed-supplied-semantics	"  rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
    => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))"
K1054	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	68	71	rule			fixed-supplied-semantics	"  rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)
    => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))

  // ==== slice.indices: step / start / stop / clamp =========================="
K1055	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	72	72	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= slStep(OptInt) [function, total]
K1056	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	73	73	rule			fixed-supplied-semantics	  rule slStep(noB)          => 1
K1057	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	74	74	rule			fixed-supplied-semantics	  rule slStep(someB(S:Int)) => S
K1058	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	76	76	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K1059	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	77	77	rule			fixed-supplied-semantics	  rule slStart(noB,          ST:OptInt, _LEN:Int) => 0
K1060	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	78	78	requires			fixed-supplied-semantics	       requires slStep(ST) >Int 0
K1061	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	79	79	rule			fixed-supplied-semantics	  rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1
K1062	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	80	80	requires			fixed-supplied-semantics	       requires slStep(ST) <Int 0
K1063	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	81	81	rule			fixed-supplied-semantics	  rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K1064	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	83	83	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K1065	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	84	84	rule			fixed-supplied-semantics	  rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN
K1066	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	85	85	requires			fixed-supplied-semantics	       requires slStep(ST) >Int 0
K1067	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	86	86	rule			fixed-supplied-semantics	  rule slStop(noB,          ST:OptInt, _LEN:Int) => -1
K1068	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	87	87	requires			fixed-supplied-semantics	       requires slStep(ST) <Int 0
K1069	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	88	88	rule			fixed-supplied-semantics	  rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K1070	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	90	90	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K1071	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	91	91	rule			fixed-supplied-semantics	  rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
K1072	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	92	92	requires			fixed-supplied-semantics	       requires I  <Int 0
K1073	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	93	93	rule			fixed-supplied-semantics	  rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
K1074	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	94	94	requires			fixed-supplied-semantics	       requires I >=Int 0
K1075	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	96	96	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= clampLo(Int, Int) [function, total]
K1076	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	97	97	rule			fixed-supplied-semantics	  rule clampLo(J:Int, _STEP:Int) => J
K1077	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	98	98	requires			fixed-supplied-semantics	       requires J >=Int 0
K1078	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	99	99	rule			fixed-supplied-semantics	  rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi
K1079	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	100	100	requires			fixed-supplied-semantics	       requires J <Int 0
K1080	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	102	102	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= clampHi(Int, Int, Int) [function, total]
