file	line	category	decision	declaration	rationale
reference-semantics/semantics/range.k	23	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/range.k	25	endmodule	STRUCTURAL	endmodule	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/set.k	3	module	STRUCTURAL	module MPY-SET	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/set.k	4	imports	STRUCTURAL	imports MPY-CORE	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/set.k	8	syntax	OUTSIDE_REACHABLE_PATH	syntax Val ::= setV(IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	11	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= codeIn(Int, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	12	equational-rule	OUTSIDE_REACHABLE_PATH	rule codeIn(_:Int, .IntSeq)                => false	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	13	equational-rule	OUTSIDE_REACHABLE_PATH	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	16	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	18	equational-rule	OUTSIDE_REACHABLE_PATH	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	19	equational-rule	OUTSIDE_REACHABLE_PATH	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	20	equational-rule	OUTSIDE_REACHABLE_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	22	equational-rule	OUTSIDE_REACHABLE_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	25	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	26	equational-rule	OUTSIDE_REACHABLE_PATH	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	27	equational-rule	OUTSIDE_REACHABLE_PATH	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	31	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	32	equational-rule	OUTSIDE_REACHABLE_PATH	rule subsetCodes(.IntSeq, _:IntSeq)                => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	33	equational-rule	OUTSIDE_REACHABLE_PATH	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	35	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	36	equational-rule	OUTSIDE_REACHABLE_PATH	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	39	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/set.k	40	endmodule	STRUCTURAL	endmodule	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/sort.k	10	module	STRUCTURAL	module MPY-SORT	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/sort.k	11	imports	STRUCTURAL	imports MPY-BUILTINS	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/sort.k	12	imports	STRUCTURAL	imports MPY-SUBSCRIPT	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/sort.k	18	syntax[function,total,symbol,no-evaluators]	ACCEPTED_WITH_TRUST_BOUNDARY	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	Reachable opaque sorted primitive. The K theorem is parametric in its value; ascending-permutation meaning is not proved in K.
reference-semantics/semantics/sort.k	19	syntax[function]	ACCEPTED_FIXED_PATH	syntax ValSeq ::= insVS(Int, ValSeq) [function]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	20	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule sortVS(.ValSeq)                => .ValSeq          [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	21	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	22	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	23	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	24	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	26	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	27	equational-rule[concrete]	ACCEPTED_FIXED_PATH	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	28	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	29	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	31	equational-rule[concrete]	OUTSIDE_REACHABLE_PATH	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	36	operational-rule	ACCEPTED_FIXED_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	40	operational-rule[priority]	ACCEPTED_FIXED_PATH	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	49	syntax[function,total,symbol,no-evaluators]	OUTSIDE_REACHABLE_PATH	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	Opaque primitive is not constructible on the exact maximum body over the intended integer-list inputs; no intended-domain false witness.
reference-semantics/semantics/sort.k	51	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	53	equational-rule	OUTSIDE_REACHABLE_PATH	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	54	equational-rule	OUTSIDE_REACHABLE_PATH	rule revVSAcc(.ValSeq, A:ValSeq) => A	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	55	equational-rule	OUTSIDE_REACHABLE_PATH	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	57	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	58	equational-rule	OUTSIDE_REACHABLE_PATH	rule condRev(S:ValSeq, false) => S	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	59	equational-rule	OUTSIDE_REACHABLE_PATH	rule condRev(S:ValSeq, true)  => revVS(S)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	61	operational-rule	OUTSIDE_REACHABLE_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	63	operational-rule	OUTSIDE_REACHABLE_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/sort.k	65	operational-rule	ACCEPTED_FIXED_PATH	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"	Concrete integer insertion-sort equation or exact sorted(list) allocation rule; guards are disjoint and preserve ascending order.
reference-semantics/semantics/sort.k	72	endmodule	STRUCTURAL	endmodule	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/str.k	3	module	STRUCTURAL	module MPY-STR	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/str.k	4	imports	STRUCTURAL	imports MPY-CORE	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/str.k	5	imports	STRUCTURAL	imports MPY-ITER	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/str.k	8	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	9	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	13	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax IntSeq ::= strToCodes(String) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	14	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	15	equational-rule	OUTSIDE_REACHABLE_PATH	"rule strToCodes("""") => .IntSeq"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	16	equational-rule	OUTSIDE_REACHABLE_PATH	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	20	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	21	equational-rule	OUTSIDE_REACHABLE_PATH	rule seqConcat(.IntSeq, T:IntSeq)                => T	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	22	equational-rule	OUTSIDE_REACHABLE_PATH	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	24	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	25	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	26	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	29	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	30	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	32	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	33	equational-rule	OUTSIDE_REACHABLE_PATH	rule strPrefix(.IntSeq, _:IntSeq)               => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	34	equational-rule	OUTSIDE_REACHABLE_PATH	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	35	equational-rule	OUTSIDE_REACHABLE_PATH	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	37	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	38	equational-rule	OUTSIDE_REACHABLE_PATH	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	39	equational-rule	OUTSIDE_REACHABLE_PATH	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	40	equational-rule	OUTSIDE_REACHABLE_PATH	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	48	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	49	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(.IntSeq, .IntSeq)                => false	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	50	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	51	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	52	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	53	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	54	equational-rule	OUTSIDE_REACHABLE_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	56	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	57	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	58	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	59	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/str.k	60	endmodule	STRUCTURAL	endmodule	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/subscript.k	3	module	STRUCTURAL	module MPY-SUBSCRIPT	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/subscript.k	4	imports	STRUCTURAL	imports MPY-CORE	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/subscript.k	11	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	12	equational-rule	ACCEPTED_FIXED_PATH	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	13	equational-rule	ACCEPTED_FIXED_PATH	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	16	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax Int ::= intSeqAt(IntSeq, Int) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	17	equational-rule	OUTSIDE_REACHABLE_PATH	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	18	equational-rule	OUTSIDE_REACHABLE_PATH	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	21	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Int ::= normIdx(Int, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	22	equational-rule	OUTSIDE_REACHABLE_PATH	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	23	equational-rule	OUTSIDE_REACHABLE_PATH	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	27	context	ACCEPTED_FIXED_PATH	context Subscript(HOLE, _)	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	28	context	ACCEPTED_FIXED_PATH	context Subscript(_:Val, HOLE:Expr)	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	31	operational-rule[priority]	ACCEPTED_FIXED_PATH	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	35	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	37	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax Val ::= applyIndex(Val, Int) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
