source	module	line	kind	attributes	decision	sentence
/reference/reference-semantics/semantics/range.k	MPY-RANGE	15	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
/reference/reference-semantics/semantics/range.k	MPY-RANGE	17	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
/reference/reference-semantics/semantics/range.k	MPY-RANGE	20	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
/reference/reference-semantics/semantics/range.k	MPY-RANGE	23	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
/reference/reference-semantics/semantics/set.k	MPY-SET	8	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Val ::= setV(IntSeq)
/reference/reference-semantics/semantics/set.k	MPY-SET	11	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
/reference/reference-semantics/semantics/set.k	MPY-SET	12	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule codeIn(_:Int, .IntSeq)                => false
/reference/reference-semantics/semantics/set.k	MPY-SET	13	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
/reference/reference-semantics/semantics/set.k	MPY-SET	16	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
/reference/reference-semantics/semantics/set.k	MPY-SET	18	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
/reference/reference-semantics/semantics/set.k	MPY-SET	19	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
/reference/reference-semantics/semantics/set.k	MPY-SET	20	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
/reference/reference-semantics/semantics/set.k	MPY-SET	22	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
/reference/reference-semantics/semantics/set.k	MPY-SET	25	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
/reference/reference-semantics/semantics/set.k	MPY-SET	26	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
/reference/reference-semantics/semantics/set.k	MPY-SET	27	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
/reference/reference-semantics/semantics/set.k	MPY-SET	31	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/set.k	MPY-SET	32	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule subsetCodes(.IntSeq, _:IntSeq)                => true
/reference/reference-semantics/semantics/set.k	MPY-SET	33	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
/reference/reference-semantics/semantics/set.k	MPY-SET	35	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/set.k	MPY-SET	36	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
/reference/reference-semantics/semantics/set.k	MPY-SET	39	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
/reference/reference-semantics/semantics/sort.k	MPY-SORT	18	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	19	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= insVS(Int, ValSeq) [function]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	20	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	21	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	22	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	23	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	24	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	26	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	27	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	28	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	29	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	31	rule	concrete	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	36	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
/reference/reference-semantics/semantics/sort.k	MPY-SORT	40	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
/reference/reference-semantics/semantics/sort.k	MPY-SORT	49	syntax	function,total,symbol,no-evaluators	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	51	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	53	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
/reference/reference-semantics/semantics/sort.k	MPY-SORT	54	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule revVSAcc(.ValSeq, A:ValSeq) => A
/reference/reference-semantics/semantics/sort.k	MPY-SORT	55	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
/reference/reference-semantics/semantics/sort.k	MPY-SORT	57	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
/reference/reference-semantics/semantics/sort.k	MPY-SORT	58	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule condRev(S:ValSeq, false) => S
/reference/reference-semantics/semantics/sort.k	MPY-SORT	59	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule condRev(S:ValSeq, true)  => revVS(S)
/reference/reference-semantics/semantics/sort.k	MPY-SORT	61	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
/reference/reference-semantics/semantics/sort.k	MPY-SORT	63	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
/reference/reference-semantics/semantics/sort.k	MPY-SORT	65	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
/reference/reference-semantics/semantics/str.k	MPY-STR	8	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
/reference/reference-semantics/semantics/str.k	MPY-STR	9	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
/reference/reference-semantics/semantics/str.k	MPY-STR	13	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax IntSeq ::= strToCodes(String) [function]
/reference/reference-semantics/semantics/str.k	MPY-STR	14	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
/reference/reference-semantics/semantics/str.k	MPY-STR	15	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule strToCodes("""") => .IntSeq"
/reference/reference-semantics/semantics/str.k	MPY-STR	16	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
/reference/reference-semantics/semantics/str.k	MPY-STR	20	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/str.k	MPY-STR	21	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule seqConcat(.IntSeq, T:IntSeq)                => T
/reference/reference-semantics/semantics/str.k	MPY-STR	22	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
/reference/reference-semantics/semantics/str.k	MPY-STR	24	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
/reference/reference-semantics/semantics/str.k	MPY-STR	25	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
/reference/reference-semantics/semantics/str.k	MPY-STR	26	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
/reference/reference-semantics/semantics/str.k	MPY-STR	29	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
/reference/reference-semantics/semantics/str.k	MPY-STR	30	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
/reference/reference-semantics/semantics/str.k	MPY-STR	32	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/str.k	MPY-STR	33	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strPrefix(.IntSeq, _:IntSeq)               => true
/reference/reference-semantics/semantics/str.k	MPY-STR	34	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
/reference/reference-semantics/semantics/str.k	MPY-STR	35	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
/reference/reference-semantics/semantics/str.k	MPY-STR	37	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/str.k	MPY-STR	38	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
/reference/reference-semantics/semantics/str.k	MPY-STR	39	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
/reference/reference-semantics/semantics/str.k	MPY-STR	40	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
/reference/reference-semantics/semantics/str.k	MPY-STR	48	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
/reference/reference-semantics/semantics/str.k	MPY-STR	49	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(.IntSeq, .IntSeq)                => false
/reference/reference-semantics/semantics/str.k	MPY-STR	50	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
/reference/reference-semantics/semantics/str.k	MPY-STR	51	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
/reference/reference-semantics/semantics/str.k	MPY-STR	52	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
/reference/reference-semantics/semantics/str.k	MPY-STR	53	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
/reference/reference-semantics/semantics/str.k	MPY-STR	54	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
/reference/reference-semantics/semantics/str.k	MPY-STR	56	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
/reference/reference-semantics/semantics/str.k	MPY-STR	57	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
/reference/reference-semantics/semantics/str.k	MPY-STR	58	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
/reference/reference-semantics/semantics/str.k	MPY-STR	59	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	11	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	12	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	13	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	16	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= intSeqAt(IntSeq, Int) [function]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	17	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	18	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	21	syntax	function,total	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Int ::= normIdx(Int, Int) [function, total]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	22	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	23	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	27	context	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	context Subscript(HOLE, _)
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	28	context	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	context Subscript(_:Val, HOLE:Expr)
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	31	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	35	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	37	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Val ::= applyIndex(Val, Int) [function]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	38	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	39	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	40	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	44	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	49	syntax	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	"syntax OptInt ::= ""noB"" | someB(Int)"
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	50	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #evalB(NoBound)  => noB ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	51	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	52	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> I:Int ~> #toSome => someB(I) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	54	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	55	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	56	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	58	rule	priority	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	61	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	63	syntax	function	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	64	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
/reference/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	66	rule	-	TRUSTED_FIXED_BASELINE: integrity-matched supplied semantics; not a candidate proof extension	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
