id	kind	classification	source	line	module	attrs	static_decision	text
K-0754	rule	ordinary_rule	/reference/reference-semantics/semantics/range.k	23	MPY-RANGE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K-0755	syntax	syntax_declaration	/reference/reference-semantics/semantics/set.k	8	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= setV(IntSeq)
K-0756	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/set.k	11	MPY-SET	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K-0757	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	12	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule codeIn(_:Int, .IntSeq) => false
K-0758	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	13	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K-0759	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/set.k	16	MPY-SET	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
K-0760	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	18	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K-0761	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	19	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K-0762	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	20	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K-0763	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	22	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K-0764	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/set.k	25	MPY-SET	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K-0765	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	26	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
K-0766	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	27	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K-0767	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/set.k	31	MPY-SET	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K-0768	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	32	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule subsetCodes(.IntSeq, _:IntSeq) => true
K-0769	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	33	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K-0770	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/set.k	35	MPY-SET	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K-0771	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	36	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K-0772	rule	ordinary_rule	/reference/reference-semantics/semantics/set.k	39	MPY-SET		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
K-0773	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/sort.k	18	MPY-SORT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K-0774	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/sort.k	19	MPY-SORT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K-0775	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	20	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(.ValSeq) => .ValSeq [concrete]
K-0776	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	21	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K-0777	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	22	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
K-0778	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	23	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K-0779	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	24	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
K-0780	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/sort.k	26	MPY-SORT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K-0781	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	27	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K-0782	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	28	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K-0783	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	29	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K-0784	rule	concrete_equation	/reference/reference-semantics/semantics/sort.k	31	MPY-SORT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K-0785	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	36	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
K-0786	rule	priority_rule	/reference/reference-semantics/semantics/sort.k	40	MPY-SORT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
K-0787	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/sort.k	49	MPY-SORT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K-0788	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/sort.k	51	MPY-SORT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K-0789	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	53	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K-0790	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	54	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revVSAcc(.ValSeq, A:ValSeq) => A
K-0791	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	55	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K-0792	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/sort.k	57	MPY-SORT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K-0793	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	58	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule condRev(S:ValSeq, false) => S
K-0794	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	59	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule condRev(S:ValSeq, true) => revVS(S)
K-0795	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	61	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
K-0796	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	63	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
K-0797	rule	ordinary_rule	/reference/reference-semantics/semantics/sort.k	65	MPY-SORT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
K-0798	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	8	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K-0799	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	9	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K-0800	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/str.k	13	MPY-STR	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= strToCodes(String) [function]
K-0801	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	14	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K-0802	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	15	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule strToCodes("""") => .IntSeq"
K-0803	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	16	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
K-0804	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/str.k	20	MPY-STR	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K-0805	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	21	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule seqConcat(.IntSeq, T:IntSeq) => T
K-0806	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	22	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K-0807	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	24	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
K-0808	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	25	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
K-0809	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	26	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
K-0810	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	29	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""in"", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
K-0811	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	30	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
K-0812	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/str.k	32	MPY-STR	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K-0813	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	33	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(.IntSeq, _:IntSeq) => true
K-0814	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	34	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K-0815	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	35	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K-0816	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/str.k	37	MPY-STR	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K-0817	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	38	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K-0818	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	39	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K-0819	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	40	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K-0820	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/str.k	48	MPY-STR	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K-0821	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	49	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, .IntSeq) => false
K-0822	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	50	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K-0823	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	51	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K-0824	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	52	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K-0825	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	53	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K-0826	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	54	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K-0827	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	56	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
K-0828	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	57	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">"", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
K-0829	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	58	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
K-0830	rule	ordinary_rule	/reference/reference-semantics/semantics/str.k	59	MPY-STR		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
K-0831	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	11	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K-0832	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	12	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
K-0833	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	13	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
K-0834	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	16	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K-0835	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	17	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
K-0836	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	18	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
K-0837	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	21	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= normIdx(Int, Int) [function, total]
K-0838	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	22	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K-0839	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	23	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
K-0840	context	context	/reference/reference-semantics/semantics/subscript.k	27	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	context Subscript(HOLE, _)
K-0841	context	context	/reference/reference-semantics/semantics/subscript.k	28	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	context Subscript(_:Val, HOLE:Expr)
K-0842	rule	priority_rule	/reference/reference-semantics/semantics/subscript.k	31	MPY-SUBSCRIPT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0843	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	35	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K-0844	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	37	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= applyIndex(Val, Int) [function]
K-0845	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	38	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0846	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	39	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K-0847	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	40	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K-0848	syntax	syntax_declaration	/reference/reference-semantics/semantics/subscript.k	44	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
K-0849	syntax	syntax_declaration	/reference/reference-semantics/semantics/subscript.k	49	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax OptInt ::= ""noB"" | someB(Int)"
K-0850	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	50	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #evalB(NoBound) => noB ... </k>
K-0851	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	51	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
K-0852	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	52	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K-0853	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	54	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K-0854	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	55	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K-0855	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	56	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K-0856	rule	priority_rule	/reference/reference-semantics/semantics/subscript.k	58	MPY-SUBSCRIPT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K-0857	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	61	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K-0858	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	63	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K-0859	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	64	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0860	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	66	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K-0861	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	68	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K-0862	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	72	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= slStep(OptInt) [function, total]
K-0863	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	73	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStep(noB) => 1
K-0864	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	74	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStep(someB(S:Int)) => S
