id	file	line	kind	flags	target_dependency	review	declaration
814	reference-semantics/semantics/operators.k	10	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
815	reference-semantics/semantics/operators.k	12	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
816	reference-semantics/semantics/operators.k	15	context	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	context Compare(HOLE, _)
817	reference-semantics/semantics/operators.k	16	context	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	context Compare(_:Val, CmpOp(_, HOLE))
818	reference-semantics/semantics/operators.k	17	operational-rule	owise	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
819	reference-semantics/semantics/operators.k	19	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"
820	reference-semantics/semantics/operators.k	20	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
821	reference-semantics/semantics/operators.k	25	operational-rule	priority	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
822	reference-semantics/semantics/operators.k	28	operational-rule	priority	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
823	reference-semantics/semantics/operators.k	34	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
824	reference-semantics/semantics/operators.k	38	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
825	reference-semantics/semantics/operators.k	44	operational-rule	priority	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
826	reference-semantics/semantics/range.k	9	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= inRange(Int, Int, Int) [function, total]
827	reference-semantics/semantics/range.k	10	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
828	reference-semantics/semantics/range.k	12	syntax	function	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Int ::= rangeLen(Int, Int, Int) [function]
829	reference-semantics/semantics/range.k	13	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
830	reference-semantics/semantics/range.k	15	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
831	reference-semantics/semantics/range.k	17	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
832	reference-semantics/semantics/range.k	20	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
833	reference-semantics/semantics/range.k	23	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
834	reference-semantics/semantics/set.k	8	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Val ::= setV(IntSeq)
835	reference-semantics/semantics/set.k	11	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
836	reference-semantics/semantics/set.k	12	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule codeIn(_:Int, .IntSeq)                => false
837	reference-semantics/semantics/set.k	13	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
838	reference-semantics/semantics/set.k	16	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
839	reference-semantics/semantics/set.k	18	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
840	reference-semantics/semantics/set.k	19	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
841	reference-semantics/semantics/set.k	20	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
842	reference-semantics/semantics/set.k	22	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
843	reference-semantics/semantics/set.k	25	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
844	reference-semantics/semantics/set.k	26	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
845	reference-semantics/semantics/set.k	27	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
846	reference-semantics/semantics/set.k	31	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
847	reference-semantics/semantics/set.k	32	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule subsetCodes(.IntSeq, _:IntSeq)                => true
848	reference-semantics/semantics/set.k	33	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
849	reference-semantics/semantics/set.k	35	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
850	reference-semantics/semantics/set.k	36	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
851	reference-semantics/semantics/set.k	39	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
852	reference-semantics/semantics/sort.k	18	syntax	function,total,opaque/no-evaluators,symbol	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
853	reference-semantics/semantics/sort.k	19	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax ValSeq ::= insVS(Int, ValSeq) [function]
854	reference-semantics/semantics/sort.k	20	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
855	reference-semantics/semantics/sort.k	21	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
856	reference-semantics/semantics/sort.k	22	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
857	reference-semantics/semantics/sort.k	23	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
858	reference-semantics/semantics/sort.k	24	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
859	reference-semantics/semantics/sort.k	32	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax ValSeq ::= insVSn(Val, ValSeq) [function]
860	reference-semantics/semantics/sort.k	33	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule sortVS(vCons(X:Val, R:ValSeq)) => insVSn(X, sortVS(R)) requires isFloat(X) orBool isBool(X) [concrete]
861	reference-semantics/semantics/sort.k	35	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule insVS(X:Int, vCons(Y:Val, R:ValSeq)) => vCons(X, vCons(Y, R)) requires (isFloat(Y) orBool isBool(Y)) andBool notBool applyCmp(""<"", Y, X) [concrete]"
862	reference-semantics/semantics/sort.k	37	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule insVS(X:Int, vCons(Y:Val, R:ValSeq)) => vCons(Y, insVS(X, R)) requires (isFloat(Y) orBool isBool(Y)) andBool applyCmp(""<"", Y, X) [concrete]"
863	reference-semantics/semantics/sort.k	39	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVSn(X:Val, .ValSeq) => vCons(X, .ValSeq) [concrete]
864	reference-semantics/semantics/sort.k	40	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule insVSn(X:Val, vCons(Y:Val, R:ValSeq)) => vCons(X, vCons(Y, R)) requires notBool applyCmp(""<"", Y, X) [concrete]"
865	reference-semantics/semantics/sort.k	42	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule insVSn(X:Val, vCons(Y:Val, R:ValSeq)) => vCons(Y, insVSn(X, R)) requires applyCmp(""<"", Y, X) [concrete]"
866	reference-semantics/semantics/sort.k	45	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
867	reference-semantics/semantics/sort.k	46	equational-rule	concrete	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
868	reference-semantics/semantics/sort.k	47	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
869	reference-semantics/semantics/sort.k	48	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
870	reference-semantics/semantics/sort.k	50	equational-rule	concrete	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
871	reference-semantics/semantics/sort.k	55	operational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
872	reference-semantics/semantics/sort.k	59	operational-rule	priority	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
873	reference-semantics/semantics/sort.k	68	syntax	function,total,opaque/no-evaluators,symbol	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
874	reference-semantics/semantics/sort.k	70	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
875	reference-semantics/semantics/sort.k	72	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
876	reference-semantics/semantics/sort.k	73	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule revVSAcc(.ValSeq, A:ValSeq) => A
877	reference-semantics/semantics/sort.k	74	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
878	reference-semantics/semantics/sort.k	76	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
879	reference-semantics/semantics/sort.k	77	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule condRev(S:ValSeq, false) => S
880	reference-semantics/semantics/sort.k	78	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule condRev(S:ValSeq, true)  => revVS(S)
881	reference-semantics/semantics/sort.k	80	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
882	reference-semantics/semantics/sort.k	82	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
883	reference-semantics/semantics/sort.k	84	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
884	reference-semantics/semantics/str.k	8	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
885	reference-semantics/semantics/str.k	9	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
886	reference-semantics/semantics/str.k	13	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax IntSeq ::= strToCodes(String) [function]
887	reference-semantics/semantics/str.k	14	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
888	reference-semantics/semantics/str.k	15	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule strToCodes("""") => .IntSeq"
889	reference-semantics/semantics/str.k	16	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
890	reference-semantics/semantics/str.k	20	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
891	reference-semantics/semantics/str.k	21	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule seqConcat(.IntSeq, T:IntSeq)                => T
892	reference-semantics/semantics/str.k	22	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
893	reference-semantics/semantics/str.k	24	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
894	reference-semantics/semantics/str.k	25	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
895	reference-semantics/semantics/str.k	26	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
896	reference-semantics/semantics/str.k	29	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
897	reference-semantics/semantics/str.k	30	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
898	reference-semantics/semantics/str.k	32	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
899	reference-semantics/semantics/str.k	33	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strPrefix(.IntSeq, _:IntSeq)               => true
900	reference-semantics/semantics/str.k	34	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
901	reference-semantics/semantics/str.k	35	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
902	reference-semantics/semantics/str.k	37	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
903	reference-semantics/semantics/str.k	38	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
904	reference-semantics/semantics/str.k	39	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
905	reference-semantics/semantics/str.k	40	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
906	reference-semantics/semantics/str.k	48	syntax	function,total	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
907	reference-semantics/semantics/str.k	49	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(.IntSeq, .IntSeq)                => false
908	reference-semantics/semantics/str.k	50	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
909	reference-semantics/semantics/str.k	51	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
910	reference-semantics/semantics/str.k	52	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
911	reference-semantics/semantics/str.k	53	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
912	reference-semantics/semantics/str.k	54	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
913	reference-semantics/semantics/str.k	56	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"
914	reference-semantics/semantics/str.k	57	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"
915	reference-semantics/semantics/str.k	58	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"
916	reference-semantics/semantics/str.k	59	equational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"
917	reference-semantics/semantics/subscript.k	11	syntax	function,total	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
918	reference-semantics/semantics/subscript.k	12	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
919	reference-semantics/semantics/subscript.k	13	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
920	reference-semantics/semantics/subscript.k	16	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Int ::= intSeqAt(IntSeq, Int) [function]
921	reference-semantics/semantics/subscript.k	17	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
922	reference-semantics/semantics/subscript.k	18	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
923	reference-semantics/semantics/subscript.k	21	syntax	function,total	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Int ::= normIdx(Int, Int) [function, total]
924	reference-semantics/semantics/subscript.k	22	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
925	reference-semantics/semantics/subscript.k	23	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
926	reference-semantics/semantics/subscript.k	27	context	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	context Subscript(HOLE, _)
927	reference-semantics/semantics/subscript.k	28	context	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	context Subscript(_:Val, HOLE:Expr)
928	reference-semantics/semantics/subscript.k	31	operational-rule	priority	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
929	reference-semantics/semantics/subscript.k	35	operational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
930	reference-semantics/semantics/subscript.k	37	syntax	function	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	syntax Val ::= applyIndex(Val, Int) [function]
931	reference-semantics/semantics/subscript.k	38	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
932	reference-semantics/semantics/subscript.k	39	equational-rule	-	YES	SUPPLIED_RESULT_BEARING_MODEL_BOUNDARY	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
933	reference-semantics/semantics/subscript.k	40	equational-rule	-	YES	RELEVANT_OPERATIONAL_OR_MATHEMATICAL_RULE_REVIEWED	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
934	reference-semantics/semantics/subscript.k	44	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"
935	reference-semantics/semantics/subscript.k	49	syntax	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	"syntax OptInt ::= ""noB"" | someB(Int)"
936	reference-semantics/semantics/subscript.k	50	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #evalB(NoBound)  => noB ... </k>
937	reference-semantics/semantics/subscript.k	51	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
938	reference-semantics/semantics/subscript.k	52	operational-rule	-	NO	FIXED_SEMANTICS_UNUSED_BY_TARGET	rule <k> I:Int ~> #toSome => someB(I) ... </k>
