# Exhaustive local K declaration and rule inventory
# disposition meanings:
#   USED_PATH_REVIEWED: reached by the submitted Module or by the candidate Call claim
#   FIXED_UNUSED_NO_FALSE_WITNESS: supplied baseline declaration/rule not reached here;
#     no concrete or symbolic false-conclusion witness was found in this audit
#   LOCAL_CLAIM_REVIEWED: candidate reachability claim, reviewed separately for adequacy

## FILE semantics.k declarations=0
(no local syntax, rules, claims, contexts, or configuration)

## FILE semantics/assert.k declarations=3
semantics/assert.k:6 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Assert(V:Val) => .K ... </k>
semantics/methods.k:132 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= allAlpha(IntSeq) [function, total]
semantics/methods.k:133 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule allAlpha(.IntSeq) => true
semantics/methods.k:134 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
semantics/methods.k:136 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= allDigit(IntSeq) [function, total]
semantics/methods.k:137 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule allDigit(.IntSeq) => true
semantics/methods.k:138 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
semantics/methods.k:140 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= lowerC(Int) [function, total]
semantics/methods.k:142 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
semantics/methods.k:143 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule lowerC(C:Int) => C         [owise]
semantics/methods.k:145 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= upperC(Int) [function, total]
semantics/methods.k:146 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
semantics/methods.k:147 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule upperC(C:Int) => C         [owise]
semantics/methods.k:149 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= swapC(Int) [function, total]
semantics/methods.k:150 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
semantics/methods.k:151 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
semantics/methods.k:152 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule swapC(C:Int) => C         [owise]
semantics/methods.k:154 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= mapLower(IntSeq) [function, total]
semantics/methods.k:155 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapLower(.IntSeq) => .IntSeq
semantics/methods.k:156 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
semantics/methods.k:158 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= mapUpper(IntSeq) [function, total]
semantics/methods.k:159 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapUpper(.IntSeq) => .IntSeq
semantics/methods.k:160 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
semantics/methods.k:162 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= mapSwap(IntSeq) [function, total]
semantics/methods.k:163 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapSwap(.IntSeq) => .IntSeq
semantics/methods.k:164 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
semantics/methods.k:166 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
semantics/methods.k:167 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule startsWith(.IntSeq, _:IntSeq)               => true
semantics/methods.k:168 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
semantics/methods.k:169 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)

## FILE semantics/operators.k declarations=12
semantics/operators.k:10 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
semantics/operators.k:12 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (evaluated BinOp dispatch) | rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
semantics/operators.k:15 | kind=context | classes=evaluation_context | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | context Compare(HOLE, _)
semantics/operators.k:16 | kind=context | classes=evaluation_context | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | context Compare(_:Val, CmpOp(_, HOLE))
semantics/operators.k:17 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
semantics/operators.k:19 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("is",     V:Val, noneV) => V ==K noneV
semantics/operators.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
semantics/operators.k:25 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
semantics/operators.k:28 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
semantics/operators.k:34 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
semantics/operators.k:38 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
semantics/operators.k:44 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]

## FILE semantics/range.k declarations=8
semantics/range.k:9 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= inRange(Int, Int, Int) [function, total]
semantics/range.k:10 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
semantics/range.k:12 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= rangeLen(Int, Int, Int) [function]
semantics/range.k:13 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
semantics/range.k:15 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
semantics/range.k:17 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
semantics/range.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
semantics/range.k:23 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>

## FILE semantics/set.k declarations=18
semantics/set.k:8 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= setV(IntSeq)
semantics/set.k:11 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= codeIn(Int, IntSeq) [function, total]
semantics/set.k:12 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule codeIn(_:Int, .IntSeq)                => false
semantics/set.k:13 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
semantics/set.k:16 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
semantics/set.k:18 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
semantics/set.k:19 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
semantics/set.k:20 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
semantics/set.k:22 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
semantics/set.k:25 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
semantics/set.k:26 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
semantics/set.k:27 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
semantics/set.k:31 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
semantics/set.k:32 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule subsetCodes(.IntSeq, _:IntSeq)                => true
semantics/set.k:33 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
semantics/set.k:35 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
semantics/set.k:36 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
semantics/set.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)

## FILE semantics/sort.k declarations=25
semantics/sort.k:18 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
semantics/sort.k:19 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= insVS(Int, ValSeq) [function]
semantics/sort.k:20 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule sortVS(.ValSeq)                => .ValSeq          [concrete]
semantics/sort.k:21 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
semantics/sort.k:22 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
semantics/sort.k:23 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
semantics/sort.k:24 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
semantics/sort.k:26 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
semantics/sort.k:27 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
semantics/sort.k:28 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
semantics/sort.k:29 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
semantics/sort.k:31 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
semantics/sort.k:36 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
semantics/sort.k:40 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
semantics/sort.k:49 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
semantics/sort.k:51 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
semantics/sort.k:53 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
semantics/sort.k:54 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revVSAcc(.ValSeq, A:ValSeq) => A
semantics/sort.k:55 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
semantics/sort.k:57 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
semantics/sort.k:58 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule condRev(S:ValSeq, false) => S
semantics/sort.k:59 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule condRev(S:ValSeq, true)  => revVS(S)
semantics/sort.k:61 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
semantics/sort.k:63 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
semantics/sort.k:65 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>

## FILE semantics/str.k declarations=33
semantics/str.k:8 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
semantics/str.k:9 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
semantics/str.k:13 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= strToCodes(String) [function]
semantics/str.k:14 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (module docstring Str literal) | rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
semantics/str.k:15 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strToCodes("") => .IntSeq
semantics/str.k:16 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
semantics/str.k:20 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
semantics/str.k:21 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule seqConcat(.IntSeq, T:IntSeq)                => T
semantics/str.k:22 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
semantics/str.k:24 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
semantics/str.k:25 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
semantics/str.k:26 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
semantics/str.k:29 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
semantics/str.k:30 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
semantics/str.k:32 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
semantics/str.k:33 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strPrefix(.IntSeq, _:IntSeq)               => true
semantics/str.k:34 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
semantics/str.k:35 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
semantics/str.k:37 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
semantics/str.k:38 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
semantics/str.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
semantics/str.k:40 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
semantics/str.k:48 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
semantics/str.k:49 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(.IntSeq, .IntSeq)                => false
semantics/str.k:50 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
semantics/str.k:51 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
semantics/str.k:52 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
semantics/str.k:53 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
semantics/str.k:54 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
semantics/str.k:56 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
semantics/str.k:57 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
semantics/str.k:58 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
semantics/str.k:59 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)

## FILE semantics/subscript.k declarations=57
semantics/subscript.k:11 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
semantics/subscript.k:12 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
semantics/subscript.k:13 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
semantics/subscript.k:16 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= intSeqAt(IntSeq, Int) [function]
semantics/subscript.k:17 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
