file	line	module	kind	classification	audit_disposition	block_sha256_16	normalized_declaration
reference-semantics/semantics/set.k	19	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	3af836e2ea45fb7d	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c3c7978557bf6e4b	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k	22	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6fd067c552f6f602	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k	25	MPY-SET	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	4ff1eaa68d708643	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5cbb559aa9bc4ecf	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f7aea1967cdff77d	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k	31	MPY-SET	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	9edc7fe08487359d	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	aeeaccd9712e13c4	rule subsetCodes(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/set.k	33	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	df3cf01eb2e8238c	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35	MPY-SET	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	e5a2ff2895d04008	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	719f3e4bb684eb39	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39	MPY-SET	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	e2a29489d71d3b65	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/sort.k	18	MPY-SORT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	816514bfeb844585	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	MPY-SORT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	f377703d2c2b213f	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	7e44998a79cf5e6b	rule sortVS(.ValSeq) => .ValSeq [concrete]
reference-semantics/semantics/sort.k	21	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4db35c730d8b8b4f	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	51348c650168cae9	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4c8072b9cf7cc6b0	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	8cd79de954573d35	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
reference-semantics/semantics/sort.k	26	MPY-SORT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	225ee19ee53ae31b	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5fc9948d0c4a2ccb	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6fc7fcc3c2a6252e	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9135181688e7fd0c	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k	31	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b99716004cb74136	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k	36	MPY-SORT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	d4ffa4143eb4e7c6	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
reference-semantics/semantics/sort.k	40	MPY-SORT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	df95d265355e8e59	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
reference-semantics/semantics/sort.k	49	MPY-SORT	syntax	syntax:function,total,no-evaluators,symbol	FIXED_SUPPLIED_SEMANTICS	b2798a9f0421ef83	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51	MPY-SORT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	63b5a1e1267d0762	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	11faf7f864f40d7d	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	007148e35ff4b37b	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	117da4765c657ab8	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57	MPY-SORT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	ea573fcf99491b16	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4c09d415120447db	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59	MPY-SORT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	bea9fadf9f6c932b	rule condRev(S:ValSeq, true) => revVS(S)
reference-semantics/semantics/sort.k	61	MPY-SORT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	1e0db83eec5bec5f	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	63	MPY-SORT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	64d6755b098ae944	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	65	MPY-SORT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	eeaec72f18b23109	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
reference-semantics/semantics/str.k	8	MPY-STR	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c5a74a05e41e3fef	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/str.k	9	MPY-STR	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	75e981acc024ddc7	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13	MPY-STR	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	52acd844387866ef	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	MPY-STR	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	1240c46590c2e39c	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	d49e83e0ddbbd1fa	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f63f66fd4223a953	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
reference-semantics/semantics/str.k	20	MPY-STR	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	03dfed95b359645e	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	aa4b17a2361f9f34	rule seqConcat(.IntSeq, T:IntSeq) => T
reference-semantics/semantics/str.k	22	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6878455924eef2c3	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0973b8121d4baf68	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	505768aa98b73f94	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b3628ffe9efc1028	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
reference-semantics/semantics/str.k	29	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	19722b396d92990b	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ffe64291640c2155	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
reference-semantics/semantics/str.k	32	MPY-STR	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	20ca5b0f09308bbb	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	79d527bf88c0d45d	rule strPrefix(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/str.k	34	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	525a4cc4caf64d8b	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	7a4bd94ac8f90a06	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37	MPY-STR	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	bd9a8cef3da3cf2a	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	20f78c6af932618c	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5ad91d5e52875f34	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5f4047fd8aca89d1	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	48	MPY-STR	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	733bd2de69c613de	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2461169cbdbc94eb	rule strLt(.IntSeq, .IntSeq) => false
reference-semantics/semantics/str.k	50	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	38790170ab7d058a	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	08c0671cf03a0f5f	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c22a18856641e249	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
reference-semantics/semantics/str.k	53	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9efd9b70f54b6d0b	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
reference-semantics/semantics/str.k	54	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	aff2cafee1cf7aa0	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	56	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	80fe6ec15f9ca5f4	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c708488cf749a449	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	f7cd75241a5d8bcc	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59	MPY-STR	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4af81cb3fa36819d	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/subscript.k	11	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	e119418433e265c4	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	747991ec55421a7e	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
reference-semantics/semantics/subscript.k	13	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	37ad09d4e355b8b7	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	16	MPY-SUBSCRIPT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	6934c60b0248c12e	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	35603efd15e17835	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
reference-semantics/semantics/subscript.k	18	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	c33ad88abb8318c4	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	21	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	72211dd061ba73f1	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	944e785558408efa	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
reference-semantics/semantics/subscript.k	23	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6eb4d90220891c91	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
reference-semantics/semantics/subscript.k	27	MPY-SUBSCRIPT	context	context	FIXED_SUPPLIED_SEMANTICS	7693286a22b1b7c4	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28	MPY-SUBSCRIPT	context	context	FIXED_SUPPLIED_SEMANTICS	b2512d098f3e71ba	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	31	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	8bcf15ca375c1bd6	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	35	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	bb7f6a4c08282458	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	37	MPY-SUBSCRIPT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	2cb23979fd65ac39	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	ea7622b403e107e0	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	db9109b9b5917bec	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0c8be34222746283	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	44	MPY-SUBSCRIPT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	631be6594e973f28	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
reference-semantics/semantics/subscript.k	49	MPY-SUBSCRIPT	syntax	syntax	FIXED_SUPPLIED_SEMANTICS	83c51c10151b988f	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	2e07a674638ac83a	rule <k> #evalB(NoBound) => noB ... </k>
reference-semantics/semantics/subscript.k	51	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	c610490e97e3e8f0	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	52	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	71df8dbfc0fc8670	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	54	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	12cde3936cd6a789	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	55	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	a7f5cc5b7201408c	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	56	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	dcbfa16720350bf2	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	58	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	fc8b5c6f17ec6850	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	61	MPY-SUBSCRIPT	rule	operational-rule	FIXED_SUPPLIED_SEMANTICS	07ded21d4b4d1f50	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	63	MPY-SUBSCRIPT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	ebe714da01b0694e	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	64	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	1ea0c356d9ed80cf	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	66	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	9d2f1328fcc7a01b	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	68	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	6e1da2a46f34289e	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
reference-semantics/semantics/subscript.k	72	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	e82d4e2298b819d3	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	73	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	628ab6caa794b270	rule slStep(noB) => 1
reference-semantics/semantics/subscript.k	74	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	b36948bbe886fe16	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	76	MPY-SUBSCRIPT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	88ee52a00f9f47bf	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	77	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	87ed5ed2c0b8498e	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	79	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	4014a56af00da7c7	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	81	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	0031568fede8b3cc	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	83	MPY-SUBSCRIPT	syntax	syntax:function	FIXED_SUPPLIED_SEMANTICS	85b655a59d0715ac	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	84	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	5959dcc83a09799b	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	86	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	922293635fbe9f73	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	88	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	88267f1047bac5c3	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	90	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	4b4dcc3685bee4a7	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	91	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	506d38b4c86f5971	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
reference-semantics/semantics/subscript.k	93	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	dbc47a594769c9ef	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
reference-semantics/semantics/subscript.k	96	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	ef63143a302c366c	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	97	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	e8ba6eea8d3ec8d8	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
reference-semantics/semantics/subscript.k	99	MPY-SUBSCRIPT	rule	equational-rule	FIXED_SUPPLIED_SEMANTICS	2bd99938b7502350	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
reference-semantics/semantics/subscript.k	102	MPY-SUBSCRIPT	syntax	syntax:function,total	FIXED_SUPPLIED_SEMANTICS	389947c0d9fb9c5a	syntax Int ::= clampHi(Int, Int, Int) [function, total]
