id	file	start	end	kind	attributes	target_relevance	disposition	source
K0874	semantics/operators.k	44	46	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0875	semantics/operators.k	47	47	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0876	semantics/range.k	5	5	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-RANGE
K0877	semantics/range.k	6	6	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-CORE
K0878	semantics/range.k	7	7	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-ITER
K0879	semantics/range.k	9	9	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0880	semantics/range.k	10	10	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0881	semantics/range.k	12	12	syntax	function	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0882	semantics/range.k	13	14	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
K0883	semantics/range.k	15	16	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
K0884	semantics/range.k	17	18	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
K0885	semantics/range.k	20	22	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
K0886	semantics/range.k	23	24	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K0887	semantics/range.k	25	25	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0888	semantics/set.k	3	3	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-SET
K0889	semantics/set.k	4	7	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-CORE // a set value, carried as its distinct codes in first-seen order (order is irrelevant // to membership/cardinality — the two observations sets support here).
K0890	semantics/set.k	8	10	syntax	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
K0891	semantics/set.k	11	11	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0892	semantics/set.k	12	12	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule codeIn(_:Int, .IntSeq) => false
K0893	semantics/set.k	13	15	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
K0894	semantics/set.k	16	17	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
K0895	semantics/set.k	18	18	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0896	semantics/set.k	19	19	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0897	semantics/set.k	20	21	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K0898	semantics/set.k	22	23	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K0899	semantics/set.k	25	25	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0900	semantics/set.k	26	26	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
K0901	semantics/set.k	27	30	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
K0902	semantics/set.k	31	31	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0903	semantics/set.k	32	32	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule subsetCodes(.IntSeq, _:IntSeq) => true
K0904	semantics/set.k	33	33	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0905	semantics/set.k	35	35	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0906	semantics/set.k	36	38	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
K0907	semantics/set.k	39	39	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0908	semantics/set.k	40	40	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0909	semantics/sort.k	10	10	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-SORT
K0910	semantics/sort.k	11	11	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-BUILTINS
K0911	semantics/sort.k	12	17	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-SUBSCRIPT // sortVS(VS): the ascending sort of the Val list VS. Opaque for symbolic VS (no-evaluators); // concrete insertion sort for krun. // Concrete sort matches Int-sorted elements directly (an int Val IS an Int); projectIntTotal // (lemmas-only) is not available in the semantics. Int and str lists.
K0912	semantics/sort.k	18	18	syntax	function,no-evaluators,symbol,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0913	semantics/sort.k	19	19	syntax	function	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0914	semantics/sort.k	20	20	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule sortVS(.ValSeq) => .ValSeq [concrete]
K0915	semantics/sort.k	21	21	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0916	semantics/sort.k	22	22	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
K0917	semantics/sort.k	23	23	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0918	semantics/sort.k	24	25	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
K0919	semantics/sort.k	26	26	syntax	function	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0920	semantics/sort.k	27	27	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0921	semantics/sort.k	28	28	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0922	semantics/sort.k	29	30	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0923	semantics/sort.k	31	35	rule	concrete	FIXED_CONCRETE_ONLY_NOT_REACHED	NOT_RELIED_UPON: supplied LLVM-only equation is absent from the Haskell proof definition; no target-domain false witness identified	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
K0924	semantics/sort.k	36	39	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
K0925	semantics/sort.k	40	48	rule	priority	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
K0926	semantics/sort.k	49	49	syntax	function,no-evaluators,symbol,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0927	semantics/sort.k	51	52	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0928	semantics/sort.k	53	53	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0929	semantics/sort.k	54	54	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0930	semantics/sort.k	55	55	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0931	semantics/sort.k	57	57	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0932	semantics/sort.k	58	58	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule condRev(S:ValSeq, false) => S
K0933	semantics/sort.k	59	59	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule condRev(S:ValSeq, true) => revVS(S)
K0934	semantics/sort.k	61	62	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0935	semantics/sort.k	63	64	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0936	semantics/sort.k	65	71	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
K0937	semantics/sort.k	72	72	endmodule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	endmodule
K0938	semantics/str.k	3	3	module	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	module MPY-STR
K0939	semantics/str.k	4	4	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-CORE
K0940	semantics/str.k	5	7	imports	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	imports MPY-ITER // ==== iteration (the iterator protocol's str case; yields 1-char strings) ==
K0941	semantics/str.k	8	8	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K0942	semantics/str.k	9	12	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
K0943	semantics/str.k	13	13	syntax	function	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= strToCodes(String) [function]
K0944	semantics/str.k	14	14	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0945	semantics/str.k	15	15	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strToCodes("") => .IntSeq
K0946	semantics/str.k	16	19	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in =========================================
K0947	semantics/str.k	20	20	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0948	semantics/str.k	21	21	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule seqConcat(.IntSeq, T:IntSeq) => T
K0949	semantics/str.k	22	22	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0950	semantics/str.k	24	24	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0951	semantics/str.k	25	25	rule	-	STRING_EQUALITY	ACCEPT_TARGET_PATH: fixed supplied rule/declaration; manually checked against the submitted constructor path and Python str behavior	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0952	semantics/str.k	26	28	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
K0953	semantics/str.k	29	29	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0954	semantics/str.k	30	30	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0955	semantics/str.k	32	32	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0956	semantics/str.k	33	33	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strPrefix(.IntSeq, _:IntSeq) => true
K0957	semantics/str.k	34	34	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0958	semantics/str.k	35	35	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0959	semantics/str.k	37	37	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0960	semantics/str.k	38	38	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K0961	semantics/str.k	39	39	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K0962	semantics/str.k	40	47	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
K0963	semantics/str.k	48	48	syntax	function,total	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0964	semantics/str.k	49	49	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(.IntSeq, .IntSeq) => false
K0965	semantics/str.k	50	50	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0966	semantics/str.k	51	51	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0967	semantics/str.k	52	52	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K0968	semantics/str.k	53	53	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K0969	semantics/str.k	54	54	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0970	semantics/str.k	56	56	rule	-	FIXED_BASELINE_NOT_REACHED	NOT_RELIED_UPON: outside the target execution slice; retained only as part of the supplied fixed semantics; no target-domain false witness identified	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
