COMMAND: /audit-output/evidence/static/inventory_k.py
file	line	kind	attributes	decision	statement
reference-semantics/semantics/operators.k	34	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/operators.k	38	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/operators.k	44	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/range.k	9	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI) 
reference-semantics/semantics/range.k	12	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
reference-semantics/semantics/range.k	15	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
reference-semantics/semantics/range.k	17	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
reference-semantics/semantics/range.k	20	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
reference-semantics/semantics/range.k	23	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
reference-semantics/semantics/set.k	8	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
reference-semantics/semantics/set.k	11	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule codeIn(_:Int, .IntSeq) => false
reference-semantics/semantics/set.k	13	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
reference-semantics/semantics/set.k	16	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	18	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
reference-semantics/semantics/set.k	22	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
reference-semantics/semantics/set.k	25	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
reference-semantics/semantics/set.k	31	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule subsetCodes(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/set.k	33	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B) 
reference-semantics/semantics/set.k	35	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
reference-semantics/semantics/set.k	39	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/sort.k	18	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sortVS(.ValSeq) => .ValSeq [concrete]
reference-semantics/semantics/sort.k	21	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // v3: mixed-numeric elements (float/bool heads; float/bool tail elements under // an Int head) insert via the shared applyCmp dispatch — the exact ltIF/ltFI // bridges (float.k) + the bool->int promotion (bool.k), so mixed sorts match // CPython bit-exactly. X goes before Y iff not (Y < X) — the same tie rule as // insVS's X <=Int Y, so equal keys keep first-seen order (stable insertion // from the right). str-vs-numeric has no applyCmp leg and stays stuck // (CPython TypeError).
reference-semantics/semantics/sort.k	32	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= insVSn(Val, ValSeq) [function]
reference-semantics/semantics/sort.k	33	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sortVS(vCons(X:Val, R:ValSeq)) => insVSn(X, sortVS(R))
reference-semantics/semantics/sort.k	35	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVS(X:Int, vCons(Y:Val, R:ValSeq)) => vCons(X, vCons(Y, R))
reference-semantics/semantics/sort.k	37	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVS(X:Int, vCons(Y:Val, R:ValSeq)) => vCons(Y, insVS(X, R))
reference-semantics/semantics/sort.k	39	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSn(X:Val, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	40	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSn(X:Val, vCons(Y:Val, R:ValSeq)) => vCons(X, vCons(Y, R))
reference-semantics/semantics/sort.k	42	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSn(X:Val, vCons(Y:Val, R:ValSeq)) => vCons(Y, insVSn(X, R))
reference-semantics/semantics/sort.k	45	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	46	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	47	rule	concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	48	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
reference-semantics/semantics/sort.k	50	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
reference-semantics/semantics/sort.k	55	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
reference-semantics/semantics/sort.k	59	rule	priority,concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
reference-semantics/semantics/sort.k	68	syntax	function,total,no-evaluators	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators] 
reference-semantics/semantics/sort.k	70	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	72	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	73	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	74	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A)) 
reference-semantics/semantics/sort.k	76	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	77	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	78	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule condRev(S:ValSeq, true) => revVS(S) 
reference-semantics/semantics/sort.k	80	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	82	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	84	rule	total,opaque,concrete,symbolic	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
reference-semantics/semantics/str.k	8	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/str.k	9	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
reference-semantics/semantics/str.k	13	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
reference-semantics/semantics/str.k	20	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule seqConcat(.IntSeq, T:IntSeq) => T
reference-semantics/semantics/str.k	22	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T)) 
reference-semantics/semantics/str.k	24	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
reference-semantics/semantics/str.k	29	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X) 
reference-semantics/semantics/str.k	32	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strPrefix(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/str.k	34	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs) 
reference-semantics/semantics/str.k	37	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
reference-semantics/semantics/str.k	48	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(.IntSeq, .IntSeq) => false
reference-semantics/semantics/str.k	50	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
reference-semantics/semantics/str.k	53	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
reference-semantics/semantics/str.k	54	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B 
reference-semantics/semantics/str.k	56	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/subscript.k	11	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
reference-semantics/semantics/subscript.k	13	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	16	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
reference-semantics/semantics/subscript.k	18	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	21	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
reference-semantics/semantics/subscript.k	23	rule	strict	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule normIdx(I:Int, _:Int) => I requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
reference-semantics/semantics/subscript.k	27	context	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28	context	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
reference-semantics/semantics/subscript.k	31	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] 
reference-semantics/semantics/subscript.k	35	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k> 
reference-semantics/semantics/subscript.k	37	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
reference-semantics/semantics/subscript.k	44	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt) 
reference-semantics/semantics/subscript.k	49	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #evalB(NoBound) => noB ... </k>
reference-semantics/semantics/subscript.k	51	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	52	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> I:Int ~> #toSome => someB(I) ... </k> 
reference-semantics/semantics/subscript.k	54	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	55	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	56	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
reference-semantics/semantics/subscript.k	58	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	61	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k> 
reference-semantics/semantics/subscript.k	63	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	64	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	66	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	68	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST))) // ==== slice.indices: step / start / stop / clamp ==========================
reference-semantics/semantics/subscript.k	72	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	73	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule slStep(noB) => 1
reference-semantics/semantics/subscript.k	74	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule slStep(someB(S:Int)) => S 
