Script started on 2026-07-26 14:55:10-05:00 [<not executed on terminal>]
id	file	lines	kind	attributes	impact	decision	declaration_or_rule
K401	semantics/dict.k	92-94	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0 // ==== dict == (order-insensitive: same size + same key->value pairs) =======
K402	semantics/dict.k	95-96	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K403	semantics/dict.k	97-97	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K404	semantics/dict.k	98-98	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K405	semantics/dict.k	99-100	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K406	semantics/dict.k	101-101	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K407	semantics/dict.k	102-102	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
K408	semantics/dict.k	103-103	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K409	semantics/float.k	20-20	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Val ::= Float
K410	semantics/float.k	21-23	rule	concrete,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	rule <k> Float(F:Float) => F ... </k> // Int / float true division. OPAQUE for kprove (no-evaluators); concrete for krun.
K411	semantics/float.k	24-24	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K412	semantics/float.k	25-26	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K413	semantics/float.k	27-29	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F) // Int / Int true division (Python: always a float). OPAQUE for kprove; concrete for krun.
K414	semantics/float.k	30-30	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K415	semantics/float.k	31-31	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K416	semantics/float.k	32-36	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2) // float % float (e.g. `number % 1.0` = the fractional part). OPAQUE for kprove, concrete for // krun. Python's float `%` is floor-based: a % b = a - floor(a/b)*b (K's %Float is IEEE // remainder, which differs — 3.5 %Float 1.0 = -0.5 vs Python 0.5 — so it is NOT used).
K417	semantics/float.k	37-37	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K418	semantics/float.k	38-38	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K419	semantics/float.k	39-42	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2) // float equality — for concrete krun asserts (e.g. `area == 7.5`); the FLOAT.eq hook is fine on // concrete floats. kprove proofs return floats structurally and do not compare them.
K420	semantics/float.k	43-43	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K421	semantics/float.k	44-49	rule	concrete,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2) // float `<` and abs — OPAQUE for kprove ([no-evaluators], so a SYMBOLIC float compare stays an // uninterpreted Bool a proof case-splits on — a SINGLE compare per branch, not a nonlinear cascade), // [concrete] for krun. Additive, sort-disjoint from the Int rules. (has_close_elements: the pairwise // `abs(a-b) < t` proximity test.)
K422	semantics/float.k	50-50	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K423	semantics/float.k	51-51	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K424	semantics/float.k	52-53	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K425	semantics/float.k	54-54	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K426	semantics/float.k	55-55	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule absF(F:Float) => absFloat(F) [concrete]
K427	semantics/float.k	56-60	rule	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("abs", F:Float, .Vals) => absF(F) // ==== math.ceil =========================================================== // `import X` is a no-op (we intercept the specific math functions syntactically; `math` itself is // never bound as a value).
K428	semantics/float.k	61-64	rule	priority	FIXED_UNUSED	DOCUMENTED_SUBSET_APPROXIMATION	rule <k> Import(_:String) => .K ... </k> // math.ceil(x): ceiling to an int. Intercepted at the Call BEFORE `math` is looked up (higher // priority than the generic Attribute/method dispatch in call.k).
K429	semantics/float.k	65-65	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= "#mathCeil"
K430	semantics/float.k	66-66	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K431	semantics/float.k	67-69	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k> // math.floor(x) — same interception shape as math.ceil
K432	semantics/float.k	70-70	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= "#mathFloor"
K433	semantics/float.k	71-71	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K434	semantics/float.k	72-72	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K435	semantics/float.k	73-73	syntax	function,total,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K436	semantics/float.k	74-74	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule floorFI(I:Int) => I [concrete]
K437	semantics/float.k	75-77	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete] // bare floor/ceil (bound by `from math import floor, ceil`)
K438	semantics/float.k	78-78	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
K439	semantics/float.k	79-81	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V) // math.pow(x, y) — a two-arg interception onto powF (ints promote)
K440	semantics/float.k	82-82	syntax	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K441	semantics/float.k	83-83	rule	priority	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K442	semantics/float.k	84-84	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K443	semantics/float.k	85-85	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K444	semantics/float.k	86-86	syntax	function,total,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K445	semantics/float.k	87-87	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule toF(F:Float) => F [concrete]
K446	semantics/float.k	88-92	rule	concrete,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule toF(I:Int) => intToF(I) [concrete] // ceilF: math.ceil as an Int. TOTAL (K trusts it; a symbolic list element stays opaque for // kprove — structural). [concrete] so the Int2Float/ceilFloat hooks only run for krun (llvm). // Matches Python incl. negatives: ceil(-2.4) = -2 = Float2Int(ceilFloat(-2.4)).
K447	semantics/float.k	93-93	syntax	function,total,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K448	semantics/float.k	94-94	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule ceilF(I:Int) => I [concrete]
K449	semantics/float.k	95-98	rule	concrete,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete] // unary minus on a float (e.g. the literal -2.4 = UnaryOp("-", Float(2.4))). Concrete for krun; // proofs use symbolic elements, never a float literal.
K450	semantics/float.k	99-102	rule	concrete,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	rule applyUn("-", F:Float) => 0.0 -Float F // ---- float - / / / + (OPAQUE for kprove [no-evaluators], concrete for krun) — for float-list // element maps (x - lo) / (hi - lo). Mirror intFloatDiv: additive, sort-disjoint from the Int rules.
K451	semantics/float.k	103-103	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K452	semantics/float.k	104-104	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K453	semantics/float.k	105-106	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K454	semantics/float.k	107-107	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K455	semantics/float.k	108-108	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K456	semantics/float.k	109-110	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K457	semantics/float.k	111-111	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K458	semantics/float.k	112-112	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K459	semantics/float.k	113-114	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K460	semantics/float.k	115-115	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K461	semantics/float.k	116-116	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K462	semantics/float.k	117-118	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K463	semantics/float.k	119-119	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K464	semantics/float.k	120-120	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K465	semantics/float.k	121-124	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2) // ---- the remaining comparisons (gtF promoted from find_zero — its summaries // case-split on the atom; >= / <= derive from the two opaque compares) ----
K466	semantics/float.k	125-125	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
K467	semantics/float.k	126-126	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
K468	semantics/float.k	127-127	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
K469	semantics/float.k	128-128	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
K470	semantics/float.k	129-131	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2) // ---- mixed Int/Float operators promote the Int side (n ** 0.5 etc.) ----
K471	semantics/float.k	132-132	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
K472	semantics/float.k	133-133	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
K473	semantics/float.k	134-134	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K474	semantics/float.k	135-135	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K475	semantics/float.k	136-136	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K476	semantics/float.k	137-137	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K477	semantics/float.k	138-138	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K478	semantics/float.k	139-141	rule	concrete,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I)) // ---- mixed Int == Float (shared eqF; opaque symbolic / concrete twin) ----
K479	semantics/float.k	142-142	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
K480	semantics/float.k	143-143	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
K481	semantics/float.k	144-144	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
K482	semantics/float.k	145-145	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
K483	semantics/float.k	146-146	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
K484	semantics/float.k	147-147	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
K485	semantics/float.k	148-148	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K486	semantics/float.k	149-149	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K487	semantics/float.k	150-150	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K488	semantics/float.k	151-153	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- x == None (promoted from 137; `is` cases live in operators.k) ----
K489	semantics/float.k	154-154	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("==", V:Val, noneV) => V ==K noneV
K490	semantics/float.k	155-159	rule	concrete,symbol	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV) // ---- float(str): decimal parse (promoted from 137's defined chain) ---- // digits '.' digits, optional leading '-'; concrete evaluation only (the // symbolic side stays an opaque decStrToF term a proof case-splits on).
K491	semantics/float.k	160-160	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
K492	semantics/float.k	161-161	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
K493	semantics/float.k	162-163	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS)))
K494	semantics/float.k	165-165	syntax	function	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= headIS(IntSeq) [function]
K495	semantics/float.k	166-166	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule headIS(iCons(C:Int, _:IntSeq)) => C
K496	semantics/float.k	167-167	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
K497	semantics/float.k	168-168	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
K498	semantics/float.k	169-169	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intPartAcc(.IntSeq, A:Int) => A
K499	semantics/float.k	170-170	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
K500	semantics/float.k	171-171	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48))
K501	semantics/float.k	173-173	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
K502	semantics/float.k	174-174	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracPart(.IntSeq) => 0
K503	semantics/float.k	175-175	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
K504	semantics/float.k	176-176	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
K505	semantics/float.k	177-177	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracAcc(.IntSeq, A:Int) => A
K506	semantics/float.k	178-178	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
K507	semantics/float.k	179-179	syntax	function,total	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
K508	semantics/float.k	180-180	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracScale(.IntSeq) => 1
K509	semantics/float.k	181-181	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
K510	semantics/float.k	182-182	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
K511	semantics/float.k	183-183	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fscAcc(.IntSeq, A:Int) => A
K512	semantics/float.k	184-184	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
K513	semantics/float.k	185-185	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
K514	semantics/float.k	186-186	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K515	semantics/float.k	187-189	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("float", F:Float, .Vals) => F // ---- float / int division (promoted from mean_absolute_deviation) ----
K516	semantics/float.k	190-190	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
K517	semantics/float.k	191-191	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
K518	semantics/float.k	192-194	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I) // ---- int -> float promotion for the remaining mixed arithmetic/compares ----
K519	semantics/float.k	195-195	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
K520	semantics/float.k	196-196	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
K521	semantics/float.k	197-197	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
K522	semantics/float.k	198-198	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
K523	semantics/float.k	199-199	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
K524	semantics/float.k	200-200	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
K525	semantics/float.k	201-201	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
K526	semantics/float.k	202-202	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
K527	semantics/float.k	203-203	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
K528	semantics/float.k	204-204	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
K529	semantics/float.k	205-205	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
K530	semantics/float.k	206-208	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I)) // ---- conversions: int(float) truncates toward zero; float(int); round; math.sqrt ----
K531	semantics/float.k	209-209	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
K532	semantics/float.k	210-210	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
K533	semantics/float.k	211-212	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
K534	semantics/float.k	213-213	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
K535	semantics/float.k	214-216	rule	-	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule applyBuiltin("float", F:Float, .Vals) => F // round: Python half-even (banker's); round(F, N) scales by 10^N
K536	semantics/float.k	217-217	syntax	function,total,symbol,no-evaluators	FIXED_UNUSED	OPAQUE_FIXED_PRIMITIVE_UNUSED	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
K537	semantics/float.k	218-222	rule	concrete	FIXED_UNUSED	ACCEPTED_FIXED_UNUSED	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
