# Exhaustive K source inventory
# COMMAND: python3 /audit-output/evidence/k_inventory.py
id	file	module	line	kind	class	relevance	attributes	audit_decision	sentence
K0764	semantics/set.k	MPY-SET	25	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0765	semantics/set.k	MPY-SET	26	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
K0766	semantics/set.k	MPY-SET	27	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0767	semantics/set.k	MPY-SET	31	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0768	semantics/set.k	MPY-SET	32	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule subsetCodes(.IntSeq, _:IntSeq) => true
K0769	semantics/set.k	MPY-SET	33	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0770	semantics/set.k	MPY-SET	35	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0771	semantics/set.k	MPY-SET	36	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0772	semantics/set.k	MPY-SET	39	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0773	semantics/sort.k	MPY-SORT	18	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0774	semantics/sort.k	MPY-SORT	19	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0775	semantics/sort.k	MPY-SORT	20	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule sortVS(.ValSeq) => .ValSeq [concrete]
K0776	semantics/sort.k	MPY-SORT	21	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0777	semantics/sort.k	MPY-SORT	22	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
K0778	semantics/sort.k	MPY-SORT	23	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0779	semantics/sort.k	MPY-SORT	24	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
K0780	semantics/sort.k	MPY-SORT	26	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0781	semantics/sort.k	MPY-SORT	27	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0782	semantics/sort.k	MPY-SORT	28	rule	CONCRETE_FUNCTION_EQUATION	INERT_FOR_TARGET_PROOF	concrete	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0783	semantics/sort.k	MPY-SORT	29	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
K0784	semantics/sort.k	MPY-SORT	31	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
K0785	semantics/sort.k	MPY-SORT	36	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
K0786	semantics/sort.k	MPY-SORT	40	rule	PRIORITY_OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF	priority(40)	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0787	semantics/sort.k	MPY-SORT	49	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0788	semantics/sort.k	MPY-SORT	51	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0789	semantics/sort.k	MPY-SORT	53	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0790	semantics/sort.k	MPY-SORT	54	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0791	semantics/sort.k	MPY-SORT	55	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0792	semantics/sort.k	MPY-SORT	57	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0793	semantics/sort.k	MPY-SORT	58	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule condRev(S:ValSeq, false) => S
K0794	semantics/sort.k	MPY-SORT	59	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule condRev(S:ValSeq, true) => revVS(S)
K0795	semantics/sort.k	MPY-SORT	61	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0796	semantics/sort.k	MPY-SORT	63	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0797	semantics/sort.k	MPY-SORT	65	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
K0798	semantics/str.k	MPY-STR	8	rule	OPERATIONAL_RULE	USED_PATH		FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K0799	semantics/str.k	MPY-STR	9	rule	OPERATIONAL_RULE	USED_PATH		FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0800	semantics/str.k	MPY-STR	13	syntax	FUNCTION_DECLARATION	USED_PATH	function	FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	syntax IntSeq ::= strToCodes(String) [function]
K0801	semantics/str.k	MPY-STR	14	rule	OPERATIONAL_RULE	USED_PATH		FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0802	semantics/str.k	MPY-STR	15	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH		FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	rule strToCodes("") => .IntSeq
K0803	semantics/str.k	MPY-STR	16	rule	FUNCTION_OR_MACRO_EQUATION	USED_PATH		FIXED_SUPPLIED_RULE; used-path behavior checked against Python operation	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
K0804	semantics/str.k	MPY-STR	20	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0805	semantics/str.k	MPY-STR	21	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule seqConcat(.IntSeq, T:IntSeq) => T
K0806	semantics/str.k	MPY-STR	22	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0807	semantics/str.k	MPY-STR	24	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0808	semantics/str.k	MPY-STR	25	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0809	semantics/str.k	MPY-STR	26	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K0810	semantics/str.k	MPY-STR	29	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0811	semantics/str.k	MPY-STR	30	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0812	semantics/str.k	MPY-STR	32	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0813	semantics/str.k	MPY-STR	33	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strPrefix(.IntSeq, _:IntSeq) => true
K0814	semantics/str.k	MPY-STR	34	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0815	semantics/str.k	MPY-STR	35	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0816	semantics/str.k	MPY-STR	37	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0817	semantics/str.k	MPY-STR	38	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K0818	semantics/str.k	MPY-STR	39	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K0819	semantics/str.k	MPY-STR	40	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
K0820	semantics/str.k	MPY-STR	48	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0821	semantics/str.k	MPY-STR	49	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(.IntSeq, .IntSeq) => false
K0822	semantics/str.k	MPY-STR	50	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0823	semantics/str.k	MPY-STR	51	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0824	semantics/str.k	MPY-STR	52	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K0825	semantics/str.k	MPY-STR	53	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
K0826	semantics/str.k	MPY-STR	54	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0827	semantics/str.k	MPY-STR	56	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0828	semantics/str.k	MPY-STR	57	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K0829	semantics/str.k	MPY-STR	58	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K0830	semantics/str.k	MPY-STR	59	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K0831	semantics/subscript.k	MPY-SUBSCRIPT	11	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K0832	semantics/subscript.k	MPY-SUBSCRIPT	12	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
K0833	semantics/subscript.k	MPY-SUBSCRIPT	13	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
K0834	semantics/subscript.k	MPY-SUBSCRIPT	16	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K0835	semantics/subscript.k	MPY-SUBSCRIPT	17	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
K0836	semantics/subscript.k	MPY-SUBSCRIPT	18	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
K0837	semantics/subscript.k	MPY-SUBSCRIPT	21	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= normIdx(Int, Int) [function, total]
K0838	semantics/subscript.k	MPY-SUBSCRIPT	22	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0839	semantics/subscript.k	MPY-SUBSCRIPT	23	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
K0840	semantics/subscript.k	MPY-SUBSCRIPT	27	context	EVALUATION_CONTEXT	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	context Subscript(HOLE, _)
K0841	semantics/subscript.k	MPY-SUBSCRIPT	28	context	EVALUATION_CONTEXT	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	context Subscript(_:Val, HOLE:Expr)
K0842	semantics/subscript.k	MPY-SUBSCRIPT	31	rule	PRIORITY_OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF	priority(40)	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0843	semantics/subscript.k	MPY-SUBSCRIPT	35	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K0844	semantics/subscript.k	MPY-SUBSCRIPT	37	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Val ::= applyIndex(Val, Int) [function]
K0845	semantics/subscript.k	MPY-SUBSCRIPT	38	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0846	semantics/subscript.k	MPY-SUBSCRIPT	39	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0847	semantics/subscript.k	MPY-SUBSCRIPT	40	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K0848	semantics/subscript.k	MPY-SUBSCRIPT	44	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
K0849	semantics/subscript.k	MPY-SUBSCRIPT	49	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax OptInt ::= "noB" | someB(Int)
K0850	semantics/subscript.k	MPY-SUBSCRIPT	50	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #evalB(NoBound) => noB ... </k>
K0851	semantics/subscript.k	MPY-SUBSCRIPT	51	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
K0852	semantics/subscript.k	MPY-SUBSCRIPT	52	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K0853	semantics/subscript.k	MPY-SUBSCRIPT	54	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K0854	semantics/subscript.k	MPY-SUBSCRIPT	55	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K0855	semantics/subscript.k	MPY-SUBSCRIPT	56	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K0856	semantics/subscript.k	MPY-SUBSCRIPT	58	rule	PRIORITY_OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF	priority(45)	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K0857	semantics/subscript.k	MPY-SUBSCRIPT	61	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K0858	semantics/subscript.k	MPY-SUBSCRIPT	63	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K0859	semantics/subscript.k	MPY-SUBSCRIPT	64	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0860	semantics/subscript.k	MPY-SUBSCRIPT	66	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0861	semantics/subscript.k	MPY-SUBSCRIPT	68	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K0862	semantics/subscript.k	MPY-SUBSCRIPT	72	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= slStep(OptInt) [function, total]
