Script started on 2026-07-26 16:04:12-05:00 [<not executed on terminal>]
+ python3 /audit-output/evidence/rule_inventory.py
# Exhaustive K declaration and rule inventory

Sources: trusted supplied semantics tree, candidate verification.k, candidate spec.k.
files=26 records=931
kind_counts=claim:1,configuration:1,context:5,rule:696,syntax:228

| ID | source | kind | attributes | proof-slice assessment | declaration/rule |
| 444 | `semantics/float.k:86` | syntax | function,total,symbol | UNUSED/INERT for submitted proof term | `syntax Float ::= toF(Val) [function, total, symbol(toF)]` |
| 445 | `semantics/float.k:87` | rule | concrete | UNUSED/INERT for submitted proof term | `rule toF(F:Float) => F [concrete]` |
| 446 | `semantics/float.k:88` | rule | concrete | UNUSED/INERT for submitted proof term | `rule toF(I:Int) => intToF(I) [concrete]` |
| 447 | `semantics/float.k:93` | syntax | function,total,symbol | UNUSED/INERT for submitted proof term | `syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]` |
| 448 | `semantics/float.k:94` | rule | concrete | UNUSED/INERT for submitted proof term | `rule ceilF(I:Int) => I [concrete]` |
| 449 | `semantics/float.k:95` | rule | concrete | UNUSED/INERT for submitted proof term | `rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]` |
| 450 | `semantics/float.k:99` | rule | - | UNUSED/INERT for submitted proof term | `rule applyUn("-", F:Float) => 0.0 -Float F` |
| 451 | `semantics/float.k:103` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]` |
| 452 | `semantics/float.k:104` | rule | concrete | UNUSED/INERT for submitted proof term | `rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]` |
| 453 | `semantics/float.k:105` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)` |
| 454 | `semantics/float.k:107` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]` |
| 455 | `semantics/float.k:108` | rule | concrete | UNUSED/INERT for submitted proof term | `rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]` |
| 456 | `semantics/float.k:109` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)` |
| 457 | `semantics/float.k:111` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]` |
| 458 | `semantics/float.k:112` | rule | concrete | UNUSED/INERT for submitted proof term | `rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]` |
| 459 | `semantics/float.k:113` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)` |
| 460 | `semantics/float.k:115` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]` |
| 461 | `semantics/float.k:116` | rule | concrete | UNUSED/INERT for submitted proof term | `rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]` |
| 462 | `semantics/float.k:117` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)` |
| 463 | `semantics/float.k:119` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]` |
| 464 | `semantics/float.k:120` | rule | concrete | UNUSED/INERT for submitted proof term | `rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]` |
| 465 | `semantics/float.k:121` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)` |
| 466 | `semantics/float.k:125` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]` |
| 467 | `semantics/float.k:126` | rule | concrete | UNUSED/INERT for submitted proof term | `rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]` |
| 468 | `semantics/float.k:127` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)` |
| 469 | `semantics/float.k:128` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)` |
| 470 | `semantics/float.k:129` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)` |
| 471 | `semantics/float.k:132` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)` |
| 472 | `semantics/float.k:133` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))` |
| 473 | `semantics/float.k:134` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)` |
| 474 | `semantics/float.k:135` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))` |
| 475 | `semantics/float.k:136` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)` |
| 476 | `semantics/float.k:137` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))` |
| 477 | `semantics/float.k:138` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)` |
| 478 | `semantics/float.k:139` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))` |
| 479 | `semantics/float.k:142` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]` |
| 480 | `semantics/float.k:143` | rule | concrete | UNUSED/INERT for submitted proof term | `rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]` |
| 481 | `semantics/float.k:144` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)` |
| 482 | `semantics/float.k:145` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))` |
| 483 | `semantics/float.k:146` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)` |
| 484 | `semantics/float.k:147` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))` |
| 485 | `semantics/float.k:148` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)` |
| 486 | `semantics/float.k:149` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))` |
| 487 | `semantics/float.k:150` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)` |
| 488 | `semantics/float.k:151` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))` |
| 489 | `semantics/float.k:154` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", V:Val, noneV) => V ==K noneV` |
| 490 | `semantics/float.k:155` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)` |
| 491 | `semantics/float.k:160` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]` |
| 492 | `semantics/float.k:161` | rule | concrete | UNUSED/INERT for submitted proof term | `rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]` |
| 493 | `semantics/float.k:162` | rule | concrete | UNUSED/INERT for submitted proof term | `rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]` |
| 494 | `semantics/float.k:165` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= headIS(IntSeq) [function]` |
| 495 | `semantics/float.k:166` | rule | - | UNUSED/INERT for submitted proof term | `rule headIS(iCons(C:Int, _:IntSeq)) => C` |
| 496 | `semantics/float.k:167` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= intPart(IntSeq) [function, total] &#124; intPartAcc(IntSeq, Int) [function, total]` |
| 497 | `semantics/float.k:168` | rule | - | UNUSED/INERT for submitted proof term | `rule intPart(CS:IntSeq) => intPartAcc(CS, 0)` |
| 498 | `semantics/float.k:169` | rule | - | UNUSED/INERT for submitted proof term | `rule intPartAcc(.IntSeq, A:Int) => A` |
| 499 | `semantics/float.k:170` | rule | - | UNUSED/INERT for submitted proof term | `rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A` |
| 500 | `semantics/float.k:171` | rule | - | UNUSED/INERT for submitted proof term | `rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46` |
| 501 | `semantics/float.k:173` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= fracPart(IntSeq) [function, total] &#124; fracAcc(IntSeq, Int) [function, total]` |
| 502 | `semantics/float.k:174` | rule | - | UNUSED/INERT for submitted proof term | `rule fracPart(.IntSeq) => 0` |
| 503 | `semantics/float.k:175` | rule | - | UNUSED/INERT for submitted proof term | `rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)` |
| 504 | `semantics/float.k:176` | rule | - | UNUSED/INERT for submitted proof term | `rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46` |
| 505 | `semantics/float.k:177` | rule | - | UNUSED/INERT for submitted proof term | `rule fracAcc(.IntSeq, A:Int) => A` |
| 506 | `semantics/float.k:178` | rule | - | UNUSED/INERT for submitted proof term | `rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))` |
| 507 | `semantics/float.k:179` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= fracScale(IntSeq) [function, total] &#124; fscAcc(IntSeq, Int) [function, total]` |
| 508 | `semantics/float.k:180` | rule | - | UNUSED/INERT for submitted proof term | `rule fracScale(.IntSeq) => 1` |
| 509 | `semantics/float.k:181` | rule | - | UNUSED/INERT for submitted proof term | `rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)` |
| 510 | `semantics/float.k:182` | rule | - | UNUSED/INERT for submitted proof term | `rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46` |
| 511 | `semantics/float.k:183` | rule | - | UNUSED/INERT for submitted proof term | `rule fscAcc(.IntSeq, A:Int) => A` |
| 512 | `semantics/float.k:184` | rule | - | UNUSED/INERT for submitted proof term | `rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)` |
| 513 | `semantics/float.k:185` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)` |
| 514 | `semantics/float.k:186` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("float", I:Int, .Vals) => intToF(I)` |
| 515 | `semantics/float.k:187` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("float", F:Float, .Vals) => F` |
| 516 | `semantics/float.k:190` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]` |
| 517 | `semantics/float.k:191` | rule | concrete | UNUSED/INERT for submitted proof term | `rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]` |
| 518 | `semantics/float.k:192` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)` |
| 519 | `semantics/float.k:195` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]` |
| 520 | `semantics/float.k:196` | rule | concrete | UNUSED/INERT for submitted proof term | `rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]` |
| 521 | `semantics/float.k:197` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)` |
| 522 | `semantics/float.k:198` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))` |
| 523 | `semantics/float.k:199` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)` |
| 524 | `semantics/float.k:200` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))` |
| 525 | `semantics/float.k:201` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)` |
| 526 | `semantics/float.k:202` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))` |
| 527 | `semantics/float.k:203` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)` |
| 528 | `semantics/float.k:204` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))` |
| 529 | `semantics/float.k:205` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)` |
| 530 | `semantics/float.k:206` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))` |
| 531 | `semantics/float.k:209` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]` |
| 532 | `semantics/float.k:210` | rule | concrete | UNUSED/INERT for submitted proof term | `rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]` |
| 533 | `semantics/float.k:211` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("int", F:Float, .Vals) => truncF(F)` |
| 534 | `semantics/float.k:213` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("float", I:Int, .Vals) => intToF(I)` |
| 535 | `semantics/float.k:214` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("float", F:Float, .Vals) => F` |
| 536 | `semantics/float.k:217` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]` |
| 537 | `semantics/float.k:218` | rule | concrete | UNUSED/INERT for submitted proof term | `rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]` |
| 538 | `semantics/float.k:223` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]` |
| 539 | `semantics/float.k:224` | rule | concrete | UNUSED/INERT for submitted proof term | `rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]` |
| 540 | `semantics/float.k:227` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("round", F:Float, .Vals) => roundF(F)` |
| 541 | `semantics/float.k:228` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)` |
| 542 | `semantics/float.k:230` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]` |
| 543 | `semantics/float.k:231` | rule | concrete | UNUSED/INERT for submitted proof term | `rule sqrtF(F:Float) => sqrtFloat(F) [concrete]` |
| 544 | `semantics/float.k:232` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= "#mathSqrt"` |
| 545 | `semantics/float.k:233` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]` |
| 546 | `semantics/float.k:234` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>` |
| 547 | `semantics/float.k:235` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>` |
| 548 | `semantics/float.k:243` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #maxAccF(Iterable, Float) &#124; #maxContF(Float)` |
| 549 | `semantics/float.k:244` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)` |
| 550 | `semantics/float.k:245` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>` |
| 551 | `semantics/float.k:246` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>` |
| 552 | `semantics/float.k:247` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)` |
| 553 | `semantics/float.k:250` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #minAccF(Iterable, Float) &#124; #minContF(Float)` |
| 554 | `semantics/float.k:251` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)` |
| 555 | `semantics/float.k:252` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>` |
| 556 | `semantics/float.k:253` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>` |
| 557 | `semantics/float.k:254` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)` |
| 558 | `semantics/float.k:261` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #sumAccF(Iterable, Float) &#124; #sumContF(Float)` |
| 559 | `semantics/float.k:262` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))` |
| 560 | `semantics/float.k:265` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>` |
| 561 | `semantics/float.k:266` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>` |
| 562 | `semantics/float.k:267` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)` |
| 563 | `semantics/float.k:270` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)` |
| 564 | `semantics/functions.k:8` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) &#124; #bindP(ParamNames, Vals) &#124; "#pop" &#124; "#endcall"` |
| 565 | `semantics/functions.k:14` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>` |
| 566 | `semantics/functions.k:18` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Expr ::= closureExpr(ParamNames, Stmts)` |
| 567 | `semantics/functions.k:19` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>` |
| 568 | `semantics/functions.k:27` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)` |
| 569 | `semantics/functions.k:31` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) &#124; #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)` |
| 570 | `semantics/functions.k:33` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>` |
| 571 | `semantics/functions.k:36` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)` |
| 572 | `semantics/functions.k:42` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>` |
| 573 | `semantics/functions.k:47` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>` |
| 574 | `semantics/functions.k:50` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>` |
| 575 | `semantics/functions.k:53` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)` |
| 576 | `semantics/functions.k:59` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>` |
| 577 | `semantics/functions.k:63` | rule | - | USED-SOUND fixed semantics | `rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>` |
| 578 | `semantics/functions.k:64` | rule | - | USED-SOUND fixed semantics | `rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map => M [ P <- V ], _) ... </scopes>` |
| 579 | `semantics/functions.k:68` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L &#124;-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]` |
| 580 | `semantics/functions.k:78` | rule | - | USED-SOUND fixed semantics | `rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>` |
| 581 | `semantics/functions.k:80` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>` |
| 582 | `semantics/functions.k:85` | rule | - | USED-SOUND fixed semantics | `rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>` |
| 583 | `semantics/int.k:7` | rule | - | UNUSED/INERT for submitted proof term | `rule applyUn("-", I:Int) => 0 -Int I` |
| 584 | `semantics/int.k:9` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2` |
| 585 | `semantics/int.k:11` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi` |
| 586 | `semantics/int.k:12` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I` |
| 587 | `semantics/int.k:13` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2` |
| 588 | `semantics/int.k:14` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2` |
| 589 | `semantics/int.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)` |
| 590 | `semantics/int.k:16` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2` |
| 591 | `semantics/int.k:17` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0` |
| 592 | `semantics/int.k:19` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= pyMod(Int, Int) [function]` |
| 593 | `semantics/int.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2` |
| 594 | `semantics/int.k:22` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2` |
| 595 | `semantics/int.k:23` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2` |
| 596 | `semantics/int.k:24` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2` |
