file	lines	module	kind	attributes	origin	relevance	normalized_sentence
reference-semantics/semantics/operators.k	38-43	MPY-OPERATORS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
reference-semantics/semantics/operators.k	44-46	MPY-OPERATORS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/range.k	9-9	MPY-RANGE	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10-11	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	12-12	MPY-RANGE	syntax	function	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13-14	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k	15-16	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k	17-19	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k	20-22	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k	23-24	MPY-RANGE	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/set.k	8-10	MPY-SET	syntax	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k	11-11	MPY-SET	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12-12	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule codeIn(_:Int, .IntSeq)                => false
reference-semantics/semantics/set.k	13-15	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k	16-17	MPY-SET	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
reference-semantics/semantics/set.k	18-18	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19-19	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20-21	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k	22-24	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k	25-25	MPY-SET	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26-26	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27-30	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k	31-31	MPY-SET	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32-32	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule subsetCodes(.IntSeq, _:IntSeq)                => true
reference-semantics/semantics/set.k	33-34	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35-35	MPY-SET	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36-38	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39-39	MPY-SET	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/sort.k	18-18	MPY-SORT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19-19	MPY-SORT	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20-20	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
reference-semantics/semantics/sort.k	21-21	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22-22	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23-23	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24-25	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
reference-semantics/semantics/sort.k	26-26	MPY-SORT	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27-27	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28-28	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29-30	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k	31-35	MPY-SORT	rule	concrete	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k	36-39	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
reference-semantics/semantics/sort.k	40-48	MPY-SORT	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
reference-semantics/semantics/sort.k	49-50	MPY-SORT	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51-52	MPY-SORT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53-53	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54-54	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55-56	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57-57	MPY-SORT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58-58	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59-60	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule condRev(S:ValSeq, true)  => revVS(S)
reference-semantics/semantics/sort.k	61-62	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	63-64	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	65-71	MPY-SORT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
reference-semantics/semantics/str.k	8-8	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	9-12	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13-13	MPY-STR	syntax	function	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14-14	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15-15	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16-19	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
reference-semantics/semantics/str.k	20-20	MPY-STR	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21-21	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	22-23	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24-24	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25-25	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26-28	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
reference-semantics/semantics/str.k	29-29	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30-31	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
reference-semantics/semantics/str.k	32-32	MPY-STR	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33-33	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	34-34	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35-36	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37-37	MPY-STR	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38-38	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	39-39	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40-47	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	48-48	MPY-STR	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49-49	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	50-50	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51-51	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52-52	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	53-53	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	54-55	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	56-56	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57-57	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58-58	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59-59	MPY-STR	rule	-	FIXED_SUPPLIED_SEMANTICS	INERT_FOR_SUBMITTED_PROGRAM	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/subscript.k	11-11	MPY-SUBSCRIPT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12-12	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
reference-semantics/semantics/subscript.k	13-15	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	16-16	MPY-SUBSCRIPT	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17-17	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
reference-semantics/semantics/subscript.k	18-20	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	21-21	MPY-SUBSCRIPT	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22-22	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/subscript.k	23-26	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/subscript.k	27-27	MPY-SUBSCRIPT	context	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28-30	MPY-SUBSCRIPT	context	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	31-34	MPY-SUBSCRIPT	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	35-36	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	37-37	MPY-SUBSCRIPT	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38-38	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39-39	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40-43	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	44-48	MPY-SUBSCRIPT	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
reference-semantics/semantics/subscript.k	49-49	MPY-SUBSCRIPT	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50-50	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k	51-51	MPY-SUBSCRIPT	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
