source	start_line	end_line	kind	attributes	audit_class	declaration
reference-semantics/semantics/float.k	108	108	rule	concrete	SUPPLIED_FIXED_RULE	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
reference-semantics/semantics/float.k	109	109	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
reference-semantics/semantics/float.k	111	111	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
reference-semantics/semantics/float.k	112	112	rule	concrete	SUPPLIED_FIXED_RULE	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
reference-semantics/semantics/float.k	113	113	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
reference-semantics/semantics/float.k	115	115	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
reference-semantics/semantics/float.k	116	116	rule	concrete	SUPPLIED_FIXED_RULE	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
reference-semantics/semantics/float.k	117	117	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
reference-semantics/semantics/float.k	119	119	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
reference-semantics/semantics/float.k	120	120	rule	concrete	SUPPLIED_FIXED_RULE	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	121	121	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
reference-semantics/semantics/float.k	125	125	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
reference-semantics/semantics/float.k	126	126	rule	concrete	SUPPLIED_FIXED_RULE	rule gtF(F1:Float, F2:Float) => F1 >Float F2 [concrete]
reference-semantics/semantics/float.k	127	127	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", F1:Float, F2:Float) => gtF(F1, F2)
reference-semantics/semantics/float.k	128	128	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">=", F1:Float, F2:Float) => notBool floatLt(F1, F2)
reference-semantics/semantics/float.k	129	129	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<=", F1:Float, F2:Float) => notBool gtF(F1, F2)
reference-semantics/semantics/float.k	132	132	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("**", I:Int, F:Float) => powF(intToF(I), F)
reference-semantics/semantics/float.k	133	133	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("**", F:Float, I:Int) => powF(F, intToF(I))
reference-semantics/semantics/float.k	134	134	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	135	135	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	136	136	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	137	137	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	138	138	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	139	139	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	142	142	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= eqF(Float, Float) [function, total, symbol(eqF), no-evaluators]
reference-semantics/semantics/float.k	143	143	rule	concrete	SUPPLIED_FIXED_RULE	rule eqF(F1:Float, F2:Float) => F1 ==Float F2 [concrete]
reference-semantics/semantics/float.k	144	144	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", I:Int, F:Float) => eqF(intToF(I), F)
reference-semantics/semantics/float.k	145	145	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", F:Float, I:Int) => eqF(F, intToF(I))
reference-semantics/semantics/float.k	146	146	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", I:Int, F:Float) => notBool eqF(intToF(I), F)
reference-semantics/semantics/float.k	147	147	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", F:Float, I:Int) => notBool eqF(F, intToF(I))
reference-semantics/semantics/float.k	148	148	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	149	149	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	150	150	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	151	151	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	154	154	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/float.k	155	155	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/float.k	160	160	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= decStrToF(IntSeq) [function, total, symbol(decStrToF), no-evaluators]
reference-semantics/semantics/float.k	161	161	rule	concrete	SUPPLIED_FIXED_RULE	rule decStrToF(iCons(45, CS:IntSeq)) => 0.0 -Float decStrToF(CS) [concrete]
reference-semantics/semantics/float.k	162	164	rule	concrete	SUPPLIED_FIXED_RULE	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
reference-semantics/semantics/float.k	165	165	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= headIS(IntSeq) [function]
reference-semantics/semantics/float.k	166	166	rule	-	SUPPLIED_FIXED_RULE	rule headIS(iCons(C:Int, _:IntSeq)) => C
reference-semantics/semantics/float.k	167	167	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	168	168	rule	-	SUPPLIED_FIXED_RULE	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
reference-semantics/semantics/float.k	169	169	rule	-	SUPPLIED_FIXED_RULE	rule intPartAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	170	170	rule	-	SUPPLIED_FIXED_RULE	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
reference-semantics/semantics/float.k	171	172	rule	-	SUPPLIED_FIXED_RULE	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
reference-semantics/semantics/float.k	173	173	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	174	174	rule	-	SUPPLIED_FIXED_RULE	rule fracPart(.IntSeq) => 0
reference-semantics/semantics/float.k	175	175	rule	-	SUPPLIED_FIXED_RULE	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
reference-semantics/semantics/float.k	176	176	rule	-	SUPPLIED_FIXED_RULE	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
reference-semantics/semantics/float.k	177	177	rule	-	SUPPLIED_FIXED_RULE	rule fracAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	178	178	rule	-	SUPPLIED_FIXED_RULE	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
reference-semantics/semantics/float.k	179	179	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/float.k	180	180	rule	-	SUPPLIED_FIXED_RULE	rule fracScale(.IntSeq) => 1
reference-semantics/semantics/float.k	181	181	rule	-	SUPPLIED_FIXED_RULE	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
reference-semantics/semantics/float.k	182	182	rule	-	SUPPLIED_FIXED_RULE	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
reference-semantics/semantics/float.k	183	183	rule	-	SUPPLIED_FIXED_RULE	rule fscAcc(.IntSeq, A:Int) => A
reference-semantics/semantics/float.k	184	184	rule	-	SUPPLIED_FIXED_RULE	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
reference-semantics/semantics/float.k	185	185	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
reference-semantics/semantics/float.k	186	186	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	187	187	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	190	190	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
reference-semantics/semantics/float.k	191	191	rule	concrete	SUPPLIED_FIXED_RULE	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	192	192	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
reference-semantics/semantics/float.k	195	195	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
reference-semantics/semantics/float.k	196	196	rule	concrete	SUPPLIED_FIXED_RULE	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
reference-semantics/semantics/float.k	197	197	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
reference-semantics/semantics/float.k	198	198	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
reference-semantics/semantics/float.k	199	199	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
reference-semantics/semantics/float.k	200	200	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
reference-semantics/semantics/float.k	201	201	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
reference-semantics/semantics/float.k	202	202	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
reference-semantics/semantics/float.k	203	203	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
reference-semantics/semantics/float.k	204	204	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
reference-semantics/semantics/float.k	205	205	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
reference-semantics/semantics/float.k	206	206	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
reference-semantics/semantics/float.k	209	209	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
reference-semantics/semantics/float.k	210	210	rule	concrete	SUPPLIED_FIXED_RULE	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
reference-semantics/semantics/float.k	211	211	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
reference-semantics/semantics/float.k	213	213	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("float", I:Int, .Vals) => intToF(I)
reference-semantics/semantics/float.k	214	214	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("float", F:Float, .Vals) => F
reference-semantics/semantics/float.k	217	217	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
reference-semantics/semantics/float.k	218	222	rule	concrete	SUPPLIED_FIXED_RULE	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
reference-semantics/semantics/float.k	223	223	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
reference-semantics/semantics/float.k	224	226	rule	concrete	SUPPLIED_FIXED_RULE	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
reference-semantics/semantics/float.k	227	227	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("round", F:Float, .Vals) => roundF(F)
reference-semantics/semantics/float.k	228	228	rule	-	SUPPLIED_FIXED_RULE	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
reference-semantics/semantics/float.k	230	230	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
reference-semantics/semantics/float.k	231	231	rule	concrete	SUPPLIED_FIXED_RULE	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
reference-semantics/semantics/float.k	232	232	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= "#mathSqrt"
reference-semantics/semantics/float.k	233	233	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
reference-semantics/semantics/float.k	234	234	rule	-	SUPPLIED_FIXED_RULE	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
reference-semantics/semantics/float.k	235	235	rule	-	SUPPLIED_FIXED_RULE	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
reference-semantics/semantics/float.k	243	243	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
reference-semantics/semantics/float.k	244	244	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	245	245	rule	-	SUPPLIED_FIXED_RULE	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
reference-semantics/semantics/float.k	246	246	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	247	248	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	250	250	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
reference-semantics/semantics/float.k	251	251	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	252	252	rule	-	SUPPLIED_FIXED_RULE	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
reference-semantics/semantics/float.k	253	253	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
reference-semantics/semantics/float.k	254	255	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	261	261	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
reference-semantics/semantics/float.k	262	264	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
reference-semantics/semantics/float.k	265	265	rule	-	SUPPLIED_FIXED_RULE	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
reference-semantics/semantics/float.k	266	266	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
reference-semantics/semantics/float.k	267	269	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
reference-semantics/semantics/float.k	270	272	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V)
reference-semantics/semantics/functions.k	8	11	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
reference-semantics/semantics/functions.k	14	16	rule	-	SUPPLIED_FIXED_RULE	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
reference-semantics/semantics/functions.k	18	18	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Expr ::= closureExpr(ParamNames, Stmts)
reference-semantics/semantics/functions.k	19	20	rule	-	SUPPLIED_FIXED_RULE	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	27	27	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	31	32	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
reference-semantics/semantics/functions.k	33	35	rule	-	SUPPLIED_FIXED_RULE	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
reference-semantics/semantics/functions.k	36	41	rule	-	SUPPLIED_FIXED_RULE	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	42	45	rule	-	SUPPLIED_FIXED_RULE	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
reference-semantics/semantics/functions.k	47	49	rule	-	SUPPLIED_FIXED_RULE	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/functions.k	50	52	rule	-	SUPPLIED_FIXED_RULE	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
reference-semantics/semantics/functions.k	53	58	rule	-	SUPPLIED_FIXED_RULE	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
reference-semantics/semantics/functions.k	59	60	rule	-	SUPPLIED_FIXED_RULE	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
reference-semantics/semantics/functions.k	63	63	rule	-	SUPPLIED_FIXED_RULE	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
reference-semantics/semantics/functions.k	64	66	rule	-	SUPPLIED_FIXED_RULE	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
reference-semantics/semantics/functions.k	68	75	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
reference-semantics/semantics/functions.k	78	79	rule	-	SUPPLIED_FIXED_RULE	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
reference-semantics/semantics/functions.k	80	81	rule	-	SUPPLIED_FIXED_RULE	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
reference-semantics/semantics/functions.k	85	90	rule	-	SUPPLIED_FIXED_RULE	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
reference-semantics/semantics/int.k	7	7	rule	-	SUPPLIED_FIXED_RULE	rule applyUn("-", I:Int) => 0 -Int I
reference-semantics/semantics/int.k	9	9	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
reference-semantics/semantics/int.k	11	11	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
reference-semantics/semantics/int.k	12	12	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
reference-semantics/semantics/int.k	13	13	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
reference-semantics/semantics/int.k	14	14	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
reference-semantics/semantics/int.k	15	15	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
reference-semantics/semantics/int.k	16	16	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
reference-semantics/semantics/int.k	17	17	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
reference-semantics/semantics/int.k	19	19	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= pyMod(Int, Int) [function]
reference-semantics/semantics/int.k	20	20	rule	-	SUPPLIED_FIXED_RULE	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
reference-semantics/semantics/int.k	22	22	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
reference-semantics/semantics/int.k	23	23	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
reference-semantics/semantics/int.k	24	24	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
reference-semantics/semantics/int.k	25	25	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
reference-semantics/semantics/int.k	26	26	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
reference-semantics/semantics/int.k	27	27	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
reference-semantics/semantics/iter.k	8	8	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
reference-semantics/semantics/list.k	9	9	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/list.k	10	10	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
reference-semantics/semantics/list.k	13	13	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax ApplyK ::= "toList"
reference-semantics/semantics/list.k	14	14	rule	-	SUPPLIED_FIXED_RULE	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
reference-semantics/semantics/list.k	15	15	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
reference-semantics/semantics/list.k	18	18	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/list.k	19	19	rule	-	SUPPLIED_FIXED_RULE	rule valSeqConcat(.ValSeq, T:ValSeq) => T
reference-semantics/semantics/list.k	20	20	rule	-	SUPPLIED_FIXED_RULE	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
reference-semantics/semantics/list.k	24	25	rule	priority	SUPPLIED_FIXED_RULE	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
