COMMAND: python3 /audit-output/evidence/k_rule_inventory.py
ID	KIND	SOURCE	SPAN	ATTRIBUTES/CLASS	ASSESSMENT	TEXT
K0778	rule	reference-semantics/semantics/sort.k	23-23	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0779	rule	reference-semantics/semantics/sort.k	24-25	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
K0780	syntax	reference-semantics/semantics/sort.k	26-26	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0781	rule	reference-semantics/semantics/sort.k	27-27	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0782	rule	reference-semantics/semantics/sort.k	28-28	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0783	rule	reference-semantics/semantics/sort.k	29-30	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0784	rule	reference-semantics/semantics/sort.k	31-35	owise	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
K0785	rule	reference-semantics/semantics/sort.k	36-39	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
K0786	rule	reference-semantics/semantics/sort.k	40-48	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
K0787	syntax	reference-semantics/semantics/sort.k	49-50	function,total,symbol	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0788	syntax	reference-semantics/semantics/sort.k	51-52	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0789	rule	reference-semantics/semantics/sort.k	53-53	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0790	rule	reference-semantics/semantics/sort.k	54-54	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0791	rule	reference-semantics/semantics/sort.k	55-56	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0792	syntax	reference-semantics/semantics/sort.k	57-57	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0793	rule	reference-semantics/semantics/sort.k	58-58	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule condRev(S:ValSeq, false) => S
K0794	rule	reference-semantics/semantics/sort.k	59-60	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule condRev(S:ValSeq, true)  => revVS(S)
K0795	rule	reference-semantics/semantics/sort.k	61-62	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0796	rule	reference-semantics/semantics/sort.k	63-64	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0797	rule	reference-semantics/semantics/sort.k	65-71	total,ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
K0798	rule	reference-semantics/semantics/str.k	8-8	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
K0799	rule	reference-semantics/semantics/str.k	9-12	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
K0800	syntax	reference-semantics/semantics/str.k	13-13	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax IntSeq ::= strToCodes(String) [function]
K0801	rule	reference-semantics/semantics/str.k	14-14	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0802	rule	reference-semantics/semantics/str.k	15-15	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strToCodes("") => .IntSeq
K0803	rule	reference-semantics/semantics/str.k	16-19	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in =========================================
K0804	syntax	reference-semantics/semantics/str.k	20-20	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0805	rule	reference-semantics/semantics/str.k	21-21	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule seqConcat(.IntSeq, T:IntSeq)                => T
K0806	rule	reference-semantics/semantics/str.k	22-23	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0807	rule	reference-semantics/semantics/str.k	24-24	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0808	rule	reference-semantics/semantics/str.k	25-25	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0809	rule	reference-semantics/semantics/str.k	26-28	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
K0810	rule	reference-semantics/semantics/str.k	29-29	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0811	rule	reference-semantics/semantics/str.k	30-31	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0812	syntax	reference-semantics/semantics/str.k	32-32	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0813	rule	reference-semantics/semantics/str.k	33-33	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strPrefix(.IntSeq, _:IntSeq)               => true
K0814	rule	reference-semantics/semantics/str.k	34-34	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0815	rule	reference-semantics/semantics/str.k	35-36	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0816	syntax	reference-semantics/semantics/str.k	37-37	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0817	rule	reference-semantics/semantics/str.k	38-38	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
K0818	rule	reference-semantics/semantics/str.k	39-39	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
K0819	rule	reference-semantics/semantics/str.k	40-47	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
K0820	syntax	reference-semantics/semantics/str.k	48-48	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0821	rule	reference-semantics/semantics/str.k	49-49	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(.IntSeq, .IntSeq)                => false
K0822	rule	reference-semantics/semantics/str.k	50-50	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0823	rule	reference-semantics/semantics/str.k	51-51	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0824	rule	reference-semantics/semantics/str.k	52-52	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
K0825	rule	reference-semantics/semantics/str.k	53-53	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
K0826	rule	reference-semantics/semantics/str.k	54-55	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0827	rule	reference-semantics/semantics/str.k	56-56	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0828	rule	reference-semantics/semantics/str.k	57-57	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K0829	rule	reference-semantics/semantics/str.k	58-58	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K0830	rule	reference-semantics/semantics/str.k	59-59	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K0831	syntax	reference-semantics/semantics/subscript.k	11-11	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K0832	rule	reference-semantics/semantics/subscript.k	12-12	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
K0833	rule	reference-semantics/semantics/subscript.k	13-15	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
K0834	syntax	reference-semantics/semantics/subscript.k	16-16	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K0835	rule	reference-semantics/semantics/subscript.k	17-17	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
K0836	rule	reference-semantics/semantics/subscript.k	18-20	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
K0837	syntax	reference-semantics/semantics/subscript.k	21-21	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Int ::= normIdx(Int, Int) [function, total]
K0838	rule	reference-semantics/semantics/subscript.k	22-22	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K0839	rule	reference-semantics/semantics/subscript.k	23-26	strict,ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
K0840	context	reference-semantics/semantics/subscript.k	27-27	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	context Subscript(HOLE, _)
K0841	context	reference-semantics/semantics/subscript.k	28-30	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
K0842	rule	reference-semantics/semantics/subscript.k	31-34	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0843	rule	reference-semantics/semantics/subscript.k	35-36	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K0844	syntax	reference-semantics/semantics/subscript.k	37-37	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val ::= applyIndex(Val, Int) [function]
K0845	rule	reference-semantics/semantics/subscript.k	38-38	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0846	rule	reference-semantics/semantics/subscript.k	39-39	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0847	rule	reference-semantics/semantics/subscript.k	40-43	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
K0848	syntax	reference-semantics/semantics/subscript.k	44-48	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
K0849	syntax	reference-semantics/semantics/subscript.k	49-49	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax OptInt ::= "noB" | someB(Int)
K0850	rule	reference-semantics/semantics/subscript.k	50-50	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #evalB(NoBound)  => noB ... </k>
K0851	rule	reference-semantics/semantics/subscript.k	51-51	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
K0852	rule	reference-semantics/semantics/subscript.k	52-53	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K0853	rule	reference-semantics/semantics/subscript.k	54-54	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K0854	rule	reference-semantics/semantics/subscript.k	55-55	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K0855	rule	reference-semantics/semantics/subscript.k	56-57	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
K0856	rule	reference-semantics/semantics/subscript.k	58-60	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K0857	rule	reference-semantics/semantics/subscript.k	61-62	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K0858	syntax	reference-semantics/semantics/subscript.k	63-63	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K0859	rule	reference-semantics/semantics/subscript.k	64-65	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0860	rule	reference-semantics/semantics/subscript.k	66-67	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0861	rule	reference-semantics/semantics/subscript.k	68-71	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST))) // ==== slice.indices: step / start / stop / clamp ==========================
K0862	syntax	reference-semantics/semantics/subscript.k	72-72	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Int ::= slStep(OptInt) [function, total]
K0863	rule	reference-semantics/semantics/subscript.k	73-73	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule slStep(noB)          => 1
K0864	rule	reference-semantics/semantics/subscript.k	74-75	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule slStep(someB(S:Int)) => S
K0865	syntax	reference-semantics/semantics/subscript.k	76-76	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K0866	rule	reference-semantics/semantics/subscript.k	77-78	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
