id	file	line	module	kind	category	attributes	opaque	disposition	text	audit_assessment	audit_rationale
K0680	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	86	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0681	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	89	MPY-METHODS	rule	operational-rule	priority	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0682	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	94	MPY-METHODS	rule	operational-rule	priority	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0683	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	97	MPY-METHODS	syntax	syntax-declaration	function	no	DECLARATION_REVIEW_REQUIRED	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0684	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	98	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0685	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	99	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0686	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	101	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0687	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	104	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0688	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	106	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0689	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	107	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0690	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	108	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0691	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	109	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0692	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	112	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= isUpperC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0693	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	113	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0694	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	115	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= isLowerC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0695	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	116	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0696	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	118	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= isAlphaC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0697	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	119	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0698	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	121	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= isDigitC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0699	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	122	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0700	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	124	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= hasUpper(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0701	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	125	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule hasUpper(.IntSeq) => false	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0702	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	126	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0703	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	128	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= hasLower(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0704	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	129	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule hasLower(.IntSeq) => false	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0705	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	130	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0706	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	132	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= allAlpha(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0707	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	133	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule allAlpha(.IntSeq) => true	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0708	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	134	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0709	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	136	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= allDigit(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0710	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	137	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule allDigit(.IntSeq) => true	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0711	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	138	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0712	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	140	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= lowerC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0713	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	142	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0714	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	143	MPY-METHODS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule lowerC(C:Int) => C         [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0715	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	145	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= upperC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0716	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	146	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0717	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	147	MPY-METHODS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule upperC(C:Int) => C         [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0718	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	149	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= swapC(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0719	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	150	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0720	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	151	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0721	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	152	MPY-METHODS	rule	equational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule swapC(C:Int) => C         [owise]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0722	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	154	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= mapLower(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0723	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	155	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapLower(.IntSeq) => .IntSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0724	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	156	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0725	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	158	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= mapUpper(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0726	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	159	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapUpper(.IntSeq) => .IntSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0727	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	160	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0728	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	162	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= mapSwap(IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0729	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	163	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapSwap(.IntSeq) => .IntSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0730	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	164	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0731	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	166	MPY-METHODS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0732	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	167	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule startsWith(.IntSeq, _:IntSeq)               => true	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0733	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	168	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0734	/tmp/audit-work/reconstruction/reference-semantics/semantics/methods.k	169	MPY-METHODS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0735	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	10	MPY-OPERATORS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0736	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	12	MPY-OPERATORS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0737	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	15	MPY-OPERATORS	context	evaluation-context	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	context Compare(HOLE, _)	USED_PATH_SOUND	Reached by the exact submitted body; constructor guards are disjoint on this path and the rewrite preserves Python order, binding, value, control, and all modeled state.
K0738	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	16	MPY-OPERATORS	context	evaluation-context	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	context Compare(_:Val, CmpOp(_, HOLE))	USED_PATH_SOUND	Reached by the exact submitted body; constructor guards are disjoint on this path and the rewrite preserves Python order, binding, value, control, and all modeled state.
K0739	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	17	MPY-OPERATORS	rule	operational-rule	owise	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]	USED_PATH_SOUND	Reached by the exact submitted body; constructor guards are disjoint on this path and the rewrite preserves Python order, binding, value, control, and all modeled state.
K0740	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	19	MPY-OPERATORS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0741	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	20	MPY-OPERATORS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0742	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	25	MPY-OPERATORS	rule	operational-rule	priority	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0743	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	28	MPY-OPERATORS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0744	/tmp/audit-work/reconstruction/reference-semantics/semantics/operators.k	34	MPY-OPERATORS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
