# Exhaustive K source inventory
# Inputs:
#   /reference/reference-semantics/semantics.k
#   /reference/reference-semantics/semantics/assert.k
#   /reference/reference-semantics/semantics/bool.k
#   /reference/reference-semantics/semantics/builtins.k
#   /reference/reference-semantics/semantics/call.k
#   /reference/reference-semantics/semantics/comprehension.k
#   /reference/reference-semantics/semantics/concrete.k
#   /reference/reference-semantics/semantics/controls.k
#   /reference/reference-semantics/semantics/core.k
#   /reference/reference-semantics/semantics/dict.k
#   /reference/reference-semantics/semantics/float.k
#   /reference/reference-semantics/semantics/functions.k
#   /reference/reference-semantics/semantics/int.k
#   /reference/reference-semantics/semantics/iter.k
#   /reference/reference-semantics/semantics/list.k
#   /reference/reference-semantics/semantics/methods.k
#   /reference/reference-semantics/semantics/operators.k
#   /reference/reference-semantics/semantics/range.k
#   /reference/reference-semantics/semantics/set.k
#   /reference/reference-semantics/semantics/sort.k
#   /reference/reference-semantics/semantics/str.k
#   /reference/reference-semantics/semantics/subscript.k
#   /reference/reference-semantics/semantics/syntax.k
#   /reference/reference-semantics/semantics/tuple.k
#   /candidate/verification.k
#   /candidate/spec.k
# TOTAL_RECORDS=934
# KIND_COUNTS=CLAIM:4,CONFIGURATION:1,CONTEXT:5,RULE:696,SYNTAX:228
# ATTRIBUTE_COUNTS=concrete:35,function:146,macro:4,macro-rec:1,no-evaluators:22,owise:26,priority:45,seqstrict:1,strict:2,symbol:25,total:107
id	file	line	kind	attributes	declaration_or_rule
493	/reference/reference-semantics/semantics/float.k	162	RULE	concrete	rule decStrToF(CS:IntSeq) => intToF(intPart(CS)) +Float (intToF(fracPart(CS)) /Float intToF(fracScale(CS))) requires isLen(CS) >Int 0 andBool headIS(CS) =/=Int 45 [concrete]
494	/reference/reference-semantics/semantics/float.k	165	SYNTAX	function	syntax Int ::= headIS(IntSeq) [function]
495	/reference/reference-semantics/semantics/float.k	166	RULE	-	rule headIS(iCons(C:Int, _:IntSeq)) => C
496	/reference/reference-semantics/semantics/float.k	167	SYNTAX	function,total	syntax Int ::= intPart(IntSeq) [function, total] | intPartAcc(IntSeq, Int) [function, total]
497	/reference/reference-semantics/semantics/float.k	168	RULE	-	rule intPart(CS:IntSeq) => intPartAcc(CS, 0)
498	/reference/reference-semantics/semantics/float.k	169	RULE	-	rule intPartAcc(.IntSeq, A:Int) => A
499	/reference/reference-semantics/semantics/float.k	170	RULE	-	rule intPartAcc(iCons(46, _:IntSeq), A:Int) => A
500	/reference/reference-semantics/semantics/float.k	171	RULE	-	rule intPartAcc(iCons(C:Int, R:IntSeq), A:Int) => intPartAcc(R, A *Int 10 +Int (C -Int 48)) requires C =/=Int 46
501	/reference/reference-semantics/semantics/float.k	173	SYNTAX	function,total	syntax Int ::= fracPart(IntSeq) [function, total] | fracAcc(IntSeq, Int) [function, total]
502	/reference/reference-semantics/semantics/float.k	174	RULE	-	rule fracPart(.IntSeq) => 0
503	/reference/reference-semantics/semantics/float.k	175	RULE	-	rule fracPart(iCons(46, R:IntSeq)) => fracAcc(R, 0)
504	/reference/reference-semantics/semantics/float.k	176	RULE	-	rule fracPart(iCons(C:Int, R:IntSeq)) => fracPart(R) requires C =/=Int 46
505	/reference/reference-semantics/semantics/float.k	177	RULE	-	rule fracAcc(.IntSeq, A:Int) => A
506	/reference/reference-semantics/semantics/float.k	178	RULE	-	rule fracAcc(iCons(C:Int, R:IntSeq), A:Int) => fracAcc(R, A *Int 10 +Int (C -Int 48))
507	/reference/reference-semantics/semantics/float.k	179	SYNTAX	function,total	syntax Int ::= fracScale(IntSeq) [function, total] | fscAcc(IntSeq, Int) [function, total]
508	/reference/reference-semantics/semantics/float.k	180	RULE	-	rule fracScale(.IntSeq) => 1
509	/reference/reference-semantics/semantics/float.k	181	RULE	-	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	/reference/reference-semantics/semantics/float.k	182	RULE	-	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	/reference/reference-semantics/semantics/float.k	183	RULE	-	rule fscAcc(.IntSeq, A:Int) => A
512	/reference/reference-semantics/semantics/float.k	184	RULE	-	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	/reference/reference-semantics/semantics/float.k	185	RULE	-	rule applyBuiltin("float", str(CS:IntSeq), .Vals) => decStrToF(CS)
514	/reference/reference-semantics/semantics/float.k	186	RULE	-	rule applyBuiltin("float", I:Int, .Vals)          => intToF(I)
515	/reference/reference-semantics/semantics/float.k	187	RULE	-	rule applyBuiltin("float", F:Float, .Vals)        => F
516	/reference/reference-semantics/semantics/float.k	190	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	/reference/reference-semantics/semantics/float.k	191	RULE	concrete	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	/reference/reference-semantics/semantics/float.k	192	RULE	-	rule applyBin("/", F:Float, I:Int) => divFloatIntV(F, I)
519	/reference/reference-semantics/semantics/float.k	195	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	/reference/reference-semantics/semantics/float.k	196	RULE	concrete	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	/reference/reference-semantics/semantics/float.k	197	RULE	-	rule applyBin("+", I:Int, F:Float) => addF(intToF(I), F)
522	/reference/reference-semantics/semantics/float.k	198	RULE	-	rule applyBin("+", F:Float, I:Int) => addF(F, intToF(I))
523	/reference/reference-semantics/semantics/float.k	199	RULE	-	rule applyBin("-", I:Int, F:Float) => subF(intToF(I), F)
524	/reference/reference-semantics/semantics/float.k	200	RULE	-	rule applyBin("-", F:Float, I:Int) => subF(F, intToF(I))
525	/reference/reference-semantics/semantics/float.k	201	RULE	-	rule applyBin("*", I:Int, F:Float) => mulF(intToF(I), F)
526	/reference/reference-semantics/semantics/float.k	202	RULE	-	rule applyBin("*", F:Float, I:Int) => mulF(F, intToF(I))
527	/reference/reference-semantics/semantics/float.k	203	RULE	-	rule applyCmp("<", I:Int, F:Float) => floatLt(intToF(I), F)
528	/reference/reference-semantics/semantics/float.k	204	RULE	-	rule applyCmp("<", F:Float, I:Int) => floatLt(F, intToF(I))
529	/reference/reference-semantics/semantics/float.k	205	RULE	-	rule applyCmp(">", I:Int, F:Float) => gtF(intToF(I), F)
530	/reference/reference-semantics/semantics/float.k	206	RULE	-	rule applyCmp(">", F:Float, I:Int) => gtF(F, intToF(I))
531	/reference/reference-semantics/semantics/float.k	209	SYNTAX	function,total,symbol,no-evaluators	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	/reference/reference-semantics/semantics/float.k	210	RULE	concrete	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	/reference/reference-semantics/semantics/float.k	211	RULE	-	rule applyBuiltin("int", F:Float, .Vals) => truncF(F)
534	/reference/reference-semantics/semantics/float.k	213	RULE	-	rule applyBuiltin("float", I:Int, .Vals)   => intToF(I)
535	/reference/reference-semantics/semantics/float.k	214	RULE	-	rule applyBuiltin("float", F:Float, .Vals) => F
536	/reference/reference-semantics/semantics/float.k	217	SYNTAX	function,total,symbol,no-evaluators	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	/reference/reference-semantics/semantics/float.k	218	RULE	concrete	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	/reference/reference-semantics/semantics/float.k	223	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	/reference/reference-semantics/semantics/float.k	224	RULE	concrete	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	/reference/reference-semantics/semantics/float.k	227	RULE	-	rule applyBuiltin("round", F:Float, .Vals)        => roundF(F)
541	/reference/reference-semantics/semantics/float.k	228	RULE	-	rule applyBuiltin("round", F:Float, N:Int, .Vals) => roundFN(F, N)
542	/reference/reference-semantics/semantics/float.k	230	SYNTAX	function,total,symbol,no-evaluators	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	/reference/reference-semantics/semantics/float.k	231	RULE	concrete	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	/reference/reference-semantics/semantics/float.k	232	SYNTAX	-	syntax KItem ::= "#mathSqrt"
545	/reference/reference-semantics/semantics/float.k	233	RULE	priority	rule <k> Call(Attribute(Name("math"), "sqrt"), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]
546	/reference/reference-semantics/semantics/float.k	234	RULE	-	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	/reference/reference-semantics/semantics/float.k	235	RULE	-	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	/reference/reference-semantics/semantics/float.k	243	SYNTAX	-	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	/reference/reference-semantics/semantics/float.k	244	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	/reference/reference-semantics/semantics/float.k	245	RULE	-	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	/reference/reference-semantics/semantics/float.k	246	RULE	-	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	/reference/reference-semantics/semantics/float.k	247	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
553	/reference/reference-semantics/semantics/float.k	250	SYNTAX	-	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	/reference/reference-semantics/semantics/float.k	251	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	/reference/reference-semantics/semantics/float.k	252	RULE	-	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	/reference/reference-semantics/semantics/float.k	253	RULE	-	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	/reference/reference-semantics/semantics/float.k	254	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k> requires isFloat(V)
558	/reference/reference-semantics/semantics/float.k	261	SYNTAX	-	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	/reference/reference-semantics/semantics/float.k	262	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k> requires isFloat(V) andBool notBool (isInt(V) orBool isBool(V))
560	/reference/reference-semantics/semantics/float.k	265	RULE	-	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	/reference/reference-semantics/semantics/float.k	266	RULE	-	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	/reference/reference-semantics/semantics/float.k	267	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k> requires isFloat(V)
563	/reference/reference-semantics/semantics/float.k	270	RULE	-	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k> requires isInt(V) orBool isBool(V) endmodule
564	/reference/reference-semantics/semantics/functions.k	8	SYNTAX	-	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
565	/reference/reference-semantics/semantics/functions.k	14	RULE	-	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	/reference/reference-semantics/semantics/functions.k	18	SYNTAX	-	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	/reference/reference-semantics/semantics/functions.k	19	RULE	-	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
568	/reference/reference-semantics/semantics/functions.k	27	SYNTAX	-	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	/reference/reference-semantics/semantics/functions.k	31	SYNTAX	-	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	/reference/reference-semantics/semantics/functions.k	33	RULE	-	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	/reference/reference-semantics/semantics/functions.k	36	RULE	-	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
572	/reference/reference-semantics/semantics/functions.k	42	RULE	-	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	/reference/reference-semantics/semantics/functions.k	47	RULE	-	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	/reference/reference-semantics/semantics/functions.k	50	RULE	-	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	/reference/reference-semantics/semantics/functions.k	53	RULE	-	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
576	/reference/reference-semantics/semantics/functions.k	59	RULE	-	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
577	/reference/reference-semantics/semantics/functions.k	63	RULE	-	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	/reference/reference-semantics/semantics/functions.k	64	RULE	-	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	/reference/reference-semantics/semantics/functions.k	68	RULE	priority	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)]
580	/reference/reference-semantics/semantics/functions.k	78	RULE	-	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	/reference/reference-semantics/semantics/functions.k	80	RULE	-	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
582	/reference/reference-semantics/semantics/functions.k	85	RULE	-	rule <k> #pop => V ~> CONT </k> <ret>   retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env>   L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc> endmodule
583	/reference/reference-semantics/semantics/int.k	7	RULE	-	rule applyUn("-", I:Int) => 0 -Int I
584	/reference/reference-semantics/semantics/int.k	9	RULE	-	rule applyBin("+",  I1:Int, I2:Int) => I1 +Int I2
585	/reference/reference-semantics/semantics/int.k	11	RULE	-	rule applyBin("+",  I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
586	/reference/reference-semantics/semantics/int.k	12	RULE	-	rule applyBin("+",  B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
587	/reference/reference-semantics/semantics/int.k	13	RULE	-	rule applyBin("-",  I1:Int, I2:Int) => I1 -Int I2
588	/reference/reference-semantics/semantics/int.k	14	RULE	-	rule applyBin("*",  I1:Int, I2:Int) => I1 *Int I2
589	/reference/reference-semantics/semantics/int.k	15	RULE	-	rule applyBin("%",  I1:Int, I2:Int) => pyMod(I1, I2)
590	/reference/reference-semantics/semantics/int.k	16	RULE	-	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
591	/reference/reference-semantics/semantics/int.k	17	RULE	-	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
592	/reference/reference-semantics/semantics/int.k	19	SYNTAX	function	syntax Int ::= pyMod(Int, Int) [function]
593	/reference/reference-semantics/semantics/int.k	20	RULE	-	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	/reference/reference-semantics/semantics/int.k	22	RULE	-	rule applyCmp("<",  I1:Int, I2:Int)   => I1 <Int  I2
595	/reference/reference-semantics/semantics/int.k	23	RULE	-	rule applyCmp("<=", I1:Int, I2:Int)   => I1 <=Int I2
596	/reference/reference-semantics/semantics/int.k	24	RULE	-	rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
597	/reference/reference-semantics/semantics/int.k	25	RULE	-	rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
598	/reference/reference-semantics/semantics/int.k	26	RULE	-	rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
599	/reference/reference-semantics/semantics/int.k	27	RULE	-	rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2 endmodule
600	/reference/reference-semantics/semantics/iter.k	8	SYNTAX	-	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable) endmodule
601	/reference/reference-semantics/semantics/list.k	9	RULE	-	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
602	/reference/reference-semantics/semantics/list.k	10	RULE	-	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
603	/reference/reference-semantics/semantics/list.k	13	SYNTAX	-	syntax ApplyK ::= "toList"
604	/reference/reference-semantics/semantics/list.k	14	RULE	-	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	/reference/reference-semantics/semantics/list.k	15	RULE	-	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
606	/reference/reference-semantics/semantics/list.k	18	SYNTAX	function,total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
607	/reference/reference-semantics/semantics/list.k	19	RULE	-	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
608	/reference/reference-semantics/semantics/list.k	20	RULE	-	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
609	/reference/reference-semantics/semantics/list.k	24	RULE	priority	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
610	/reference/reference-semantics/semantics/list.k	27	RULE	-	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
611	/reference/reference-semantics/semantics/list.k	28	RULE	-	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
612	/reference/reference-semantics/semantics/list.k	33	SYNTAX	function,total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
613	/reference/reference-semantics/semantics/list.k	34	RULE	-	rule hasRefVS(.ValSeq)                => false
614	/reference/reference-semantics/semantics/list.k	35	RULE	-	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
615	/reference/reference-semantics/semantics/list.k	37	SYNTAX	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map)        [function]
616	/reference/reference-semantics/semantics/list.k	39	RULE	-	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
617	/reference/reference-semantics/semantics/list.k	40	RULE	-	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
618	/reference/reference-semantics/semantics/list.k	41	RULE	-	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
619	/reference/reference-semantics/semantics/list.k	42	RULE	-	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
620	/reference/reference-semantics/semantics/list.k	45	RULE	-	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
621	/reference/reference-semantics/semantics/list.k	47	RULE	-	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
622	/reference/reference-semantics/semantics/list.k	49	RULE	-	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
623	/reference/reference-semantics/semantics/list.k	50	RULE	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
624	/reference/reference-semantics/semantics/list.k	53	RULE	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
625	/reference/reference-semantics/semantics/list.k	58	SYNTAX	-	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
626	/reference/reference-semantics/semantics/list.k	59	RULE	-	rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
627	/reference/reference-semantics/semantics/list.k	60	RULE	-	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
628	/reference/reference-semantics/semantics/list.k	61	RULE	-	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
629	/reference/reference-semantics/semantics/list.k	62	RULE	-	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
630	/reference/reference-semantics/semantics/list.k	63	RULE	-	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
631	/reference/reference-semantics/semantics/list.k	65	RULE	-	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
632	/reference/reference-semantics/semantics/list.k	67	RULE	-	rule <k> B:Bool ~> #notB => notBool B ... </k> endmodule
633	/reference/reference-semantics/semantics/methods.k	10	SYNTAX	function	syntax Val ::= applyMethod(Val, String, Vals) [function]
634	/reference/reference-semantics/semantics/methods.k	13	RULE	-	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
635	/reference/reference-semantics/semantics/methods.k	14	RULE	-	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
636	/reference/reference-semantics/semantics/methods.k	15	RULE	-	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
637	/reference/reference-semantics/semantics/methods.k	16	RULE	-	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
638	/reference/reference-semantics/semantics/methods.k	19	RULE	-	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
639	/reference/reference-semantics/semantics/methods.k	20	RULE	-	rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
640	/reference/reference-semantics/semantics/methods.k	21	RULE	-	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
641	/reference/reference-semantics/semantics/methods.k	26	RULE	-	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
642	/reference/reference-semantics/semantics/methods.k	27	SYNTAX	function,total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
643	/reference/reference-semantics/semantics/methods.k	28	RULE	-	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
644	/reference/reference-semantics/semantics/methods.k	29	RULE	-	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
645	/reference/reference-semantics/semantics/methods.k	30	RULE	-	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
646	/reference/reference-semantics/semantics/methods.k	34	RULE	-	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
647	/reference/reference-semantics/semantics/methods.k	35	SYNTAX	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
648	/reference/reference-semantics/semantics/methods.k	36	RULE	-	rule cntSub(.IntSeq, _:IntSeq) => 0
649	/reference/reference-semantics/semantics/methods.k	37	RULE	-	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
650	/reference/reference-semantics/semantics/methods.k	39	RULE	-	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
651	/reference/reference-semantics/semantics/methods.k	41	SYNTAX	function,total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
652	/reference/reference-semantics/semantics/methods.k	42	RULE	-	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
653	/reference/reference-semantics/semantics/methods.k	43	RULE	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
654	/reference/reference-semantics/semantics/methods.k	44	RULE	-	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
655	/reference/reference-semantics/semantics/methods.k	47	RULE	-	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
