file	line	kind	attributes	guard	assessment	text
unicode-case.k	2314	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x85"") => ""ST"""
unicode-case.k	2315	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x86"") => ""ST"""
unicode-case.k	2316	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x93"") => ""\xd5\x84\xd5\x86"""
unicode-case.k	2317	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x94"") => ""\xd5\x84\xd4\xb5"""
unicode-case.k	2318	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x95"") => ""\xd5\x84\xd4\xbb"""
unicode-case.k	2319	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x96"") => ""\xd5\x8e\xd5\x86"""
unicode-case.k	2320	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xac\x97"") => ""\xd5\x84\xd4\xbd"""
unicode-case.k	2321	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa1"") => ""\xef\xbd\x81"""
unicode-case.k	2322	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa2"") => ""\xef\xbd\x82"""
unicode-case.k	2323	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa3"") => ""\xef\xbd\x83"""
unicode-case.k	2324	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa4"") => ""\xef\xbd\x84"""
unicode-case.k	2325	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa5"") => ""\xef\xbd\x85"""
unicode-case.k	2326	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa6"") => ""\xef\xbd\x86"""
unicode-case.k	2327	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa7"") => ""\xef\xbd\x87"""
unicode-case.k	2328	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa8"") => ""\xef\xbd\x88"""
unicode-case.k	2329	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xa9"") => ""\xef\xbd\x89"""
unicode-case.k	2330	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xaa"") => ""\xef\xbd\x8a"""
unicode-case.k	2331	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xab"") => ""\xef\xbd\x8b"""
unicode-case.k	2332	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xac"") => ""\xef\xbd\x8c"""
unicode-case.k	2333	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xad"") => ""\xef\xbd\x8d"""
unicode-case.k	2334	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xae"") => ""\xef\xbd\x8e"""
unicode-case.k	2335	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xaf"") => ""\xef\xbd\x8f"""
unicode-case.k	2336	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb0"") => ""\xef\xbd\x90"""
unicode-case.k	2337	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb1"") => ""\xef\xbd\x91"""
unicode-case.k	2338	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb2"") => ""\xef\xbd\x92"""
unicode-case.k	2339	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb3"") => ""\xef\xbd\x93"""
unicode-case.k	2340	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb4"") => ""\xef\xbd\x94"""
unicode-case.k	2341	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb5"") => ""\xef\xbd\x95"""
unicode-case.k	2342	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb6"") => ""\xef\xbd\x96"""
unicode-case.k	2343	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb7"") => ""\xef\xbd\x97"""
unicode-case.k	2344	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb8"") => ""\xef\xbd\x98"""
unicode-case.k	2345	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xb9"") => ""\xef\xbd\x99"""
unicode-case.k	2346	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbc\xba"") => ""\xef\xbd\x9a"""
unicode-case.k	2347	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x81"") => ""\xef\xbc\xa1"""
unicode-case.k	2348	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x82"") => ""\xef\xbc\xa2"""
unicode-case.k	2349	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x83"") => ""\xef\xbc\xa3"""
unicode-case.k	2350	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x84"") => ""\xef\xbc\xa4"""
unicode-case.k	2351	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x85"") => ""\xef\xbc\xa5"""
unicode-case.k	2352	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x86"") => ""\xef\xbc\xa6"""
unicode-case.k	2353	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x87"") => ""\xef\xbc\xa7"""
unicode-case.k	2354	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x88"") => ""\xef\xbc\xa8"""
unicode-case.k	2355	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x89"") => ""\xef\xbc\xa9"""
unicode-case.k	2356	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8a"") => ""\xef\xbc\xaa"""
unicode-case.k	2357	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8b"") => ""\xef\xbc\xab"""
unicode-case.k	2358	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8c"") => ""\xef\xbc\xac"""
unicode-case.k	2359	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8d"") => ""\xef\xbc\xad"""
unicode-case.k	2360	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8e"") => ""\xef\xbc\xae"""
unicode-case.k	2361	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x8f"") => ""\xef\xbc\xaf"""
unicode-case.k	2362	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x90"") => ""\xef\xbc\xb0"""
unicode-case.k	2363	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x91"") => ""\xef\xbc\xb1"""
unicode-case.k	2364	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x92"") => ""\xef\xbc\xb2"""
unicode-case.k	2365	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x93"") => ""\xef\xbc\xb3"""
unicode-case.k	2366	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x94"") => ""\xef\xbc\xb4"""
unicode-case.k	2367	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x95"") => ""\xef\xbc\xb5"""
unicode-case.k	2368	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x96"") => ""\xef\xbc\xb6"""
unicode-case.k	2369	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x97"") => ""\xef\xbc\xb7"""
unicode-case.k	2370	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x98"") => ""\xef\xbc\xb8"""
unicode-case.k	2371	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x99"") => ""\xef\xbc\xb9"""
unicode-case.k	2372	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xef\xbd\x9a"") => ""\xef\xbc\xba"""
unicode-case.k	2373	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x80"") => ""\xf0\x90\x90\xa8"""
unicode-case.k	2374	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x81"") => ""\xf0\x90\x90\xa9"""
unicode-case.k	2375	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x82"") => ""\xf0\x90\x90\xaa"""
unicode-case.k	2376	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x83"") => ""\xf0\x90\x90\xab"""
unicode-case.k	2377	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x84"") => ""\xf0\x90\x90\xac"""
unicode-case.k	2378	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x85"") => ""\xf0\x90\x90\xad"""
unicode-case.k	2379	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x86"") => ""\xf0\x90\x90\xae"""
unicode-case.k	2380	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x87"") => ""\xf0\x90\x90\xaf"""
unicode-case.k	2381	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x88"") => ""\xf0\x90\x90\xb0"""
unicode-case.k	2382	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x89"") => ""\xf0\x90\x90\xb1"""
unicode-case.k	2383	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8a"") => ""\xf0\x90\x90\xb2"""
unicode-case.k	2384	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8b"") => ""\xf0\x90\x90\xb3"""
unicode-case.k	2385	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8c"") => ""\xf0\x90\x90\xb4"""
unicode-case.k	2386	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8d"") => ""\xf0\x90\x90\xb5"""
unicode-case.k	2387	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8e"") => ""\xf0\x90\x90\xb6"""
unicode-case.k	2388	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x8f"") => ""\xf0\x90\x90\xb7"""
unicode-case.k	2389	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x90"") => ""\xf0\x90\x90\xb8"""
unicode-case.k	2390	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x91"") => ""\xf0\x90\x90\xb9"""
unicode-case.k	2391	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x92"") => ""\xf0\x90\x90\xba"""
unicode-case.k	2392	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x93"") => ""\xf0\x90\x90\xbb"""
unicode-case.k	2393	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x94"") => ""\xf0\x90\x90\xbc"""
unicode-case.k	2394	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x95"") => ""\xf0\x90\x90\xbd"""
unicode-case.k	2395	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x96"") => ""\xf0\x90\x90\xbe"""
unicode-case.k	2396	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x97"") => ""\xf0\x90\x90\xbf"""
unicode-case.k	2397	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x98"") => ""\xf0\x90\x91\x80"""
unicode-case.k	2398	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x99"") => ""\xf0\x90\x91\x81"""
unicode-case.k	2399	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9a"") => ""\xf0\x90\x91\x82"""
unicode-case.k	2400	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9b"") => ""\xf0\x90\x91\x83"""
unicode-case.k	2401	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9c"") => ""\xf0\x90\x91\x84"""
unicode-case.k	2402	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9d"") => ""\xf0\x90\x91\x85"""
unicode-case.k	2403	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9e"") => ""\xf0\x90\x91\x86"""
unicode-case.k	2404	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\x9f"") => ""\xf0\x90\x91\x87"""
unicode-case.k	2405	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa0"") => ""\xf0\x90\x91\x88"""
unicode-case.k	2406	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa1"") => ""\xf0\x90\x91\x89"""
unicode-case.k	2407	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa2"") => ""\xf0\x90\x91\x8a"""
unicode-case.k	2408	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa3"") => ""\xf0\x90\x91\x8b"""
unicode-case.k	2409	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa4"") => ""\xf0\x90\x91\x8c"""
unicode-case.k	2410	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa5"") => ""\xf0\x90\x91\x8d"""
unicode-case.k	2411	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa6"") => ""\xf0\x90\x91\x8e"""
unicode-case.k	2412	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa7"") => ""\xf0\x90\x91\x8f"""
unicode-case.k	2413	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa8"") => ""\xf0\x90\x90\x80"""
unicode-case.k	2414	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xa9"") => ""\xf0\x90\x90\x81"""
unicode-case.k	2415	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xaa"") => ""\xf0\x90\x90\x82"""
unicode-case.k	2416	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xab"") => ""\xf0\x90\x90\x83"""
unicode-case.k	2417	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xac"") => ""\xf0\x90\x90\x84"""
unicode-case.k	2418	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xad"") => ""\xf0\x90\x90\x85"""
unicode-case.k	2419	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xae"") => ""\xf0\x90\x90\x86"""
unicode-case.k	2420	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xaf"") => ""\xf0\x90\x90\x87"""
unicode-case.k	2421	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb0"") => ""\xf0\x90\x90\x88"""
unicode-case.k	2422	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb1"") => ""\xf0\x90\x90\x89"""
unicode-case.k	2423	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb2"") => ""\xf0\x90\x90\x8a"""
unicode-case.k	2424	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb3"") => ""\xf0\x90\x90\x8b"""
unicode-case.k	2425	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb4"") => ""\xf0\x90\x90\x8c"""
unicode-case.k	2426	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb5"") => ""\xf0\x90\x90\x8d"""
unicode-case.k	2427	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb6"") => ""\xf0\x90\x90\x8e"""
unicode-case.k	2428	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb7"") => ""\xf0\x90\x90\x8f"""
unicode-case.k	2429	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb8"") => ""\xf0\x90\x90\x90"""
unicode-case.k	2430	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xb9"") => ""\xf0\x90\x90\x91"""
unicode-case.k	2431	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xba"") => ""\xf0\x90\x90\x92"""
unicode-case.k	2432	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xbb"") => ""\xf0\x90\x90\x93"""
unicode-case.k	2433	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xbc"") => ""\xf0\x90\x90\x94"""
unicode-case.k	2434	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xbd"") => ""\xf0\x90\x90\x95"""
unicode-case.k	2435	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xbe"") => ""\xf0\x90\x90\x96"""
unicode-case.k	2436	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x90\xbf"") => ""\xf0\x90\x90\x97"""
unicode-case.k	2437	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x80"") => ""\xf0\x90\x90\x98"""
unicode-case.k	2438	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x81"") => ""\xf0\x90\x90\x99"""
unicode-case.k	2439	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x82"") => ""\xf0\x90\x90\x9a"""
unicode-case.k	2440	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x83"") => ""\xf0\x90\x90\x9b"""
unicode-case.k	2441	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x84"") => ""\xf0\x90\x90\x9c"""
unicode-case.k	2442	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x85"") => ""\xf0\x90\x90\x9d"""
unicode-case.k	2443	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x86"") => ""\xf0\x90\x90\x9e"""
unicode-case.k	2444	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x87"") => ""\xf0\x90\x90\x9f"""
unicode-case.k	2445	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x88"") => ""\xf0\x90\x90\xa0"""
