COMMAND: python3 /audit-output/evidence/k_inventory.py
# item_count=1100
# kind_counts={'claim': 1, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 697, 'syntax': 229}
# attribute_counts={'concrete': 35, 'function': 145, 'macro': 5, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'strict': 2, 'total': 107}
# decision_counts={'ASSEMBLY_OR_MODULE_DECLARATION': 167, 'EXECUTED_FIXED_FRAGMENT_ACCEPTED': 55, 'OPAQUE_FIXED_PRIMITIVE_UNREACHED': 22, 'PROOF_LOCAL_ACCEPTED_EXACT_HARNESS': 4, 'TARGET_CLAIM_RESULT_CONSTRAINING': 1, 'UNREACHED_NO_INTENDED_DOMAIN_WITNESS': 851}
id	path	lines	kind	attributes	relevance	decision	declaration
K0833	reference-semantics/semantics/methods.k	136-136	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= allDigit(IntSeq) [function, total]
K0834	reference-semantics/semantics/methods.k	137-137	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule allDigit(.IntSeq) => true
K0835	reference-semantics/semantics/methods.k	138-139	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
K0836	reference-semantics/semantics/methods.k	140-141	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= lowerC(Int) [function, total]
K0837	reference-semantics/semantics/methods.k	142-142	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
K0838	reference-semantics/semantics/methods.k	143-144	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule lowerC(C:Int) => C         [owise]
K0839	reference-semantics/semantics/methods.k	145-145	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= upperC(Int) [function, total]
K0840	reference-semantics/semantics/methods.k	146-146	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
K0841	reference-semantics/semantics/methods.k	147-148	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule upperC(C:Int) => C         [owise]
K0842	reference-semantics/semantics/methods.k	149-149	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= swapC(Int) [function, total]
K0843	reference-semantics/semantics/methods.k	150-150	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
K0844	reference-semantics/semantics/methods.k	151-151	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
K0845	reference-semantics/semantics/methods.k	152-153	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule swapC(C:Int) => C         [owise]
K0846	reference-semantics/semantics/methods.k	154-154	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= mapLower(IntSeq) [function, total]
K0847	reference-semantics/semantics/methods.k	155-155	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapLower(.IntSeq) => .IntSeq
K0848	reference-semantics/semantics/methods.k	156-157	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
K0849	reference-semantics/semantics/methods.k	158-158	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
K0850	reference-semantics/semantics/methods.k	159-159	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapUpper(.IntSeq) => .IntSeq
K0851	reference-semantics/semantics/methods.k	160-161	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
K0852	reference-semantics/semantics/methods.k	162-162	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
K0853	reference-semantics/semantics/methods.k	163-163	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapSwap(.IntSeq) => .IntSeq
K0854	reference-semantics/semantics/methods.k	164-165	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
K0855	reference-semantics/semantics/methods.k	166-166	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
K0856	reference-semantics/semantics/methods.k	167-167	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule startsWith(.IntSeq, _:IntSeq)               => true
K0857	reference-semantics/semantics/methods.k	168-168	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0858	reference-semantics/semantics/methods.k	169-169	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
K0859	reference-semantics/semantics/methods.k	170-170	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0860	reference-semantics/semantics/operators.k	6-6	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-OPERATORS
K0861	reference-semantics/semantics/operators.k	7-7	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0862	reference-semantics/semantics/operators.k	8-9	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-ITER
K0863	reference-semantics/semantics/operators.k	10-11	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
K0864	reference-semantics/semantics/operators.k	12-14	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
K0865	reference-semantics/semantics/operators.k	15-15	context	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	context Compare(HOLE, _)
K0866	reference-semantics/semantics/operators.k	16-16	context	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	context Compare(_:Val, CmpOp(_, HOLE))
K0867	reference-semantics/semantics/operators.k	17-18	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
K0868	reference-semantics/semantics/operators.k	19-19	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
K0869	reference-semantics/semantics/operators.k	20-24	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
K0870	reference-semantics/semantics/operators.k	25-27	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0871	reference-semantics/semantics/operators.k	28-33	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
K0872	reference-semantics/semantics/operators.k	34-37	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
K0873	reference-semantics/semantics/operators.k	38-43	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
K0874	reference-semantics/semantics/operators.k	44-46	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0875	reference-semantics/semantics/operators.k	47-47	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0876	reference-semantics/semantics/range.k	5-5	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-RANGE
K0877	reference-semantics/semantics/range.k	6-6	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0878	reference-semantics/semantics/range.k	7-8	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-ITER
K0879	reference-semantics/semantics/range.k	9-9	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0880	reference-semantics/semantics/range.k	10-11	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0881	reference-semantics/semantics/range.k	12-12	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0882	reference-semantics/semantics/range.k	13-14	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
K0883	reference-semantics/semantics/range.k	15-16	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
K0884	reference-semantics/semantics/range.k	17-19	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
K0885	reference-semantics/semantics/range.k	20-22	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
K0886	reference-semantics/semantics/range.k	23-24	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
K0887	reference-semantics/semantics/range.k	25-25	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0888	reference-semantics/semantics/set.k	3-3	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-SET
K0889	reference-semantics/semantics/set.k	4-7	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0890	reference-semantics/semantics/set.k	8-10	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= setV(IntSeq)
K0891	reference-semantics/semantics/set.k	11-11	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0892	reference-semantics/semantics/set.k	12-12	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule codeIn(_:Int, .IntSeq)                => false
K0893	reference-semantics/semantics/set.k	13-15	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K0894	reference-semantics/semantics/set.k	16-17	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
K0895	reference-semantics/semantics/set.k	18-18	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0896	reference-semantics/semantics/set.k	19-19	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0897	reference-semantics/semantics/set.k	20-21	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
K0898	reference-semantics/semantics/set.k	22-24	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
K0899	reference-semantics/semantics/set.k	25-25	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0900	reference-semantics/semantics/set.k	26-26	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
K0901	reference-semantics/semantics/set.k	27-30	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0902	reference-semantics/semantics/set.k	31-31	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0903	reference-semantics/semantics/set.k	32-32	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule subsetCodes(.IntSeq, _:IntSeq)                => true
K0904	reference-semantics/semantics/set.k	33-34	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0905	reference-semantics/semantics/set.k	35-35	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0906	reference-semantics/semantics/set.k	36-38	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0907	reference-semantics/semantics/set.k	39-39	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0908	reference-semantics/semantics/set.k	40-40	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0909	reference-semantics/semantics/sort.k	10-10	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-SORT
K0910	reference-semantics/semantics/sort.k	11-11	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-BUILTINS
K0911	reference-semantics/semantics/sort.k	12-17	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-SUBSCRIPT
K0912	reference-semantics/semantics/sort.k	18-18	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0913	reference-semantics/semantics/sort.k	19-19	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0914	reference-semantics/semantics/sort.k	20-20	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
K0915	reference-semantics/semantics/sort.k	21-21	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0916	reference-semantics/semantics/sort.k	22-22	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
K0917	reference-semantics/semantics/sort.k	23-23	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0918	reference-semantics/semantics/sort.k	24-25	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
K0919	reference-semantics/semantics/sort.k	26-26	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0920	reference-semantics/semantics/sort.k	27-27	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0921	reference-semantics/semantics/sort.k	28-28	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0922	reference-semantics/semantics/sort.k	29-30	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
K0923	reference-semantics/semantics/sort.k	31-35	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K0924	reference-semantics/semantics/sort.k	36-39	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
K0925	reference-semantics/semantics/sort.k	40-48	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0926	reference-semantics/semantics/sort.k	49-50	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0927	reference-semantics/semantics/sort.k	51-52	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0928	reference-semantics/semantics/sort.k	53-53	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0929	reference-semantics/semantics/sort.k	54-54	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0930	reference-semantics/semantics/sort.k	55-56	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0931	reference-semantics/semantics/sort.k	57-57	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0932	reference-semantics/semantics/sort.k	58-58	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule condRev(S:ValSeq, false) => S
K0933	reference-semantics/semantics/sort.k	59-60	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule condRev(S:ValSeq, true)  => revVS(S)
K0934	reference-semantics/semantics/sort.k	61-62	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0935	reference-semantics/semantics/sort.k	63-64	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0936	reference-semantics/semantics/sort.k	65-71	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
K0937	reference-semantics/semantics/sort.k	72-72	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0938	reference-semantics/semantics/str.k	3-3	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-STR
K0939	reference-semantics/semantics/str.k	4-4	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0940	reference-semantics/semantics/str.k	5-7	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-ITER
K0941	reference-semantics/semantics/str.k	8-8	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
K0942	reference-semantics/semantics/str.k	9-12	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0943	reference-semantics/semantics/str.k	13-13	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= strToCodes(String) [function]
K0944	reference-semantics/semantics/str.k	14-14	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0945	reference-semantics/semantics/str.k	15-15	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strToCodes("") => .IntSeq
K0946	reference-semantics/semantics/str.k	16-19	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
K0947	reference-semantics/semantics/str.k	20-20	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0948	reference-semantics/semantics/str.k	21-21	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule seqConcat(.IntSeq, T:IntSeq)                => T
K0949	reference-semantics/semantics/str.k	22-23	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0950	reference-semantics/semantics/str.k	24-24	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0951	reference-semantics/semantics/str.k	25-25	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0952	reference-semantics/semantics/str.k	26-28	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K0953	reference-semantics/semantics/str.k	29-29	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0954	reference-semantics/semantics/str.k	30-31	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0955	reference-semantics/semantics/str.k	32-32	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0956	reference-semantics/semantics/str.k	33-33	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strPrefix(.IntSeq, _:IntSeq)               => true
K0957	reference-semantics/semantics/str.k	34-34	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0958	reference-semantics/semantics/str.k	35-36	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0959	reference-semantics/semantics/str.k	37-37	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0960	reference-semantics/semantics/str.k	38-38	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
K0961	reference-semantics/semantics/str.k	39-39	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
K0962	reference-semantics/semantics/str.k	40-47	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K0963	reference-semantics/semantics/str.k	48-48	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0964	reference-semantics/semantics/str.k	49-49	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strLt(.IntSeq, .IntSeq)                => false
K0965	reference-semantics/semantics/str.k	50-50	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
